	ec1249	ec1257	ec1265	ec1298	ec1314	ec1330	ec1349	ec1356	ec1368	ec1380	ec1392	ec1396	ec1400	ec1408	ec1411	ec1420	ec1424	ec1427	ec1435	eti481	eti482	eti483	eti484	eti485	eti486	eti487	eti488	eti489	eti490	eti502	eti503	eti505	eti507	eti508	eti509	eti510	eti536	eti537	eti542
ec1249	0.0	0.6170560774379019	0.4311173739465083	0.5055991905683732	0.6020782943531213	0.6328798601722727	0.4667141788423506	0.6371408188716665	0.5110067362659835	0.6350482869181805	0.5874241710059847	0.6201197451149334	0.4885862827405774	0.6145482502633419	0.5055336132017877	0.5771109472691522	0.5122491375355369	0.6048305928475828	0.5326432540235014	0.5250176835169463	0.5799201307000045	0.48484650356749665	0.4887327120390881	0.46433802058752555	0.4682227270235032	0.5731986667669202	0.5426537054898085	0.5040861726728562	0.46025070966694864	0.6032800782854966	0.4644916738565383	0.5725195177913518	0.6086189919911675	0.5561903730970942	0.5441091235474083	0.7141133339064135	0.5814502507149713	0.6278281494567984	0.628419841855238
ec1257	0.6170560774379019	0.0	0.6058728096149258	0.598140609405731	0.13230058270316467	0.18896215984662992	0.4544773521107058	0.10170160048077351	0.607073122667085	0.36740453358213665	0.32049397634013504	0.21963851951689092	0.2851887394661391	0.1536370715132532	0.5038468119981898	0.4283492651690063	0.42984475688846363	0.413900525584966	0.5351277924345686	0.5842783105907118	0.6397835192019181	0.5364708885011575	0.585096931168502	0.4439805912861725	0.4793168476802653	0.44597376091553853	0.5668844913511557	0.6633583721936124	0.455035940154237	0.5251979125906838	0.3274914096571772	0.2957322292121477	0.15319948157411495	0.48746508695243757	0.627153734744409	0.758244389347151	0.6515943782286512	0.2233901240781175	0.6955788308345575
ec1265	0.4311173739465083	0.6058728096149258	0.0	0.5256963023532895	0.5913210867348255	0.6449105222404973	0.44298427734819346	0.6247576221950268	0.6038775144123616	0.6914067441453967	0.6159706619097828	0.6358312556230707	0.4731049357055947	0.6387268322950653	0.5436566769196272	0.625493128429825	0.5292762027302964	0.6626254847590033	0.5776882197611181	0.5715441856603082	0.6020724377062856	0.5178942513423819	0.45930475052354447	0.46776486901662706	0.4331163223106685	0.5308924720062289	0.512342564387961	0.4992654365184648	0.44627927218829294	0.607115572683416	0.45146112522339876	0.58089678129137	0.5939271819753689	0.5759611283068351	0.5780818540993932	0.7192294287199728	0.5967355908955344	0.6406606073537112	0.6401540791645689
ec1298	0.5055991905683732	0.598140609405731	0.5256963023532895	0.0	0.586438490439935	0.6110109515383013	0.35215830492830746	0.6088251085089696	0.42171519436777566	0.6141104314803743	0.5603562835319279	0.595765873440039	0.4967458264152159	0.6070958027712264	0.44243937010554507	0.5278563889317063	0.44250133862199403	0.5838708134335112	0.4449324062618675	0.4163660841461561	0.5055176296068863	0.48434528786828984	0.5090007424760353	0.48884272563211073	0.5111615793271266	0.5318216521386008	0.5032240515358101	0.576957427750161	0.4850142896210145	0.5986892817399885	0.48173455557937933	0.5759984941356224	0.5843669790237717	0.5138823273010424	0.5274367640404941	0.684631074495188	0.5036670486865377	0.5913616471091881	0.6153112450295104
ec1314	0.6020782943531213	0.13230058270316467	0.5913210867348255	0.586438490439935	0.0	0.22871715600150644	0.4413171567183434	0.1277252239700937	0.6151836008570087	0.40525406736555103	0.313989799076631	0.27541250727685296	0.25248416759880515	0.2148850645816317	0.5217134082294317	0.4621057271134398	0.4638490555208432	0.4153626158308609	0.55161150451675	0.5979119130817645	0.6487668452273567	0.5278210697548029	0.5822614558665457	0.44290284346721626	0.442143255135031	0.4614549204047343	0.5846031345968572	0.6463354949089682	0.4429174096883045	0.5151117393988263	0.2823148911695627	0.3548249740665237	0.1977373431633552	0.5131331844609142	0.6262187533674186	0.7679174126999309	0.6603544533469077	0.28906743543967267	0.6850718148929538
ec1330	0.6328798601722727	0.18896215984662992	0.6449105222404973	0.6110109515383013	0.22871715600150644	0.0	0.5262348281968969	0.19974858636717643	0.6343856028526677	0.3096724137893826	0.3948195311200423	0.12125234566204054	0.3793847395141355	0.19392427805214393	0.56916097011157	0.44438100647670914	0.38293253515332115	0.362367316834817	0.49957697602926476	0.6317991819171522	0.6743040842666556	0.5861070109220421	0.6365455131627509	0.5062228487611421	0.5465222381132118	0.5126173121020574	0.6138156982961027	0.7055639118417059	0.5103667643881931	0.5929698844751707	0.40254129762276	0.3800696761444133	0.21679808096687672	0.5531924392344506	0.6698943173147185	0.7913268261134946	0.6950858985859878	0.20432641057329526	0.7373655674374174
ec1349	0.4667141788423506	0.4544773521107058	0.44298427734819346	0.35215830492830746	0.4413171567183434	0.5262348281968969	0.0	0.4611158692375332	0.49145964800223135	0.5912901841668172	0.489618219081995	0.5039073485868146	0.36165176541945915	0.5071510967443776	0.4017959142169006	0.4954369084651921	0.24938792403863907	0.557924849002037	0.434638725780481	0.5014171066171013	0.5585847041626862	0.4006177299919351	0.4058775356257672	0.3381489402876665	0.33538288991400106	0.4459334098213403	0.43582262748843803	0.5273034938795088	0.36612166717755157	0.5024534731763817	0.25429239507706264	0.4378394523766798	0.4513441118118602	0.4193389991794817	0.49092785248306336	0.6632757272035037	0.5670908848905509	0.497388684250607	0.562198042020982
ec1356	0.6371408188716665	0.10170160048077351	0.6247576221950268	0.6088251085089696	0.1277252239700937	0.19974858636717643	0.4611158692375332	0.0	0.6128244107747172	0.3852372994032561	0.33340874880098076	0.23981059788572545	0.3096592364810231	0.183861376312396	0.5151504786767366	0.45170806749278114	0.45230027814499046	0.43842131010708263	0.5413559932090539	0.5981466594754912	0.6511593380702986	0.5550376771007451	0.6092041332337692	0.47782343100050484	0.49326157519695385	0.457013414638617	0.5817598756585305	0.6760091492358817	0.48005287162259236	0.5461066946794423	0.3294799530907579	0.3392046243929396	0.15940410533747285	0.47850023609362735	0.6402434506424791	0.7712613985719838	0.6598275027373623	0.25436272151000916	0.7014981152753619
ec1368	0.5110067362659835	0.607073122667085	0.6038775144123616	0.42171519436777566	0.6151836008570087	0.6343856028526677	0.49145964800223135	0.6128244107747172	0.0	0.6348678026142206	0.6166012598899548	0.6422483930457757	0.5309229773160586	0.6100223361104974	0.4901564282334622	0.5997160673494066	0.5352418200877961	0.6488456898155884	0.46272092371811785	0.42914140712100457	0.48698936118007086	0.4880634843219365	0.5663743406682005	0.5559706817659277	0.5511534829167463	0.6026868095445054	0.5055499280770487	0.6087412167501393	0.514618857219124	0.6308660490402505	0.5521338438139439	0.5972935886394516	0.6234781428132076	0.5393445545689882	0.6198980690514169	0.6890760578473113	0.49490382031085456	0.6291999361959011	0.6598333063896566
ec1380	0.6350482869181805	0.36740453358213665	0.6914067441453967	0.6141104314803743	0.40525406736555103	0.3096724137893826	0.5912901841668172	0.3852372994032561	0.6348678026142206	0.0	0.19189760611800474	0.31596668181930226	0.49968018043578444	0.3559451870930419	0.4263578319829319	0.22069684846356608	0.5027538201942849	0.10322535251097086	0.3317642297851229	0.6283103034902066	0.6797319581851852	0.6425871002224047	0.6825504571038952	0.5902008793600001	0.6161256708230936	0.590527977134548	0.6661696385979758	0.6177798004307031	0.5986336914425007	0.632094826799318	0.503557162637683	0.49754835121491364	0.4103056088646479	0.6118033495213752	0.6430894469332584	0.8065225373317613	0.6848220771626661	0.364342061451338	0.7524219080057724
