Feature.ID,kingdom,phylum,class,order,family,genus,species
46d4a5fb9ad657ca3fd6f830288edb56,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Veillonellaceae, g__Selenomonas, s__
2883b1496a5d1d565ea6fe6c2e460b63,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__[Weeksellaceae], g__Wautersiella, s__
9b4b3b2dbea6d712005e3203a076de16,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__Acetobacter, s__
f0b6c300615b13aa8dbd61b4949c6185,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria,NA,NA,NA,NA
1fe3748b73224b40fa59d0c5d6bd73de,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Dermabacteraceae, g__Brachybacterium,NA
8f3a8d5aa920065f15473b2dc6b75eef,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Pseudomonadaceae, g__Pseudomonas, s__fragi
cba78c1fac6a6493d0e1c280e4521058,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Planococcaceae, g__Planomicrobium, s__
bf8e9c8f8c168de9401120fa4f5b44b8,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Leuconostocaceae, g__Weissella, s__viridescens
eef72e3a5f133fff7dbfd6358c013541,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Listeriaceae, g__Listeria, s__weihenstephanensis
6d36cf3440c45b0de149dfb61047e946,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Microbacteriaceae, g__Pseudoclavibacter, s__soli
f2d2c16b9c01cb80e14de6672bbc9bd9,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Micrococcaceae, g__Arthrobacter, s__
91fba2bfe98623bf12f3f6cfe57ac88c,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Porphyromonadaceae, g__Porphyromonas, s__
c720b3d9cfda4ad64313cc5b1c9e4068,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rickettsiales, f__Rickettsiaceae, g__Wolbachia, s__
97cd6d04687bcae615aec016c52f0b3e,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Planococcaceae, g__, s__
0226f83e3e5c8946e5a2fe56de1912b1,k__Bacteria, p__Chloroflexi, c__TK17, o__, f__, g__, s__
173dc88e6ac359f97920202124342d10,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Moraxellaceae, g__Acinetobacter, s__lwoffii
d0fd5c216b3d92aa7707fa8b299db7d8,k__Bacteria, p__Verrucomicrobia, c__[Spartobacteria], o__[Chthoniobacterales], f__[Chthoniobacteraceae], g__, s__
7660a11d67fc66d6d5a06536570447a7,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rickettsiales, f__Rickettsiaceae, g__Wolbachia, s__
5244cfad343feefff6370e7743635ea9,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Moraxellaceae, g__Acinetobacter, s__
4b8e8d67d7acea580cf4e85c4cfe25ec,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Comamonadaceae,NA,NA
97fb36c45da15e52e8eefd3c67e6335c,k__Bacteria, p__Fusobacteria, c__Fusobacteriia, o__Fusobacteriales, f__Fusobacteriaceae, g__Fusobacterium, s__
8b0a1fe00b9ec940a6eb4d1505d5b2d8,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Neisseriales, f__Neisseriaceae,NA,NA
be4a4d8de8e1293a420544443962f6cf,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Micrococcaceae, g__Micrococcus,NA
3b2b61bf9fa8323c8e1e13cd5af3f8c9,k__Bacteria, p__Bacteroidetes, c__Sphingobacteriia, o__Sphingobacteriales, f__Sphingobacteriaceae, g__Sphingobacterium, s__
ca320453fb2b9bcf049de2e4695249bb,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rickettsiales, f__mitochondria, g__Pythium, s__ultimum
d34f5922b8f247575a04c9be4e6679d9,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Rhodobacteraceae, g__Paracoccus, s__
88e47872a94d486fcedfaf6279219528,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__Flavobacteriaceae, g__Flavobacterium, s__succinicans
fca1a65970b83f09f4a9bc6fd189882f,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Caulobacterales, f__Caulobacteraceae, g__Mycoplana, s__
8f375f6ea782a49ba5de4c55cd6d4d33,k__Bacteria, p__Planctomycetes, c__Planctomycetia, o__Gemmatales, f__Gemmataceae, g__Gemmata, s__
65d30480acdbbf97ec7424e36001cf25,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Veillonellaceae, g__Veillonella, s__dispar
2a5ee4facfa121a30b8814cf5fcd8cfc,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Burkholderiaceae, g__Lautropia, s__
8e9a9371a85de7fa43fae4c4d61e32e7,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Pseudomonadaceae, g__Pseudomonas,NA
f62cd32d007de6666384295ffc8d66fe,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__Sphingobium,NA
4ee197f2afc94f809ced47fd08209c52,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rickettsiales, f__Rickettsiaceae, g__Wolbachia, s__
f3cb406721c9b5a30ebe9c369f6e1e9a,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__[Paraprevotellaceae], g__[Prevotella], s__tannerae
e6fb3df5e871183d913bbfb6117529f7,k__Bacteria, p__Fusobacteria, c__Fusobacteriia, o__Fusobacteriales, f__Leptotrichiaceae, g__Leptotrichia, s__
0e44e83a02063641475170cebc6da607,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__Sphingomonas, s__
e906d20b3ed02727dd44e8cbaabb47ed,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Enterococcaceae, g__Enterococcus,NA
287b9f660cc6d25e4c30bd5e08d1d3d4,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Micromonosporaceae, g__Couchioplanes,NA
20f7a54915a8064d9da3975b1a5e817d,k__Bacteria, p__Fusobacteria, c__Fusobacteriia, o__Fusobacteriales, f__Leptotrichiaceae, g__, s__
39293c6cf5f397a7ea0dedbc1ae7f5a8,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__Gluconacetobacter, s__intermedius
130fdf5d30c9048854fcb265127c566d,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__Sphingomonas, s__
a8c38e171e134528b8c4cc522a79a797,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__Flavobacteriaceae, g__, s__
69d420cd43ee320de5cdf156ec57b2c6,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__Gluconacetobacter,NA
28353b5cee142bc8265a6a87f42193b3,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__[Exiguobacteraceae],NA,NA
0835f4ad7d1833fd502c6d582bdbe133,k__Bacteria, p__Actinobacteria, c__Acidimicrobiia, o__Acidimicrobiales, f__, g__, s__
bec405cdf9a41a8113e017b24cc01de2,k__Bacteria, p__Proteobacteria,NA,NA,NA,NA,NA
e456106b12c1ab4d159e18212c7731da,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Gordoniaceae, g__Gordonia, s__
c1357e2e440dfbeda5b2ebbd23f6cff4,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__Commensalibacter, s__intestini
c87129e67438b643f7fb3809d4eb71a8,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Moraxellaceae, g__Acinetobacter, s__
5880775e892128b7b9f9ac7d9f33bc81,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Bacillaceae, g__Halobacillus,NA
54501618842fbdc6f7a2624a7528b1e8,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Dermabacteraceae, g__Brachybacterium, s__
f5b3a2154eebc8bcb95770b4564bb08c,k__Bacteria,NA,NA,NA,NA,NA,NA
21a4164e8de2d8099c3b01f24a18debd,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Listeriaceae, g__Brochothrix, s__
c2800f217b5984380232f3684eb128ef,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Intrasporangiaceae,NA,NA
18a621ea8e3b543266cb0e7e3beb119a,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Planococcaceae, g__Rummeliibacillus, s__
15b4edd108d1d9b165deda240b342085,k__Bacteria, p__Planctomycetes, c__Planctomycetia, o__Planctomycetales, f__Planctomycetaceae, g__Planctomyces, s__
b43b7201dc936abca277a315892b208f,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Streptococcaceae, g__Lactococcus, s__garvieae
b2fdc734aa34169a9d2938b927d73a29,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__[Weeksellaceae], g__Chryseobacterium, s__
bf8be536b76c0de87822e6ec744540ea,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__Acetobacter, s__
165c97b6d0f571e76ed22b4318ca35bf,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Bacillaceae, g__Bacillus, s__longiquaesitum
9da3dda16b305578e8bc4f9884bc760f,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__nanceiensis
0e644ce07ba4fd2dee8bacc960cee950,k__Bacteria, p__Bacteroidetes, c__Sphingobacteriia, o__Sphingobacteriales, f__Sphingobacteriaceae, g__Sphingobacterium, s__
26de04e53059bbe6de75ba67cf6a6896,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__Novosphingobium,NA
bba658a0d28a6e65c98140d22ad9bae8,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Aerococcaceae, g__Abiotrophia, s__
6f21ac98c90a449099d12ecf426449d1,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Veillonellaceae, g__Veillonella, s__parvula
7c1bbcca57c489e54566bdde441fd2e5,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae,NA,NA
e6b3d24bb23c83a0ece932afc186c02e,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Leuconostocaceae, g__Weissella,NA
8370d436a0490a8b68151dbbf24e40f7,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Enterococcaceae, g__Enterococcus,NA
bb91187106d93452d990ee6680227d26,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Neisseriales, f__Neisseriaceae, g__Neisseria,NA
a09b29a9185f3c8702720fff3074abf2,k__Bacteria, p__Bacteroidetes, c__Sphingobacteriia, o__Sphingobacteriales, f__Sphingobacteriaceae, g__, s__
9660e71660a528889e2a3b551bce6d17,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Comamonadaceae, g__Lampropedia, s__
ec347a562a4f48260993f259a5f6ab73,k__Bacteria, p__Synergistetes, c__Synergistia, o__Synergistales, f__Dethiosulfovibrionaceae, g__TG5, s__
6200ddd1c1765f1a1efbee6756b80e16,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae,NA,NA
89a0975210a45b6b2685a71124dc65c6,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Oxalobacteraceae, g__Massilia, s__haematophila
6b365953c8b406019804a12d8d973f79,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__Flavobacteriaceae, g__, s__
d4bcd6cdb59f5c00e31be05c342f8416,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae, g__Thermoanaerobacterium, s__saccharolyticum
62adedbf2e5370657e6db02a39757f61,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Pseudomonadaceae, g__Pseudomonas, s__fragi
eadde90e2b58b9357b8602bcca956787,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Comamonadaceae,NA,NA
b310f72c23a53767b98851994402e79c,k__Bacteria, p__Planctomycetes, c__Planctomycetia, o__Pirellulales, f__Pirellulaceae, g__Pirellula, s__
739d45ae3f094fffde351266d852462d,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales,NA,NA,NA
c25e56fd960a7581695219960e71aa4a,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Leuconostocaceae, g__Leuconostoc, s__
e85f3afcbcfd946c371cb8ec36c307bd,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__
7f2def39c016f51c4df111aeeb5b0831,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Methylophilales, f__Methylophilaceae, g__Methylotenera, s__mobilis
08dad60ace7359b2493b8f23bb397a20,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__Commensalibacter, s__intestini
bdb23d081e4d0533231c5bee2184a0f7,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Rhodobacteraceae, g__Paracoccus, s__marcusii
729b93b75e94249c2bd7e9b24b8d0392,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Moraxellaceae, g__Acinetobacter, s__
c60cc1b016697800918a6a90ae39e9d0,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae,NA,NA
9c22e421b9359fa45d3f7a59f32e83e5,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Moraxellaceae, g__Acinetobacter, s__
56ab1a9c4b3cd49ed51e780d328e06f4,k__Bacteria, p__Verrucomicrobia, c__[Spartobacteria], o__[Chthoniobacterales], f__[Chthoniobacteraceae], g__, s__
401a70be1ff86eba5ec6806153ae20f2,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae, g__Erwinia, s__chrysanthemi
52a6be8bb0ba26310c7c4eb45cf98b86,k__Bacteria, p__Bacteroidetes, c__Sphingobacteriia, o__Sphingobacteriales, f__Sphingobacteriaceae, g__Pedobacter, s__
33d5f5407ca2de384b5a2cd1f1075dfa,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Bacillaceae, g__Geobacillus, s__vulcani
0287670170045829db2594f2d9f04960,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__Gluconobacter, s__
8a6d3e7889c1ddaec5b5368cd9de1b58,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Pseudomonadaceae, g__Pseudomonas, s__veronii
062208ea0d1217480e7d609a794e8b84,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae, g__Morganella, s__morganii
460d92010588d306e25ef04b1cb84621,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Rhodobacteraceae, g__Paracoccus,NA
834fcdc9cd42ec3789a7c4baf2255d99,k__Bacteria, p__Actinobacteria, c__Acidimicrobiia, o__Acidimicrobiales, f__, g__, s__
c0fe972e18438a81d3d0ef8315d23730,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Lactobacillaceae, g__Lactobacillus, s__paralimentarius
7e643b82b26b712f2f9ea6769691b4e1,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__[Weeksellaceae], g__Wautersiella, s__
bf5c0bd73a552aa0ac8f52f9fee0444e,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__[Weeksellaceae], g__Wautersiella, s__
a3f73893b7cb629e438f22e001fa8daa,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae,NA,NA
1b79599b5feecd91842532a512c27993,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Rhizobiaceae, g__Agrobacterium, s__
5f6a03c6ce1536f4b613fb533d30864d,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Xanthomonadaceae, g__Thermomonas, s__
7e68105a249c6578e50fcf6303b53a18,k__Bacteria, p__Acidobacteria, c__Acidobacteria-6, o__iii1-15, f__, g__, s__
05923d9707592e4e703dd94a0708d603,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Aerococcaceae, g__Alkalibacterium, s__
da2c3d1ba43c49b78c03aa11c182fce6,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Pseudomonadaceae, g__Pseudomonas,NA
f3cbc13d7a65cea0a37c202cfe7ef4dd,k__Bacteria, p__Cyanobacteria, c__Chloroplast, o__, f__, g__, s__
4fd79a1f4625d3b2c870b4bf7aaab138,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Methylobacteriaceae, g__Methylobacterium, s__adhaesivum
a328f8c26050ec5b54e519f32bffd629,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Enterococcaceae, g__Enterococcus,NA
4f45a9bf18bffe66e5ae073f19712cda,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Nocardioidaceae, g__, s__
090fad81bc0f3d70962c1eda8a7a93ec,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Moraxellaceae, g__Enhydrobacter,NA
a80561a1aff5b84d8bf01eca9fc830a2,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Micrococcaceae, g__Arthrobacter,NA
585bc466eac255bad60f9bf6be956ef6,k__Bacteria, p__Proteobacteria,NA,NA,NA,NA,NA
022cd7178c4128c7c7ca1476abdc3c4d,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Peptostreptococcaceae, g__Peptostreptococcus, s__
d416dcbffd646e865979ab07a6f80df4,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__Gluconacetobacter, s__intermedius
6ad21701b37bc0c199e513b2c9ed8316,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Pseudomonadaceae, g__Pseudomonas, s__viridiflava
a88fdb7ad434fbd9346a6ce42ca4dc27,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Moraxellaceae, g__Acinetobacter, s__
2ce52a599949e69029e77067906a9fc5,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae,NA,NA
3b22baa90a7b7a774e30e99ef03ba77b,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Xanthomonadaceae, g__Stenotrophomonas, s__retroflexus
a20f1f8646f6ce6a13bc370a94c7cee9,k__Bacteria, p__Planctomycetes, c__Planctomycetia, o__Gemmatales, f__Gemmataceae, g__Gemmata, s__
78601a59bb26a4fd22bdff418ba5253e,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Staphylococcaceae, g__Staphylococcus, s__sciuri
c3743e4e692741e45107c34d20e82281,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__Gluconacetobacter, s__diazotrophicus
21fe8f43bf2dcfbf3ae5d81f892a8f7f,k__Bacteria, p__Actinobacteria, c__Acidimicrobiia, o__Acidimicrobiales, f__, g__, s__
0faa87a9a3270e6b487064eb912282b2,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Hyphomicrobiaceae, g__Rhodoplanes, s__elegans
88b529506bff36c37ddce2e5302e483f,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Comamonadaceae, g__Variovorax, s__
f92f079c0ec3345e064b5ac7cb0b08eb,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae,NA,NA
9662472f3ae63ac77760f36a74516af0,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Neisseriales, f__Neisseriaceae, g__Neisseria, s__subflava
043985458fa80e24fa9b46ed54627f55,k__Bacteria, p__Fusobacteria, c__Fusobacteriia, o__Fusobacteriales, f__Fusobacteriaceae, g__Fusobacterium, s__
ba748b9f24d682033a1a96547b7593ba,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__[Weeksellaceae], g__Wautersiella, s__
1a8b8e1e07e6e28f6b6b861d0d3a36ca,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Pseudomonadaceae, g__Pseudomonas,NA
1a5f162032fbe935f4235ddb325caf98,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__Flavobacteriaceae, g__Flavobacterium, s__
2ff21148ea9b4ab521171e51bb954f87,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Micrococcaceae, g__Nesterenkonia, s__
116baf6accde73ae581dd5712be3ea54,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Corynebacteriaceae, g__Corynebacterium, s__
6d23a257f591e43151e70b5c10d9dff3,k__Bacteria, p__Acidobacteria, c__[Chloracidobacteria], o__RB41, f__Ellin6075, g__, s__
9050003e32cc7116d137461687e915cf,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Williamsiaceae, g__Williamsia,NA
53b867eb44979b48dcef0110a68bdb67,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Ruaniaceae, g__, s__
a767942468cb7b6877dd2e8496d480df,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Bacillaceae, g__Halobacillus,NA
b0fd834405baf4329f795726fe819833,k__Bacteria, p__Acidobacteria, c__Acidobacteria-6, o__iii1-15, f__, g__, s__
376104186425d2fd4770bef743398b64,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__Acetobacter, s__
fd19199b4f231a1c0b5ee6dd20196396,k__Bacteria, p__Cyanobacteria, c__Synechococcophycideae, o__Pseudanabaenales, f__Pseudanabaenaceae, g__Pseudanabaena, s__galeata
e5e61e6b8537c29e2ce28acc0511bd10,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__Gluconobacter, s__
f9522b9af8378f4224fb6d992212952f,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Phyllobacteriaceae,NA,NA
76a854e0bf0b7c70a4c158d9821ad2e4,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Rhodobacteraceae,NA,NA
35dde307e5d2d061ec08fbb9acec411e,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__Acetobacter, s__
5d47ea01f09a2f3dada92e850aca6665,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Christensenellaceae, g__, s__
e5d718b861c94b13f1bd75e1ec7513a2,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__, s__
a2e93f4b1defb87c6a34bba8eb907ea0,k__Bacteria, p__Proteobacteria,NA,NA,NA,NA,NA
a6b566d66c51d1e56264ed092f10b94d,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae,NA,NA
09e935567c5d08731b6d6ac0f25d9383,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Oceanospirillales, f__Halomonadaceae, g__Halomonas,NA
e730f421fb3f3f24e7b0c4c13f709aad,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Corynebacteriaceae, g__Corynebacterium,NA
bf63ae343777d169bc17f2f428563900,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales,NA,NA,NA
be379cbbbc3b5c8b5d8e86c40dbfcc28,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Corynebacteriaceae, g__Corynebacterium, s__
c352c77338a5469e7e3adc8975a5989a,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__[Weeksellaceae], g__, s__
5b9e6224822c8426d51abb47c17ea8ad,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Pseudomonadaceae, g__Pseudomonas, s__fragi
6086ea14820d624232a6f87637d3cde7,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__
91c3410c626e62477f82cf571479ed91,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Xanthomonadaceae,NA,NA
fbbf01eafb57d77bac15aea6a674024e,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__Sphingomonas, s__wittichii
1f8461ca65979789795af3446948355a,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Nocardioidaceae, g__Nocardioides, s__pyridinolyticus
910ac0e7c583631854e0e247cab6ee0f,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__[Paraprevotellaceae], g__CF231, s__
0eaf9dd119ffa42d85045d62d6c2ebbf,k__Bacteria, p__Spirochaetes, c__Spirochaetes, o__Spirochaetales, f__Spirochaetaceae, g__Treponema, s__
15c0e8cd7bad86e9ef5ad88272cc62fd,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Phyllobacteriaceae, g__Aminobacter, s__
a885ea4ce5777d392a91262bd5e2a84b,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Rhodobacteraceae,NA,NA
51ecf21ae9b160a308c969c776a65df4,k__Bacteria, p__Cyanobacteria, c__Oscillatoriophycideae, o__Oscillatoriales, f__Phormidiaceae,NA,NA
958142cacd7934360ba72ae18724ac17,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales,NA,NA,NA
6bef177b75161dfada5f8457c82b1f42,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__Flavobacteriaceae, g__Flavobacterium, s__frigidarium
