	ec1249	ec1257	ec1262	ec1265	ec1298	ec1301	ec1309	ec1314	ec1317	ec1330	ec1346	ec1349	ec1356	ec1358	ec1359	ec1361	ec1362	ec1368	ec1375	ec1377	ec1378	ec1380	ec1390	ec1391	ec1392	ec1393	ec1394	ec1396	ec1400	ec1406	ec1408	ec1409	ec1411	ec1420	ec1422	ec1424	ec1425	ec1427	ec1435	ec1437	ec1438	eti101	eti102	eti105	eti107	eti109	eti111	eti113	eti114	eti116	eti117	eti118	eti121	eti123	eti125	eti129	eti133	eti134	eti135	eti97
ec1249	0	0.6103654156281612	0.4563593120578243	0.4387192099347778	0.5080679314275445	0.461589167998541	0.5365120147592568	0.5636268670620083	0.6124222337557335	0.5232438909501771	0.5443927859781833	0.5189609814385342	0.6141476511369344	0.5903704575329429	0.5579505333518956	0.5768957938551311	0.5678456662597565	0.5547922985750069	0.47392020499413	0.5913046298410805	0.6064404187490701	0.6134907379317681	0.5999422887292413	0.5258102686109206	0.5868097144680827	0.5824994010479541	0.5456334673267985	0.5953816385969289	0.4568066033382108	0.521529418848396	0.5440035716342742	0.5277146301925161	0.4910652693155311	0.5614184819674531	0.5929563108868684	0.5829582433485203	0.5958519070153158	0.5647121515167868	0.6172298844015365	0.4414476877678602	0.5976531792566726	0.6025028543130559	0.5458847795830285	0.7346155044047319	0.5732680854995227	0.5228126783316762	0.5719291287636322	0.6153202864749678	0.507242114198513	0.661855431045277	0.6437307038909452	0.5991576174521488	0.5841220482380095	0.6143455565717003	0.5062061623450924	0.5756816168684679	0.643515806465799	0.5597669568974709	0.637612405600639	0.7248572065102521
ec1257	0.6103654156281612	0	0.4679856326759185	0.6371946710476014	0.6006004171325019	0.567911197298234	0.5944092258275573	0.3633158979049003	0.4669972278656797	0.395267324450584	0.4298028592805089	0.4201232771175889	0.177666688822164	0.2221441574168974	0.2599475169438904	0.2305394929700522	0.2225903401814254	0.6220863526925101	0.4371289736199017	0.6617956026331592	0.4353737097005342	0.4134758289132706	0.1661418571308852	0.3426944566870845	0.418177813822431	0.55974049855046	0.3594139184859553	0.2928250028339812	0.3392937550500765	0.5210407467629278	0.2936700586912634	0.4498412845901538	0.5004087862575403	0.4757270946407736	0.4366416793689472	0.2750407305309397	0.4741730785477853	0.403026235688733	0.4361465014702108	0.4110150398472621	0.2355493252715779	0.3513233328061623	0.4421459095424554	0.8029538201782498	0.279257449427063	0.4776760714654447	0.5690306299379675	0.6745284739606751	0.4773606996525898	0.607538793462307	0.4143219166289668	0.4120376918839898	0.3834540778778644	0.3245586048958234	0.5102459151939572	0.5649357160916071	0.4050112098741224	0.444527674252662	0.4194150774639303	0.6928716222319253
ec1262	0.4563593120578243	0.4679856326759185	0	0.5079344733118318	0.5375457366239059	0.4408383812166785	0.5007961690838266	0.5289213232169351	0.5827435792493941	0.3674603102094844	0.5064591179627811	0.3849135010055334	0.4429449197856638	0.4580363724457047	0.4524889272827602	0.4834577807092718	0.4675068138130476	0.5568324784431281	0.4258931053107494	0.6031336632847227	0.5900260739083971	0.579143130161455	0.4403667897640575	0.4592402646126861	0.5788474807028466	0.5617138868946475	0.4686973878915771	0.5134819695711001	0.3581017077827192	0.5129857182262191	0.4417957699455298	0.4412630882587022	0.4748081963756047	0.553587953708074	0.588555893825652	0.5038172223347058	0.5509967595131179	0.5691651045804271	0.5857900504965973	0.3593675339468233	0.4800327283686749	0.4751185814353225	0.4163478278001435	0.7898637723909342	0.4270101801772894	0.4238586406877567	0.5018207672842587	0.6122096754173837	0.4689418401474659	0.6571469389417252	0.5762434605836766	0.5515995125911511	0.5250415530499803	0.5246568761735928	0.4473862394574017	0.5000403605972003	0.5504620275054518	0.539666394842105	0.587460134053132	0.7164414629533307
ec1265	0.4387192099347778	0.6371946710476014	0.5079344733118318	0	0.5254796441725509	0.5192553393695403	0.5526811023584209	0.6193572715526072	0.6403559586960217	0.5879233783498379	0.585993578792173	0.5272944599707036	0.6436049741173164	0.6210812529260868	0.5910749525019503	0.6282194207778931	0.6211868550379455	0.5908902291750754	0.5644600829222782	0.5227679113967559	0.6721877674196275	0.5546326859070115	0.6162714415403939	0.6113443340047384	0.5224396035913735	0.6174878771280122	0.596892245876039	0.651461540888379	0.5009917136849682	0.465974802166969	0.6268762142736193	0.5559529418060414	0.4498406308916434	0.4945040444007049	0.6683471100950954	0.6372092430492937	0.5316254156652331	0.4963911551989256	0.5268920147633587	0.5262954942140667	0.6378650890019185	0.6327893817962209	0.6050205123995611	0.7186948823182719	0.6037098323460023	0.5846490564253444	0.6366996749887621	0.6441923603200657	0.5800391968217441	0.6959511118394677	0.6815870247454139	0.6386916175681812	0.6462691222954675	0.6864697945401558	0.5596586541619145	0.6138525804509227	0.6599475781042856	0.6155966841379439	0.6598831481338289	0.7615815607369117
ec1298	0.5080679314275445	0.6006004171325019	0.5375457366239059	0.5254796441725509	0	0.5196073947332102	0.5146672823104993	0.4690876706714686	0.5104951762497297	0.5423756600073365	0.4338263827156522	0.3827394035104331	0.6192230586767227	0.5748618019523394	0.5747247240688489	0.584863090083052	0.5771909728787515	0.4375537242621357	0.4958681968188349	0.4269031088761215	0.5363015477848795	0.6242334564622771	0.5899391773112376	0.5629895269941428	0.5979290961044944	0.5315764162441161	0.5793921745520799	0.6074292319090773	0.5102701931113343	0.5382509423895084	0.5870159293965603	0.5118429080781572	0.4669148852928811	0.5467718054125239	0.5259614559984236	0.5966458141219078	0.5752540435875897	0.574583019706579	0.5884324598026244	0.4811026764569873	0.5933694004827258	0.6135449466663103	0.5588431435311596	0.687956958408848	0.5776132216813826	0.5586642988363313	0.5574870699163852	0.6080865170448227	0.5383658813212487	0.6702267898116139	0.6410750377510587	0.5880196968488668	0.5864688399609069	0.6405895131367838	0.5097839534828756	0.5475026416560369	0.6382115992594029	0.5365908379030353	0.598243856392956	0.7314338026123687
ec1301	0.461589167998541	0.567911197298234	0.4408383812166785	0.5192553393695403	0.5196073947332102	0	0.5395915054437159	0.6125427462342862	0.6166091334989093	0.4948552416020123	0.6159010959467295	0.4399842541007363	0.5929813408688348	0.5680992234866918	0.5523306206924216	0.5520588148120955	0.5515624363573666	0.5929657851794605	0.4749410638758799	0.5924289693211419	0.657515018564125	0.649711411260448	0.587387901105401	0.5583605592605665	0.6213462592607172	0.6466633888003808	0.5682596720969558	0.5724207090826704	0.4483383986063237	0.5844471722621171	0.5497878714408608	0.4734420781085693	0.539066941689274	0.6067285893400183	0.6443567223052734	0.5667017413692446	0.6360178833722935	0.6000239604779612	0.619742325787671	0.4416058679259228	0.5815652384308275	0.5997751014237424	0.5452009435833985	0.7637978373212314	0.534639265585705	0.5374840062997714	0.5712931908487411	0.5948640509076344	0.5233752851220215	0.6315383111000795	0.6041847470434775	0.5708120550560778	0.539687132412395	0.5951323180412119	0.4940960048357322	0.5264773201792777	0.6173988568848164	0.5231783555798483	0.548370589471286	0.7182499483249278
ec1309	0.5365120147592568	0.5944092258275573	0.5007961690838266	0.5526811023584209	0.5146672823104993	0.5395915054437159	0	0.6134673072949743	0.6415342489232064	0.5229191697492281	0.5966797352046682	0.4557733153506792	0.5885665030321697	0.5489923761213626	0.5300732913453853	0.5882993443305949	0.5674558178184336	0.5195302474300109	0.5063321110651773	0.5676799662021023	0.6847458693621897	0.6788389723556268	0.575873074480328	0.55353503673725	0.6491535977388134	0.6629723643067824	0.5533961156046597	0.6177882055591678	0.4733465244773032	0.5699891346781213	0.5560715255764088	0.4865406083050218	0.5236866036130767	0.6225406069768274	0.6681995604289834	0.6023235470778243	0.6341483543700728	0.6149829393782436	0.6567497901168491	0.4710130554515378	0.6161087960601244	0.5916995238824539	0.5483443064292671	0.754886833513799	0.5292864709107356	0.5185481916380013	0.6008781980843623	0.6012609728051189	0.5187089076339155	0.6526766166185949	0.6444713168154285	0.6073075941519125	0.6108527434657608	0.6398092273571646	0.4925407495589778	0.5590759780230776	0.6135618988401692	0.5251190760505855	0.6191098844924138	0.7350656864415813
ec1314	0.5636268670620083	0.3633158979049003	0.5289213232169351	0.6193572715526072	0.4690876706714686	0.6125427462342862	0.6134673072949743	0	0.3160199402831522	0.4798929484178271	0.188951231292444	0.5019937570397733	0.3142217996827594	0.3539399558011051	0.3343828301206708	0.3697942662726997	0.3584613968954866	0.5193424767038931	0.5191192391980664	0.5301768400072631	0.2870893080439164	0.4330300889086438	0.3073856617455925	0.4286383221405829	0.4364288321990858	0.4430465165722725	0.400482896961092	0.4223896447270173	0.3817209356814243	0.5353764612200042	0.4141740617786108	0.4593389094884123	0.5049584886257859	0.4914770580355568	0.2675552111182632	0.410425226727008	0.4886397657546406	0.3960940216109181	0.446938475306178	0.5087537732756542	0.3867379866015227	0.4633771155131688	0.5084629644869912	0.7711604193747948	0.3472345092216769	0.5426489502306755	0.6211899109198925	0.6830749796887848	0.5015856433204282	0.6447937166829991	0.5035465426105952	0.4982789640175938	0.4804869059830578	0.4305980577104817	0.5797151539802687	0.6242442513486693	0.4938030193619504	0.4810869589340357	0.5086425618998914	0.7173695281107604
ec1317	0.6124222337557335	0.4669972278656797	0.5827435792493941	0.6403559586960217	0.5104951762497297	0.6166091334989093	0.6415342489232064	0.3160199402831522	0	0.5132553456463951	0.3284359957865818	0.5387057574322763	0.4543859982078673	0.4569653217549353	0.4608587237586101	0.418300276271364	0.4124165045309033	0.4566492893694235	0.5275959676625029	0.545615227790385	0.2810501417324947	0.4381788934503127	0.4336102288857301	0.5022402535467916	0.4580079540183675	0.456180095177387	0.5381715330578923	0.42719428667893	0.5395215869534895	0.5526418929957599	0.4618812688760299	0.5322927053675637	0.575196683218917	0.4805692557186554	0.2772858531387271	0.4313683852697113	0.4927569809633506	0.4445939637391194	0.4268529895365776	0.5186401664314676	0.4006662416342066	0.5194145650118928	0.5844950048545453	0.7599417370480261	0.4752054138049244	0.61080629976529	0.6405163613384007	0.6931386892637127	0.5887110712126403	0.6455910422514332	0.4684518502619838	0.4806777212371361	0.5226295013042783	0.4749531457780962	0.5451681651721609	0.5864999364364077	0.5007330871357658	0.4927692764414723	0.4892565491524457	0.710296418457832
ec1330	0.5232438909501771	0.395267324450584	0.3674603102094844	0.5879233783498379	0.5423756600073365	0.4948552416020123	0.5229191697492281	0.4798929484178271	0.5132553456463951	0	0.5319283873299097	0.4073650131602544	0.3521218523414728	0.3765868615531855	0.4026117105585611	0.3463038572622432	0.3336088156434765	0.5327756650301354	0.2010961199879856	0.5959869817758513	0.4511829268202276	0.4298089641146814	0.3531202568822353	0.4271499891439527	0.4309584449124365	0.5604490026030747	0.4709836529498834	0.3102810542022799	0.2557879753645439	0.3642933011211643	0.3924436547949709	0.2661662943993358	0.4545951480773213	0.4850563615485127	0.4517686413639546	0.2902719302485353	0.4835143173495492	0.488302012187974	0.4404152327616154	0.2614825524762341	0.3402581854959161	0.4827444544973011	0.3568897470773604	0.7852554331763484	0.412563829730641	0.3579598859228098	0.4436003045942216	0.5669872440194423	0.3603462618288394	0.6425211673704538	0.4723111797284733	0.4563763781539971	0.4836869279883097	0.3247839912194041	0.3286717962412881	0.4195672022823802	0.5157036664445483	0.4746551860191725	0.4780320936109257	0.6915772270240235
