	ec1441	ec1449	ec1450	ec1460	ec1468	ec1489	ec1490	ec1492	ec1497	ec1498	ec1500	ec1503	ec1505	ec1508	ec1510	ec1511	ec1514	ec1521	ec1524	ec1525	ec1526	ec1529	ec1530	ec1534	eti146	eti147	eti149	eti153	eti154	eti156	eti161	eti164	eti165	eti166	eti167
ec1441	0.0	0.3386488080162847	1.247755051230342	0.3379174044724995	0.5922273118925928	0.8198753642054852	0.6355267250034675	0.6160208328646268	0.72161645509885	0.3578101899940973	0.6317718930025628	0.6122591002097851	0.6508464223212502	0.5960957581579326	0.6138280245748007	0.5681816645666372	0.642370725248204	0.6304883616946465	0.645386077168904	0.6367493504475245	0.8015465151308018	0.619245611847966	0.34488670047000625	0.6515310353013432	0.6280171189067654	0.6298830210370551	1.1405617022000762	0.6218310601734084	0.6260306173287447	0.5614875294440144	0.6099030389547985	0.5976287003004721	0.6294813589806605	0.5729178847477945	0.6495455673282825
ec1449	0.3386488080162847	0.0	1.2344726246147246	0.33753146684222163	0.5246026692047868	0.808061418560936	0.5665882060085035	0.5439925915976979	0.6995229506859388	0.36113545472977504	0.5658716310655316	0.5363584116850076	0.5817616499791171	0.5337522856269347	0.5951221488054197	0.4971948698747268	0.5725614762179928	0.5635121341612022	0.5768812550739321	0.5719241958387484	0.7705361837415481	0.6085784521877426	0.3205054625337053	0.6140608356521339	0.5572749551377488	0.5571886237681304	1.137999661421889	0.5507936307657576	0.5567961350094357	0.4878639495952676	0.5300684743086145	0.5133323913403218	0.557397672546211	0.5021549422313616	0.6377316216837333
ec1450	1.247755051230342	1.2344726246147246	0.0	1.2574368804039082	1.2300061944394973	0.7950900460247833	1.2686008456444098	1.2585162004483028	0.8463424804184227	1.254423858025198	1.2652164702967008	1.2601753646148217	1.2859268380454691	1.265013982368079	1.1288736911337203	1.24687035167064	1.2738201359232493	1.2661091063488235	1.2763725785403428	1.268383087131462	1.0776382909733397	1.1934560105805838	1.2082940191783569	1.213833826952025	1.2666416237876956	1.2700433086257674	0.5221162197656986	1.2618540750117309	1.270778221020752	1.2361474766968903	1.262190301626746	1.2474095873762514	1.2700123177918154	1.2246003606101155	1.1150405813114634
ec1460	0.3379174044724995	0.33753146684222163	1.2574368804039082	0.0	0.34150749324119417	0.6158609796736771	0.3725249321270673	0.3337121454527426	0.5431478178684523	0.3485783773042683	0.36634720420347605	0.32883414531929167	0.3913557111271737	0.3332861374832569	0.5218943225150484	0.2878532021302126	0.37759547165531965	0.3657423858227605	0.38754975583837603	0.37231308857688206	0.5754626992077384	0.4082851965548667	0.2440547877200604	0.4021428885840959	0.34498103598023216	0.36555258288483555	1.1604468797659762	0.3467733438612239	0.36345979961499597	0.29526693879561516	0.34148052647233296	0.3236943895803989	0.36651799103789406	0.3006766272208627	0.441054246450821
ec1468	0.5922273118925928	0.5246026692047868	1.2300061944394973	0.34150749324119417	0.0	0.5233571352285481	0.27909340630934937	0.26234451722148466	0.5583669789925946	0.5583173628736007	0.2771684836800106	0.27780845685630395	0.3047653498513589	0.27660116586492706	0.5382129552978461	0.24287732676720528	0.27667376918362274	0.2870554674283156	0.2814723099153384	0.28666056836063714	0.5694400485776718	0.32343769389665966	0.4051209181520934	0.35171237597690475	0.26860407421855975	0.28671783692143	1.180692851659343	0.2722748019641866	0.27383228414059724	0.26838226786715363	0.2795466701958406	0.2678642085039398	0.2794672960962869	0.25526033491917743	0.36348528646575307
ec1489	0.8198753642054852	0.808061418560936	0.7950900460247833	0.6158609796736771	0.5233571352285481	0.0	0.49229715272058366	0.4829186171655347	0.2409285570944885	0.8289206584347244	0.48928276589330244	0.4906004817853464	0.5141311485891158	0.4930505438257234	0.622313521686344	0.4725034782956729	0.49664513328092363	0.49591394312278936	0.5047784991169308	0.5007693151887471	0.5210682453794764	0.41657045904846485	0.6742806122680581	0.4319440013005272	0.48957260060646646	0.49176064266934955	0.843278524533137	0.4952736829402699	0.4904443020489239	0.534801528489701	0.48508631034346905	0.4737130634506049	0.49369449346710936	0.4672618642925828	0.33638401409525515
ec1490	0.6355267250034675	0.5665882060085035	1.2686008456444098	0.3725249321270673	0.27909340630934937	0.49229715272058366	0.0	0.07279941012180756	0.5896683350351727	0.5966671603715712	0.02937033871547881	0.10219307842415656	0.040454475958849476	0.09264883616979729	0.5777835623921999	0.15795379017325767	0.021897863635892825	0.03276876405529642	0.033551366877153904	0.024498308748509875	0.6026665227149081	0.09908490221001627	0.43753426052921673	0.23632603990738543	0.04894547081368315	0.04184374422226727	1.2231765582232335	0.053739716168199336	0.031540395530410235	0.28927232886387944	0.09683080303688192	0.19505953541235435	0.026588449845600128	0.23499983846222952	0.19708899860224074
ec1492	0.6160208328646268	0.5439925915976979	1.2585162004483028	0.3337121454527426	0.26234451722148466	0.4829186171655347	0.07279941012180756	0.0	0.5480607210770663	0.5535657987499814	0.06186738084763366	0.04881843808307094	0.09706777051115534	0.06191370706720928	0.5319254658912537	0.10331823482274866	0.06240859632808054	0.07562342825961339	0.08550056404287915	0.0758328347931254	0.5621450772199892	0.1182921886825748	0.4144227859019178	0.19078554093655217	0.03962356782295161	0.07215496193452023	1.2106176891127665	0.05044989930992158	0.0653632863279852	0.2503459655874053	0.07136494641065821	0.1522184349797355	0.07223514126562826	0.19234021242008573	0.1812746647029026
ec1497	0.72161645509885	0.6995229506859388	0.8463424804184227	0.5431478178684523	0.5583669789925946	0.2409285570944885	0.5896683350351727	0.5480607210770663	0.0	0.6461156280090663	0.5776820154984248	0.5193649352163464	0.591715339497546	0.5711373374794123	0.4494098377124196	0.5188899935431666	0.5939135330339105	0.5854470414909467	0.6015564299476305	0.5895359504683444	0.4872558084161417	0.5024760029158124	0.5809637226161848	0.4944774404256972	0.5676691679106217	0.5608710339796876	0.8675800322746972	0.5747776645953633	0.5800449443319492	0.43555871213774955	0.5149869172780485	0.47707915053352906	0.5873070884129264	0.3950475247577847	0.4087532765853185
ec1498	0.3578101899940973	0.36113545472977504	1.254423858025198	0.3485783773042683	0.5583173628736007	0.8289206584347244	0.5966671603715712	0.5535657987499814	0.6461156280090663	0.0	0.59078424053801	0.5313536680006881	0.6113186484677783	0.5519107295666447	0.44599775531998137	0.49974975616411593	0.6009822577107641	0.5901974371226059	0.6049416100865653	0.5987412002808862	0.7618837560679071	0.6293534756772331	0.33757350772842487	0.623999372839154	0.5754077514159518	0.581746004880587	1.1474411225280092	0.577061304366631	0.5851532837781306	0.36016921125697227	0.5453424809348074	0.45320141796705593	0.590242092121132	0.4247973767036619	0.6523661749430292
ec1500	0.6317718930025628	0.5658716310655316	1.2652164702967008	0.36634720420347605	0.2771684836800106	0.48928276589330244	0.02937033871547881	0.06186738084763366	0.5776820154984248	0.59078424053801	0.0	0.08691678574759139	0.043311283470180435	0.08875275623935969	0.5689042979858615	0.1528295368106244	0.028863456134553444	0.030754601469647952	0.04726704829910908	0.029161328556378513	0.5886363584915087	0.08731234832152115	0.4334171728104734	0.22189309387337108	0.04430981938187483	0.030417061034836167	1.218818931849574	0.041758747064143606	0.021328981022822838	0.27946711256932677	0.08458252756713153	0.1832693612896089	0.02574232289986735	0.21990607290176473	0.18114760505042743
ec1503	0.6122591002097851	0.5363584116850076	1.2601753646148217	0.32883414531929167	0.27780845685630395	0.4906004817853464	0.10219307842415656	0.04881843808307094	0.5193649352163464	0.5313536680006881	0.08691678574759139	0.0	0.09745511304029515	0.08768821799250537	0.5133929007088698	0.10126072494808364	0.10284718837221865	0.09719130926331182	0.11666625711007106	0.10117784626882283	0.5414590494227246	0.13328721075693592	0.4125714396818198	0.17859072944661933	0.07118857660228341	0.0798249388727508	1.2081152982244532	0.07859096340660986	0.08901352222182278	0.21316889255261298	0.0507115605781129	0.11610099379259127	0.09872820298319142	0.1579117511476527	0.1686346644935373
ec1505	0.6508464223212502	0.5817616499791171	1.2859268380454691	0.3913557111271737	0.3047653498513589	0.5141311485891158	0.040454475958849476	0.09706777051115534	0.591715339497546	0.6113186484677783	0.043311283470180435	0.09745511304029515	0.0	0.11800539990917813	0.596248458003031	0.18414923193416255	0.04728514428498296	0.04238905014978885	0.06019960038078479	0.03999911313304868	0.6075208061743937	0.10490291510630693	0.454630140042704	0.24306209043247012	0.07558639107082411	0.03692037918622963	1.2371985605063103	0.06801658847219344	0.04875018780173523	0.2762000468231366	0.0860846302511805	0.17852695435587562	0.04974742089771126	0.238126150761529	0.1914319528120907
ec1508	0.5960957581579326	0.5337522856269347	1.265013982368079	0.3332861374832569	0.27660116586492706	0.4930505438257234	0.09264883616979729	0.06191370706720928	0.5711373374794123	0.5519107295666447	0.08875275623935969	0.08768821799250537	0.11800539990917813	0.0	0.5436083768851905	0.12235453830597098	0.0873595745251916	0.09575503282640908	0.07337456967854446	0.0996882815136816	0.5840885539873932	0.1317811372694852	0.3992783594656139	0.212233372264692	0.058219607591362264	0.0936728564441619	1.1932538711482203	0.07656337628254004	0.08247683220783626	0.27229284200714093	0.09731120942508824	0.18849016792244966	0.08810073647556743	0.2211674539364688	0.19843438017667722
ec1510	0.6138280245748007	0.5951221488054197	1.1288736911337203	0.5218943225150484	0.5382129552978461	0.622313521686344	0.5777835623921999	0.5319254658912537	0.4494098377124196	0.44599775531998137	0.5689042979858615	0.5133929007088698	0.596248458003031	0.5436083768851905	0.0	0.49173826688574906	0.5809640428420508	0.5730646369763098	0.585411839290249	0.5778301667324651	0.45374888958754406	0.5390465421509466	0.4874179283877339	0.394348440666531	0.555565572628296	0.5708772328636084	1.0466210900103972	0.5554526584739282	0.5715859355188537	0.3993684392554774	0.5427037274320766	0.4427725569312003	0.5741060936348105	0.4199310923218828	0.5205252970527945
ec1511	0.5681816645666372	0.4971948698747268	1.24687035167064	0.2878532021302126	0.24287732676720528	0.4725034782956729	0.15795379017325767	0.10331823482274866	0.5188899935431666	0.49974975616411593	0.1528295368106244	0.10126072494808364	0.18414923193416255	0.12235453830597098	0.49173826688574906	0.0	0.1561389591958765	0.1597837331474004	0.16756295760080758	0.1650953870244148	0.5432808820882573	0.2006211859583344	0.3705548827144648	0.19071205583451373	0.12158437800182213	0.1572921074654934	1.1716474967529924	0.1344515597985212	0.14519672623814944	0.21073643008495005	0.12928645795255914	0.12848645117147744	0.15170068874746517	0.16622463174701513	0.23816789230918867
