	ec1058	ec1063	ec1065	ec1073	ec1075	ec1078	ec1081	ec1082	ec1083	ec1084	ec1085	ec1086	ec1089	ec1091	ec1092	ec1094	ec1098	ec1100	ec1102	ec1105	ec1108	ec1109	ec1110	ec1113	ec1114	ec1116	ec1118	ec1122	ec1124	ec1129	ec1130	ec1132	ec1133	ec1138	ec1139	ec1140	ec1141	ec1149
ec1108	0.1440444003339687	0.16369941063199175	0.24617900106666962	0.1806525459129274	0.13195351937522679	0.1546193079324731	0.26817078293603624	0.12743437268473312	0.3400472075849956	0.15723142362161774	0.12399835074974855	0.12433275383720034	0.15004400868145068	0.1539902608123168	0.18587795522410525	0.1442466566552325	0.1460451177892814	0.14820142127379438	0.1613057134868723	0.20714737365992586	0.0	0.12916968021164368	0.15426974707018726	0.2189318870267759	0.1443122190302354	0.2518235654222336	0.18271979330954533	0.16714022223392447	0.24493016468782802	0.2375054770450307	0.1357446631409556	0.16624262060467837	0.12414481199443515	0.15849580924795628	0.16093055279420632	0.2686831049916615	0.1430976965488303	0.1626202104829148
ec1109	0.14235483211468064	0.15523897074639237	0.24788608004439736	0.2059647133648812	0.16384069812823984	0.1464682538216753	0.291046727509738	0.13485459211662879	0.3408942476852406	0.1893658346083624	0.11295442572497379	0.1275233160181625	0.16732080120975562	0.17481912894590912	0.2147292792266673	0.1460411015064367	0.1455253395821693	0.18170072016331268	0.17090913475886657	0.22263255138792162	0.12916968021164368	0.0	0.14712432487447297	0.25673827280512324	0.1547510526042482	0.2587098654498057	0.19001736807982075	0.16822406510398097	0.26163033340124064	0.27265813850410736	0.134557085525205	0.1949202137844558	0.1182679031115456	0.17030361805215447	0.17019569128043138	0.31116380086101336	0.13843605683683086	0.15161111036213723
ec1110	0.1620864264878944	0.13847993866353894	0.21834837017418185	0.18561114110358393	0.1458932789330206	0.16925517957957772	0.2630607726094013	0.13690751492127806	0.3267009724515978	0.18681181451238682	0.12141007169381551	0.11889922277413092	0.14033061638708985	0.1392211338439515	0.2126559681517296	0.15739011886373433	0.14021048864817795	0.17189457656248175	0.12091197512216258	0.20550446728527041	0.15426974707018726	0.14712432487447297	0.0	0.256869452105859	0.14713111864390652	0.24896378481156026	0.15946197760864644	0.16345854213126695	0.2590451936063206	0.25639445758315593	0.143454821073342	0.17674891953728483	0.140628576708729	0.12700006178774575	0.16609520316516527	0.28157202108383855	0.1661051001894049	0.16941961851913168
ec1113	0.221546180312713	0.28623352245394806	0.2616034160244184	0.22247336310798443	0.20966304028380092	0.2226871166638655	0.3025921825691985	0.24444266658938152	0.3926082211056935	0.20018570487271725	0.24004340981628278	0.23194802855578614	0.23682508211044712	0.23608417384230213	0.19183859220866145	0.25392174053598365	0.25693987527133777	0.19883766771866623	0.2553071487420462	0.2864068801873078	0.2189318870267759	0.25673827280512324	0.256869452105859	0.0	0.25307517630665916	0.30578916034201153	0.27063018962477164	0.2882912946072268	0.2641125162954527	0.19675939120755145	0.24125340803940215	0.20557713110980083	0.23174954209435944	0.24419989403217265	0.2305926875049009	0.3061631436538111	0.25547660336939	0.28313203856585534
ec1114	0.16670928153917372	0.14560089915133126	0.21727991962536294	0.1853171247317509	0.14565240960870568	0.18219798651225452	0.24347438162075255	0.14993803586481566	0.3263093650184986	0.15990543203663338	0.14158852756481302	0.14882132111192833	0.1611820321959787	0.17408465026232364	0.17563954239751106	0.1383348393672912	0.13834025390396115	0.1486747857391784	0.1776768769346882	0.2026124558488966	0.1443122190302354	0.1547510526042482	0.14713111864390652	0.25307517630665916	0.0	0.21566059864113601	0.18775691235907022	0.14335509562160328	0.23461467467454528	0.2540924106675156	0.1598257673153325	0.17607458528657777	0.1437498630568279	0.16761784311058578	0.1740272176397767	0.2874827605009426	0.14906519421370787	0.1588461862746601
ec1116	0.24543837832209725	0.2499967875380084	0.2423750033936817	0.2719250417934054	0.23422825600951933	0.2648280198907313	0.20944184278807623	0.2713777958544486	0.3256316346501094	0.21990870832589315	0.2549368528972401	0.2574561021400136	0.269332180840025	0.2705212784088985	0.19523963480137918	0.22644839502832323	0.26673797439565117	0.20763339678724704	0.27410315817797887	0.19948066288320015	0.2518235654222336	0.2587098654498057	0.24896378481156026	0.30578916034201153	0.21566059864113601	0.0	0.2686908180427038	0.25098596274021895	0.21444298004537293	0.2873698654068768	0.27558943527254065	0.23013408527719603	0.2583228271497231	0.27437630797281504	0.244304334325258	0.2943055735385892	0.23198133469546803	0.25108856364613574
ec1118	0.20933620854215476	0.14056010798262006	0.2773720181382416	0.24376276485129703	0.19282160618494723	0.21205897962741038	0.28138034169883763	0.14867302089799478	0.34148868458614806	0.2120048516665586	0.16320243846120022	0.1590881534755757	0.17688880947330934	0.1974499807114184	0.242298151857175	0.19619049882331016	0.1607077277796977	0.18472428057014276	0.15985250155279276	0.22924111888185028	0.18271979330954533	0.19001736807982075	0.15946197760864644	0.27063018962477164	0.18775691235907022	0.2686908180427038	0.0	0.18334428952356438	0.28181943268054993	0.29136265792152344	0.18966593238355775	0.2170522661121175	0.17687999330478202	0.17882287531679011	0.22398035179408093	0.31784826519105774	0.20441241520977163	0.19348233534305245
ec1122	0.2009318158205439	0.14664499995733735	0.24615589528127563	0.23090417864378263	0.18367289861037198	0.222066609928998	0.2651245877291233	0.1562994561545276	0.34301868534074986	0.18916025694658395	0.151764946806625	0.171882365087988	0.17549135994067655	0.18000722798814972	0.20870520663923497	0.1493906143913343	0.15980377205444582	0.1880605932034294	0.18100397120664471	0.20300363212692485	0.16714022223392447	0.16822406510398097	0.16345854213126695	0.2882912946072268	0.14335509562160328	0.25098596274021895	0.18334428952356438	0.0	0.28385436735270286	0.2867868671474	0.17173875738931493	0.21398273269835724	0.1633380912629936	0.16022395277345264	0.19959439273612256	0.32811280074315213	0.16401252330078228	0.16687896445735173
ec1124	0.2475409551460457	0.26470616955021703	0.2815622570650179	0.2668454823741222	0.2382237207321682	0.25549088142707826	0.15574449633351256	0.2697400574605905	0.2100413723262567	0.21935254693256034	0.25580164909833575	0.26141942361466897	0.2601924873164946	0.2555703796370444	0.1938888815160628	0.25080059602493715	0.2626560594686356	0.21006859202338002	0.27270122246953216	0.2610547210878789	0.24493016468782802	0.26163033340124064	0.2590451936063206	0.2641125162954527	0.23461467467454528	0.21444298004537293	0.28181943268054993	0.28385436735270286	0.0	0.2565974403870733	0.2837964977977931	0.23431132066697188	0.2514839834909539	0.26128569688813896	0.24053261687900335	0.16750279162787451	0.26756652572456135	0.27661864041245315
ec1129	0.23743515929689885	0.2771356153181127	0.2393015649676101	0.23038761089750498	0.19208772567763996	0.24681191527964697	0.27296169989207747	0.26832120540262805	0.36916746143026863	0.2082714825554147	0.2471632310722433	0.26635259031143105	0.24724562149725227	0.21987460249431282	0.17779311156892658	0.2585790811386014	0.26401629680255745	0.23186741111574344	0.2538504031589179	0.2489840633791169	0.2375054770450307	0.27265813850410736	0.25639445758315593	0.19675939120755145	0.2540924106675156	0.2873698654068768	0.29136265792152344	0.2867868671474	0.2565974403870733	0.0	0.25633518506869385	0.18937982867245207	0.24004032700763683	0.24437876955578672	0.21348274771375148	0.29256923618182407	0.2597376536139033	0.28693402105176624
ec1130	0.15662845293921832	0.164235188023602	0.23681032396739568	0.17893402943343692	0.14767679744297785	0.15455196155880893	0.2852352303829469	0.14298759798613675	0.3554984648434518	0.1924734256490994	0.13667000866663304	0.14357676318083268	0.1626723418200955	0.15726948326950752	0.2104419945746332	0.16386948842250945	0.1566846900034626	0.1858576196510286	0.1605503189671507	0.21511233773155009	0.1357446631409556	0.134557085525205	0.143454821073342	0.24125340803940215	0.1598257673153325	0.27558943527254065	0.18966593238355775	0.17173875738931493	0.2837964977977931	0.25633518506869385	0.0	0.18621056964920985	0.12981406216114272	0.165111737914359	0.17568041690138203	0.30311255469823617	0.14866468803174968	0.1761897294887109
ec1132	0.1766477047200049	0.1991779372763137	0.19558787398707192	0.17154391513538	0.13974993585380105	0.2058431801103368	0.22657994052507954	0.1958741394541842	0.344185602353797	0.16168680464045615	0.17774334013174667	0.1846574043940051	0.1904055351335215	0.1553301140675353	0.15704620778650666	0.1801800627714248	0.18740677192327237	0.16101356511890533	0.18810622521855197	0.20348413359769163	0.16624262060467837	0.1949202137844558	0.17674891953728483	0.20557713110980083	0.17607458528657777	0.23013408527719603	0.2170522661121175	0.21398273269835724	0.23431132066697188	0.18937982867245207	0.18621056964920985	0.0	0.174981550970837	0.1711013640393581	0.15222934003684538	0.25656779510560884	0.19535040837983833	0.21106211237231318
ec1133	0.1411588849608788	0.1621760413955028	0.22164850951111098	0.18201928595115915	0.13809275264392723	0.13694634490120258	0.2749975196366548	0.14120327937053098	0.3455227751479727	0.17021824584386475	0.10492468157874374	0.1184031972332295	0.15160929901284684	0.15936416671835205	0.20484423182942688	0.13138527603801156	0.14344820914765263	0.15652254159847204	0.1526493430415358	0.20739597690578532	0.12414481199443515	0.1182679031115456	0.140628576708729	0.23174954209435944	0.1437498630568279	0.2583228271497231	0.17687999330478202	0.1633380912629936	0.2514839834909539	0.24004032700763683	0.12981406216114272	0.174981550970837	0.0	0.16157660106395477	0.16123532857461276	0.2922582421018852	0.12518463731065615	0.14405016869329704
ec1138	0.1852681771769342	0.15483344346287367	0.24550105535395783	0.18450480113570772	0.15155477422921348	0.20816874599576404	0.2730859534163773	0.15314561584822767	0.3393780473072169	0.1883103370959265	0.14418646609184715	0.15608068835083222	0.17018975528969071	0.11687736880821804	0.20558584923308706	0.15751361817481827	0.15648713618278287	0.19324645420214676	0.12982411059524399	0.21941680040289907	0.15849580924795628	0.17030361805215447	0.12700006178774575	0.24419989403217265	0.16761784311058578	0.27437630797281504	0.17882287531679011	0.16022395277345264	0.26128569688813896	0.24437876955578672	0.165111737914359	0.1711013640393581	0.16157660106395477	0.0	0.15589911978273832	0.28827299176724475	0.18902939816747796	0.19162132187554975
ec1139	0.14781916658034686	0.19530355539344285	0.22050861700337882	0.14774984069580424	0.13134000373433938	0.1752088860311294	0.25858800903078333	0.19242365340379505	0.33137674264780476	0.16998535184276026	0.15262546548226028	0.16776474360152588	0.18831551168379704	0.1444330315273146	0.18007219831218577	0.17538012846125609	0.17422741289026403	0.19077430204369572	0.18271615449822187	0.2167102079052591	0.16093055279420632	0.17019569128043138	0.16609520316516527	0.2305926875049009	0.1740272176397767	0.244304334325258	0.22398035179408093	0.19959439273612256	0.24053261687900335	0.21348274771375148	0.17568041690138203	0.15222934003684538	0.16123532857461276	0.15589911978273832	0.0	0.2621927676638157	0.17215889478761345	0.1873687225200725
ec1140	0.2783800228927157	0.3155341708547184	0.3092273843087398	0.27239677899669035	0.25398025320080087	0.2860552551303258	0.19644096963217195	0.3029023759357807	0.15322210980799755	0.27525062394657307	0.288142153092263	0.28782866654226036	0.2791607792906647	0.2633285104789366	0.2761073495747577	0.30001431790583166	0.30411945451779826	0.27411539015128505	0.2811755759006719	0.30280263359821075	0.2686831049916615	0.31116380086101336	0.28157202108383855	0.3061631436538111	0.2874827605009426	0.2943055735385892	0.31784826519105774	0.32811280074315213	0.16750279162787451	0.29256923618182407	0.30311255469823617	0.25656779510560884	0.2922582421018852	0.28827299176724475	0.2621927676638157	0.0	0.3034447884068429	0.32742604244809215
ec1141	0.14581989062894785	0.17663081171807518	0.2219051973150833	0.1957581389915558	0.16641394106703908	0.1501828539193355	0.24482124340841244	0.16657140276522378	0.35171131320146576	0.16900190900466933	0.13362184880374728	0.1417301928701123	0.17793230661249448	0.17996279721768646	0.1900630836415783	0.1345797338100028	0.17455899860853002	0.17207658384384467	0.18571163663607082	0.17325752675549022	0.1430976965488303	0.13843605683683086	0.1661051001894049	0.25547660336939	0.14906519421370787	0.23198133469546803	0.20441241520977163	0.16401252330078228	0.26756652572456135	0.2597376536139033	0.14866468803174968	0.19535040837983833	0.12518463731065615	0.18902939816747796	0.17215889478761345	0.3034447884068429	0.0	0.1293512053021276
ec1149	0.15742527910951337	0.16125422784851565	0.24579928292402933	0.2068249983970192	0.18679492579224435	0.18266012356812109	0.27712951336711233	0.15917160270160627	0.36119611851191635	0.17107295246331247	0.14265824565497698	0.15620952364701005	0.19299156337767503	0.20008140048025957	0.21108828718781897	0.15459495790539424	0.16305931365347787	0.18258678208614768	0.19194967599191515	0.22108690921337176	0.1626202104829148	0.15161111036213723	0.16941961851913168	0.28313203856585534	0.1588461862746601	0.25108856364613574	0.19348233534305245	0.16687896445735173	0.27661864041245315	0.28693402105176624	0.1761897294887109	0.21106211237231318	0.14405016869329704	0.19162132187554975	0.1873687225200725	0.32742604244809215	0.1293512053021276	0.0
