	ec1249	ec1257	ec1262	ec1265	ec1298	ec1301	ec1309	ec1314	ec1317	ec1330	ec1346	ec1349	ec1356	ec1361	ec1362	ec1368	ec1377	ec1378	ec1380	ec1390	ec1392	ec1393	ec1396	ec1400	ec1408	ec1409	ec1411	ec1420	ec1422	ec1424	ec1425	ec1427	ec1435	ec1437	eti111	eti114	eti121	eti125
ec1249	0.0	0.6763904667357823	0.5669198732388885	0.4761857715263958	0.4942287260907453	0.4529517390274599	0.5635833452877743	0.5700987514166571	0.5923454027932293	0.4755311536370037	0.5312953878829769	0.4901154509758048	0.614299715001441	0.590811505128867	0.5848734172110637	0.536462096445563	0.5901465679123359	0.6123026639976211	0.6070963814931645	0.6044622042462371	0.5839644254217815	0.5796786480496331	0.6183168936824759	0.4591302414103932	0.5853154319637197	0.5434110544397682	0.48023370423105416	0.5469265913939523	0.49996052648859174	0.602286222686669	0.5963874733639288	0.6016982156587886	0.5024395716759806	0.4592914404814024	0.583278166753222	0.5166693087659076	0.5454504875654118	0.5529545780894248
ec1257	0.6763904667357823	0.0	0.5221776363906854	0.7247144689376174	0.6801762951511277	0.6542026152295114	0.723798123157805	0.5259841002457101	0.5922379479621325	0.5428233717042354	0.5647805247585125	0.5695520324417959	0.4397590422633723	0.477981765761993	0.43038623290020167	0.6851765789494824	0.7173286597159769	0.46027255963222774	0.45508368130313664	0.43133455269580717	0.5123419755228193	0.6485914396483031	0.5574239816524286	0.5080478639149993	0.4403253495119721	0.5252752573796475	0.6161641837880707	0.4827666528049561	0.5635536977442739	0.47900543902134307	0.5894658578138163	0.5703058392684528	0.5969629144791938	0.5629435409752788	0.6589057324057442	0.6239205834793644	0.6156518509708874	0.5384601859985572
ec1262	0.5669198732388885	0.5221776363906854	0.0	0.6103372143082493	0.612765508747519	0.5449699922846999	0.6591800379749415	0.4462847218534611	0.5524946464919651	0.46201524488989143	0.4535552487345178	0.4642973932483806	0.35739548363439555	0.414485647125228	0.3419674582495522	0.6113679520253502	0.6739393206947499	0.4058327765264508	0.4013402366923126	0.34672506468209296	0.464315554354858	0.5464327398585941	0.5193474369312683	0.4437652206213062	0.3788819341787263	0.45869085690321726	0.5360950994133475	0.3448104078780472	0.5157135837474416	0.4022592844095533	0.49428271956054415	0.5356016086153023	0.5492956966263335	0.47422418939332567	0.621539804758804	0.5905094949731758	0.5333842108577181	0.44469467355538933
ec1265	0.4761857715263958	0.7247144689376174	0.6103372143082493	0.0	0.5619699228803194	0.5395330881402115	0.6015177816866201	0.6718829517622947	0.6787313259234937	0.5649929633856394	0.6217128934405284	0.5720642795780817	0.6649499704670297	0.6441179987400557	0.6647898978127702	0.6042315309345659	0.5612672743372863	0.6900941979735816	0.6868680526017218	0.6439898641053239	0.5479882994111507	0.6205546543093654	0.5589730359675643	0.580349977816417	0.6757973627506835	0.6163684041976701	0.4683418809154801	0.6115599573755583	0.5839615832748279	0.6579892506749606	0.538206871406256	0.5667810880193307	0.5658767792096498	0.5790477102864193	0.686950098151312	0.6245215276138592	0.6463567947736371	0.6560781610734067
ec1298	0.4942287260907453	0.6801762951511277	0.612765508747519	0.5619699228803194	0.0	0.5279953490098556	0.588722914054035	0.46597734482303194	0.5174166506675084	0.5314765218366655	0.3986248942413796	0.35874885293087116	0.5960250805814338	0.5578312244752093	0.5918858947382404	0.42279836544632604	0.4359693631099628	0.6213178661015282	0.6172860205763232	0.567354283782444	0.5656852456551809	0.5102424686492222	0.6031127818569019	0.5029144044781317	0.6103473194746687	0.5334693748049802	0.44741115637523265	0.5152709125583785	0.48551984454259256	0.5923638267280252	0.5585212108507254	0.5886226026382673	0.42311245090041155	0.4961554442819117	0.5691327793202431	0.5263228149001412	0.5293780970535773	0.5981044217453002
ec1301	0.4529517390274599	0.6542026152295114	0.5449699922846999	0.5395330881402115	0.5279953490098556	0.0	0.5906931708590965	0.6016203851182732	0.6172210602439048	0.4354016439808371	0.582909626431245	0.4270930908085889	0.5822865576356793	0.5490262863092107	0.5555267825175205	0.5818961299753218	0.6197710285986456	0.5840846534314786	0.5799204455917818	0.5734064713234487	0.6052475387473527	0.6326563895224683	0.6374758408845451	0.42470774636692205	0.5655337806199865	0.5052729508605986	0.5667353964429239	0.5394516965622956	0.5015658192954069	0.5779940111964776	0.626533380304937	0.6293412473314154	0.4983499623323547	0.4690975819489632	0.5856112402261607	0.5158093434442376	0.5072119033155353	0.5461600961940363
ec1309	0.5635833452877743	0.723798123157805	0.6591800379749415	0.6015177816866201	0.588722914054035	0.5906931708590965	0.0	0.6854990539109642	0.7295924230960398	0.5825396148993712	0.6602325821733458	0.5608926624411634	0.6545045111844378	0.6671286694481517	0.6763469424596753	0.6051120313948637	0.6568910835550674	0.7130044026597522	0.7103839761903132	0.6497364271176509	0.6662830080952679	0.7204072739506209	0.7274270833963796	0.559283320468654	0.6804077566203474	0.6192487110137331	0.5848428830738052	0.6421776358843447	0.6012954333927792	0.6870758589972361	0.6857955131379883	0.7110881551823961	0.6083477393950509	0.5895460880572038	0.676627076586842	0.592887037834669	0.6501366885960594	0.6830890724100811
ec1314	0.5700987514166571	0.5259841002457101	0.4462847218534611	0.6718829517622947	0.46597734482303194	0.6016203851182732	0.6854990539109642	0.0	0.3436891377215422	0.48164866242940213	0.21816531699678843	0.5079043416724436	0.34081981592069477	0.33879369342289334	0.34674879768466127	0.4998571767535219	0.5495676609196122	0.42154054501009935	0.41077666954189934	0.3359475593568604	0.3608854141293821	0.44767221430222204	0.45566376979470075	0.3895809329032393	0.38283083144881846	0.3932009666887351	0.5285323610474613	0.45437334726980705	0.5227031239555299	0.4170382027230688	0.5076377696135433	0.44767625954826695	0.556582927269623	0.5374653495984058	0.6071864300652868	0.5661510757905446	0.5602043416059396	0.5140497028593257
ec1317	0.5923454027932293	0.5922379479621325	0.5524946464919651	0.6787313259234937	0.5174166506675084	0.6172210602439048	0.7295924230960398	0.3436891377215422	0.0	0.5275985342563274	0.3485378251887702	0.5782418247445423	0.48889912158266147	0.4815543960967915	0.42157735141625297	0.4867935157205589	0.560471106040188	0.38307377728379977	0.38021899060353864	0.4717768066768826	0.48979297178525993	0.48417192410985943	0.43212693974496297	0.5582016391127026	0.44587445623308286	0.4879657780167523	0.6091419547099889	0.457513289886092	0.5158910564376508	0.4079938735022069	0.4867402031116519	0.4407241597008812	0.5222176782491683	0.5234668058333821	0.6390073715407769	0.5969828927022454	0.6147529408072788	0.45306329680860735
ec1330	0.4755311536370037	0.5428233717042354	0.46201524488989143	0.5649929633856394	0.5314765218366655	0.4354016439808371	0.5825396148993712	0.48164866242940213	0.5275985342563274	0.0	0.540339001021134	0.405929318608678	0.3912553202920563	0.39641608480362883	0.31421176795677913	0.505499145156413	0.6048826108904283	0.3501715809727422	0.34270712027585604	0.3850442782891534	0.48079873891771574	0.5590428079719116	0.49338263340155497	0.2830700129569703	0.3673879028099636	0.3935924462683072	0.47349918870824015	0.39460173708690927	0.2748361584289268	0.3584910268977268	0.52706186338747	0.5015032943675984	0.32749368664433554	0.29014703813743237	0.47025337158396413	0.3578140732449916	0.3928898079683649	0.46338992988716793
