	ec1017	ec1020	ec1024	ec1036	ec1038	ec1043	ec1050	ec1157	ec1169	ec1173	ec1177	ec1178	ec1185	ec1253	ec1256	ec1261	ec1264	ec1269	ec1272	ec1280	ec1285	ec1288	ec1293	ec1312	ec1316	ec1320	ec1324	ec1328	ec1332	ec1336	ec1340	ec1344
ec1288	0.5918510690261578	0.8187710764085655	0.37086721893355856	0.6140899613657829	0.5217015212292176	0.5161395319658003	0.7747357841131454	0.32992540371326745	0.5269572150584434	0.5910207740882721	0.5421677995195441	0.5817065790158709	0.4310567776400706	0.6031010356855534	0.3743032340912161	0.37860650141321417	0.614851942710907	0.3593805239378748	0.42065496103719296	0.509270314683328	0.605634478161245	0.0	0.3222823996081573	0.6102204992472852	0.2518504042353374	0.6684263121371187	0.3224989241275565	0.4256220516976305	0.232922527251366	0.29636638760430056	0.5049836658488634	0.5986320185558727
ec1293	0.5574661235276775	0.8141335464268312	0.3997809830759272	0.5491863579828904	0.5260316778139571	0.5614175332984005	0.7771160341826989	0.36407268555696765	0.48156754092625975	0.5343316638361844	0.598158751047511	0.6093245167484644	0.5477969172105728	0.6448874199009936	0.4187113413440386	0.42939039535954193	0.6964529213578843	0.3997782379329703	0.49605029838096615	0.5314707954406793	0.5844665416557249	0.3222823996081573	0.0	0.6279916840118617	0.29009274357692466	0.6879114950228044	0.34807500841027694	0.452142111858582	0.37938920765143563	0.37630693828263956	0.5402962610897025	0.675889117403591
ec1312	0.4134343317444673	0.8494131637383039	0.621459056471753	0.7234022699964231	0.6877045685869039	0.7093851422245685	0.8104634702706255	0.5149548636960124	0.6465777489454895	0.7131137019481057	0.6979500899323293	0.6347724891268562	0.7113189446745793	0.761744468637681	0.5864629494167739	0.4754544031669513	0.761235659823293	0.6293144417619467	0.5474054667122809	0.6847168031538513	0.49715793991172913	0.6102204992472852	0.6279916840118617	0.0	0.549752384424161	0.32477961437015995	0.6169422192895334	0.4713912913760442	0.6263589971703544	0.5753839149437867	0.3147174714581475	0.5340546457209437
ec1316	0.5887240883427808	0.8211051722479484	0.28457345064500966	0.5689726004813028	0.5123973888875132	0.5084008807769599	0.7491961069911249	0.1445482309678833	0.4674024412344913	0.5155363483051006	0.511255376676139	0.5462710507418033	0.48794343596644013	0.6531116466569713	0.29778872140313745	0.29112443723742143	0.6668401307946247	0.2924023230360565	0.40053261481002933	0.5407706328948503	0.5971774039597428	0.2518504042353374	0.29009274357692466	0.549752384424161	0.0	0.6438889351784136	0.22109044783113194	0.27434976743420436	0.2685706604155352	0.22787274442626168	0.4571471303214559	0.6435029989755527
ec1320	0.4414139068822672	0.8440004513842554	0.6814259677671093	0.7061691437983458	0.6732763939196597	0.5880270157022405	0.8033388332251282	0.614950389314938	0.628200482937161	0.7040059303973472	0.6650969014863851	0.5942132100986399	0.6780744698340976	0.7375939563975459	0.6099257998561805	0.5617611023275261	0.6271589211264387	0.6509532563894279	0.6225179886278308	0.6718902410612285	0.4836633938969266	0.6684263121371187	0.6879114950228044	0.32477961437015995	0.6438889351784136	0.0	0.6419859293856278	0.592455454045133	0.646893892453549	0.5932965781346312	0.36364579787292484	0.5565520000909188
ec1324	0.5753649726364468	0.8179906868996903	0.3383355256530298	0.6321509213872104	0.5793864262226784	0.5369786681590167	0.7208312366002204	0.30655562811657056	0.5291133816014059	0.5864532736917292	0.5062801517256111	0.5362285759080291	0.45788067975324315	0.6030070430680925	0.28695035219886966	0.3867674062162357	0.6595425039939254	0.27097569817736844	0.3796271804559878	0.5909190596868829	0.6351967951538828	0.3224989241275565	0.34807500841027694	0.6169422192895334	0.22109044783113194	0.6419859293856278	0.0	0.37657513006363424	0.25291296722994056	0.23006513427211028	0.5206700558096651	0.6219248992286347
ec1328	0.6398061455314282	0.8488265341949338	0.42837818995524946	0.6307634806666362	0.5727534251603811	0.6083194154814812	0.7846100268027478	0.18497904334213516	0.5164002498378066	0.6024647289835771	0.5583354545903897	0.45880525614197243	0.6004168327815218	0.6933880527290535	0.3414396193483207	0.08862295288621266	0.7020356144399527	0.4536569023322205	0.26563243055130226	0.585741376936891	0.6834584149456264	0.4256220516976305	0.452142111858582	0.4713912913760442	0.27434976743420436	0.592455454045133	0.37657513006363424	0.0	0.4408505400999122	0.33132613993128796	0.5665926031316019	0.6801111053315491
ec1332	0.5156570184164949	0.8042859470829402	0.38551670106765906	0.6496878095228029	0.5708338347425248	0.5275827436020644	0.7575731373869252	0.3472678241761999	0.5494491379683829	0.6046500048190411	0.46068866286226007	0.5393847023552611	0.4475141509305031	0.5955586574768732	0.3072549998603015	0.4137538874248156	0.6355208730319567	0.3211239981250985	0.3942583076181634	0.5741180407307641	0.5848627478079321	0.232922527251366	0.37938920765143563	0.6263589971703544	0.2685706604155352	0.646893892453549	0.25291296722994056	0.4408505400999122	0.0	0.22709702004736868	0.5258663554966861	0.6110126919994023
ec1336	0.5526871555100806	0.815806559284263	0.3697956102421785	0.6100826111167048	0.557166824653961	0.5632732315323485	0.7422885268756517	0.21133827081696202	0.48077932251020733	0.5474837742815643	0.48582816550173485	0.4878635865843411	0.4943028358257612	0.6208599798954337	0.1967853800670994	0.270103822241267	0.6374094309767098	0.28191597168212196	0.415531238762458	0.5614546240342999	0.6490353795905818	0.29636638760430056	0.37630693828263956	0.5753839149437867	0.22787274442626168	0.5932965781346312	0.23006513427211028	0.33132613993128796	0.22709702004736868	0.0	0.5171409306251952	0.6111398731658434
ec1340	0.3994949299696173	0.7958767962461792	0.5364472269827192	0.6538044948790636	0.6153056019418254	0.5948965114932516	0.7382301671802848	0.5131571622255119	0.569422646170808	0.6240024728718699	0.544149696015849	0.6112284380450854	0.5193364945092491	0.6347233189568167	0.5704950705710686	0.5683913072157603	0.6567040744890852	0.5370242757492585	0.6235990591374622	0.6161887697768923	0.38515879674868897	0.5049836658488634	0.5402962610897025	0.3147174714581475	0.4571471303214559	0.36364579787292484	0.5206700558096651	0.5665926031316019	0.5258663554966861	0.5171409306251952	0.0	0.5099704463500829
ec1344	0.39733112014462846	0.8242534992511743	0.5822494883643244	0.7094260776689327	0.6325536420678454	0.68086694644758	0.7603723647671514	0.6398813570184994	0.6679082178675619	0.7334732128018704	0.6785021476876788	0.6573006727122976	0.6054797751807472	0.6824101028202341	0.6200139709640103	0.6803744033153921	0.6453282866952597	0.5751316750866314	0.6798861036822744	0.6266319041755732	0.5665826899027648	0.5986320185558727	0.675889117403591	0.5340546457209437	0.6435029989755527	0.5565520000909188	0.6219248992286347	0.6801111053315491	0.6110126919994023	0.6111398731658434	0.5099704463500829	0.0
