"#Table SX. Raw data reporting development time (time to eclosion in h) of the different fly treatments. 
Vial = the vial flies were counted in; 
Time = time to eclosion (h); 
event = 0 (did not eclose) or 1 (eclosed); 
treatment = whether the flies weree fed diets inoculated with L. brevis (Lb), A. tropicalis (At), or untreated (No_add); 
cage = triplicate cages (a,b, or c) per treatment; 
bacteria = the bacteria the F2 test flies were reared with (bf=bacteria-free, At = Atropicalis, Lb=L. brevis); 
exp = separate day the experiment was set up (A,B,or C); 
acetoCFU = # of Acetobacter CFU per fly collected from the F2 test flies; 
lactoCFU = # of Lactobacillus CFU per fly collected from the F2 test flies; 
contam = if flies bore more than 400 Acetobactor or 400 Lactobacillus cfus per fly, they were deemed contaiminated and were not included in the analysis;
density = number of pupae counted in each vial. 
Source data are from /Users/jmc257/Dropbox/Working Trade-offs/EE Experiment/eclosion_table_trial2_JMC3.csv; ~/Dropbox/Working Trade-offs/EE Experiment/CFU Data/Copy of test_contam_D7 (old added) A-Z NEW 1-20-18 CFU\'s sheets 1-12_JMC.xlsx; and Users/jmc257/Dropbox/Working Trade-offs/EE Experiment/EE Code.csv. ",,,,,,,,,,
vial,time,event,treatment,cage,bacteria,exp,acetoCFU,lactoCFU,contam,density
qt11,9.43819444,1,Lb,Lb-a,At,C,8800,0,noC,60
qt11,9.43819444,1,Lb,Lb-a,At,C,8800,0,noC,60
qt11,9.43819444,1,Lb,Lb-a,At,C,8800,0,noC,60
qt11,9.43819444,1,Lb,Lb-a,At,C,8800,0,noC,60
qt11,9.43819444,1,Lb,Lb-a,At,C,8800,0,noC,60
qt11,9.43819444,1,Lb,Lb-a,At,C,8800,0,noC,60
qt11,9.43819444,1,Lb,Lb-a,At,C,8800,0,noC,60
qt11,9.43819444,1,Lb,Lb-a,At,C,8800,0,noC,60
qt11,9.43819444,1,Lb,Lb-a,At,C,8800,0,noC,60
qt11,9.43819444,1,Lb,Lb-a,At,C,8800,0,noC,60
qt11,9.43819444,1,Lb,Lb-a,At,C,8800,0,noC,60
qt11,9.59375,1,Lb,Lb-a,At,C,8800,0,noC,60
qt11,9.59375,1,Lb,Lb-a,At,C,8800,0,noC,60
qt11,9.59375,1,Lb,Lb-a,At,C,8800,0,noC,60
qt11,9.59375,1,Lb,Lb-a,At,C,8800,0,noC,60
qt11,9.79097222,1,Lb,Lb-a,At,C,8800,0,noC,60
qt11,9.79097222,1,Lb,Lb-a,At,C,8800,0,noC,60
qt11,9.79097222,1,Lb,Lb-a,At,C,8800,0,noC,60
qt11,9.79097222,1,Lb,Lb-a,At,C,8800,0,noC,60
qt11,9.79097222,1,Lb,Lb-a,At,C,8800,0,noC,60
qt11,9.79097222,1,Lb,Lb-a,At,C,8800,0,noC,60
qt11,9.79097222,1,Lb,Lb-a,At,C,8800,0,noC,60
qt11,10.40277778,1,Lb,Lb-a,At,C,8800,0,noC,60
qt11,10.40277778,1,Lb,Lb-a,At,C,8800,0,noC,60
qt11,10.40277778,1,Lb,Lb-a,At,C,8800,0,noC,60
qt11,10.65277778,1,Lb,Lb-a,At,C,8800,0,noC,60
qb13,9.59375,1,Lb,Lb-a,Lb,C,0,320,noC,37
qb13,9.59375,1,Lb,Lb-a,Lb,C,0,320,noC,37
qb13,9.59375,1,Lb,Lb-a,Lb,C,0,320,noC,37
qb13,9.59375,1,Lb,Lb-a,Lb,C,0,320,noC,37
qb13,9.59375,1,Lb,Lb-a,Lb,C,0,320,noC,37
qb13,9.59375,1,Lb,Lb-a,Lb,C,0,320,noC,37
qb13,9.59375,1,Lb,Lb-a,Lb,C,0,320,noC,37
qb13,9.79097222,1,Lb,Lb-a,Lb,C,0,320,noC,37
qb13,9.79097222,1,Lb,Lb-a,Lb,C,0,320,noC,37
qb13,9.79097222,1,Lb,Lb-a,Lb,C,0,320,noC,37
qb13,9.79097222,1,Lb,Lb-a,Lb,C,0,320,noC,37
qb13,9.79097222,1,Lb,Lb-a,Lb,C,0,320,noC,37
qb13,9.79097222,1,Lb,Lb-a,Lb,C,0,320,noC,37
qb13,9.79097222,1,Lb,Lb-a,Lb,C,0,320,noC,37
qb13,9.79097222,1,Lb,Lb-a,Lb,C,0,320,noC,37
qb13,9.79097222,1,Lb,Lb-a,Lb,C,0,320,noC,37
qb13,9.79097222,1,Lb,Lb-a,Lb,C,0,320,noC,37
qb13,9.79097222,1,Lb,Lb-a,Lb,C,0,320,noC,37
qb13,10.40277778,1,Lb,Lb-a,Lb,C,0,320,noC,37
qb13,10.40277778,1,Lb,Lb-a,Lb,C,0,320,noC,37
qb13,10.40277778,1,Lb,Lb-a,Lb,C,0,320,noC,37
qb13,10.40277778,1,Lb,Lb-a,Lb,C,0,320,noC,37
qb13,10.40277778,1,Lb,Lb-a,Lb,C,0,320,noC,37
qb13,10.40277778,1,Lb,Lb-a,Lb,C,0,320,noC,37
qb13,10.40277778,1,Lb,Lb-a,Lb,C,0,320,noC,37
qb13,10.40277778,1,Lb,Lb-a,Lb,C,0,320,noC,37
qb13,10.40277778,1,Lb,Lb-a,Lb,C,0,320,noC,37
qb13,10.40277778,1,Lb,Lb-a,Lb,C,0,320,noC,37
qb13,10.40277778,1,Lb,Lb-a,Lb,C,0,320,noC,37
qb13,10.40277778,1,Lb,Lb-a,Lb,C,0,320,noC,37
qb13,10.65277778,1,Lb,Lb-a,Lb,C,0,320,noC,37
qb13,10.65277778,1,Lb,Lb-a,Lb,C,0,320,noC,37
qb13,10.65277778,1,Lb,Lb-a,Lb,C,0,320,noC,37
qb13,10.65277778,1,Lb,Lb-a,Lb,C,0,320,noC,37
qb13,10.65277778,1,Lb,Lb-a,Lb,C,0,320,noC,37
qb13,10.75208333,1,Lb,Lb-a,Lb,C,0,320,noC,37
qb13,10.75208333,1,Lb,Lb-a,Lb,C,0,320,noC,37
qb12,9.59375,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,9.59375,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,9.59375,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,9.59375,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,9.79097222,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,9.79097222,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,9.79097222,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,9.79097222,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,9.79097222,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,10.40277778,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,10.40277778,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,10.40277778,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,10.40277778,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,10.40277778,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,10.40277778,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,10.40277778,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,10.40277778,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,10.40277778,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,10.40277778,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,10.40277778,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,10.40277778,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,10.40277778,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,10.40277778,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,10.40277778,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,10.40277778,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,10.40277778,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,10.40277778,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,10.40277778,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,10.40277778,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,10.40277778,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,10.40277778,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,10.40277778,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,10.40277778,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,10.65277778,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,10.65277778,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,10.65277778,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,10.65277778,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,10.65277778,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,10.65277778,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,10.65277778,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,10.65277778,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,10.65277778,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,10.65277778,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,10.65277778,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,10.65277778,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,10.65277778,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,10.65277778,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,10.65277778,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,10.65277778,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,10.65277778,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,10.65277778,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,10.65277778,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,10.65277778,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,10.75208333,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,10.75208333,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,10.75208333,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,10.75208333,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,10.75208333,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,11.33125,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,11.33125,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,11.33125,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,11.33125,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,11.33125,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,11.63541667,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,11.63541667,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,11.63541667,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,11.63541667,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,11.63541667,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,11.63541667,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,11.63541667,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,11.63541667,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,11.63541667,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,11.63541667,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,11.63541667,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,11.63541667,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,11.63541667,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,11.63541667,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,11.63541667,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,11.63541667,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,11.63541667,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,12.58333333,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,12.7375,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,12.7375,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,13.375,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb12,13.57708333,1,Lb,Lb-a,Lb,C,0,4000,noC,85
qb11,9.79097222,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,9.79097222,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,9.79097222,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,10.40277778,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,10.40277778,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,10.40277778,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,10.40277778,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,10.40277778,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,10.40277778,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,10.40277778,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,10.40277778,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,10.40277778,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,10.40277778,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,10.40277778,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,10.40277778,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,10.40277778,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,10.40277778,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,10.40277778,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,10.40277778,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,10.40277778,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,10.40277778,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,10.40277778,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,10.40277778,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,10.40277778,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,10.40277778,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,10.40277778,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,10.40277778,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,10.40277778,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,10.40277778,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,10.40277778,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,10.40277778,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,10.65277778,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,10.65277778,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,10.65277778,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,10.65277778,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,10.65277778,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,10.65277778,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,10.65277778,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,10.65277778,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,10.65277778,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,10.65277778,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,10.65277778,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,10.65277778,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,10.65277778,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,10.65277778,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,10.65277778,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,10.65277778,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,10.65277778,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,10.65277778,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,10.65277778,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,10.65277778,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,10.65277778,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,10.65277778,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,10.75208333,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,10.75208333,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,10.75208333,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,10.75208333,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,11.33125,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,11.33125,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,11.33125,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,11.33125,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,11.33125,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,11.33125,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,11.33125,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,11.63541667,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,11.63541667,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,11.63541667,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,11.77222222,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,11.77222222,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,11.77222222,1,Lb,Lb-a,Lb,C,0,2140,noC,71
qb11,12.35625,1,Lb,Lb-a,Lb,C,0,2140,noC,71
jx12,10.37361111,1,Lb,Lb-b,bf,C,20,380,noC,41
jx12,10.625,1,Lb,Lb-b,bf,C,20,380,noC,41
jx12,10.625,1,Lb,Lb-b,bf,C,20,380,noC,41
jx12,10.625,1,Lb,Lb-b,bf,C,20,380,noC,41
jx12,10.76736111,1,Lb,Lb-b,bf,C,20,380,noC,41
jx12,10.76736111,1,Lb,Lb-b,bf,C,20,380,noC,41
jx12,10.76736111,1,Lb,Lb-b,bf,C,20,380,noC,41
jx12,10.76736111,1,Lb,Lb-b,bf,C,20,380,noC,41
jx12,10.76736111,1,Lb,Lb-b,bf,C,20,380,noC,41
jx12,11.40416667,1,Lb,Lb-b,bf,C,20,380,noC,41
jx12,11.40416667,1,Lb,Lb-b,bf,C,20,380,noC,41
jx12,11.40416667,1,Lb,Lb-b,bf,C,20,380,noC,41
jx12,11.40416667,1,Lb,Lb-b,bf,C,20,380,noC,41
jx12,11.40416667,1,Lb,Lb-b,bf,C,20,380,noC,41
jx12,11.40416667,1,Lb,Lb-b,bf,C,20,380,noC,41
jx12,11.40416667,1,Lb,Lb-b,bf,C,20,380,noC,41
jx12,11.64722222,1,Lb,Lb-b,bf,C,20,380,noC,41
jx12,11.64722222,1,Lb,Lb-b,bf,C,20,380,noC,41
jx12,11.64722222,1,Lb,Lb-b,bf,C,20,380,noC,41
jx12,11.64722222,1,Lb,Lb-b,bf,C,20,380,noC,41
jx12,11.78888889,1,Lb,Lb-b,bf,C,20,380,noC,41
jx12,11.78888889,1,Lb,Lb-b,bf,C,20,380,noC,41
jx12,11.78888889,1,Lb,Lb-b,bf,C,20,380,noC,41
jx12,12.34930556,1,Lb,Lb-b,bf,C,20,380,noC,41
jx12,12.34930556,1,Lb,Lb-b,bf,C,20,380,noC,41
jx12,12.34930556,1,Lb,Lb-b,bf,C,20,380,noC,41
jx12,12.34930556,1,Lb,Lb-b,bf,C,20,380,noC,41
jx12,12.34930556,1,Lb,Lb-b,bf,C,20,380,noC,41
jx12,12.34930556,1,Lb,Lb-b,bf,C,20,380,noC,41
jx12,12.34930556,1,Lb,Lb-b,bf,C,20,380,noC,41
jx12,12.34930556,1,Lb,Lb-b,bf,C,20,380,noC,41
jx12,12.57430556,1,Lb,Lb-b,bf,C,20,380,noC,41
jx12,12.57430556,1,Lb,Lb-b,bf,C,20,380,noC,41
jx12,12.57430556,1,Lb,Lb-b,bf,C,20,380,noC,41
jx12,12.75347222,1,Lb,Lb-b,bf,C,20,380,noC,41
jx12,12.75347222,1,Lb,Lb-b,bf,C,20,380,noC,41
jx12,13.55347222,1,Lb,Lb-b,bf,C,20,380,noC,41
jx12,13.55347222,1,Lb,Lb-b,bf,C,20,380,noC,41
jx12,13.55347222,1,Lb,Lb-b,bf,C,20,380,noC,41
jx12,13.55347222,1,Lb,Lb-b,bf,C,20,380,noC,41
jx12,13.55347222,1,Lb,Lb-b,bf,C,20,380,noC,41
jx11,10.37361111,1,Lb,Lb-b,bf,C,20,60,noC,52
jx11,10.37361111,1,Lb,Lb-b,bf,C,20,60,noC,52
jx11,10.37361111,1,Lb,Lb-b,bf,C,20,60,noC,52
jx11,10.625,1,Lb,Lb-b,bf,C,20,60,noC,52
jx11,10.625,1,Lb,Lb-b,bf,C,20,60,noC,52
jx11,10.625,1,Lb,Lb-b,bf,C,20,60,noC,52
jx11,10.76736111,1,Lb,Lb-b,bf,C,20,60,noC,52
jx11,10.76736111,1,Lb,Lb-b,bf,C,20,60,noC,52
jx11,11.40416667,1,Lb,Lb-b,bf,C,20,60,noC,52
jx11,11.40416667,1,Lb,Lb-b,bf,C,20,60,noC,52
jx11,11.40416667,1,Lb,Lb-b,bf,C,20,60,noC,52
jx11,11.40416667,1,Lb,Lb-b,bf,C,20,60,noC,52
jx11,11.40416667,1,Lb,Lb-b,bf,C,20,60,noC,52
jx11,11.40416667,1,Lb,Lb-b,bf,C,20,60,noC,52
jx11,11.40416667,1,Lb,Lb-b,bf,C,20,60,noC,52
jx11,11.40416667,1,Lb,Lb-b,bf,C,20,60,noC,52
jx11,11.40416667,1,Lb,Lb-b,bf,C,20,60,noC,52
jx11,11.40416667,1,Lb,Lb-b,bf,C,20,60,noC,52
jx11,11.40416667,1,Lb,Lb-b,bf,C,20,60,noC,52
jx11,11.62847222,1,Lb,Lb-b,bf,C,20,60,noC,52
jx11,11.62847222,1,Lb,Lb-b,bf,C,20,60,noC,52
jx11,11.62847222,1,Lb,Lb-b,bf,C,20,60,noC,52
jx11,11.62847222,1,Lb,Lb-b,bf,C,20,60,noC,52
jx11,11.62847222,1,Lb,Lb-b,bf,C,20,60,noC,52
jx11,11.62847222,1,Lb,Lb-b,bf,C,20,60,noC,52
jx11,11.62847222,1,Lb,Lb-b,bf,C,20,60,noC,52
jx11,11.78888889,1,Lb,Lb-b,bf,C,20,60,noC,52
jx11,11.78888889,1,Lb,Lb-b,bf,C,20,60,noC,52
jx11,11.78888889,1,Lb,Lb-b,bf,C,20,60,noC,52
jx11,12.34930556,1,Lb,Lb-b,bf,C,20,60,noC,52
jx11,12.34930556,1,Lb,Lb-b,bf,C,20,60,noC,52
jx11,12.34930556,1,Lb,Lb-b,bf,C,20,60,noC,52
jx11,12.34930556,1,Lb,Lb-b,bf,C,20,60,noC,52
jx11,12.34930556,1,Lb,Lb-b,bf,C,20,60,noC,52
jx11,12.34930556,1,Lb,Lb-b,bf,C,20,60,noC,52
jx11,12.34930556,1,Lb,Lb-b,bf,C,20,60,noC,52
jx11,12.34930556,1,Lb,Lb-b,bf,C,20,60,noC,52
jx11,12.34930556,1,Lb,Lb-b,bf,C,20,60,noC,52
jx11,12.57430556,1,Lb,Lb-b,bf,C,20,60,noC,52
jx11,12.57430556,1,Lb,Lb-b,bf,C,20,60,noC,52
jx11,12.57430556,1,Lb,Lb-b,bf,C,20,60,noC,52
jx11,12.57430556,1,Lb,Lb-b,bf,C,20,60,noC,52
jx11,12.57430556,1,Lb,Lb-b,bf,C,20,60,noC,52
jx11,12.57430556,1,Lb,Lb-b,bf,C,20,60,noC,52
jx11,12.57430556,1,Lb,Lb-b,bf,C,20,60,noC,52
jx11,12.57430556,1,Lb,Lb-b,bf,C,20,60,noC,52
jx11,12.75347222,1,Lb,Lb-b,bf,C,20,60,noC,52
jx11,12.75347222,1,Lb,Lb-b,bf,C,20,60,noC,52
jx11,12.75347222,1,Lb,Lb-b,bf,C,20,60,noC,52
jx11,13.57708333,1,Lb,Lb-b,bf,C,20,60,noC,52
jx11,13.57708333,1,Lb,Lb-b,bf,C,20,60,noC,52
jx11,13.57708333,1,Lb,Lb-b,bf,C,20,60,noC,52
jt13,8.609722222,1,Lb,Lb-b,At,C,1480,160,noC,40
jt13,8.609722222,1,Lb,Lb-b,At,C,1480,160,noC,40
jt13,8.766666667,1,Lb,Lb-b,At,C,1480,160,noC,40
jt13,8.766666667,1,Lb,Lb-b,At,C,1480,160,noC,40
jt13,9.40972222,1,Lb,Lb-b,At,C,1480,160,noC,40
jt13,9.40972222,1,Lb,Lb-b,At,C,1480,160,noC,40
jt13,9.40972222,1,Lb,Lb-b,At,C,1480,160,noC,40
jt13,9.40972222,1,Lb,Lb-b,At,C,1480,160,noC,40
jt13,9.40972222,1,Lb,Lb-b,At,C,1480,160,noC,40
jt13,9.40972222,1,Lb,Lb-b,At,C,1480,160,noC,40
jt13,9.40972222,1,Lb,Lb-b,At,C,1480,160,noC,40
jt13,9.40972222,1,Lb,Lb-b,At,C,1480,160,noC,40
jt13,9.40972222,1,Lb,Lb-b,At,C,1480,160,noC,40
jt13,9.40972222,1,Lb,Lb-b,At,C,1480,160,noC,40
jt13,9.40972222,1,Lb,Lb-b,At,C,1480,160,noC,40
jt13,9.40972222,1,Lb,Lb-b,At,C,1480,160,noC,40
jt13,9.40972222,1,Lb,Lb-b,At,C,1480,160,noC,40
jt13,9.40972222,1,Lb,Lb-b,At,C,1480,160,noC,40
jt13,9.40972222,1,Lb,Lb-b,At,C,1480,160,noC,40
jt13,9.40972222,1,Lb,Lb-b,At,C,1480,160,noC,40
jt13,9.40972222,1,Lb,Lb-b,At,C,1480,160,noC,40
jt13,9.40972222,1,Lb,Lb-b,At,C,1480,160,noC,40
jt13,9.40972222,1,Lb,Lb-b,At,C,1480,160,noC,40
jt13,9.56597222,1,Lb,Lb-b,At,C,1480,160,noC,40
jt13,9.56597222,1,Lb,Lb-b,At,C,1480,160,noC,40
jt13,9.56597222,1,Lb,Lb-b,At,C,1480,160,noC,40
jt13,9.56597222,1,Lb,Lb-b,At,C,1480,160,noC,40
jt13,9.56597222,1,Lb,Lb-b,At,C,1480,160,noC,40
jt13,9.56597222,1,Lb,Lb-b,At,C,1480,160,noC,40
jt13,9.56597222,1,Lb,Lb-b,At,C,1480,160,noC,40
jt13,9.75625,1,Lb,Lb-b,At,C,1480,160,noC,40
jt13,9.75625,1,Lb,Lb-b,At,C,1480,160,noC,40
jt13,9.75625,1,Lb,Lb-b,At,C,1480,160,noC,40
jt13,9.75625,1,Lb,Lb-b,At,C,1480,160,noC,40
jt13,10.37361111,1,Lb,Lb-b,At,C,1480,160,noC,40
jt13,10.625,1,Lb,Lb-b,At,C,1480,160,noC,40
jt13,11.40416667,1,Lb,Lb-b,At,C,1480,160,noC,40
jt13,11.40416667,1,Lb,Lb-b,At,C,1480,160,noC,40
jt13,11.78888889,1,Lb,Lb-b,At,C,1480,160,noC,40
jt13,11.78888889,1,Lb,Lb-b,At,C,1480,160,noC,40
jt12,8.766666667,1,Lb,Lb-b,At,C,1120,0,noC,74
jt12,8.766666667,1,Lb,Lb-b,At,C,1120,0,noC,74
jt12,8.766666667,1,Lb,Lb-b,At,C,1120,0,noC,74
jt12,8.766666667,1,Lb,Lb-b,At,C,1120,0,noC,74
jt12,8.766666667,1,Lb,Lb-b,At,C,1120,0,noC,74
jt12,9.40972222,1,Lb,Lb-b,At,C,1120,0,noC,74
jt12,9.40972222,1,Lb,Lb-b,At,C,1120,0,noC,74
jt12,9.40972222,1,Lb,Lb-b,At,C,1120,0,noC,74
jt12,9.40972222,1,Lb,Lb-b,At,C,1120,0,noC,74
jt12,9.40972222,1,Lb,Lb-b,At,C,1120,0,noC,74
jt12,9.40972222,1,Lb,Lb-b,At,C,1120,0,noC,74
