"#Table SX. Raw data reporting development time (time to eclosion in h) of the different fly treatments. 
Vial = the vial flies were counted in; 
Time = time to eclosion (h); 
event = 0 (did not eclose) or 1 (eclosed); 
treatment = whether the flies weree fed diets inoculated with L. brevis (Lb), A. tropicalis (At), or untreated (No_add); 
cage = triplicate cages (a,b, or c) per treatment; 
bacteria = the bacteria the F2 test flies were reared with (bf=bacteria-free, At = Atropicalis, Lb=L. brevis); 
exp = separate day the experiment was set up (A,B,or C); 
acetoCFU = # of Acetobacter CFU per fly collected from the F2 test flies; 
lactoCFU = # of Lactobacillus CFU per fly collected from the F2 test flies; 
contam = if flies bore more than 400 Acetobactor or 400 Lactobacillus cfus per fly, they were deemed contaiminated and were not included in the analysis;
density = number of pupae counted in each vial. 
Source data are from /Users/jmc257/Dropbox/Working Trade-offs/EE Experiment/eclosion_table_trial2_JMC3.csv; ~/Dropbox/Working Trade-offs/EE Experiment/CFU Data/Copy of test_contam_D7 (old added) A-Z NEW 1-20-18 CFU\'s sheets 1-12_JMC.xlsx; and Users/jmc257/Dropbox/Working Trade-offs/EE Experiment/EE Code.csv. ",,,,,,,,,,
vial,time,event,treatment,cage,bacteria,exp,acetoCFU,lactoCFU,contam,density
cx15,10.625,1,No_add,E17,bf,C,40960,92160,C,94
cx15,10.625,1,No_add,E17,bf,C,40960,92160,C,94
cx15,10.625,1,No_add,E17,bf,C,40960,92160,C,94
cx15,10.625,1,No_add,E17,bf,C,40960,92160,C,94
cx15,10.625,1,No_add,E17,bf,C,40960,92160,C,94
cx15,10.625,1,No_add,E17,bf,C,40960,92160,C,94
cx15,10.625,1,No_add,E17,bf,C,40960,92160,C,94
cx15,10.625,1,No_add,E17,bf,C,40960,92160,C,94
cx15,10.625,1,No_add,E17,bf,C,40960,92160,C,94
cx15,10.625,1,No_add,E17,bf,C,40960,92160,C,94
cx15,10.625,1,No_add,E17,bf,C,40960,92160,C,94
cx15,10.625,1,No_add,E17,bf,C,40960,92160,C,94
cx15,10.625,1,No_add,E17,bf,C,40960,92160,C,94
cx15,10.625,1,No_add,E17,bf,C,40960,92160,C,94
cx15,10.625,1,No_add,E17,bf,C,40960,92160,C,94
cx15,10.625,1,No_add,E17,bf,C,40960,92160,C,94
cx15,10.625,1,No_add,E17,bf,C,40960,92160,C,94
cx15,10.625,1,No_add,E17,bf,C,40960,92160,C,94
cx15,10.625,1,No_add,E17,bf,C,40960,92160,C,94
cx15,10.625,1,No_add,E17,bf,C,40960,92160,C,94
cx15,10.625,1,No_add,E17,bf,C,40960,92160,C,94
cx15,10.625,1,No_add,E17,bf,C,40960,92160,C,94
cx15,10.625,1,No_add,E17,bf,C,40960,92160,C,94
cx15,10.625,1,No_add,E17,bf,C,40960,92160,C,94
cx15,10.625,1,No_add,E17,bf,C,40960,92160,C,94
cx15,10.625,1,No_add,E17,bf,C,40960,92160,C,94
cx15,10.76736111,1,No_add,E17,bf,C,40960,92160,C,94
cx15,10.76736111,1,No_add,E17,bf,C,40960,92160,C,94
cx15,10.76736111,1,No_add,E17,bf,C,40960,92160,C,94
cx15,10.76736111,1,No_add,E17,bf,C,40960,92160,C,94
cx15,10.76736111,1,No_add,E17,bf,C,40960,92160,C,94
cx15,10.76736111,1,No_add,E17,bf,C,40960,92160,C,94
cx15,10.76736111,1,No_add,E17,bf,C,40960,92160,C,94
cx15,10.76736111,1,No_add,E17,bf,C,40960,92160,C,94
cx15,11.40416667,1,No_add,E17,bf,C,40960,92160,C,94
cx15,11.40416667,1,No_add,E17,bf,C,40960,92160,C,94
cx15,11.40416667,1,No_add,E17,bf,C,40960,92160,C,94
cx15,11.40416667,1,No_add,E17,bf,C,40960,92160,C,94
cx15,11.40416667,1,No_add,E17,bf,C,40960,92160,C,94
cx15,11.40416667,1,No_add,E17,bf,C,40960,92160,C,94
cx15,11.40416667,1,No_add,E17,bf,C,40960,92160,C,94
cx15,11.40416667,1,No_add,E17,bf,C,40960,92160,C,94
cx15,11.40416667,1,No_add,E17,bf,C,40960,92160,C,94
cx15,11.40416667,1,No_add,E17,bf,C,40960,92160,C,94
cx15,11.40416667,1,No_add,E17,bf,C,40960,92160,C,94
cx15,11.40416667,1,No_add,E17,bf,C,40960,92160,C,94
cx15,11.40416667,1,No_add,E17,bf,C,40960,92160,C,94
cx15,11.40416667,1,No_add,E17,bf,C,40960,92160,C,94
cx15,11.40416667,1,No_add,E17,bf,C,40960,92160,C,94
cx15,11.40416667,1,No_add,E17,bf,C,40960,92160,C,94
cx15,11.40416667,1,No_add,E17,bf,C,40960,92160,C,94
cx15,11.40416667,1,No_add,E17,bf,C,40960,92160,C,94
cx15,11.64722222,1,No_add,E17,bf,C,40960,92160,C,94
cx15,11.64722222,1,No_add,E17,bf,C,40960,92160,C,94
cx15,11.64722222,1,No_add,E17,bf,C,40960,92160,C,94
cx15,11.64722222,1,No_add,E17,bf,C,40960,92160,C,94
cx15,11.64722222,1,No_add,E17,bf,C,40960,92160,C,94
cx15,11.64722222,1,No_add,E17,bf,C,40960,92160,C,94
cx15,11.64722222,1,No_add,E17,bf,C,40960,92160,C,94
cx15,11.64722222,1,No_add,E17,bf,C,40960,92160,C,94
cx15,11.64722222,1,No_add,E17,bf,C,40960,92160,C,94
cx15,11.64722222,1,No_add,E17,bf,C,40960,92160,C,94
cx15,11.64722222,1,No_add,E17,bf,C,40960,92160,C,94
cx15,12.34930556,1,No_add,E17,bf,C,40960,92160,C,94
cx15,12.57430556,1,No_add,E17,bf,C,40960,92160,C,94
cx15,12.57430556,1,No_add,E17,bf,C,40960,92160,C,94
cx14,10.76736111,1,No_add,E17,bf,C,0,20,noC,83
cx14,10.76736111,1,No_add,E17,bf,C,0,20,noC,83
cx14,10.76736111,1,No_add,E17,bf,C,0,20,noC,83
cx14,11.40416667,1,No_add,E17,bf,C,0,20,noC,83
cx14,11.40416667,1,No_add,E17,bf,C,0,20,noC,83
cx14,11.40416667,1,No_add,E17,bf,C,0,20,noC,83
cx14,11.40416667,1,No_add,E17,bf,C,0,20,noC,83
cx14,11.40416667,1,No_add,E17,bf,C,0,20,noC,83
cx14,11.40416667,1,No_add,E17,bf,C,0,20,noC,83
cx14,11.40416667,1,No_add,E17,bf,C,0,20,noC,83
cx14,11.40416667,1,No_add,E17,bf,C,0,20,noC,83
cx14,11.40416667,1,No_add,E17,bf,C,0,20,noC,83
cx14,11.40416667,1,No_add,E17,bf,C,0,20,noC,83
cx14,11.40416667,1,No_add,E17,bf,C,0,20,noC,83
cx14,11.40416667,1,No_add,E17,bf,C,0,20,noC,83
cx14,11.40416667,1,No_add,E17,bf,C,0,20,noC,83
cx14,11.64722222,1,No_add,E17,bf,C,0,20,noC,83
cx14,11.64722222,1,No_add,E17,bf,C,0,20,noC,83
cx14,11.64722222,1,No_add,E17,bf,C,0,20,noC,83
cx14,11.64722222,1,No_add,E17,bf,C,0,20,noC,83
cx14,11.64722222,1,No_add,E17,bf,C,0,20,noC,83
cx14,11.64722222,1,No_add,E17,bf,C,0,20,noC,83
cx14,11.78888889,1,No_add,E17,bf,C,0,20,noC,83
cx14,11.78888889,1,No_add,E17,bf,C,0,20,noC,83
cx14,11.78888889,1,No_add,E17,bf,C,0,20,noC,83
cx14,11.78888889,1,No_add,E17,bf,C,0,20,noC,83
cx14,11.78888889,1,No_add,E17,bf,C,0,20,noC,83
cx14,11.78888889,1,No_add,E17,bf,C,0,20,noC,83
cx14,11.78888889,1,No_add,E17,bf,C,0,20,noC,83
cx14,12.34930556,1,No_add,E17,bf,C,0,20,noC,83
cx14,12.34930556,1,No_add,E17,bf,C,0,20,noC,83
cx14,12.34930556,1,No_add,E17,bf,C,0,20,noC,83
cx14,12.34930556,1,No_add,E17,bf,C,0,20,noC,83
cx14,12.34930556,1,No_add,E17,bf,C,0,20,noC,83
cx14,12.34930556,1,No_add,E17,bf,C,0,20,noC,83
cx14,12.34930556,1,No_add,E17,bf,C,0,20,noC,83
cx14,12.34930556,1,No_add,E17,bf,C,0,20,noC,83
cx14,12.34930556,1,No_add,E17,bf,C,0,20,noC,83
cx14,12.34930556,1,No_add,E17,bf,C,0,20,noC,83
cx14,12.34930556,1,No_add,E17,bf,C,0,20,noC,83
cx14,12.34930556,1,No_add,E17,bf,C,0,20,noC,83
cx14,12.57430556,1,No_add,E17,bf,C,0,20,noC,83
cx14,12.57430556,1,No_add,E17,bf,C,0,20,noC,83
cx14,12.57430556,1,No_add,E17,bf,C,0,20,noC,83
cx14,12.57430556,1,No_add,E17,bf,C,0,20,noC,83
cx14,12.57430556,1,No_add,E17,bf,C,0,20,noC,83
cx14,12.57430556,1,No_add,E17,bf,C,0,20,noC,83
cx14,12.57430556,1,No_add,E17,bf,C,0,20,noC,83
cx14,12.57430556,1,No_add,E17,bf,C,0,20,noC,83
cx14,12.57430556,1,No_add,E17,bf,C,0,20,noC,83
cx14,12.57430556,1,No_add,E17,bf,C,0,20,noC,83
cx14,12.57430556,1,No_add,E17,bf,C,0,20,noC,83
cx14,12.57430556,1,No_add,E17,bf,C,0,20,noC,83
cx14,12.57430556,1,No_add,E17,bf,C,0,20,noC,83
cx14,12.57430556,1,No_add,E17,bf,C,0,20,noC,83
cx14,12.75347222,1,No_add,E17,bf,C,0,20,noC,83
cx14,12.75347222,1,No_add,E17,bf,C,0,20,noC,83
cx14,12.75347222,1,No_add,E17,bf,C,0,20,noC,83
cx14,13.36111111,1,No_add,E17,bf,C,0,20,noC,83
cx14,13.36111111,1,No_add,E17,bf,C,0,20,noC,83
cx14,13.36111111,1,No_add,E17,bf,C,0,20,noC,83
cx14,13.36111111,1,No_add,E17,bf,C,0,20,noC,83
cx14,13.36111111,1,No_add,E17,bf,C,0,20,noC,83
cx14,13.55347222,1,No_add,E17,bf,C,0,20,noC,83
cx14,13.55347222,1,No_add,E17,bf,C,0,20,noC,83
cx14,13.55347222,1,No_add,E17,bf,C,0,20,noC,83
cx14,13.55347222,1,No_add,E17,bf,C,0,20,noC,83
cx14,13.55347222,1,No_add,E17,bf,C,0,20,noC,83
cx14,13.55347222,1,No_add,E17,bf,C,0,20,noC,83
cx14,13.55347222,1,No_add,E17,bf,C,0,20,noC,83
cx14,13.73958333,1,No_add,E17,bf,C,0,20,noC,83
cx14,14.375,1,No_add,E17,bf,C,0,20,noC,83
cx14,14.375,1,No_add,E17,bf,C,0,20,noC,83
cx14,14.375,1,No_add,E17,bf,C,0,20,noC,83
cx14,14.375,1,No_add,E17,bf,C,0,20,noC,83
cx14,14.375,1,No_add,E17,bf,C,0,20,noC,83
cx14,14.375,1,No_add,E17,bf,C,0,20,noC,83
cx14,14.55833333,1,No_add,E17,bf,C,0,20,noC,83
cx14,14.55833333,1,No_add,E17,bf,C,0,20,noC,83
cx14,14.55833333,1,No_add,E17,bf,C,0,20,noC,83
cx14,14.67361111,1,No_add,E17,bf,C,0,20,noC,83
cx14,14.67361111,1,No_add,E17,bf,C,0,20,noC,83
cx14,14.67361111,1,No_add,E17,bf,C,0,20,noC,83
cx13,10.625,1,No_add,E17,bf,C,0,0,noC,83
cx13,10.76736111,1,No_add,E17,bf,C,0,0,noC,83
cx13,11.40416667,1,No_add,E17,bf,C,0,0,noC,83
cx13,11.40416667,1,No_add,E17,bf,C,0,0,noC,83
cx13,11.40416667,1,No_add,E17,bf,C,0,0,noC,83
cx13,11.40416667,1,No_add,E17,bf,C,0,0,noC,83
cx13,11.40416667,1,No_add,E17,bf,C,0,0,noC,83
cx13,11.40416667,1,No_add,E17,bf,C,0,0,noC,83
cx13,11.40416667,1,No_add,E17,bf,C,0,0,noC,83
cx13,11.40416667,1,No_add,E17,bf,C,0,0,noC,83
cx13,11.40416667,1,No_add,E17,bf,C,0,0,noC,83
cx13,11.40416667,1,No_add,E17,bf,C,0,0,noC,83
cx13,11.40416667,1,No_add,E17,bf,C,0,0,noC,83
cx13,11.40416667,1,No_add,E17,bf,C,0,0,noC,83
cx13,11.40416667,1,No_add,E17,bf,C,0,0,noC,83
cx13,11.40416667,1,No_add,E17,bf,C,0,0,noC,83
cx13,11.40416667,1,No_add,E17,bf,C,0,0,noC,83
cx13,11.40416667,1,No_add,E17,bf,C,0,0,noC,83
cx13,11.64722222,1,No_add,E17,bf,C,0,0,noC,83
cx13,11.64722222,1,No_add,E17,bf,C,0,0,noC,83
cx13,11.64722222,1,No_add,E17,bf,C,0,0,noC,83
cx13,11.64722222,1,No_add,E17,bf,C,0,0,noC,83
cx13,11.64722222,1,No_add,E17,bf,C,0,0,noC,83
cx13,11.64722222,1,No_add,E17,bf,C,0,0,noC,83
cx13,11.64722222,1,No_add,E17,bf,C,0,0,noC,83
cx13,11.64722222,1,No_add,E17,bf,C,0,0,noC,83
cx13,11.64722222,1,No_add,E17,bf,C,0,0,noC,83
cx13,11.64722222,1,No_add,E17,bf,C,0,0,noC,83
cx13,11.64722222,1,No_add,E17,bf,C,0,0,noC,83
cx13,11.64722222,1,No_add,E17,bf,C,0,0,noC,83
cx13,11.64722222,1,No_add,E17,bf,C,0,0,noC,83
cx13,11.64722222,1,No_add,E17,bf,C,0,0,noC,83
cx13,11.64722222,1,No_add,E17,bf,C,0,0,noC,83
cx13,11.64722222,1,No_add,E17,bf,C,0,0,noC,83
cx13,11.78888889,1,No_add,E17,bf,C,0,0,noC,83
cx13,11.78888889,1,No_add,E17,bf,C,0,0,noC,83
cx13,11.78888889,1,No_add,E17,bf,C,0,0,noC,83
cx13,12.34930556,1,No_add,E17,bf,C,0,0,noC,83
cx13,12.34930556,1,No_add,E17,bf,C,0,0,noC,83
cx13,12.34930556,1,No_add,E17,bf,C,0,0,noC,83
cx13,12.34930556,1,No_add,E17,bf,C,0,0,noC,83
cx13,12.34930556,1,No_add,E17,bf,C,0,0,noC,83
cx13,12.34930556,1,No_add,E17,bf,C,0,0,noC,83
cx13,12.34930556,1,No_add,E17,bf,C,0,0,noC,83
cx13,12.34930556,1,No_add,E17,bf,C,0,0,noC,83
cx13,12.34930556,1,No_add,E17,bf,C,0,0,noC,83
cx13,12.34930556,1,No_add,E17,bf,C,0,0,noC,83
cx13,12.34930556,1,No_add,E17,bf,C,0,0,noC,83
cx13,12.34930556,1,No_add,E17,bf,C,0,0,noC,83
cx13,12.57430556,1,No_add,E17,bf,C,0,0,noC,83
cx13,12.57430556,1,No_add,E17,bf,C,0,0,noC,83
cx13,12.57430556,1,No_add,E17,bf,C,0,0,noC,83
cx13,12.57430556,1,No_add,E17,bf,C,0,0,noC,83
cx13,12.57430556,1,No_add,E17,bf,C,0,0,noC,83
cx13,12.57430556,1,No_add,E17,bf,C,0,0,noC,83
cx13,12.57430556,1,No_add,E17,bf,C,0,0,noC,83
cx13,12.57430556,1,No_add,E17,bf,C,0,0,noC,83
cx13,12.57430556,1,No_add,E17,bf,C,0,0,noC,83
cx13,12.75347222,1,No_add,E17,bf,C,0,0,noC,83
cx13,12.75347222,1,No_add,E17,bf,C,0,0,noC,83
cx13,12.75347222,1,No_add,E17,bf,C,0,0,noC,83
cx13,12.75347222,1,No_add,E17,bf,C,0,0,noC,83
cx13,12.75347222,1,No_add,E17,bf,C,0,0,noC,83
cx13,12.75347222,1,No_add,E17,bf,C,0,0,noC,83
cx13,12.75347222,1,No_add,E17,bf,C,0,0,noC,83
cx13,13.36111111,1,No_add,E17,bf,C,0,0,noC,83
cx13,13.55347222,1,No_add,E17,bf,C,0,0,noC,83
cx13,13.55347222,1,No_add,E17,bf,C,0,0,noC,83
cx13,13.55347222,1,No_add,E17,bf,C,0,0,noC,83
cx13,13.55347222,1,No_add,E17,bf,C,0,0,noC,83
cx13,13.55347222,1,No_add,E17,bf,C,0,0,noC,83
cx13,13.55347222,1,No_add,E17,bf,C,0,0,noC,83
cx13,13.73958333,1,No_add,E17,bf,C,0,0,noC,83
cx13,13.73958333,1,No_add,E17,bf,C,0,0,noC,83
cx13,14.375,1,No_add,E17,bf,C,0,0,noC,83
cx13,14.375,1,No_add,E17,bf,C,0,0,noC,83
cx13,14.55833333,1,No_add,E17,bf,C,0,0,noC,83
cx13,14.55833333,1,No_add,E17,bf,C,0,0,noC,83
cx13,14.67361111,1,No_add,E17,bf,C,0,0,noC,83
cx13,14.67361111,1,No_add,E17,bf,C,0,0,noC,83
cx13,15.69791667,1,No_add,E17,bf,C,0,0,noC,83
cx13,15.69791667,1,No_add,E17,bf,C,0,0,noC,83
cx13,15.69791667,0,No_add,E17,bf,C,0,0,noC,83
cx12,9.56597222,1,No_add,E17,bf,C,800,0,C,94
cx12,9.75625,1,No_add,E17,bf,C,800,0,C,94
cx12,9.75625,1,No_add,E17,bf,C,800,0,C,94
cx12,10.37361111,1,No_add,E17,bf,C,800,0,C,94
cx12,10.37361111,1,No_add,E17,bf,C,800,0,C,94
cx12,10.37361111,1,No_add,E17,bf,C,800,0,C,94
cx12,10.37361111,1,No_add,E17,bf,C,800,0,C,94
cx12,10.37361111,1,No_add,E17,bf,C,800,0,C,94
cx12,10.37361111,1,No_add,E17,bf,C,800,0,C,94
cx12,10.37361111,1,No_add,E17,bf,C,800,0,C,94
cx12,10.37361111,1,No_add,E17,bf,C,800,0,C,94
cx12,10.37361111,1,No_add,E17,bf,C,800,0,C,94
cx12,10.37361111,1,No_add,E17,bf,C,800,0,C,94
cx12,10.37361111,1,No_add,E17,bf,C,800,0,C,94
cx12,10.37361111,1,No_add,E17,bf,C,800,0,C,94
cx12,10.37361111,1,No_add,E17,bf,C,800,0,C,94
cx12,10.37361111,1,No_add,E17,bf,C,800,0,C,94
cx12,10.37361111,1,No_add,E17,bf,C,800,0,C,94
cx12,10.37361111,1,No_add,E17,bf,C,800,0,C,94
cx12,10.37361111,1,No_add,E17,bf,C,800,0,C,94
cx12,10.37361111,1,No_add,E17,bf,C,800,0,C,94
cx12,10.37361111,1,No_add,E17,bf,C,800,0,C,94
cx12,10.37361111,1,No_add,E17,bf,C,800,0,C,94
cx12,10.37361111,1,No_add,E17,bf,C,800,0,C,94
cx12,10.37361111,1,No_add,E17,bf,C,800,0,C,94
cx12,10.37361111,1,No_add,E17,bf,C,800,0,C,94
cx12,10.37361111,1,No_add,E17,bf,C,800,0,C,94
cx12,10.37361111,1,No_add,E17,bf,C,800,0,C,94
cx12,10.37361111,1,No_add,E17,bf,C,800,0,C,94
cx12,10.625,1,No_add,E17,bf,C,800,0,C,94
cx12,10.625,1,No_add,E17,bf,C,800,0,C,94
cx12,10.625,1,No_add,E17,bf,C,800,0,C,94
cx12,10.625,1,No_add,E17,bf,C,800,0,C,94
cx12,10.625,1,No_add,E17,bf,C,800,0,C,94
cx12,10.625,1,No_add,E17,bf,C,800,0,C,94
cx12,10.625,1,No_add,E17,bf,C,800,0,C,94
cx12,10.625,1,No_add,E17,bf,C,800,0,C,94
cx12,10.625,1,No_add,E17,bf,C,800,0,C,94
cx12,10.625,1,No_add,E17,bf,C,800,0,C,94
cx12,10.625,1,No_add,E17,bf,C,800,0,C,94
cx12,10.625,1,No_add,E17,bf,C,800,0,C,94
cx12,10.625,1,No_add,E17,bf,C,800,0,C,94
cx12,10.625,1,No_add,E17,bf,C,800,0,C,94
cx12,10.625,1,No_add,E17,bf,C,800,0,C,94
cx12,10.625,1,No_add,E17,bf,C,800,0,C,94
cx12,10.625,1,No_add,E17,bf,C,800,0,C,94
cx12,10.625,1,No_add,E17,bf,C,800,0,C,94
cx12,10.625,1,No_add,E17,bf,C,800,0,C,94
cx12,10.76736111,1,No_add,E17,bf,C,800,0,C,94
cx12,10.76736111,1,No_add,E17,bf,C,800,0,C,94
cx12,10.76736111,1,No_add,E17,bf,C,800,0,C,94
cx12,10.76736111,1,No_add,E17,bf,C,800,0,C,94
cx12,10.76736111,1,No_add,E17,bf,C,800,0,C,94
cx12,10.76736111,1,No_add,E17,bf,C,800,0,C,94
cx12,10.76736111,1,No_add,E17,bf,C,800,0,C,94
cx12,11.40416667,1,No_add,E17,bf,C,800,0,C,94
cx12,11.40416667,1,No_add,E17,bf,C,800,0,C,94
cx12,11.40416667,1,No_add,E17,bf,C,800,0,C,94
cx12,11.40416667,1,No_add,E17,bf,C,800,0,C,94
cx12,11.40416667,1,No_add,E17,bf,C,800,0,C,94
cx12,11.40416667,1,No_add,E17,bf,C,800,0,C,94
cx12,11.40416667,1,No_add,E17,bf,C,800,0,C,94
cx12,11.40416667,1,No_add,E17,bf,C,800,0,C,94
cx12,11.40416667,1,No_add,E17,bf,C,800,0,C,94
cx12,11.40416667,1,No_add,E17,bf,C,800,0,C,94
cx12,11.40416667,1,No_add,E17,bf,C,800,0,C,94
cx12,11.40416667,1,No_add,E17,bf,C,800,0,C,94
cx12,11.40416667,1,No_add,E17,bf,C,800,0,C,94
cx12,11.40416667,1,No_add,E17,bf,C,800,0,C,94
cx12,11.40416667,1,No_add,E17,bf,C,800,0,C,94
cx12,11.40416667,1,No_add,E17,bf,C,800,0,C,94
cx12,11.40416667,1,No_add,E17,bf,C,800,0,C,94
cx12,11.40416667,1,No_add,E17,bf,C,800,0,C,94
cx12,11.40416667,1,No_add,E17,bf,C,800,0,C,94
cx12,11.40416667,1,No_add,E17,bf,C,800,0,C,94
cx12,11.40416667,1,No_add,E17,bf,C,800,0,C,94
cx12,11.40416667,1,No_add,E17,bf,C,800,0,C,94
cx12,11.64722222,1,No_add,E17,bf,C,800,0,C,94
cx12,11.64722222,1,No_add,E17,bf,C,800,0,C,94
cx12,11.64722222,1,No_add,E17,bf,C,800,0,C,94
cx12,11.64722222,1,No_add,E17,bf,C,800,0,C,94
cx12,11.64722222,1,No_add,E17,bf,C,800,0,C,94
cx12,11.64722222,1,No_add,E17,bf,C,800,0,C,94
cx12,11.78888889,1,No_add,E17,bf,C,800,0,C,94
cx12,11.78888889,1,No_add,E17,bf,C,800,0,C,94
cx12,11.78888889,1,No_add,E17,bf,C,800,0,C,94
cx12,11.78888889,1,No_add,E17,bf,C,800,0,C,94
cx12,11.78888889,1,No_add,E17,bf,C,800,0,C,94
cx12,11.78888889,1,No_add,E17,bf,C,800,0,C,94
cx12,12.34930556,1,No_add,E17,bf,C,800,0,C,94
cx12,12.34930556,1,No_add,E17,bf,C,800,0,C,94
cx12,12.57430556,1,No_add,E17,bf,C,800,0,C,94
cx12,12.57430556,1,No_add,E17,bf,C,800,0,C,94
cx12,12.57430556,1,No_add,E17,bf,C,800,0,C,94
cx11,10.625,1,No_add,E17,bf,C,0,140,noC,86
cx11,10.625,1,No_add,E17,bf,C,0,140,noC,86
cx11,10.625,1,No_add,E17,bf,C,0,140,noC,86
cx11,10.625,1,No_add,E17,bf,C,0,140,noC,86
cx11,10.625,1,No_add,E17,bf,C,0,140,noC,86
cx11,10.625,1,No_add,E17,bf,C,0,140,noC,86
cx11,10.76736111,1,No_add,E17,bf,C,0,140,noC,86
cx11,11.40416667,1,No_add,E17,bf,C,0,140,noC,86
cx11,11.40416667,1,No_add,E17,bf,C,0,140,noC,86
cx11,11.40416667,1,No_add,E17,bf,C,0,140,noC,86
cx11,11.40416667,1,No_add,E17,bf,C,0,140,noC,86
cx11,11.40416667,1,No_add,E17,bf,C,0,140,noC,86
cx11,11.40416667,1,No_add,E17,bf,C,0,140,noC,86
cx11,11.40416667,1,No_add,E17,bf,C,0,140,noC,86
cx11,11.40416667,1,No_add,E17,bf,C,0,140,noC,86
cx11,11.40416667,1,No_add,E17,bf,C,0,140,noC,86
cx11,11.40416667,1,No_add,E17,bf,C,0,140,noC,86
cx11,11.40416667,1,No_add,E17,bf,C,0,140,noC,86
cx11,11.40416667,1,No_add,E17,bf,C,0,140,noC,86
cx11,11.40416667,1,No_add,E17,bf,C,0,140,noC,86
cx11,11.40416667,1,No_add,E17,bf,C,0,140,noC,86
cx11,11.40416667,1,No_add,E17,bf,C,0,140,noC,86
cx11,11.40416667,1,No_add,E17,bf,C,0,140,noC,86
cx11,11.40416667,1,No_add,E17,bf,C,0,140,noC,86
cx11,11.40416667,1,No_add,E17,bf,C,0,140,noC,86
cx11,11.40416667,1,No_add,E17,bf,C,0,140,noC,86
cx11,11.40416667,1,No_add,E17,bf,C,0,140,noC,86
cx11,11.40416667,1,No_add,E17,bf,C,0,140,noC,86
cx11,11.40416667,1,No_add,E17,bf,C,0,140,noC,86
cx11,11.40416667,1,No_add,E17,bf,C,0,140,noC,86
cx11,11.64722222,1,No_add,E17,bf,C,0,140,noC,86
cx11,11.64722222,1,No_add,E17,bf,C,0,140,noC,86
cx11,11.64722222,1,No_add,E17,bf,C,0,140,noC,86
cx11,11.64722222,1,No_add,E17,bf,C,0,140,noC,86
cx11,11.64722222,1,No_add,E17,bf,C,0,140,noC,86
cx11,11.64722222,1,No_add,E17,bf,C,0,140,noC,86
cx11,11.64722222,1,No_add,E17,bf,C,0,140,noC,86
cx11,11.64722222,1,No_add,E17,bf,C,0,140,noC,86
cx11,11.64722222,1,No_add,E17,bf,C,0,140,noC,86
cx11,11.64722222,1,No_add,E17,bf,C,0,140,noC,86
cx11,11.64722222,1,No_add,E17,bf,C,0,140,noC,86
cx11,11.64722222,1,No_add,E17,bf,C,0,140,noC,86
cx11,11.64722222,1,No_add,E17,bf,C,0,140,noC,86
cx11,11.64722222,1,No_add,E17,bf,C,0,140,noC,86
cx11,11.64722222,1,No_add,E17,bf,C,0,140,noC,86
cx11,11.78888889,1,No_add,E17,bf,C,0,140,noC,86
cx11,11.78888889,1,No_add,E17,bf,C,0,140,noC,86
cx11,11.78888889,1,No_add,E17,bf,C,0,140,noC,86
cx11,12.34930556,1,No_add,E17,bf,C,0,140,noC,86
cx11,12.34930556,1,No_add,E17,bf,C,0,140,noC,86
cx11,12.34930556,1,No_add,E17,bf,C,0,140,noC,86
cx11,12.34930556,1,No_add,E17,bf,C,0,140,noC,86
cx11,12.34930556,1,No_add,E17,bf,C,0,140,noC,86
cx11,12.34930556,1,No_add,E17,bf,C,0,140,noC,86
cx11,12.34930556,1,No_add,E17,bf,C,0,140,noC,86
cx11,12.34930556,1,No_add,E17,bf,C,0,140,noC,86
cx11,12.34930556,1,No_add,E17,bf,C,0,140,noC,86
cx11,12.34930556,1,No_add,E17,bf,C,0,140,noC,86
cx11,12.34930556,1,No_add,E17,bf,C,0,140,noC,86
cx11,12.34930556,1,No_add,E17,bf,C,0,140,noC,86
cx11,12.34930556,1,No_add,E17,bf,C,0,140,noC,86
cx11,12.57430556,1,No_add,E17,bf,C,0,140,noC,86
cx11,12.57430556,1,No_add,E17,bf,C,0,140,noC,86
cx11,12.57430556,1,No_add,E17,bf,C,0,140,noC,86
cx11,12.57430556,1,No_add,E17,bf,C,0,140,noC,86
cx11,12.57430556,1,No_add,E17,bf,C,0,140,noC,86
cx11,12.57430556,1,No_add,E17,bf,C,0,140,noC,86
cx11,12.57430556,1,No_add,E17,bf,C,0,140,noC,86
cx11,12.57430556,1,No_add,E17,bf,C,0,140,noC,86
cx11,12.57430556,1,No_add,E17,bf,C,0,140,noC,86
cx11,12.57430556,1,No_add,E17,bf,C,0,140,noC,86
cx11,12.57430556,1,No_add,E17,bf,C,0,140,noC,86
cx11,13.36111111,1,No_add,E17,bf,C,0,140,noC,86
cx11,13.55347222,1,No_add,E17,bf,C,0,140,noC,86
cx11,13.55347222,1,No_add,E17,bf,C,0,140,noC,86
cx11,13.55347222,1,No_add,E17,bf,C,0,140,noC,86
cx11,13.55347222,1,No_add,E17,bf,C,0,140,noC,86
cx11,13.55347222,1,No_add,E17,bf,C,0,140,noC,86
cx11,13.55347222,1,No_add,E17,bf,C,0,140,noC,86
cx11,13.73958333,1,No_add,E17,bf,C,0,140,noC,86
cx11,14.375,1,No_add,E17,bf,C,0,140,noC,86
cx11,14.55833333,1,No_add,E17,bf,C,0,140,noC,86
cx11,15.69791667,1,No_add,E17,bf,C,0,140,noC,86
cx11,15.69791667,1,No_add,E17,bf,C,0,140,noC,86
