"","cluster","pval","rho","sum","fdr"
"1","k__Bacteria_ p__[Thermi]_ c__Deinococci_ o__Deinococcales_ f__Deinococcaceae_ g__Deinococcus_ s___28833451132d39a20f5451d94253b4c8",NA,NA,3,NA
"2","k__Bacteria_ p__[Thermi]_ c__Deinococci_ o__Deinococcales_ f__Deinococcaceae_ g__Deinococcus_ s___ee525cbf1576bb1a7b432f4a99c8b4d2",NA,NA,1,NA
"3","k__Bacteria_ p__Acidobacteria_ c__Acidobacteriia_ o__Acidobacteriales_ f__Acidobacteriaceae_ g___ s___e0a53b36efb3f740db24e75c4e0c46c9",NA,NA,1,NA
"4","k__Bacteria_ p__Actinobacteria_ c__Actinobacteria_ o__Actinomycetales_ f__Cellulomonadaceae___c9d96b6f7336b4e3f527678228e5f0e5",NA,NA,1,NA
"5","k__Bacteria_ p__Actinobacteria_ c__Actinobacteria_ o__Actinomycetales_ f__Corynebacteriaceae_ g__Corynebacterium_ s___552414029dbc016003bdcdddd351bfaf",NA,NA,5,NA
"6","k__Bacteria_ p__Actinobacteria_ c__Actinobacteria_ o__Actinomycetales_ f__Corynebacteriaceae_ g__Corynebacterium_ s__variabile_f2a71e1e49048d2802dc7687e20abfd3",NA,NA,14,NA
"7","k__Bacteria_ p__Actinobacteria_ c__Actinobacteria_ o__Actinomycetales_ f__Geodermatophilaceae_ g__Modestobacter_ s___9aa8449e462ec4d085515dd742eb1bc7",NA,NA,1,NA
"8","k__Bacteria_ p__Actinobacteria_ c__Actinobacteria_ o__Actinomycetales_ f__Microbacteriaceae_ g__Cryocola_ s___801e11e9d659c8f33ed98f89ab16a112",NA,NA,3,NA
"9","k__Bacteria_ p__Actinobacteria_ c__Actinobacteria_ o__Actinomycetales_ f__Microbacteriaceae_ g__Leucobacter_ s___426a2bb1b171ba07e0f781e507c663fd",NA,NA,1,NA
"10","k__Bacteria_ p__Actinobacteria_ c__Actinobacteria_ o__Actinomycetales_ f__Microbacteriaceae_ g__Leucobacter_ s___5dab07ad0ef714f49e3d9b0710887407",NA,NA,2,NA
"11","k__Bacteria_ p__Actinobacteria_ c__Actinobacteria_ o__Actinomycetales_ f__Microbacteriaceae___2bb5a01070ebd2f177a99fe90e8c35f8",NA,NA,7,NA
"12","k__Bacteria_ p__Actinobacteria_ c__Actinobacteria_ o__Actinomycetales_ f__Microbacteriaceae___3bcad1a807b114a2ecf5371b78710d5a",NA,NA,12,NA
"13","k__Bacteria_ p__Actinobacteria_ c__Actinobacteria_ o__Actinomycetales_ f__Micrococcaceae_ g__Arthrobacter_ s__agilis_169271e6d9797a598aedf28b74223dce",NA,NA,14,NA
"14","k__Bacteria_ p__Actinobacteria_ c__Actinobacteria_ o__Actinomycetales_ f__Micrococcaceae_ g__Nesterenkonia_ s___9d005096b2ed664c3645d46c7a4ba44d",NA,NA,2,NA
"15","k__Bacteria_ p__Actinobacteria_ c__Actinobacteria_ o__Actinomycetales_ f__Mycobacteriaceae_ g__Mycobacterium_ s___b4bd255c9ff549661ade257972dc98e1",NA,NA,5,NA
"16","k__Bacteria_ p__Actinobacteria_ c__Actinobacteria_ o__Actinomycetales_ f__Nocardiaceae_ g__Rhodococcus_ s___0a6a2a44bea10cf3e9ee9623ef1219e1",NA,NA,1,NA
"17","k__Bacteria_ p__Actinobacteria_ c__Actinobacteria_ o__Actinomycetales_ f__Nocardiaceae_ g__Rhodococcus_ s___7ed16ef1390dc3639e7b75d7f93100ff",NA,NA,12,NA
"18","k__Bacteria_ p__Actinobacteria_ c__Actinobacteria_ o__Actinomycetales_ f__Nocardiaceae_ g__Rhodococcus_ s__fascians_4597b629d9ecdbcb55bb3f2a2da3a8c6",NA,NA,2,NA
"19","k__Bacteria_ p__Actinobacteria_ c__Actinobacteria_ o__Actinomycetales_ f__Nocardioidaceae_ g__Aeromicrobium_ s___8542dfe1683c185d5facb4183530baf3",NA,NA,6,NA
"20","k__Bacteria_ p__Actinobacteria_ c__Actinobacteria_ o__Actinomycetales_ f__Nocardioidaceae___500ff2952d92f12174a697fdec2b98c8",NA,NA,4,NA
"21","k__Bacteria_ p__Actinobacteria_ c__Actinobacteria_ o__Actinomycetales_ f__Tsukamurellaceae_ g__Tsukamurella_ s___a67ed510a11d492c79e7c113cd05bfec",NA,NA,2,NA
"22","k__Bacteria_ p__Actinobacteria_ c__Actinobacteria_ o__Actinomycetales____8bb88999d2fd27a7953c37aaf9df6d1a",NA,NA,1,NA
"23","k__Bacteria_ p__Bacteroidetes_ c__[Rhodothermi]_ o__[Rhodothermales]_ f__Rhodothermaceae_ g___ s___083779ce75f97c979fe541430c4abed6",NA,NA,1,NA
"24","k__Bacteria_ p__Bacteroidetes_ c__[Saprospirae]_ o__[Saprospirales]_ f__Chitinophagaceae_ g___ s___0c00eae95bb650d57f4ffd94376ddb2e",NA,NA,1,NA
"25","k__Bacteria_ p__Bacteroidetes_ c__[Saprospirae]_ o__[Saprospirales]_ f__Chitinophagaceae_ g___ s___481c14c8d19630878c02c63688852b5f",NA,NA,1,NA
"26","k__Bacteria_ p__Bacteroidetes_ c__[Saprospirae]_ o__[Saprospirales]_ f__Chitinophagaceae_ g__Flavisolibacter_ s___a47cfd0522da98fe84128a1c0bc31046",NA,NA,1,NA
"27","k__Bacteria_ p__Bacteroidetes_ c__Bacteroidia_ o__Bacteroidales_ f__Bacteroidaceae_ g__Bacteroides_ s___2d3e503f906cafed899f080bd6f06a3f",NA,NA,1,NA
"28","k__Bacteria_ p__Bacteroidetes_ c__Bacteroidia_ o__Bacteroidales_ f__Bacteroidaceae_ g__Bacteroides__033db3bce4bb703446a07d6ebec23c17",NA,NA,11,NA
"29","k__Bacteria_ p__Bacteroidetes_ c__Bacteroidia_ o__Bacteroidales_ f__Porphyromonadaceae_ g__Dysgonomonas_ s___19ae42dcab9165cd5f75054336797dde",NA,NA,3,NA
"30","k__Bacteria_ p__Bacteroidetes_ c__Bacteroidia_ o__Bacteroidales_ f__Porphyromonadaceae_ g__Dysgonomonas_ s___1b5edd683962cf5df90739bcf3a96442",NA,NA,1,NA
"31","k__Bacteria_ p__Bacteroidetes_ c__Bacteroidia_ o__Bacteroidales_ f__Porphyromonadaceae_ g__Dysgonomonas_ s___25a851c8241bb21b2955ce3d8a74f655",NA,NA,5,NA
"32","k__Bacteria_ p__Bacteroidetes_ c__Bacteroidia_ o__Bacteroidales_ f__Porphyromonadaceae_ g__Dysgonomonas_ s___274d7f9a15cb87e6ed5fe1977753f68e",NA,NA,36,NA
"33","k__Bacteria_ p__Bacteroidetes_ c__Bacteroidia_ o__Bacteroidales_ f__Porphyromonadaceae_ g__Dysgonomonas_ s___2e4a02b5c19d8f9e5139d601732226e8",NA,NA,1,NA
"34","k__Bacteria_ p__Bacteroidetes_ c__Bacteroidia_ o__Bacteroidales_ f__Porphyromonadaceae_ g__Dysgonomonas_ s___2fa9b33942622983f74c0611fe7099a1",NA,NA,1,NA
"35","k__Bacteria_ p__Bacteroidetes_ c__Bacteroidia_ o__Bacteroidales_ f__Porphyromonadaceae_ g__Dysgonomonas_ s___3834df5cd50e74b27f6c4e3743b27778",NA,NA,1,NA
"36","k__Bacteria_ p__Bacteroidetes_ c__Bacteroidia_ o__Bacteroidales_ f__Porphyromonadaceae_ g__Dysgonomonas_ s___68109f9cbcaa97d16c88d299ec8d99da",NA,NA,4,NA
"37","k__Bacteria_ p__Bacteroidetes_ c__Bacteroidia_ o__Bacteroidales_ f__Porphyromonadaceae_ g__Dysgonomonas_ s___707330dfc28eddab97c74bbd6da37a80",NA,NA,8,NA
"38","k__Bacteria_ p__Bacteroidetes_ c__Bacteroidia_ o__Bacteroidales_ f__Porphyromonadaceae_ g__Dysgonomonas_ s___9be6f616fab9836fcea4f9bf13f0875a",NA,NA,11,NA
"39","k__Bacteria_ p__Bacteroidetes_ c__Bacteroidia_ o__Bacteroidales_ f__Porphyromonadaceae_ g__Dysgonomonas_ s___a7e2e672695aff7c41d1737bb4e6a654",NA,NA,9,NA
"40","k__Bacteria_ p__Bacteroidetes_ c__Bacteroidia_ o__Bacteroidales_ f__Porphyromonadaceae_ g__Dysgonomonas_ s___b61d8054127f522ceda680babf15c9f8",NA,NA,1,NA
"41","k__Bacteria_ p__Bacteroidetes_ c__Bacteroidia_ o__Bacteroidales_ f__Porphyromonadaceae_ g__Dysgonomonas_ s___cfe046db5bdd23982bd0992c1f79f18c",NA,NA,3,NA
"42","k__Bacteria_ p__Bacteroidetes_ c__Bacteroidia_ o__Bacteroidales_ f__Porphyromonadaceae_ g__Dysgonomonas_ s___d7842ded3d7e2ea1ab41275088e2f402",NA,NA,6,NA
"43","k__Bacteria_ p__Bacteroidetes_ c__Bacteroidia_ o__Bacteroidales_ f__Porphyromonadaceae_ g__Dysgonomonas_ s___da3e189ab8e16527cbb8da7555ef339b",NA,NA,2,NA
"44","k__Bacteria_ p__Bacteroidetes_ c__Bacteroidia_ o__Bacteroidales_ f__Prevotellaceae_ g__Prevotella_ s___95bb0b5c872ffb2fbfc367f5a7fdf83e",NA,NA,2,NA
"45","k__Bacteria_ p__Bacteroidetes_ c__Bacteroidia_ o__Bacteroidales_ f__Prevotellaceae_ g__Prevotella_ s___9bff72f4d31115bb87dcf9baefc68173",NA,NA,5,NA
"46","k__Bacteria_ p__Bacteroidetes_ c__Bacteroidia_ o__Bacteroidales_ f__Prevotellaceae_ g__Prevotella_ s___befefd80aec6ceaf2e9075d511fe7283",NA,NA,3,NA
"47","k__Bacteria_ p__Bacteroidetes_ c__Bacteroidia_ o__Bacteroidales_ f__Prevotellaceae_ g__Prevotella_ s___cfd41089eb8252b649351f10f68d4a63",NA,NA,2,NA
"48","k__Bacteria_ p__Bacteroidetes_ c__Cytophagia_ o__Cytophagales_ f__Cytophagaceae_ g__Leadbetterella_ s___1fcb0bef25438a1d576542158a59e4bc",NA,NA,1,NA
"49","k__Bacteria_ p__Bacteroidetes_ c__Cytophagia_ o__Cytophagales_ f__Cytophagaceae_ g__Leadbetterella_ s___64e72a1604f2d57392a9fcbad35c1574",NA,NA,1,NA
