	ec1254	ec1270	ec1278	ec1306	ec1322	ec1325	ec1341	ec1350	ec1353	ec1354	ec1357	ec1364	ec1367	ec1369	ec1372	ec1382	ec1384	ec1386	ec1388	ec1398	ec1401	ec1403	ec1404	ec1412	ec1416	ec1417	ec1419	ec1428	ec1430	ec1433	ec1436	eti112	eti122	eti124	eti126
ec1372	0.5271131676820653	0.45897787263853757	0.4179431464502962	0.18797815315960725	0.054756011366967186	0.030051886271422204	0.2729055788959267	0.04658614772962495	0.11458492892922852	0.3200356766227471	0.06656893941467339	0.05338545078604735	0.03984932151283953	0.04196181605447055	0.0	0.04660193439522442	0.06401606326823173	0.46560937664400986	0.03885226428561821	0.06950958764667899	0.34679583405530734	0.03758371888282301	0.03646145914718578	0.03396398418444498	0.05387446825300587	0.282554807019461	0.22782597801846882	0.06341888924929379	0.051312605250565684	0.25129639910096313	0.052706686428131186	0.05691659163941691	0.05172152805642828	0.12718037975866506	0.04307248471018667
ec1382	0.5395370144499401	0.4714763171649918	0.4303197740046057	0.185334237962332	0.06577657638966833	0.04677218105526014	0.2939428736814912	0.04651009381576848	0.13296147277287468	0.336735999825378	0.04368969537031812	0.043040506328602984	0.04248790333930545	0.025468623126520797	0.04660193439522442	0.0	0.07979874332904355	0.46952832074634576	0.046236005018264796	0.03691468918311641	0.35200219793820053	0.02823530860407531	0.028331252990375685	0.03382610751795631	0.022367272053400174	0.2997589981495969	0.24467390594266414	0.03081827464384243	0.021744634536616833	0.24677215104137035	0.02525114108281908	0.029145609495769484	0.058069124996723905	0.12057681340464815	0.038381761057235605
ec1384	0.4982383211052932	0.4382845865334079	0.3814222203077021	0.15180747257455798	0.0540342365923558	0.05443848276489274	0.25449764400423136	0.05520719144787017	0.08873242667835483	0.31713403178096716	0.10745050479520593	0.057699220187883746	0.08166708248723178	0.07398281257977143	0.06401606326823173	0.07979874332904355	0.0	0.4621786870415012	0.09386244721396916	0.10103865113931196	0.32630846905163013	0.08419030365554625	0.06966756993751819	0.0768269138688045	0.08451144878209248	0.26495654124055923	0.20917311925177604	0.09644761158027086	0.08393468097381088	0.24105004828303583	0.08566251146318503	0.09046115283404449	0.043209458865794824	0.09045075405411519	0.06277108128753006
ec1386	0.4766388906902413	0.45507781782978884	0.46527884663934493	0.45624940724297824	0.466678656990704	0.4671068654527336	0.478203545163356	0.46503933351068805	0.4570921860519441	0.5978803181078309	0.4749907507351673	0.46932669341904254	0.46766863860677155	0.47307832046551856	0.46560937664400986	0.46952832074634576	0.4621786870415012	0.0	0.47210070542017996	0.4796650487561255	0.4878331386585182	0.4670710230497091	0.4667604083051072	0.47416661836156804	0.47245640135434047	0.45620043945283767	0.4457079556493803	0.4775462873553107	0.4740290493214775	0.27964635711957925	0.4737132635610877	0.4762635700783164	0.46864983181211856	0.4514092185159242	0.4741200590895882
ec1388	0.5461654332334112	0.47815360371123894	0.43636809990091396	0.21194515277020903	0.07833527129741907	0.05862033727744895	0.28550270640387443	0.07651282532058777	0.1336332136308384	0.3272485325756512	0.04874077757440799	0.07415679203141755	0.040532279127994474	0.043513584337466125	0.03885226428561821	0.046236005018264796	0.09386244721396916	0.47210070542017996	0.0	0.058085968266374036	0.36056049633764964	0.030941758931999217	0.0444080627290007	0.04334434741860746	0.05563889413497276	0.2950843969102044	0.253690182072001	0.05162893287238818	0.048078878475992015	0.26579296811987263	0.046342431902954694	0.04430358941490194	0.07237813719655642	0.15097426304000788	0.05178181255200564
ec1398	0.5632148348200419	0.49409456033957433	0.4563255528237983	0.20307728981879564	0.08625420620938909	0.07246657569329773	0.3135617571576177	0.06435471872501795	0.15656150929734258	0.3546364200845089	0.03257579421771536	0.0538578755016174	0.06679531112516571	0.03827693903120022	0.06950958764667899	0.03691468918311641	0.10103865113931196	0.4796650487561255	0.058085968266374036	0.0	0.3719051603170126	0.042717795343546056	0.04585606473939713	0.05627748740663643	0.024162868604246095	0.3233623860188811	0.2656037371063401	0.013752165270575236	0.021636078551196206	0.2613504512472793	0.01861059720347795	0.017964663170245785	0.07741173954464756	0.13182186720196226	0.055203938681636186
ec1401	0.3593247672604696	0.30135263599531076	0.27399064976095044	0.2057186994267609	0.3139429983308244	0.3487054282615256	0.17270581032580515	0.335625078746685	0.2717063746569931	0.378518489759712	0.36656189022989305	0.33578404370248616	0.34271886095466964	0.35475361874451317	0.34679583405530734	0.35200219793820053	0.32630846905163013	0.4878331386585182	0.36056049633764964	0.3719051603170126	0.0	0.3522344527073874	0.3444815847153786	0.35233726948848665	0.350386831773028	0.16427163751171092	0.17184915243225818	0.36845448699950006	0.3580545251691907	0.3264349997052091	0.36275725018385163	0.36793910397325935	0.3300298033863242	0.2677816716690559	0.3509899997278737
ec1403	0.5431609872836445	0.47239951245859557	0.4319099409705485	0.19329642218896648	0.06358573958971978	0.044249893630339196	0.28423355830854224	0.061680740389799316	0.12845414770298014	0.3303607146519303	0.03480129030689885	0.05576951817919347	0.03259089884741538	0.031035538126649866	0.03758371888282301	0.02823530860407531	0.08419030365554625	0.4670710230497091	0.030941758931999217	0.042717795343546056	0.3522344527073874	0.0	0.03163062745116256	0.03193381767972917	0.03521176005502018	0.29467267713407674	0.24164061875701529	0.03724028054918049	0.025063462786848137	0.2538566253637949	0.02927434010095603	0.02942950446445919	0.06188440935529271	0.13242618977272863	0.04162731416611847
ec1404	0.5376340750235307	0.4681739534874907	0.42340719639583235	0.17704932957985797	0.053656002041708145	0.044532411353906745	0.276237447853762	0.04606389776645066	0.1218102094817772	0.3266284376049967	0.05451005229460974	0.04468966065735918	0.03250260984694092	0.018605538118408895	0.03646145914718578	0.028331252990375685	0.06966756993751819	0.4667604083051072	0.0444080627290007	0.04585606473939713	0.3444815847153786	0.03163062745116256	0.0	0.024915334439253572	0.02672260745923946	0.2848376629900371	0.23094202974828276	0.03968161229300503	0.025917425905485954	0.24915634383997579	0.029158120402216263	0.03733185436040638	0.0480133000768284	0.11759080537638966	0.027231655655369065
ec1412	0.5411565735711787	0.4712960643580815	0.42898515734381826	0.192339554029189	0.052476427032472815	0.04966972049919631	0.27839767433869755	0.05817209178407311	0.12728022994532806	0.31922524063907953	0.06002452477561046	0.057804547777213305	0.031206718184640922	0.03144085219332045	0.03396398418444498	0.03382610751795631	0.0768269138688045	0.47416661836156804	0.04334434741860746	0.05627748740663643	0.35233726948848665	0.03193381767972917	0.024915334439253572	0.0	0.04087410556223331	0.2826230401715452	0.23390279510642664	0.050671866360805104	0.036902845225214954	0.2522109536247973	0.03987868716503662	0.046234199091089834	0.053358301048700874	0.1314445179003767	0.0261557116740688
ec1416	0.5416909989596843	0.4739067911495253	0.4350982177505057	0.1811050204414674	0.06448076829763913	0.05755397297831319	0.29246686930860877	0.045777839113581666	0.13938140832289977	0.3454276923703563	0.04910951452970268	0.03663267086541909	0.044784671270836074	0.021713249599102473	0.05387446825300587	0.022367272053400174	0.08451144878209248	0.47245640135434047	0.05563889413497276	0.024162868604246095	0.350386831773028	0.03521176005502018	0.02672260745923946	0.04087410556223331	0.0	0.3026088546499853	0.24553615564503017	0.02926202468815646	0.013907273392999157	0.253734723707083	0.022567071380739157	0.0340081314177109	0.060156968586208635	0.11329375348314455	0.03916106601714876
ec1417	0.30604878584715123	0.20860284526263362	0.2503709906282874	0.19304471711834423	0.2506686223414904	0.28809980709546124	0.15005003767090902	0.2777675286487169	0.21942514622467837	0.3870681462036795	0.3157779742773292	0.286155836412768	0.2785498588779749	0.2937302786395907	0.282554807019461	0.2997589981495969	0.26495654124055923	0.45620043945283767	0.2950843969102044	0.3233623860188811	0.16427163751171092	0.29467267713407674	0.2848376629900371	0.2826230401715452	0.3026088546499853	0.0	0.07524316819409758	0.31589174196591213	0.3027113133415449	0.2743982523595389	0.30633536161027675	0.3138265339529819	0.26782596317331514	0.21747641120547045	0.2865500662765301
ec1419	0.34524384335603886	0.25667878464364635	0.2628896292172941	0.13685734709603803	0.20496700289980418	0.23371509778607424	0.11756563072343923	0.22238508398776594	0.17934156913992833	0.3716966407129082	0.2628270392491661	0.2286521373395833	0.23512733613524023	0.23940760690294427	0.22782597801846882	0.24467390594266414	0.20917311925177604	0.4457079556493803	0.253690182072001	0.2656037371063401	0.17184915243225818	0.24164061875701529	0.23094202974828276	0.23390279510642664	0.24553615564503017	0.07524316819409758	0.0	0.25707423094559323	0.24546094181848715	0.23324836730587817	0.2496970627628899	0.25780292339550986	0.2134914939673362	0.15966657870601558	0.2342011492331547
ec1428	0.5621684364588903	0.49098319076455654	0.4513741260521655	0.19822539458429744	0.08036921098109304	0.06677661786825807	0.305182245364503	0.05830489875267207	0.1463311746994974	0.34776780989183265	0.030466689027749783	0.05040986240763852	0.05928000380184675	0.03274893960426442	0.06341888924929379	0.03081827464384243	0.09644761158027086	0.4775462873553107	0.05162893287238818	0.013752165270575236	0.36845448699950006	0.03724028054918049	0.03968161229300503	0.050671866360805104	0.02926202468815646	0.31589174196591213	0.25707423094559323	0.0	0.019525151035781896	0.2589336073287525	0.014930728893906661	0.014840651540568442	0.07161239821728288	0.13019832463627193	0.05075767693297184
ec1430	0.5496283244772808	0.4785341362389922	0.43837454077927995	0.18645336048893346	0.06587212266468977	0.05379328785628511	0.29356467084514615	0.04709149175969375	0.14029006244127928	0.3420731745714917	0.0425681821087333	0.042715373951781335	0.046757717629243564	0.02080481451244401	0.051312605250565684	0.021744634536616833	0.08393468097381088	0.4740290493214775	0.048078878475992015	0.021636078551196206	0.3580545251691907	0.025063462786848137	0.025917425905485954	0.036902845225214954	0.013907273392999157	0.3027113133415449	0.24546094181848715	0.019525151035781896	0.0	0.25400243311904847	0.010512109097378257	0.02552851925458571	0.060545037695357476	0.1191091576647432	0.03923537964069134
ec1433	0.517074053305207	0.44728678295793267	0.4087985728460479	0.2392681429331413	0.2456225070381443	0.25012140970101837	0.2763874052294354	0.24209177064101842	0.24343399205762986	0.3847989491173841	0.26709166114922833	0.2499596847122985	0.2606572318785151	0.2520949578314753	0.25129639910096313	0.24677215104137035	0.24105004828303583	0.27964635711957925	0.26579296811987263	0.2613504512472793	0.3264349997052091	0.2538566253637949	0.24915634383997579	0.2522109536247973	0.253734723707083	0.2743982523595389	0.23324836730587817	0.2589336073287525	0.25400243311904847	0.0	0.25335972445727045	0.2567100116777955	0.24657687340346846	0.23249217155065818	0.25436151328570117
ec1436	0.5537751471989123	0.4829830294464541	0.4423203068643367	0.19248829932666217	0.07112254675355262	0.056704954544748956	0.29695119892036004	0.050819248736294745	0.14244143054197922	0.34297460334934937	0.03723678149996082	0.04699233623216839	0.05064388846303232	0.023878720094586192	0.052706686428131186	0.02525114108281908	0.08566251146318503	0.4737132635610877	0.046342431902954694	0.01861059720347795	0.36275725018385163	0.02927434010095603	0.029158120402216263	0.03987868716503662	0.022567071380739157	0.30633536161027675	0.2496970627628899	0.014930728893906661	0.010512109097378257	0.25335972445727045	0.0	0.020268174537039448	0.06317680992861247	0.1228259905369642	0.041475440311554174
eti112	0.5594855153281206	0.48868172989285225	0.44896822488224425	0.19597009895908535	0.0760319022975611	0.0589107356884299	0.30396143516431207	0.06242916535486211	0.14400320613870554	0.34557568262063054	0.027978376726817532	0.05365903773297606	0.056082287874578945	0.03212221349288249	0.05691659163941691	0.029145609495769484	0.09046115283404449	0.4762635700783164	0.04430358941490194	0.017964663170245785	0.36793910397325935	0.02942950446445919	0.03733185436040638	0.046234199091089834	0.0340081314177109	0.3138265339529819	0.25780292339550986	0.014840651540568442	0.02552851925458571	0.2567100116777955	0.020268174537039448	0.0	0.0642195402081733	0.13127302947070338	0.044074725527863054
eti122	0.5177365940920127	0.4477600744981223	0.39859141244236085	0.15025363760306398	0.030534512140489824	0.05289552830735967	0.25963870887567314	0.036108278431805425	0.08978937032898604	0.3256872944980277	0.08314077857422504	0.0290237405395987	0.05813023590668845	0.04937365157730246	0.05172152805642828	0.058069124996723905	0.043209458865794824	0.46864983181211856	0.07237813719655642	0.07741173954464756	0.3300298033863242	0.06188440935529271	0.0480133000768284	0.053358301048700874	0.060156968586208635	0.26782596317331514	0.2134914939673362	0.07161239821728288	0.060545037695357476	0.24657687340346846	0.06317680992861247	0.0642195402081733	0.0	0.0883040405120088	0.03540073381156766
eti124	0.45658128475723625	0.3883314703878407	0.3341270988905265	0.08596518490071042	0.09875170910343192	0.12730504605576726	0.20850831929152797	0.0968953620693096	0.05861577719239079	0.31689063637143855	0.14760923800602532	0.08607585022362663	0.13320445708873074	0.1157287927254783	0.12718037975866506	0.12057681340464815	0.09045075405411519	0.4514092185159242	0.15097426304000788	0.13182186720196226	0.2677816716690559	0.13242618977272863	0.11759080537638966	0.1314445179003767	0.11329375348314455	0.21747641120547045	0.15966657870601558	0.13019832463627193	0.1191091576647432	0.23249217155065818	0.1228259905369642	0.13127302947070338	0.0883040405120088	0.0	0.11319435106993184
eti126	0.5406440657306293	0.4706091031052897	0.42556159978940855	0.17670918207865294	0.04841578145665948	0.050031864053192175	0.2759784576300078	0.0453683113340856	0.11838715480279083	0.32911886785369127	0.06100404384236975	0.03746194339827931	0.03293323526224628	0.028085757086089652	0.04307248471018667	0.038381761057235605	0.06277108128753006	0.4741200590895882	0.05178181255200564	0.055203938681636186	0.3509899997278737	0.04162731416611847	0.027231655655369065	0.0261557116740688	0.03916106601714876	0.2865500662765301	0.2342011492331547	0.05075767693297184	0.03923537964069134	0.25436151328570117	0.041475440311554174	0.044074725527863054	0.03540073381156766	0.11319435106993184	0.0
