	ec100	ec101	ec117	ec118	ec119	ec121	ec122	ec123	ec124	ec125	ec126	ec127	ec128	ec146	ec148	ec149	ec150	ec151	ec152	ec153	ec154	ec156	ec157	ec158	ec159	ec160	ec161	ec162	ec163	ec164	ec165	ec166	ec167	ec168	ec169	ec170	ec173	ec175	ec176	ec177	ec178	ec179	ec180	ec181	ec182	ec184	ec185	ec186	ec187	ec188	ec97	ec98	ec99
ec126	0.3026359438022629	0.08792645185524757	0.33569002115742397	0.3671917534512481	0.358971238390281	0.42880629554042204	0.40384382482399167	0.19536181599055574	0.27752326178712705	0.18940743694629614	0.0	0.1293897872099887	0.33257147745697546	0.07869913902584755	0.3533439726597751	0.16956378793448418	0.29273069103955995	0.3930273730029882	0.3741158194148282	0.11040410413309998	0.43359270767076497	0.21828075930315116	0.4100495419433196	0.33586306915812214	0.09012078064733811	0.09228337145325616	0.3701084739010767	0.29219646196300486	0.28140525725159066	0.18387345935611524	0.3037518100570167	0.3707730927400446	0.40341850024654363	0.17502101058925112	0.052917424536190985	0.30186429638367207	0.33680128159421807	0.20287714478976557	0.3945111292863321	0.4429578332840144	0.06543019765892122	0.30066626793417606	0.254726691582164	0.2910301753837021	0.282405776251456	0.43957879881657336	0.3052243482172095	0.3490347324178064	0.06667365570785949	0.10599844235518796	0.3577242575038566	0.3734770007525254	0.3076361175221577
ec127	0.23336470564829737	0.07873935403841562	0.22830573952744	0.2451746374140668	0.24201722540722417	0.3647293712665281	0.33705908717654165	0.11621366223139873	0.21444428727590842	0.11493478478886272	0.1293897872099887	0.0	0.27256848130046973	0.12306619877095808	0.2840916694170651	0.11291853843445919	0.21859626086882622	0.3153336307337598	0.2780337410320518	0.2074676206467218	0.36620507805570957	0.17054485268754235	0.35500835819191107	0.27739655030134347	0.17652070782842186	0.09122869490156439	0.310127306711096	0.2361120162753002	0.23472028412278842	0.1439543164621025	0.22687660353485406	0.30966392138039356	0.33978810138206894	0.08319950575712179	0.1519855336853675	0.23257392222208406	0.27632096813092866	0.1632948480797281	0.33052715626182944	0.3766359817140569	0.1177823087881133	0.22041074191960291	0.17465363149009402	0.2541191571868725	0.20201500406760542	0.37271473210514816	0.25413138280446107	0.27024314348476136	0.11699326002392042	0.12281514327299511	0.26966850069683085	0.2948748838857137	0.22442036383446834
ec128	0.12219508483736391	0.26485973897007276	0.1458924346165969	0.17782573551235603	0.2292106705119316	0.1484023387035991	0.12037574234054245	0.20753328991640146	0.1272048207574258	0.2035534517662369	0.33257147745697546	0.27256848130046973	0.0	0.2834509579522809	0.12063309627667687	0.22429048212529062	0.11356496612391095	0.1187844969493176	0.11967397906440531	0.3848712757046956	0.1470343513536288	0.23483039278399498	0.08657256746920305	0.08411377571412368	0.3554051934746535	0.27872403359371606	0.0742324184541616	0.15658782980850702	0.27021455408665496	0.28536707229435193	0.14481144753675035	0.0969847394347683	0.12752578980461957	0.22884236055568172	0.35115749438423716	0.08940028750776863	0.08365996498404654	0.28105804487294084	0.12460302122983272	0.15896380205201627	0.29830586314442464	0.19193162748490797	0.1696253093102792	0.28358173632324357	0.2518055052589302	0.1536680195134859	0.10825361894253918	0.14739111687114967	0.29084303456252203	0.263943710504528	0.3348370865632426	0.10653112322036562	0.09714006790843316
ec146	0.2813911423265316	0.08529145298521068	0.316532409575418	0.3424621298575264	0.3452856191576862	0.385683486034985	0.3576568895519284	0.18250869102150724	0.2670355219142503	0.17018541253677538	0.07869913902584755	0.12306619877095808	0.2834509579522809	0.0	0.3382024173609567	0.13140271823888727	0.2789886974206536	0.3610410686240385	0.3516996081454261	0.12161389922800467	0.3843154986850147	0.20521903055330953	0.3653476906198958	0.31038344619610614	0.08850590717211868	0.0864104668664614	0.34033890478561457	0.24489384659367047	0.3195694676073564	0.22568846812339205	0.27331027534760144	0.33708761397556697	0.3678394537735107	0.1504182905247228	0.09188253847322086	0.24698911514704208	0.319157261419719	0.24411762109401153	0.3649166856787239	0.39624494938340216	0.033016086149595496	0.2914031426903434	0.2410652995867677	0.33965137510032495	0.28802040752679625	0.39094916684487185	0.2596213916040897	0.338385356912411	0.02542960429185786	0.056868837826768756	0.3878212235345141	0.3495034671658678	0.28449768809721154
ec148	0.1527903161984785	0.28101132584848176	0.06906939411211335	0.0999656866486309	0.1433373126988679	0.10893653107637657	0.09437090191412814	0.2122877966147831	0.1339655440127764	0.20899697351023983	0.3533439726597751	0.2840916694170651	0.12063309627667687	0.3382024173609567	0.0	0.24755140395417966	0.12261673087187461	0.06764721708959771	0.04152038379786322	0.4424754405177111	0.10862581827974824	0.26041970020283406	0.13087798274699866	0.054294488374573915	0.4112482827274372	0.28644539347365605	0.08357380653024914	0.2271471273866944	0.2442590403853902	0.2855995771974911	0.16361842400951787	0.06803287287720515	0.07912481674907491	0.22995403806531428	0.38084149208732976	0.09528194920175168	0.0622413873655166	0.28847059218558924	0.07147777574673342	0.11866414914654555	0.3431217444406405	0.13941395551855315	0.13715416662366994	0.24841208820041252	0.25074907314564027	0.11425122186130937	0.1832791196127229	0.11472735540069832	0.3359038955247581	0.2956880965970735	0.2775927939698364	0.04735412162972653	0.10897884174543458
ec149	0.2110487507858389	0.09488762601910636	0.2304973277256636	0.2570087928307939	0.25812532166205227	0.3144486683206392	0.2905212421051645	0.11263424100249987	0.1859915106755946	0.07433024674094159	0.16956378793448418	0.11291853843445919	0.22429048212529062	0.13140271823888727	0.24755140395417966	0.0	0.1949694245486258	0.2788451640027944	0.26924356262498833	0.2370725632970864	0.3151837925842108	0.13291280189645896	0.3008936363566518	0.21722589864945765	0.19558335669610422	0.08824523784815143	0.2588998969657776	0.18653579015918537	0.2583063101562275	0.15563686190479345	0.19923905796674718	0.2523610848771831	0.28573760233555967	0.05280625850351337	0.18885554797720855	0.189643844325302	0.23741591449836807	0.18481091397242994	0.2786386867934404	0.3252221235510081	0.1404539360554846	0.2007016591996143	0.14705316697210305	0.27908055377882807	0.232914081087999	0.32080919626577187	0.18849892609563362	0.25849571602090743	0.13441298045442784	0.11250038299892628	0.3318221051575375	0.26626141419229876	0.21142715265623452
ec150	0.12945580099347578	0.21824247683030396	0.07942624199162399	0.10849072599412668	0.13975865880361157	0.22283389421550076	0.19793633732082844	0.12593135653746834	0.07779831231333569	0.16655027719517826	0.29273069103955995	0.21859626086882622	0.11356496612391095	0.2789886974206536	0.12261673087187461	0.1949694245486258	0.0	0.1807001141189883	0.15350002670821142	0.3793466458873544	0.2223263513777487	0.1861133591558824	0.17781279088642576	0.12050090744219964	0.34900002587719636	0.2356458966388019	0.14039136131207475	0.14740075130957234	0.1579556012227807	0.1870555027796562	0.07410819945236913	0.15933920640465435	0.1928253485070754	0.1864340898112103	0.3178138620410212	0.1561949868902773	0.09248959039995677	0.1895340992023363	0.18517830894473392	0.232364682344546	0.29201623855444925	0.08120152684850787	0.08736224811540991	0.17605417708851034	0.1629480194126857	0.2279517550593098	0.13187965727971954	0.06718238218107343	0.28602113611913105	0.26019074967034755	0.24979935112139312	0.15961171681158226	0.06337027129962143
ec151	0.16963872044449818	0.3326774090522593	0.1133029548022643	0.12633692603078503	0.168742822081558	0.05427699420018661	0.05240309915308907	0.26293729109351494	0.19041299112315768	0.23253071093650485	0.3930273730029882	0.3153336307337598	0.1187844969493176	0.3610410686240385	0.06764721708959771	0.2788451640027944	0.1807001141189883	0.0	0.03999893506478189	0.46224674825401835	0.05635596343793122	0.3066467247579609	0.09683291406132005	0.06510558882381784	0.43262530850550845	0.3267210069943397	0.07321832546119714	0.255070011472065	0.29708010612032565	0.33886953899312416	0.21573313422249046	0.03862187306108007	0.03370315278115178	0.2566202398771239	0.4142466463628177	0.11883936707395662	0.10637970226609614	0.33950015410796325	0.025883972633058493	0.06489127909167149	0.36531132400424504	0.1929331702606243	0.1912149083129921	0.301783947006656	0.30336893245839297	0.060478350856435284	0.20931261588359418	0.17125650357911293	0.3579878623030417	0.31566011908860114	0.2983195852528645	0.023961059417855878	0.15042411859780164
ec152	0.15255409759347557	0.31030883794745545	0.07521553562451229	0.09863212704702856	0.13991543849285196	0.09147029417086791	0.08008979105738698	0.23663560116363988	0.16437556182766722	0.2088183841508107	0.3741158194148282	0.2780337410320518	0.11967397906440531	0.3516996081454261	0.04152038379786322	0.26924356262498833	0.15350002670821142	0.03999893506478189	0.0	0.4515911501456366	0.09337132839576197	0.28668535004278245	0.1313943769380188	0.054506077131012035	0.4221704251523473	0.3062125453515169	0.09056669572552226	0.2440308723702208	0.26861723228413303	0.3103553137925781	0.19174416330948738	0.05912191005078158	0.06503828735298978	0.22041642765771552	0.39980321927500523	0.11094953944881134	0.0824371755820004	0.311904283993673	0.058747412864627396	0.10100108229991317	0.3549112529131062	0.1650445115116745	0.1633156202347743	0.2739745692804783	0.27555955441221547	0.09714486593195135	0.19929951650697658	0.14598171760975348	0.3480556763833982	0.30520523573544006	0.2696435216103208	0.026198002628200594	0.12798126915209873
ec153	0.38505164390885305	0.1745509729806123	0.42255524301069003	0.44960594318069425	0.44569977472680467	0.4790771346589624	0.45060018920068534	0.2890958489201545	0.37158879184297855	0.2736816364658562	0.11040410413309998	0.2074676206467218	0.3848712757046956	0.12161389922800467	0.4424754405177111	0.2370725632970864	0.3793466458873544	0.46224674825401835	0.4515911501456366	0.0	0.47978100296153764	0.30544562501272937	0.460533563090193	0.4112935316691726	0.042665565774355235	0.17540373513555874	0.44852507488905013	0.3400797187639677	0.36654607873262246	0.2632224265814947	0.37142454677954834	0.43575573997284156	0.4645458649669673	0.2530737795378817	0.10198562525587229	0.35025130106462804	0.42371053134844733	0.2731822176996509	0.46190334136415445	0.49064943704654806	0.09935369665707067	0.38838979837577403	0.33931669232075345	0.3708098842687824	0.3704058879508141	0.4847635203312436	0.3560720003429421	0.437655400110444	0.11312339530271462	0.1467873439206376	0.4390935346465031	0.45082655258764104	0.39164150142037957
ec154	0.22052365145146743	0.37373124274655334	0.1656113919884344	0.1750591267549581	0.21559937938901635	0.01264213117746651	0.031099997253137848	0.30747912518905784	0.23138766382460488	0.2845301330605937	0.43359270767076497	0.36620507805570957	0.1470343513536288	0.3843154986850147	0.10862581827974824	0.3151837925842108	0.2223263513777487	0.05635596343793122	0.09337132839576197	0.47978100296153764	0.0	0.34712119392896335	0.10250395419855024	0.10536841808318703	0.4485538451712637	0.3670612985329406	0.11143501057109226	0.27390753762140463	0.33895243204813247	0.38074186492093104	0.2511809921700511	0.06382787988901648	0.03230345259041323	0.3098190418500385	0.453583363805316	0.1383953203571833	0.14713326022707077	0.38128256984372993	0.03992231330035474	0.01395112877672428	0.3872630633456601	0.23417992989683478	0.23330074185268634	0.3428534137435808	0.3435328376157288	0.009646541456476958	0.22852219056919226	0.21030134344784973	0.3780843089565672	0.3329936590409	0.34209315050324113	0.07827664535623104	0.198664335896932
ec156	0.22128180840539186	0.14342852019126423	0.2411686281348414	0.2687971415838557	0.2697011216243741	0.34813286900586343	0.320462584795877	0.10722787685779908	0.18445625242390745	0.13057499261468125	0.21828075930315116	0.17054485268754235	0.23483039278399498	0.20521903055330953	0.26041970020283406	0.13291280189645896	0.1861133591558824	0.3066467247579609	0.28668535004278245	0.30544562501272937	0.34712119392896335	0.0	0.28746125637227693	0.24696176353597704	0.2700147107416863	0.159101267913002	0.27296948632250373	0.1777869339833298	0.24696562706475023	0.15903462716194625	0.19783735449500275	0.28525193827820955	0.31862845553658614	0.13742570890338107	0.2449224783688238	0.21855645223516645	0.23897404898191393	0.16989970341790991	0.31026920959659676	0.3581677893740567	0.219778907600554	0.20782273962592965	0.15969879304783352	0.2644648273471343	0.2243702193332911	0.35375486208882045	0.16141084391731558	0.2464501565310783	0.21391588886812518	0.20609660820635073	0.327353504599369	0.2862268969557695	0.21362909323874069
ec157	0.19611085160470731	0.3460000833537661	0.17769756742015813	0.17837104886117547	0.22971195595978788	0.10432281280225511	0.1014048051705469	0.2896586432110575	0.20365680759835497	0.2851149081542431	0.4100495419433196	0.35500835819191107	0.08657256746920305	0.3653476906198958	0.13087798274699866	0.3008936363566518	0.17781279088642576	0.09683291406132005	0.1313943769380188	0.460533563090193	0.10250395419855024	0.28746125637227693	0.0	0.13934862900522624	0.4310674808601509	0.3598643784574093	0.06244024887742562	0.22352269591607424	0.3235147420028941	0.36197022652571303	0.20983054603013812	0.11095589645417905	0.09355204506808251	0.30997896604731223	0.4322978398879305	0.1644294984136137	0.1024182491508534	0.36219839037663415	0.09455513786715536	0.11524709160248058	0.3785230280095194	0.24355466623796101	0.24622846354164032	0.3219442953671631	0.33272864118948126	0.10817338578107448	0.15327233159658768	0.16474861086969872	0.36782272762888646	0.3388415459028583	0.3352062883082094	0.10710807680521672	0.16112297868243844
ec158	0.1332968806662041	0.2729140626293003	0.09564264924194849	0.14047945151116453	0.18222567316210153	0.10587596092093907	0.08070586760414075	0.2077871622776843	0.13433892048106671	0.18913112255367748	0.33586306915812214	0.27739655030134347	0.08411377571412368	0.31038344619610614	0.054294488374573915	0.21722589864945765	0.12050090744219964	0.06510558882381784	0.054506077131012035	0.4112935316691726	0.10536841808318703	0.24696176353597704	0.13934862900522624	0.0	0.38006637387889863	0.26877056024143703	0.09254961176387924	0.20146398697677664	0.24178483985131843	0.2797725723409999	0.16198083602097052	0.0430465959489003	0.07609245924168961	0.21507996888472003	0.35529262575381243	0.07065014738580565	0.0855458314741804	0.2820916592755227	0.06826440355113539	0.11540674904998434	0.3132045718806572	0.14103611452867454	0.13287652211700718	0.2629113059816243	0.2464640747895304	0.11115288219825509	0.1520173427544363	0.15580148609337147	0.3070606274206078	0.267246450313738	0.3146115372657926	0.056837841615707596	0.10720627533283258
ec159	0.3538244861185791	0.13855041847970145	0.39132808522041607	0.41837878539042034	0.41567690546785385	0.4503721816164544	0.4213347462142294	0.25481088318121203	0.3403616340527047	0.2323685414687268	0.09012078064733811	0.17652070782842186	0.3554051934746535	0.08850590717211868	0.4112482827274372	0.19558335669610422	0.34900002587719636	0.43262530850550845	0.4221704251523473	0.042665565774355235	0.4485538451712637	0.2700147107416863	0.4310674808601509	0.38006637387889863	0.0	0.13459522951284078	0.4172979170987761	0.3106136365339256	0.3378411256901146	0.23373009290447105	0.3419584645495062	0.4048088271545416	0.4355606669524853	0.21142453899924177	0.08362529534772162	0.3190241432743541	0.3924833735581734	0.25523696638468996	0.4326378983776985	0.46194448400404	0.07417612573657298	0.35912435538931803	0.30604625020053927	0.35396061269256157	0.33973922010448815	0.4553427953379542	0.3221793401229567	0.40774904904034404	0.08817247304166229	0.12079876048864374	0.41038858160399516	0.4214058275943517	0.36041434363010555
ec160	0.2573205613232852	0.03700001785810344	0.26608669659045714	0.29883839312958493	0.29168828129247515	0.3663915037779968	0.3387212195680103	0.1352325140497026	0.22312917526953577	0.11276741750243176	0.09228337145325616	0.09122869490156439	0.27872403359371606	0.0864104668664614	0.28644539347365605	0.08824523784815143	0.2356458966388019	0.3267210069943397	0.3062125453515169	0.17540373513555874	0.3670612985329406	0.159101267913002	0.3598643784574093	0.26877056024143703	0.13459522951284078	0.0	0.31124463610433956	0.2390730499730711	0.25818194032576125	0.15630963205815318	0.24573034809758465	0.3055919423772757	0.33823734988377474	0.08958930701572104	0.11557102137911437	0.24200039076483154	0.2751668249492574	0.17998047056091615	0.32820476327768366	0.3766514672753659	0.08041176530377869	0.23276198687146304	0.17968388104268435	0.2787041168687877	0.22656257879738942	0.3730473896787491	0.2500774670949747	0.29614891794666065	0.08453157075260741	0.08361388961289139	0.33436892390341166	0.30694559161470114	0.2537957968529596
ec161	0.16036412481548695	0.3063927302414155	0.13059022114453234	0.1411651940589786	0.19087006263721765	0.110452352157263	0.10010350296837248	0.24080139092002062	0.15705996354709956	0.2388500011711664	0.3701084739010767	0.310127306711096	0.0742324184541616	0.34033890478561457	0.08357380653024914	0.2588998969657776	0.14039136131207475	0.07321832546119714	0.09056669572552226	0.44852507488905013	0.11143501057109226	0.27296948632250373	0.06244024887742562	0.09254961176387924	0.4172979170987761	0.31124463610433956	0.0	0.2168672188238968	0.28055801962827376	0.32184886912839006	0.18443367959750656	0.07946700486063563	0.08534647953423308	0.26667095064230123	0.3946848191463093	0.13759643657568613	0.060153860665865	0.3223840251847232	0.07425994514767931	0.1227066491453615	0.3496116476020375	0.1955976175295836	0.19912111838601454	0.28445900132372204	0.2822341342664334	0.1180686787309494	0.15687037212257876	0.12589787746261646	0.34039044191339485	0.3162666043403247	0.301713287079263	0.06521456390635619	0.11962760726611923
ec162	0.18538801129617552	0.2227646619986237	0.20812920655350237	0.23127255468206567	0.2523806444956239	0.2754021923793561	0.24642251940638982	0.1667899868582868	0.15296429768765482	0.16830794503339605	0.29219646196300486	0.2361120162753002	0.15658782980850702	0.24489384659367047	0.2271471273866944	0.18653579015918537	0.14740075130957234	0.255070011472065	0.2440308723702208	0.3400797187639677	0.27390753762140463	0.1777869339833298	0.22352269591607424	0.20146398697677664	0.3106136365339256	0.2390730499730711	0.2168672188238968	0.0	0.2871647608053376	0.24332156990294646	0.1597924565343775	0.2294688122153574	0.2603763508868359	0.19299767385934732	0.3111472040022475	0.14662399832683665	0.19279520276824486	0.24046558124778603	0.2569542656158044	0.28765893950363103	0.25993760637791247	0.21003318812270297	0.144103954310193	0.3023156652453163	0.2582320235531578	0.28054120578126174	0.11331513675344562	0.20426704902343795	0.2503192786778803	0.22173164996789912	0.3580070605469348	0.24211759373237046	0.15859961194103944
