	ec100	ec101	ec117	ec118	ec119	ec121	ec122	ec123	ec124	ec125	ec126	ec127	ec128	ec146	ec148	ec149	ec150	ec151	ec152	ec153	ec154	ec156	ec157	ec158	ec159	ec160	ec161	ec162	ec163	ec164	ec165	ec166	ec167	ec168	ec169	ec170	ec173	ec175	ec176	ec177	ec178	ec179	ec180	ec181	ec182	ec184	ec185	ec186	ec187	ec188	ec97	ec98	ec99
ec100	0.0	0.2425988666432493	0.13955758949672412	0.16775443762660014	0.2010895541666382	0.21536642633158154	0.19257516009069636	0.176007367596757	0.08802242767667676	0.16120579063452764	0.3026359438022629	0.23336470564829737	0.12219508483736391	0.2813911423265316	0.1527903161984785	0.2110487507858389	0.12945580099347578	0.16963872044449818	0.15255409759347557	0.38505164390885305	0.22052365145146743	0.22128180840539186	0.19611085160470731	0.1332968806662041	0.3538244861185791	0.2573205613232852	0.16036412481548695	0.18538801129617552	0.24458065615497157	0.2625308920006308	0.1518157373775555	0.16755371845305306	0.19765632941261035	0.19349518245518393	0.33257218973425284	0.14174685852008564	0.1336746125962507	0.2597004254146312	0.1890344104865418	0.2322945401043105	0.2958446180082343	0.17375582916997312	0.16018085033148288	0.26049701865997826	0.2305458078820427	0.22699875661578015	0.15895138026784	0.16732911017598687	0.28348580521405586	0.2612953148060985	0.294592640644461	0.15287792450185905	0.10138182642738998
ec101	0.2425988666432493	0.0	0.26599866926398863	0.2957348492571505	0.2951889748776395	0.37067318589923925	0.3454259866633074	0.12768932675483505	0.20617222013124242	0.11989127388170223	0.08792645185524757	0.07873935403841562	0.26485973897007276	0.08529145298521068	0.28101132584848176	0.09488762601910636	0.21824247683030396	0.3326774090522593	0.31030883794745545	0.1745509729806123	0.37373124274655334	0.14342852019126423	0.3460000833537661	0.2729140626293003	0.13855041847970145	0.03700001785810344	0.3063927302414155	0.2227646619986237	0.2535848027577756	0.15114523881992298	0.22682569374328632	0.31175236225175496	0.345238504354176	0.10063480286268517	0.11295314693838034	0.23533592238937	0.26463175285398005	0.17261622505134938	0.33633113419396443	0.3847778381916467	0.09048407614033141	0.23502551369765226	0.18251777671329306	0.26838348549004887	0.22593332364709454	0.38036491090641056	0.234218837180602	0.2754462704091092	0.08905548777929277	0.0968814279742804	0.33130386445980925	0.3129906293743068	0.2375134896157593
ec117	0.13955758949672412	0.26599866926398863	0.0	0.049202321921587425	0.09285843050178197	0.16611893482618642	0.14122137805151408	0.16574122662666685	0.11771480218821466	0.17525066030410055	0.33569002115742397	0.22830573952744	0.1458924346165969	0.316532409575418	0.06906939411211335	0.2304973277256636	0.07942624199162399	0.1133029548022643	0.07521553562451229	0.42255524301069003	0.1656113919884344	0.2411686281348414	0.17769756742015813	0.09564264924194849	0.39132808522041607	0.26608669659045714	0.13059022114453234	0.20812920655350237	0.2010955937426434	0.2423687930900889	0.13245002471230027	0.10956204957279245	0.1374606493328165	0.18921076514216817	0.3608116697362642	0.13648250906036863	0.0889566571153326	0.24391776249118385	0.12868839268459545	0.1758747660844076	0.32320154683361935	0.09665656049874433	0.10397117496760074	0.20498447415188664	0.20625608606510912	0.17123679566999547	0.1708772322302311	0.08568574352780564	0.31707706324891743	0.2762775337481639	0.2259886961268709	0.09097793326786521	0.08403454436679528
ec118	0.16775443762660014	0.2957348492571505	0.049202321921587425	0.0	0.0513849349995756	0.1755666695927101	0.17649893184909754	0.19849292316579456	0.14483666596011308	0.20230136047410485	0.3671917534512481	0.2451746374140668	0.17782573551235603	0.3424621298575264	0.0999656866486309	0.2570087928307939	0.10849072599412668	0.12633692603078503	0.09863212704702856	0.44960594318069425	0.1750591267549581	0.2687971415838557	0.17837104886117547	0.14047945151116453	0.41837878539042034	0.29883839312958493	0.1411651940589786	0.23127255468206567	0.2163988592101292	0.25793622596335375	0.14171416189139985	0.15284323562044055	0.1552896980929357	0.21626146531217252	0.3914254926369707	0.17608529174824203	0.11807755668373004	0.25948519536444875	0.1458850731604371	0.1853225008509313	0.3502522470036237	0.11266426226206715	0.14156582929736583	0.2205519070251515	0.22173546313644762	0.1806845304365192	0.20228219831443206	0.09895998206932821	0.342967060323086	0.30281859926005666	0.18078587111401556	0.1107429721452404	0.11206206882169145
ec119	0.2010895541666382	0.2951889748776395	0.09285843050178197	0.0513849349995756	0.0	0.21542492852714185	0.2179369181277442	0.19570932476847508	0.1764241153773925	0.19985539714955697	0.358971238390281	0.24201722540722417	0.2292106705119316	0.3452856191576862	0.1433373126988679	0.25812532166205227	0.13975865880361157	0.168742822081558	0.13991543849285196	0.44569977472680467	0.21559937938901635	0.2697011216243741	0.22971195595978788	0.18222567316210153	0.41567690546785385	0.29168828129247515	0.19087006263721765	0.2523806444956239	0.1794186091199836	0.2249993320298818	0.1462278925066643	0.1944143973583659	0.19581325815379538	0.21268374124685777	0.38558045442701133	0.2239726908089641	0.1658171187896444	0.22272998840347902	0.1870980163099078	0.2239524620972961	0.34803132680825166	0.08975324104323538	0.1358591175584443	0.18397308634544693	0.18600815832553574	0.22017577619608772	0.2536231054130445	0.1460441900966749	0.34158687504363594	0.29891243080616714	0.13437228893181047	0.1546626214720403	0.16229240097141104
ec121	0.21536642633158154	0.37067318589923925	0.16611893482618642	0.1755666695927101	0.21542492852714185	0.0	0.02930997194435106	0.304374182890559	0.225953407454421	0.2785917444512618	0.42880629554042204	0.3647293712665281	0.1484023387035991	0.385683486034985	0.10893653107637657	0.3144486683206392	0.22283389421550076	0.05427699420018661	0.09147029417086791	0.4790771346589624	0.01264213117746651	0.34813286900586343	0.10432281280225511	0.10587596092093907	0.4503721816164544	0.3663915037779968	0.110452352157263	0.2754021923793561	0.33609703522219664	0.3773433896418894	0.2522237228873804	0.06349468781084655	0.030052573609388546	0.3073378687807005	0.4543147939102421	0.1396618127631391	0.1476408030648228	0.37796888312759247	0.0384117836294889	0.018018233834669564	0.3882747384225601	0.23259011920319678	0.23004341284134883	0.34167948659948877	0.34263922462079466	0.01754141865887872	0.22834671568216786	0.21005403190795113	0.3761674242257582	0.33285028068227285	0.3399447804228465	0.07637561113133699	0.1947829555745381
ec122	0.19257516009069636	0.3454259866633074	0.14122137805151408	0.17649893184909754	0.2179369181277442	0.02930997194435106	0.0	0.27917386922581194	0.20308240786135895	0.25849347205351386	0.40384382482399167	0.33705908717654165	0.12037574234054245	0.3576568895519284	0.09437090191412814	0.2905212421051645	0.19793633732082844	0.05240309915308907	0.08008979105738698	0.45060018920068534	0.031099997253137848	0.320462584795877	0.1014048051705469	0.08070586760414075	0.4213347462142294	0.3387212195680103	0.10010350296837248	0.24642251940638982	0.31204021324344633	0.35273378626903906	0.22679097823313082	0.03859713091617422	0.02351613500843203	0.2830196764093198	0.42664450982025565	0.11241310752933772	0.1253262281932565	0.3521017560828777	0.03083890181783635	0.04252892128209621	0.3606044542125737	0.2072677112121486	0.2063885230480001	0.31678192982481657	0.31496894041080814	0.0364839441332848	0.20290650124574452	0.18791647805833953	0.34950651645119524	0.3038128452800477	0.34638750408391916	0.06757809004096202	0.17035907993368604
ec123	0.176007367596757	0.12768932675483505	0.16574122662666685	0.19849292316579456	0.19570932476847508	0.304374182890559	0.27917386922581194	0.0	0.1357479875358771	0.09167531450192519	0.19536181599055574	0.11621366223139873	0.20753328991640146	0.18250869102150724	0.2122877966147831	0.11263424100249987	0.12593135653746834	0.26293729109351494	0.23663560116363988	0.2890958489201545	0.30747912518905784	0.10722787685779908	0.2896586432110575	0.2077871622776843	0.25481088318121203	0.1352325140497026	0.24080139092002062	0.1667899868582868	0.18096894373116104	0.10510183255068156	0.15100827098908634	0.2468505045893149	0.2803366470117359	0.09839448305749442	0.2278619103038401	0.17807519213136475	0.2026306627641268	0.10614521522018348	0.2703040597656449	0.3187507637633271	0.1941834852967623	0.13209456149456558	0.08982725731985666	0.20149111963418748	0.14868939081713092	0.31411279334891495	0.17977450281072638	0.1861163333283049	0.18585049644909413	0.1737967628331676	0.26229685902749866	0.24356968767671466	0.15691598415776503
ec124	0.08802242767667676	0.20617222013124242	0.11771480218821466	0.14483666596011308	0.1764241153773925	0.225953407454421	0.20308240786135895	0.1357479875358771	0.0	0.1450604873929563	0.27752326178712705	0.21444428727590842	0.1272048207574258	0.2670355219142503	0.1339655440127764	0.1859915106755946	0.07779831231333569	0.19041299112315768	0.16437556182766722	0.37158879184297855	0.23138766382460488	0.18445625242390745	0.20365680759835497	0.13433892048106671	0.3403616340527047	0.22312917526953577	0.15705996354709956	0.15296429768765482	0.20674395454833783	0.21770991155840036	0.11587311287213664	0.17135927568353537	0.20336989210930867	0.17723533310269182	0.31022890552270843	0.13992785420989967	0.11493209403373783	0.21553187500297505	0.19406671614486287	0.24251342014254507	0.2766377845664874	0.12761470743359488	0.1001830732942785	0.22741174006842035	0.18504917596589693	0.238021331784462	0.13894308443977602	0.10567326771677127	0.2658516956048671	0.24329274130477468	0.2851902323050751	0.17032892938534439	0.07908967643923903
ec125	0.16120579063452764	0.11989127388170223	0.17525066030410055	0.20230136047410485	0.19985539714955697	0.2785917444512618	0.25849347205351386	0.09167531450192519	0.1450604873929563	0.0	0.18940743694629614	0.11493478478886272	0.2035534517662369	0.17018541253677538	0.20899697351023983	0.07433024674094159	0.16655027719517826	0.23253071093650485	0.2088183841508107	0.2736816364658562	0.2845301330605937	0.13057499261468125	0.2851149081542431	0.18913112255367748	0.2323685414687268	0.11276741750243176	0.2388500011711664	0.16830794503339605	0.24987397294403513	0.14713869965996126	0.1701489148417571	0.22369605465185066	0.25657919705217574	0.038844769505004526	0.2178471943676174	0.16375434932524277	0.20694388624341958	0.17450253626243672	0.24916365199292995	0.2949933152437668	0.1770081968022323	0.16240895291165358	0.10330959018709002	0.2704357917584478	0.22123457959192142	0.291137099475805	0.17333366264107913	0.2281096817897886	0.1697802039067965	0.1343080693695714	0.3066536881340044	0.21143494859094913	0.16519946541548566
