	ec1249	ec1265	ec1314	ec1346	ec1349	ec1361	ec1362	ec1378	ec1393	ec1396	ec1400	ec1409	ec1411	ec1420	ec1424	ec1425	ec1427	ec1438	ec1442	ec1449	ec1457	ec1462	ec1468	ec1492	ec1497	ec1500	ec1508	ec1513	ec1516	ec1517	ec1524	ec1533	eti111	eti123	eti135	eti149	eti154	eti162	eti164	eti165	eti166	eti167
ec1249	0	0.1356243071925129	0.18914354520081	0.1462574976142535	0.1356079639241489	0.1957855387771442	0.1390634757482677	0.2109195518562423	0.145478245960826	0.2140026292663458	0.1322023508970843	0.1905933301558997	0.1616909776494694	0.2134701707393671	0.1880634897977091	0.1959723376922331	0.2583292886014177	0.310954720308832	1.240439049015017	0.4890191439414179	0.1501953750282846	0.2185747554555183	0.2304070973186882	0.1401276974575484	0.4599786383910775	0.1851231231061714	0.1569231978300457	0.2046773560018466	0.9778699986238524	0.1525940217820025	0.201664470502726	0.1820254634626525	0.1654254570498429	0.2098066844150559	0.1906658404408121	1.140203302936593	0.1849229077701701	0.674772437070905	0.1414473092474014	0.1992423356190264	0.1558511531416228	0.2454092648915547
ec1265	0.1356243071925129	0	0.1536673121610103	0.140588615882188	0.1202967104888601	0.1566735267394367	0.1173530171914385	0.174903356444455	0.125230298179564	0.1710212456064803	0.1169619006096671	0.1570922662561073	0.1372121694252239	0.1724859315434866	0.1458758848150036	0.1542498066315847	0.2895629117574081	0.3356716503606182	1.255814342960207	0.493117435528381	0.1162859833366089	0.161902305605002	0.251465920320762	0.1210474352498101	0.4703788424533848	0.137708931817693	0.1297683541135186	0.1295837178676819	0.99736899964987	0.13414530095161	0.1629495194174082	0.1369842135158455	0.1274760583224381	0.1714417500111382	0.1442669166533294	1.152115890922057	0.1366803246912803	0.6923794572316674	0.1548472771915868	0.153359523377163	0.1720635775728821	0.1884835736868744
ec1314	0.18914354520081	0.1536673121610103	0	0.09075043106639019	0.08758461494417762	0.02348587569146139	0.1012866742067276	0.03661526932102619	0.130416489588409	0.03663360776221214	0.06905940787549554	0.05195168676155688	0.07048582302375525	0.03849179070430697	0.02493762365791269	0.03077591853907726	0.3375092844732492	0.344369336904896	1.267009779108341	0.5691086760601086	0.1429207488144328	0.06659098961114264	0.2643031752668799	0.07983055998408506	0.5352498810908177	0.03445080132254803	0.1094580577716376	0.05397131094351673	1.008345948405257	0.1094773398606029	0.04579394696773155	0.04412245002823188	0.05643563823975285	0.03147718089210257	0.03453866104202542	1.192663739611396	0.04197959684348383	0.7154330047886976	0.2143714134488288	0.04597580423312261	0.2329485258693366	0.1750151537347619
ec1346	0.1462574976142535	0.140588615882188	0.09075043106639019	0	0.06298871987452456	0.09364057533430944	0.06456596052454151	0.09829737085811548	0.06482467667019642	0.1037978881138179	0.08301272459475373	0.0875954947511083	0.07261726662368384	0.1030174138075403	0.09453166354228287	0.1043340353561109	0.2909722165699605	0.3463723752356463	1.242417034787518	0.5494171397267305	0.1040193155529984	0.1385819842554996	0.269173683786416	0.07695632386565074	0.4687831685685054	0.1144568909313156	0.1025229741487241	0.1289750383119271	0.9846192909509947	0.09863724377552038	0.1175946420657113	0.1100150559993986	0.08411318697886185	0.1042717663096742	0.08959877932902828	1.164661824177588	0.113038452504893	0.6901458761245884	0.1746881553484944	0.1263572884833235	0.1732496383419148	0.1548000121737435
ec1349	0.1356079639241489	0.1202967104888601	0.08758461494417762	0.06298871987452456	0	0.09418969028229206	0.06598312658842566	0.1084955673455592	0.09625486284861423	0.1097541825232071	0.05860408623932566	0.09086596403376081	0.0604082896933844	0.1106845465201746	0.09071414360558823	0.1012259114293273	0.291486470461261	0.3330114103125362	1.264481364378701	0.5325343391176601	0.1036420694204821	0.1386053815075313	0.252962290040198	0.07160954348842229	0.4974478252969273	0.10323848187046	0.08503697209974101	0.1183255879524213	1.001329448939632	0.08612229163711838	0.1128766686632837	0.09540999567504027	0.07173330621131223	0.1078103367180153	0.09006467149327017	1.171554029484758	0.09876151842736838	0.7018968937460017	0.1712073278132326	0.1141211985846327	0.1955424235893763	0.1728987317405922
ec1361	0.1957855387771442	0.1566735267394367	0.02348587569146139	0.09364057533430944	0.09418969028229206	0	0.1006925086664484	0.02865938607266998	0.1346690789589293	0.02364104549770436	0.08066515312122549	0.04763816549729488	0.06635477441272686	0.02315251852137746	0.02174451630650278	0.01997577850235184	0.3353350528481271	0.3478052479696395	1.271426092701887	0.5710966434620146	0.1414025535665429	0.06421664200785146	0.2664335816151472	0.09250041105110703	0.5365203743467603	0.03899235910569072	0.1077377178628906	0.05120185430333307	1.010941041632747	0.1123088984785614	0.04496356548909465	0.04292122339440393	0.05878465974208714	0.02391313040626968	0.03173662252413148	1.198050121520848	0.04318241758343832	0.7169856695972218	0.2124870370341357	0.03703255378639732	0.2360818643519861	0.1787298345230049
ec1362	0.1390634757482677	0.1173530171914385	0.1012866742067276	0.06456596052454151	0.06598312658842566	0.1006925086664484	0	0.1139020990862525	0.0599584050163806	0.1175274714345682	0.07448500181491795	0.1026974665874234	0.08835617260126526	0.1155076929071466	0.09234990285201386	0.1013937401232805	0.2544586028152083	0.3399159779714901	1.257541092460998	0.5402927364034841	0.04314425065763162	0.1115209013248744	0.260455794703333	0.05887102711094491	0.4602406794690825	0.08704762575830108	0.09830644042021158	0.09441955136120685	1.001001560659571	0.09538297050104828	0.1089659442511518	0.08657421398884456	0.07115318202038577	0.1168276909706621	0.09356030207142743	1.183303873621649	0.0885820166135408	0.7066608668613272	0.1246409529199183	0.1035993402179027	0.1464035643715783	0.149223747413213
ec1378	0.2109195518562423	0.174903356444455	0.03661526932102619	0.09829737085811548	0.1084955673455592	0.02865938607266998	0.1139020990862525	0	0.1439000717971316	0.01746571093327473	0.09770805553473369	0.04917373392465466	0.07312314853088489	0.0176632748224779	0.0340835414702672	0.04154928312024962	0.3465584396920923	0.3569724267549405	1.273953057374967	0.5744367561630985	0.1525441650678094	0.0803877675892454	0.2838448819731521	0.1086884412737987	0.5444870134306403	0.0578104490041229	0.1169454451912745	0.06892824899735828	1.01918670053122	0.1246316394214952	0.0522733210227933	0.05771239694415611	0.07226132713777547	0.03645392799135537	0.04425708156685221	1.202504266235578	0.06286377852194644	0.7367943098025151	0.2243648758266096	0.0583714542486642	0.244075134434885	0.1945597028665634
ec1393	0.145478245960826	0.125230298179564	0.130416489588409	0.06482467667019642	0.09625486284861423	0.1346690789589293	0.0599584050163806	0.1439000717971316	0	0.1496014766262747	0.1054002828608222	0.1343031456736203	0.1184909795976063	0.148567947733216	0.1242982645696618	0.130886876815167	0.2832224920922894	0.3574445717407326	1.250403638829598	0.5545004658124443	0.06899576762233463	0.1239404662010137	0.2788919412074698	0.09145011285618344	0.4569327393582097	0.121373731232613	0.1276521251332177	0.1158599615390813	0.9925889737287824	0.1140652112398414	0.1423295880443457	0.1190089107245796	0.1009333390372385	0.1492114582185248	0.1198116404221243	1.171544978554322	0.1223837845639994	0.6976551044374002	0.1435670769999467	0.1368832827193388	0.1606012656637802	0.1481102391686379
ec1396	0.2140026292663458	0.1710212456064803	0.03663360776221214	0.1037978881138179	0.1097541825232071	0.02364104549770436	0.1175274714345682	0.01746571093327473	0.1496014766262747	0	0.09806394249858758	0.04714379767130138	0.07052377586090453	0.009221844025844727	0.03403537816868139	0.03242945485760278	0.344706591940116	0.3543840581403629	1.274412777279113	0.5749995693243439	0.1535207554699745	0.07116961962323314	0.279764241856058	0.1086258071443534	0.54697199745239	0.05648910513508552	0.1176837989389102	0.06138322275582508	1.017350433129229	0.1263489969632328	0.05386211072027666	0.05733441383724729	0.07439621800935395	0.02535153087917293	0.04534217181791653	1.201708735328335	0.06058236521336069	0.7330215191473369	0.2251725269125052	0.0473692941659323	0.2442481044935776	0.1903638388051203
ec1400	0.1322023508970843	0.1169619006096671	0.06905940787549554	0.08301272459475373	0.05860408623932566	0.08066515312122549	0.07448500181491795	0.09770805553473369	0.1054002828608222	0.09806394249858758	0	0.07830043825275197	0.07071321876553346	0.09783442314019174	0.0731824592650317	0.08123079630499376	0.3102750430251731	0.3073323664753874	1.255400390043099	0.5436844851872241	0.116029530859245	0.1131744719367211	0.2279670995089452	0.05610640772021624	0.5124537373569946	0.07550245495856361	0.08314388107265418	0.09549662323368653	0.9939892622397152	0.06755654597732871	0.09104501907733972	0.07809829425430229	0.05317985467303453	0.09183308975439752	0.07812826070420623	1.171426436641699	0.07546757752001128	0.6937697570565045	0.1843234038112745	0.08966166079961946	0.2093137636398666	0.1551029004417096
ec1409	0.1905933301558997	0.1570922662561073	0.05195168676155688	0.0875954947511083	0.09086596403376081	0.04763816549729488	0.1026974665874234	0.04917373392465466	0.1343031456736203	0.04714379767130138	0.07830043825275197	0	0.06158121377901874	0.0470795512840121	0.05658913331982211	0.06381188283231129	0.3235266859613972	0.3401677022644819	1.264373733779105	0.5615601703658557	0.1431001323022526	0.1064524055069513	0.2638330979124048	0.09142472382449796	0.5382054347583034	0.07479030137227168	0.103415276272454	0.08834340248085665	1.004694478658738	0.1087694292580814	0.07232235077101239	0.07199052191458187	0.0611367722197526	0.05894888305487009	0.0534830365938057	1.186507539177353	0.07287626036249578	0.7168436546960781	0.2148201141212364	0.08043617242062327	0.2376756417885276	0.1807981038172491
