	ec1249	ec1257	ec1262	ec1265	ec1298	ec1301	ec1309	ec1314	ec1317	ec1330	ec1346	ec1349	ec1356	ec1361	ec1362	ec1368	ec1377	ec1378	ec1380	ec1390	ec1392	ec1393	ec1396	ec1400	ec1408	ec1409	ec1411	ec1420	ec1422	ec1424	ec1425	ec1427	ec1435	ec1437	eti111	eti114	eti121	eti125
ec1392	0.16484459667527032	0.044943170945431384	0.4168635597689192	0.1307024854245317	0.33691826761534943	0.27126417627825183	0.3202488060833033	0.043569374270982036	0.3879301295192645	0.23988254780835955	0.11578997501305115	0.08847508903466039	0.22678689539837255	0.04461245821036448	0.06354845022860403	0.23264321756396655	0.17256420997505342	0.06204819594013798	0.0454277317857317	0.06167274029687199	0.0	0.10211421937795055	0.05130260234430144	0.07355119778599373	0.05616392753481913	0.06287619113733955	0.06652134520321372	0.059091102049690605	0.05262675009033649	0.03644714080492221	0.03964022393211576	0.2934425477293998	0.36130326215992314	0.29937171162779463	0.05338826103702292	0.06310850840341534	0.3439628369293012	0.06600195982323392
ec1393	0.13674063133745476	0.12364748806975079	0.38641862808807576	0.13199782150595601	0.28528026928727085	0.2599433209087097	0.32076842098164204	0.12340111191781036	0.3401073046251142	0.22535038217452866	0.07202737075661841	0.0899427210539809	0.24042463919123525	0.12425852344452792	0.06590705001831901	0.1972071249680793	0.1244551307594207	0.13722573269626823	0.11231768454669494	0.14160235609336108	0.10211421937795055	0.0	0.13630517266157854	0.09809557946832125	0.13333992431241784	0.13032129430595144	0.11434990329016431	0.13870609365697972	0.13127273511734577	0.11736360383682404	0.12206070525593794	0.2813918925304352	0.3477137458329915	0.27296475706752577	0.08909315153497618	0.14234604427659872	0.3506646107851431	0.14577122713847002
ec1396	0.1886082239809822	0.07828173040327066	0.43855133567045773	0.17044302730178604	0.3694808689953112	0.2997716591470099	0.35721679717451754	0.03817383799329224	0.41447204905976087	0.25537815579768675	0.10814879410611176	0.09698534536337494	0.2431090151807243	0.020786687402454315	0.09878991915720678	0.2693435357882775	0.21224241680611955	0.013208785244306945	0.03086781844393039	0.02994602059114005	0.05130260234430144	0.13630517266157854	0.0	0.08960854540197835	0.03378199479021554	0.03739010650051321	0.05875093571954511	0.01267194614532265	0.01823689173915222	0.02493274624439903	0.03520750349548109	0.3224260106356298	0.37451983759676416	0.29947940097551945	0.07377829257203117	0.02257479420097253	0.34854456615377005	0.025089927256346206
ec1400	0.12007851870919417	0.07013493428654843	0.38343512827716797	0.12902705173597637	0.3304011298416081	0.23095232928960568	0.2929677420530461	0.0636779524677967	0.3853922197210855	0.21365088907153196	0.08939158898098135	0.05353592109186474	0.187340504928915	0.07499570043093014	0.06367214479792184	0.20700377760527738	0.17662040631602316	0.09069984427197414	0.07145924787726902	0.09064987932688656	0.07355119778599373	0.09809557946832125	0.08960854540197835	0.0	0.07624151398222803	0.0780720608968095	0.06864674557841854	0.09158726955740547	0.07962549595182133	0.07479603443514043	0.07968063066173194	0.298979417282162	0.34021743722618136	0.27002315825249223	0.05207356051180693	0.0936871905202439	0.3016022923160726	0.09641143579100309
ec1408	0.18063704257168753	0.06374151062562251	0.4283918519618837	0.16883875204462293	0.3706507684441154	0.29203353179257324	0.3473643991967955	0.02975789489625812	0.41455599274083765	0.2519840863045993	0.10609214614980902	0.08626740310160129	0.22660452730998096	0.03202414249910492	0.09202151282391674	0.2594150044468052	0.21242086859723824	0.03630540282042562	0.031946715973297825	0.034316795998353605	0.05616392753481913	0.13333992431241784	0.03378199479021554	0.07624151398222803	0.0	0.03797519743965037	0.06664964709361672	0.03425649058831761	0.028895273763357546	0.041910009591792155	0.04752450040796155	0.32800689594580734	0.37268820463030605	0.29648247244198445	0.07038851788859507	0.0379441489738156	0.3331646424041226	0.04064666657578875
ec1409	0.1751834203554643	0.07265393507686113	0.43138342086090953	0.1689813573162352	0.36523045368260243	0.2845419136840348	0.3495590571790028	0.04301647900647054	0.411733629738514	0.25010211258740334	0.1004307592871533	0.08425598719386362	0.23042089442159375	0.03748906586447121	0.09217260707632755	0.2615126500688547	0.2114839941807653	0.04152235086183376	0.0416488391450731	0.04957078272719629	0.06287619113733955	0.13032129430595144	0.03739010650051321	0.0780720608968095	0.03797519743965037	0.0	0.059270612493767506	0.03783550769139388	0.03490549333832856	0.05250387200591651	0.05794408209734779	0.3150069780115111	0.3701697870844603	0.2939543544058911	0.06852824808465723	0.04325375659193334	0.3367400217938079	0.04733182400570189
ec1411	0.14429753142206936	0.09048868092090953	0.418492625670694	0.1321755309025376	0.32265374653674744	0.26416108164937524	0.31860458966367494	0.06305832751858371	0.3984497117839887	0.2385900035683655	0.08732579925111628	0.061286576432528786	0.23671814976313332	0.054642466029468886	0.08163333966117729	0.22006137285512292	0.16207887922818923	0.06550885905902686	0.04915873657292101	0.07382611856829335	0.06652134520321372	0.11434990329016431	0.05875093571954511	0.06864674557841854	0.06664964709361672	0.059270612493767506	0.0	0.06608581672017735	0.05601136086463414	0.06301206215943007	0.07073215726586002	0.30317767260325523	0.3556638669937767	0.26488549666353967	0.05234766884970861	0.07031826093429522	0.34348133182772744	0.07610827038759928
ec1420	0.19074449578648126	0.07740908576059768	0.4394437941906647	0.1766291069366517	0.3723794356107997	0.3013664900644393	0.3593803370440805	0.041241185188509	0.41770739345386426	0.25728270765794203	0.11094699315994111	0.09763173686493715	0.24403490913453157	0.023847052925572973	0.10048290620700973	0.2708720523751959	0.21971297428986103	0.016939462938098324	0.03417635012255009	0.021629363182589335	0.059091102049690605	0.13870609365697972	0.01267194614532265	0.09158726955740547	0.03425649058831761	0.03783550769139388	0.06608581672017735	0.0	0.01902774576552989	0.02809968070775847	0.03262551783714297	0.3302424765143145	0.37814171104416516	0.3028409844507334	0.07582218377323825	0.013423408415867292	0.34862945951357316	0.017202555025987793
ec1422	0.17907370362647232	0.07311830289740803	0.4334964281686145	0.16916380751774468	0.363329507392263	0.29252690214750965	0.34963872898541376	0.03362819986178634	0.4112003299167678	0.24592836738151075	0.10472421169510006	0.08910248861881556	0.23766859502798243	0.018849180924756865	0.0939985668295211	0.26246464814588205	0.2103696641266041	0.021711560001039305	0.026336297069582806	0.029476396911968208	0.05262675009033649	0.13127273511734577	0.01823689173915222	0.07962549595182133	0.028895273763357546	0.03490549333832856	0.05601136086463414	0.01902774576552989	0.0	0.024884275338282087	0.03659230588273033	0.32415622994739635	0.36650798009896995	0.2921724710194272	0.06303154423432507	0.02039178412174167	0.34335550981956925	0.028624912816524038
ec1424	0.1742145564857396	0.05944482664053546	0.4279963214571175	0.15347855580021458	0.35128271708324654	0.2804874862768568	0.3370602044825125	0.031059436849205507	0.39991808834049264	0.24296137061312242	0.11104371111265035	0.0883488212722005	0.2325084823575997	0.020453754279978413	0.07988290464550475	0.2500815679098249	0.19782071645750526	0.031116339136421683	0.030889844269792615	0.032730946496220915	0.03644714080492221	0.11736360383682404	0.02493274624439903	0.07479603443514043	0.041910009591792155	0.05250387200591651	0.06301206215943007	0.02809968070775847	0.024884275338282087	0.0	0.02275953251233504	0.3130353170862207	0.3640933418825954	0.2962797609730913	0.0546785888677675	0.03225241842431453	0.34491002634730583	0.0349818643804395
ec1425	0.1761510851240383	0.06227691558438475	0.43096951615585494	0.15667009843992608	0.3534066061181981	0.28948251256444285	0.34192367831224013	0.03788495576594065	0.4042439705415134	0.251606017654153	0.1166816408695486	0.09399238523908171	0.23716954317164302	0.028463503657592905	0.08843603507400427	0.2523089225896486	0.1996051440791759	0.043027280409007974	0.04192446678947662	0.036139987612315586	0.03964022393211576	0.12206070525593794	0.03520750349548109	0.07968063066173194	0.04752450040796155	0.05794408209734779	0.07073215726586002	0.03262551783714297	0.03659230588273033	0.02275953251233504	0.0	0.31684913272978743	0.376137741601554	0.29979456919986847	0.06194080247887375	0.03659441878524396	0.34788175485614325	0.03948168431626802
ec1427	0.24164281780348706	0.3243624072038545	0.18947355075778913	0.2793228575989851	0.3421523605611211	0.239825955059804	0.3114589671896738	0.3224558544684686	0.14072324343914286	0.1405373863519277	0.2630028299352779	0.279152031430571	0.29588504265238297	0.3179408313013141	0.2556914778979346	0.30312432175301857	0.27019218637444953	0.328385380758545	0.3046923801072816	0.33597451586372157	0.2934425477293998	0.2813918925304352	0.3224260106356298	0.298979417282162	0.32800689594580734	0.3150069780115111	0.30317767260325523	0.3302424765143145	0.32415622994739635	0.3130353170862207	0.31684913272978743	0.0	0.17841291566831396	0.11108373301998155	0.2885644000424627	0.3342712084486196	0.30082357548836475	0.33819684248539883
ec1435	0.2909254207577209	0.3723906516589991	0.209552074852289	0.34058125309828347	0.40605900540056594	0.28508072095281106	0.369985959160306	0.3684431551082268	0.1893935797951687	0.1324392750275845	0.3295123468152481	0.3329557949684103	0.3347564772477599	0.36700641261492717	0.3282711156164125	0.3678939018084465	0.3454475989106654	0.3769667801104303	0.358182736986254	0.37942783435362193	0.36130326215992314	0.3477137458329915	0.37451983759676416	0.34021743722618136	0.37268820463030605	0.3701697870844603	0.3556638669937767	0.37814171104416516	0.36650798009896995	0.3640933418825954	0.376137741601554	0.17841291566831396	0.0	0.20563847226823767	0.3416112303523995	0.3797870327020006	0.2728146915163159	0.3806399657649091
ec1437	0.2012122268923812	0.3158457087341973	0.22664468512717367	0.2684698274113558	0.2893789552625516	0.21373088427248269	0.2650257073772039	0.2961007785706999	0.19832242717763815	0.11804902884117949	0.23845007539644153	0.24535506640340238	0.2792298153301698	0.2924166436788216	0.25078063420679997	0.2477200126668936	0.24736510056253908	0.29739409488276725	0.27770546611856506	0.30806860606481445	0.29937171162779463	0.27296475706752577	0.29947940097551945	0.27002315825249223	0.29648247244198445	0.2939543544058911	0.26488549666353967	0.3028409844507334	0.2921724710194272	0.2962797609730913	0.29979456919986847	0.11108373301998155	0.20563847226823767	0.0	0.2666938402244007	0.30725227760576	0.315557844498111	0.3097146274440302
eti111	0.14329605445000734	0.07170931580121227	0.40233763938897854	0.1385245999037753	0.32222205353928857	0.25599745109354516	0.3201403386274849	0.06315077480402301	0.37324025335092237	0.2202833358281261	0.09145298166430393	0.06071549648391422	0.2208075171945238	0.061342193009299203	0.052645703322689766	0.21948807410899968	0.1653788439319125	0.07279519981613203	0.049134262736266504	0.07964230783774753	0.05338826103702292	0.08909315153497618	0.07377829257203117	0.05207356051180693	0.07038851788859507	0.06852824808465723	0.05234766884970861	0.07582218377323825	0.06303154423432507	0.0546785888677675	0.06194080247887375	0.2885644000424627	0.3416112303523995	0.2666938402244007	0.0	0.07474468614527754	0.3295669685923809	0.08212234504986174
eti114	0.19306563388812614	0.0781760490695401	0.4445184357772284	0.17864621012458057	0.37502474742421804	0.3029256402788272	0.3604711916177076	0.045779083735764975	0.42190196380084877	0.2586872937778225	0.1168985827478077	0.10184481582391566	0.24435505991000928	0.029017915813738127	0.10488578451221911	0.27327444322247146	0.2219741283939836	0.027648486346017243	0.03925472978052312	0.01846543903086284	0.06310850840341534	0.14234604427659872	0.02257479420097253	0.0936871905202439	0.0379441489738156	0.04325375659193334	0.07031826093429522	0.013423408415867292	0.02039178412174167	0.03225241842431453	0.03659441878524396	0.3342712084486196	0.3797870327020006	0.30725227760576	0.07474468614527754	0.0	0.3475037532909454	0.01588176330163362
eti121	0.3054929113471477	0.3352153046712095	0.29201970864596855	0.33212588967550793	0.42593605785912547	0.20884476918012848	0.33117666479484364	0.3362430670881511	0.34954601005512553	0.29342168629359316	0.333019248362992	0.32264652702439545	0.19752530136322452	0.34096837773389715	0.3365539899079928	0.3637961976423536	0.3625716925513205	0.3510217136261457	0.34369746662699396	0.34427991012949666	0.3439628369293012	0.3506646107851431	0.34854456615377005	0.3016022923160726	0.3331646424041226	0.3367400217938079	0.34348133182772744	0.34862945951357316	0.34335550981956925	0.34491002634730583	0.34788175485614325	0.30082357548836475	0.2728146915163159	0.315557844498111	0.3295669685923809	0.3475037532909454	0.0	0.34677111310827957
eti125	0.19525172938363491	0.08030867188974977	0.4469643476386431	0.18309646365517185	0.37894385650276646	0.30717045941283566	0.3663329079702694	0.04662359917704424	0.42365818696847335	0.26038723573290534	0.11814937835382655	0.10598295359982342	0.24329286874086953	0.03293065307593321	0.10772477010745486	0.2772696285294597	0.2264298987549429	0.02949239816725872	0.0423609085699095	0.012363208042477591	0.06600195982323392	0.14577122713847002	0.025089927256346206	0.09641143579100309	0.04064666657578875	0.04733182400570189	0.07610827038759928	0.017202555025987793	0.028624912816524038	0.0349818643804395	0.03948168431626802	0.33819684248539883	0.3806399657649091	0.3097146274440302	0.08212234504986174	0.01588176330163362	0.34677111310827957	0.0
