	ec1306	ec1322	ec1341	ec1350	ec1353	ec1354	ec1357	ec1367	ec1369	ec1382	ec1384	ec1386	ec1398	ec1401	ec1403	ec1404	ec1412	ec1417	ec1419	ec1430	ec1433	ec1441	ec1449	ec1450	ec1460	ec1468	ec1490	ec1492	ec1497	ec1498	ec1500	ec1505	ec1508	ec1514	ec1524	ec1526	ec1530	eti122	eti124	eti126	eti149	eti153	eti154	eti156	eti161	eti165	eti166	eti167
ec1433	0.4613327528625178	0.5011885272673952	0.5668573667624761	0.5836353987200021	0.4328518206059501	0.4193230027209081	0.4971648682833588	0.5529080579187526	0.546866445409395	0.4508761194326538	0.5298067856754105	0.3879823704749161	0.395708799412674	0.4543148890764231	0.5517984634333656	0.3580285218353311	0.4677501103688417	0.5186762724353452	0.5617123101351386	0.5441307219605745	0	0.7609231344502223	0.7738254641402261	0.5017583137451038	0.6108231189107058	0.5284499899031568	0.6094543455709595	0.5344446937338898	0.4989568830873218	0.5678761999641013	0.5451703186361573	0.5549827308599263	0.524210920999542	0.5595790616683763	0.562050918179239	0.4290784644220385	0.6588346939551772	0.5477534682778648	0.5380016370935581	0.5730213213597865	0.5336510838807211	0.6069427884829355	0.5175292180733707	0.5984704005593431	0.5987340543612611	0.66530399700439	0.4664331682937794	0.4748732127239317
ec1441	0.7935725406302362	0.8535088515530831	0.8367892202202238	0.824509863578149	0.7204964430726054	0.7368106214780946	0.8705235426986024	0.8533436553926853	0.8623693433242543	0.8271251337075037	0.8657122217732761	0.8084098868752635	0.8206865101577367	0.737144972507017	0.8621354759884328	0.7985304272918246	0.820554285050126	0.7675607361968793	0.8560100053721629	0.8688482894004703	0.7609231344502223	0	0.6858874974122215	0.8439308926713246	0.5553177252905908	0.8755836464390795	0.8365697216894243	0.8684002603927236	0.7904166454895665	0.6398979342302283	0.8660772442295702	0.8632191288058729	0.7676059347773324	0.8756492801800676	0.8759032962235688	0.8088573231308314	0.6589692585139378	0.8491032076620439	0.8633590167105597	0.8613772343415355	0.6992728389171809	0.8377641407770148	0.8296805541719189	0.7263687594645	0.8345419983714003	0.8305524049787277	0.7666634830877976	0.8021580149439538
ec1449	0.7906906732892994	0.8110066862911615	0.7960279868227141	0.7849560840425723	0.7474795740135464	0.7388709934934554	0.8315029209654957	0.8176291948296904	0.8202548855947359	0.7846314562182827	0.8254938380085233	0.8223642555486801	0.8215814707358561	0.7600147055933256	0.8198828563301153	0.809159849028839	0.7711649439428282	0.7384535869854845	0.8178772756699173	0.8295491600645944	0.7738254641402261	0.6858874974122215	0	0.8646040058777507	0.6543644751117837	0.8394690642190875	0.7923789528294224	0.8317370804633343	0.8070443945753635	0.6881188166554513	0.8281468754630709	0.8182294896784114	0.7154793734797804	0.8395716579929395	0.8382966869166729	0.8201497194266137	0.6963788149080686	0.8106491328889156	0.8228711733421389	0.8176682887859382	0.6661469179094374	0.7923497661157268	0.786131990252967	0.705246979926952	0.780482303125422	0.7332187758676753	0.7253551739622803	0.8107730695214135
ec1450	0.4608304427368619	0.6069646230931397	0.5927679463963023	0.6188630898643271	0.5496112792148895	0.5621712777451218	0.5085910997111803	0.5757577102315542	0.5532711117659986	0.6065442265310516	0.5353265194881921	0.3499595803288537	0.2948796669376047	0.6022166373576446	0.5499781198641818	0.3906981871925314	0.6260360794998716	0.7036202873216535	0.5659881925308725	0.5292971047399673	0.5017583137451038	0.8439308926713246	0.8646040058777507	0	0.7571758723759568	0.4949806829269802	0.6212642191825041	0.5118290946317169	0.4849262003355412	0.7135341404403684	0.5223855544159779	0.534911782042329	0.7143472794029424	0.5397791240914347	0.5398219881523141	0.4527928224954122	0.7885581503163153	0.5860986687923002	0.5504573829750961	0.602079911216638	0.6818327874394208	0.6515004625389993	0.6310622366533675	0.7486367852767699	0.6081710478877914	0.6890441086171433	0.5735543986451963	0.3753666051537598
ec1460	0.6763470649304643	0.6905295814714966	0.6975927755039742	0.6639576968747248	0.5977211361715642	0.5712619968935365	0.7119708380571077	0.6986720313182824	0.7249357659459902	0.6481902674605499	0.720719095203022	0.700433644361747	0.6943328955609503	0.6175267155220324	0.7288154171634798	0.6730338576829776	0.6565286575688544	0.5946165632706537	0.7165218260596649	0.7264939524649091	0.6108231189107058	0.5553177252905908	0.6543644751117837	0.7571758723759568	0	0.7175893219286991	0.6734554149721965	0.7042615784935796	0.7108946998257556	0.5328937123858584	0.7076555120551615	0.7311377416534534	0.6083036882739042	0.7290844733590789	0.7296175354120633	0.7222555480268454	0.560746094191973	0.6728173341914823	0.7037684660937721	0.7219110397136933	0.6016252453982012	0.6666020087086254	0.6767326532887218	0.5950401075128348	0.7051795739879912	0.6905631289556153	0.6414580798041535	0.6927187986180653
ec1468	0.5159512100184623	0.3149369679154013	0.4506059963066801	0.3659320357271792	0.5905329854130031	0.6071360424490896	0.1286491228121988	0.2909852389544622	0.21479473244476	0.3750937380109776	0.1665503591671793	0.4292379929060756	0.3566717916516587	0.6596305871129097	0.2212801626329733	0.391984210784059	0.3884184235517168	0.6170959093126147	0.2619598539810825	0.1868095343461036	0.5284499899031568	0.8755836464390795	0.8394690642190875	0.4949806829269802	0.7175893219286991	0	0.333955551058755	0.05965195648898924	0.5723936465512325	0.7257800806719219	0.1012541860955144	0.2217290574706622	0.5357926057288415	0.1539462304340236	0.147958143106007	0.4965360605474568	0.756101554424891	0.3052444290014575	0.2187267738429714	0.3054409152880493	0.7108208947110582	0.4141952084987741	0.3585107035600745	0.7104952881570399	0.3668610227455676	0.4802687590346105	0.6342954507458514	0.4363428262834453
ec1490	0.5157948286842835	0.4102606154995136	0.4621574018636854	0.4066865520824233	0.5804319841303992	0.6389731391707222	0.3408863570856546	0.3766264940121525	0.3540157157666718	0.4819426040700537	0.4049066458458325	0.5030777343439017	0.4535345060742257	0.6544590802768548	0.3623499142982154	0.5031512065668615	0.4695425299512593	0.6605899059286001	0.3792178998171753	0.34067377870488	0.6094543455709595	0.8365697216894243	0.7923789528294224	0.6212642191825041	0.6734554149721965	0.333955551058755	0	0.3458210918144667	0.5724364509933829	0.7095220496101745	0.3624509634080978	0.3654517103131583	0.5386734675117547	0.3249987342985323	0.3121635407675203	0.5579720532411593	0.7287894617196181	0.3904559443962761	0.3753704063237236	0.4008711354608843	0.6829985683965565	0.4778458036648701	0.4380987252693329	0.6724517386114136	0.4583553747083505	0.4625614352791847	0.6258145551710097	0.448663861048932
ec1492	0.5198964230905898	0.3287871353461553	0.459232130950832	0.3741379677046828	0.5742405253877848	0.6087141563017625	0.1521994422280749	0.301849563814451	0.2373254289248783	0.3842719939257639	0.1918251313064626	0.4442976387279086	0.3702810281430891	0.6455006086403322	0.245061282765136	0.3680823683285878	0.4012950023252858	0.60198136475833	0.2797928288158738	0.2107992298463344	0.5344446937338898	0.8684002603927236	0.8317370804633343	0.5118290946317169	0.7042615784935796	0.05965195648898924	0.3458210918144667	0	0.5766505140273985	0.7115634126755506	0.08920844773151204	0.2460427144379142	0.5452213241855391	0.1902284110910458	0.1811647483995574	0.5035778549324268	0.7422376650525585	0.3209219295752167	0.2336136193444002	0.3186358484457522	0.6997649268286105	0.4286663024614387	0.3308949968999302	0.7024788136920129	0.3417842528176683	0.459581894439207	0.6378660563887968	0.4427101231392213
ec1497	0.4674777630711998	0.5799550239863251	0.5723000195337813	0.5717555231984927	0.5101057527557339	0.5851284729392109	0.549149179503211	0.5996580866826151	0.4985655375890171	0.6227733603178499	0.544413037734378	0.398285004958941	0.3568862133693986	0.552533395995133	0.4968541897804283	0.3360345627930704	0.5665800372664687	0.6177186529471974	0.5041255552746112	0.5215563468737434	0.4989568830873218	0.7904166454895665	0.8070443945753635	0.4849262003355412	0.7108946998257556	0.5723936465512325	0.5724364509933829	0.5766505140273985	0	0.6666957145989117	0.5773187076166733	0.4946971748680467	0.6778486917216876	0.5710501848992792	0.5612213882132501	0.1988762101871434	0.7411818024055896	0.6278512386488484	0.5639175647431613	0.5482943589425364	0.6108548515077288	0.6436205526767407	0.5714105361221822	0.6803477681849881	0.5709193765689575	0.6539380162024343	0.5172925544897914	0.3355012620649888
ec1498	0.6011817672464858	0.7002640541241779	0.6969711168078022	0.6361585065913495	0.5671144990924938	0.5287479129445295	0.7170976969734562	0.6937980210836588	0.7124794475592031	0.6599477584568672	0.7110177602741384	0.6583251952029862	0.6574536714255136	0.5850960784147609	0.711542950327039	0.6213877390590993	0.656091533442979	0.5917128353279404	0.6989125637673633	0.7235694775254868	0.5678761999641013	0.6398979342302283	0.6881188166554513	0.7135341404403684	0.5328937123858584	0.7257800806719219	0.7095220496101745	0.7115634126755506	0.6666957145989117	0	0.7056048053677514	0.7173114628313602	0.5947073582721616	0.7393249470780073	0.7416115854931001	0.6649478804687147	0.4624431764639904	0.6835186361238982	0.7070388220883653	0.7230282935315892	0.466746974127198	0.6631425899150893	0.6582401086875805	0.482634759707537	0.6342256048165639	0.7291602127197697	0.5858157112026151	0.612935575496621
ec1500	0.5295611025776009	0.3468404818909671	0.4715418452609886	0.3901040280686834	0.5879112790122246	0.6133298341932008	0.1764349518648873	0.3179745361127887	0.2607654158237918	0.3911618006637251	0.214827070892916	0.4555288208693067	0.3911837699023856	0.6595147835001505	0.2699777529096213	0.3900422942518492	0.4189522845902398	0.6151255084740407	0.2954306356684252	0.2332803272473999	0.5451703186361573	0.8660772442295702	0.8281468754630709	0.5223855544159779	0.7076555120551615	0.1012541860955144	0.3624509634080978	0.08920844773151204	0.5773187076166733	0.7056048053677514	0	0.2647797692183942	0.5560787626827919	0.2202413705395778	0.2169338906395517	0.5143174277212029	0.7389182959584277	0.3376691173577909	0.2556413848746839	0.3319320337394767	0.7088929352042908	0.4433957376944364	0.3631708855039328	0.6898912715247908	0.3694966749339175	0.4783900662395024	0.6413260227016584	0.4354137049170456
