	ec1441	ec1442	ec1444	ec1445	ec1446	ec1449	ec1450	ec1452	ec1453	ec1454	ec1455	ec1457	ec1460	ec1461	ec1462	ec1463	ec1468	ec1469	ec1470	ec1471	ec1479	ec1489	ec1490	ec1492	ec1493	ec1495	ec1497	ec1498	ec1499	ec1500	ec1501	ec1502	ec1503	ec1505	ec1507	ec1508	ec1509	ec1510	ec1511	ec1513	ec1514	ec1515	ec1516	ec1517	ec1518	ec1521	ec1524	ec1525	ec1526	ec1529	ec1533	ec1534	eti145	eti146	eti147	eti149	eti151	eti152	eti153	eti154	eti156	eti160	eti161	eti162	eti164	eti165	eti166	eti167
ec1441	0.0	0.8389273608897959	0.770743947931027	0.8209998549263359	0.6437862823387295	0.7154915357524526	0.8155911250954639	0.7980854141783826	0.8438349455338391	0.8641007760744017	0.8642220981574529	0.7669547399895441	0.5835986157006209	0.7260169553108997	0.799913933130466	0.8479371319572556	0.866248809628836	0.7915441581300122	0.7699509452710724	0.8534918266041244	0.886760437861792	0.8142143740920614	0.8046805188291265	0.8664683161802689	0.7610014438291277	0.8426373501963171	0.7845579845447714	0.608799708779512	0.7670672047165363	0.8368440290435042	0.7542073760691311	0.7832357354520099	0.7827873525888541	0.8527181462471511	0.8307935565941323	0.7022876273117048	0.8471673720531869	0.722905483284988	0.7362880112519965	0.8522802564416679	0.8667606992294431	0.8492737118546547	0.6979048342569935	0.8608794599942418	0.7527975924976216	0.8331566858124396	0.8663810591119937	0.80295425044745	0.7926882888047978	0.8056657132543665	0.7953098487803915	0.8419745062202272	0.8608863223737874	0.8604322573081051	0.8522181840048363	0.6286893734645556	0.6557913944365498	0.7321481487567929	0.8358118321190037	0.8342804862404702	0.7155989988138238	0.7819354711328897	0.7556692788096583	0.7862185109286138	0.789775831324684	0.7853232681926933	0.6919885524253944	0.8102734935613737
ec1442	0.8389273608897959	0.0	0.7655485889410775	0.16628832127340268	0.6236555981235254	0.8696719578602581	0.15363166256873081	0.6812961042893753	0.6155454204383886	0.5965122796503416	0.5742603350013055	0.6756308190146709	0.7697154422361526	0.6299371894494525	0.33820864495540764	0.5805730572747645	0.5535103139503382	0.653375153826728	0.4921050930053591	0.49658917787726714	0.48612028521479195	0.42082241668963094	0.6808102407078549	0.5566989264759736	0.5389295827873827	0.5668525939527099	0.33242189009542333	0.7407969997781104	0.7890469773546382	0.6186496887134532	0.7663813955587527	0.7006969023458449	0.6864475862920815	0.5311118730508596	0.548035074908914	0.7126116188762188	0.5667400895669897	0.7088440915828474	0.7748883856739038	0.5451319820722068	0.5267383785050052	0.584755947119241	0.522138196947978	0.5737920809071998	0.5596888736753003	0.5898331116461757	0.533733086096108	0.34610238090232537	0.4247318931315244	0.28326206516822	0.7016828528556172	0.61507129670295	0.5430732500099288	0.5494729669407546	0.5442922536451291	0.7034164737304474	0.7167394053923566	0.8182631043481914	0.7337911335415985	0.5932643320757625	0.7801640809607383	0.459017577654568	0.6997204165291029	0.5281045167828184	0.677142333619049	0.6927328037699139	0.5988184532585922	0.35072754487259894
ec1444	0.770743947931027	0.7655485889410775	0.0	0.7008516414382061	0.6103653257710083	0.6899528724214703	0.7230543540230208	0.552293771835831	0.6074584714738761	0.6388901953184006	0.6784784193772129	0.5782651214652944	0.6500104703519849	0.5671397907885041	0.6720640344040892	0.6544562201692854	0.6333847643303381	0.5594058077364948	0.5900510839013199	0.7089481319333647	0.7451705605075875	0.6462533039554559	0.6370819649404295	0.63122513998832	0.6292139863846453	0.6456723375403594	0.6619394430234374	0.6403571835100575	0.5744505666021298	0.6231535976533009	0.5873328093573328	0.49787860460406685	0.5570111532204615	0.6539897609834675	0.6219712814031118	0.5998344846071921	0.6360352012047003	0.5971725044409409	0.6033372443675912	0.6384910500373914	0.6627156928181545	0.5967479352831786	0.6227674086323272	0.6260721269583335	0.6403650503179124	0.6617065681553187	0.6747915621722016	0.6660597953687399	0.6700961155627945	0.6447746948883012	0.49622929527218224	0.6746388343198352	0.6471340148406938	0.6429072940827004	0.6393997412471233	0.6106427831138023	0.628992389442255	0.5940448924326324	0.6400080445795351	0.615443607945757	0.5589378135851978	0.6276326712889646	0.547921599432937	0.6168815159877786	0.5856447471795342	0.5672410507657349	0.5856628303427784	0.6621711217838908
ec1445	0.8209998549263359	0.16628832127340268	0.7008516414382061	0.0	0.5568188033222227	0.8346561660373096	0.20519604592921456	0.5805640406915846	0.49403167599463743	0.468982770721959	0.450812597842657	0.5753099250675535	0.7149797475937262	0.551270230644199	0.19596581781706512	0.44800567426189924	0.4208872019983298	0.5438181730676951	0.38870250046238747	0.5099241488070544	0.5043659517223292	0.305302302835677	0.5799246112401887	0.4215915848816832	0.43982892341150026	0.44610463679093637	0.1992698112083201	0.6851704468626933	0.7256117342851339	0.49811710566920375	0.6925420582051708	0.6233014309308444	0.5884034470558698	0.3829113961680601	0.42898218505055224	0.6408337386255065	0.4298005475953164	0.6488122603560658	0.7184891005043831	0.4013628113443143	0.3771555830182632	0.4612120583554081	0.4324487599778596	0.4517814694879753	0.4650501345145674	0.4631929975357684	0.40599120973697267	0.20555620492663876	0.3042466863922162	0.14002728538547893	0.6073943841823439	0.5136765380107571	0.3986533802008104	0.4121765288402906	0.4002576717323668	0.6462276606258985	0.6570889628011862	0.7618939642360388	0.6556819580484694	0.4647082512386925	0.7127048149547108	0.35101244627305206	0.6048116847637913	0.433982400320996	0.5750973965512544	0.5956155134774739	0.5182007531742533	0.22122662822824657
ec1446	0.6437862823387295	0.6236555981235254	0.6103653257710083	0.5568188033222227	0.0	0.7283680490293112	0.576533398283677	0.5048674119659129	0.6231897914108842	0.6495873120634416	0.6843104481168686	0.5199757561777592	0.5198459084185126	0.4695263320236126	0.5780059545344908	0.6285141971595036	0.6427050032731215	0.5739268837951	0.5449033738735282	0.6708597885731257	0.7315121456710758	0.5608824960833052	0.6479650730872871	0.6440319600919708	0.5549004030306333	0.6322873460048618	0.5295762572413536	0.3738184137211088	0.6164384951995805	0.5808318724756254	0.5534233710983029	0.5626222161067139	0.5618691239483928	0.6462140508535198	0.5996072421313381	0.5465492069603735	0.6373849559768339	0.5466659861262257	0.5436607390861968	0.6462945922373285	0.6801018513785594	0.6284139865485963	0.43847832260823355	0.6337688054319178	0.5459753778484979	0.6255214912070642	0.6824721650570147	0.584859232819486	0.572488102662787	0.5314167115884991	0.5525711285618862	0.6628088453700746	0.6684562913124263	0.6828161545785143	0.6459612516317952	0.41281877669453115	0.4842773901192637	0.6520031683482598	0.6998917306859908	0.6495893289761169	0.4388090574059975	0.5004366570591291	0.5616232378135689	0.5737088858789071	0.5719116030373331	0.5603282635139422	0.3556201556517154	0.5545796066354758
ec1449	0.7154915357524526	0.8696719578602581	0.6899528724214703	0.8346561660373096	0.7283680490293112	0.0	0.8442418896855977	0.765635062020645	0.7982139578538968	0.829309368313462	0.8293555019372162	0.7361443519762856	0.6449510366051407	0.748211031094425	0.8221773924681178	0.8183138090045261	0.8326343439858038	0.7343852675294992	0.7865210169961702	0.8395797560876636	0.8740603423415295	0.8236973461276379	0.747061935191647	0.8319562535300734	0.7900799065575234	0.816232211001305	0.8133949142327174	0.692975838079265	0.680161992757024	0.8031354627893935	0.7004898108428097	0.7515808370254343	0.7530663617334418	0.8156005575024187	0.8045085149516932	0.7073858635541205	0.8066960238450748	0.7277084920079319	0.7183192848124723	0.8180469671344573	0.8291649910645219	0.8135676542795195	0.7736335661309183	0.8299549819641122	0.7820602614955788	0.8113353788993415	0.8321538665297091	0.8216767799877407	0.8157294853361481	0.8116449418738454	0.7380120065864697	0.7867153758075616	0.825172081688352	0.8173965749060502	0.8179594793251744	0.7030489473699503	0.6991215130563079	0.6221164256759224	0.7652703265027995	0.7958733735410035	0.7014941436294712	0.7913004967232694	0.713930971745529	0.792564260204215	0.7522886773534216	0.7389034385981271	0.7415111226818221	0.8165430430007226
ec1450	0.8155911250954639	0.15363166256873081	0.7230543540230208	0.20519604592921456	0.576533398283677	0.8442418896855977	0.0	0.6172470870733341	0.5401408837369847	0.5137388156273286	0.4875411004881884	0.6105788502215359	0.7310266407522762	0.5938558303993363	0.3311939122796616	0.4993809019868674	0.49406540144107924	0.5809732006026507	0.43019403694220193	0.40220598287333165	0.4978215298520359	0.4104057381270688	0.6135614604197152	0.49752135747287657	0.47527734839820573	0.47883382146473125	0.2521169066334153	0.703738979044335	0.7449634913449091	0.5650981152054825	0.7179569065096079	0.6476829290903382	0.6233145917400962	0.43692118254930185	0.4906654204909299	0.6615126947117769	0.48330671888355403	0.6684184709234946	0.7341065692621891	0.4582519049639884	0.4651338845845766	0.5280242700040867	0.5087109122287735	0.4914978802679108	0.4985162824655573	0.5058686348102998	0.4726781886851643	0.2959386347031213	0.352603123707464	0.23497329332461062	0.6384200051581639	0.5486392103829681	0.4558682276059611	0.48969265109610477	0.4572795636000578	0.6623144249645687	0.6773027371343701	0.7783117273143101	0.6929173702912362	0.5141523257280404	0.7343702870218033	0.3943111699466424	0.6389652821696652	0.48862339710916647	0.6091989582505065	0.64700240622091	0.5480951516086119	0.3041604534086765
ec1452	0.7980854141783826	0.6812961042893753	0.552293771835831	0.5805640406915846	0.5048674119659129	0.765635062020645	0.6172470870733341	0.0	0.42182912373517706	0.4146168780618415	0.4602787083327589	0.380329744810981	0.6189695227014316	0.5533134017312683	0.5378953114786916	0.37479208246488027	0.3991990491925988	0.30601702667112124	0.5353351587765307	0.45672420651971346	0.5317066794761856	0.5830018973114771	0.5448810337900598	0.39749881451988817	0.5293521601865993	0.4056590329817139	0.5348507271844165	0.6003107971968576	0.5283860697820915	0.45734962005268864	0.47733671528011384	0.35501161358432975	0.266357955514756	0.39815033304733816	0.5137059898639885	0.5607162970666308	0.383388082103297	0.5599386357948165	0.5665707658359048	0.3827410408346221	0.41931331682680467	0.4293438144778887	0.549908933012355	0.3939258701884337	0.5611499069103105	0.4524980441414318	0.4434935519316982	0.530486629594233	0.5464742069031374	0.4997071170625192	0.3391521344061191	0.578697840424928	0.3972443069716799	0.4367686637083298	0.38580056105319405	0.5837670044616028	0.560421617730356	0.6357699914835202	0.6140886948900359	0.37376035922075934	0.4621000373711078	0.5471051623225834	0.3822815428424416	0.6166180614913677	0.3615755230675518	0.4089809562228818	0.5005577852476204	0.5334973213307019
ec1453	0.8438349455338391	0.6155454204383886	0.6074584714738761	0.49403167599463743	0.6231897914108842	0.7982139578538968	0.5401408837369847	0.42182912373517706	0.0	0.24138281543467244	0.33457286746103365	0.45477188948452657	0.6854469359729429	0.5643391742081661	0.49062124551102587	0.293650962301036	0.1870606362994476	0.47242417234587963	0.5321880992720398	0.42069117311504367	0.4635349164706992	0.5465286398685448	0.42158770173998	0.18561364873262928	0.5681049341108821	0.31679264608255575	0.48744702827686115	0.7117705242287711	0.5821015815902705	0.2212773319544236	0.6162700654047494	0.5304617933353809	0.4510249122787958	0.31037621341901767	0.3897185296009204	0.6020584960619699	0.2866643038183081	0.6435038715373996	0.650228690465566	0.2805306826274981	0.25032141498755406	0.17128960376643837	0.6420287073619572	0.18272593008446425	0.49456080836530836	0.3216713991680316	0.298862848413846	0.42538631966044804	0.5044497036984013	0.440060507295343	0.45433290791972586	0.5042433916206545	0.2224973406840893	0.28584594441633254	0.2843784489503949	0.6832289439146576	0.6662904697925246	0.692924057282155	0.5101577926264014	0.3187327863956734	0.5853067878601793	0.3743106025742883	0.4602327905474549	0.5392320254823392	0.5069530736264077	0.5102966484017554	0.6190122965432405	0.48517762646202894
ec1454	0.8641007760744017	0.5965122796503416	0.6388901953184006	0.468982770721959	0.6495873120634416	0.829309368313462	0.5137388156273286	0.4146168780618415	0.24138281543467244	0.0	0.2927493161154973	0.5044759908639669	0.7240133123277387	0.600591853069416	0.4699357690841929	0.25718629394176895	0.15046331469801652	0.46195702202278727	0.49482335748061496	0.4083951887677691	0.35873056032315787	0.5404053857674839	0.4669812244860651	0.15059128801594573	0.5709521404555248	0.28894403232406146	0.47541490743199244	0.729899455586439	0.617197176448989	0.28091760018762474	0.6290625310130301	0.5211777672294458	0.4523670614498103	0.26151136736305913	0.3683649912851852	0.6307992342120539	0.27501353516711646	0.6640328453967649	0.6669940637598369	0.2745032425075319	0.2267732125358531	0.215010213829679	0.6398355120089915	0.16116626043540105	0.5247873732101571	0.2874723554268999	0.26472403792051796	0.417573162089486	0.497500471459614	0.4286190314529892	0.5044688625588224	0.5024860314253069	0.22048089040395769	0.27094986930948073	0.2785064168650982	0.7093121390552678	0.7029472431035011	0.7218546133988194	0.5286044425883958	0.31643026304306826	0.6234857119918058	0.4337191798478023	0.5315870254022512	0.49284461401831503	0.4996213682984078	0.5174925046553749	0.6526889293230306	0.4762406540910669
