	ec1057	ec1059	ec1065	ec1066	ec1075	ec1076	ec1082	ec1083	ec1084	ec1089	ec1091	ec1092	ec1097	ec1098	ec1100	ec1101	ec1105	ec1106	ec1108	ec1113	ec1114	ec1116	ec1119	ec1121	ec1122	ec1124	ec1126	ec1127	ec1130	ec1137	ec1138	ec1140	ec1141	ec1142	ec1145	ec1150
ec1091	0.6633102144144117	0.5578729174512865	0.6692591380794438	0.6146712081915849	0.6133213344973765	0.7285239985223225	0.5673599138624927	0.6987282700112011	0.6375963063741795	0.6215967420846356	0.0	0.691234013243766	0.6256841992228304	0.6151564098175476	0.6261535260813058	0.660769611040482	0.59476772521855	0.6159790670831375	0.6127656211822068	0.6725767260396135	0.602813936982267	0.6514692778981553	0.6438303663717967	0.5995394772699101	0.5929897314723465	0.6781607801074684	0.5714591742702835	0.6249867009534235	0.5434215342053305	0.578394154705836	0.5878255215165037	0.629880929803585	0.5898772404536521	0.5704786098616809	0.6232894255361495	0.5876561944907306
ec1092	0.5490637986205679	0.6385180634083116	0.62670997634755	0.5733097199565629	0.6074685969882693	0.5070536411244928	0.6500337416380685	0.7140538940447247	0.5604490953762139	0.6024722966985522	0.691234013243766	0.0	0.640745505569211	0.6278085173549449	0.5433340510270959	0.6428141520871651	0.6297055968616969	0.6118466547602652	0.592246436578067	0.5389123152720591	0.6096435167517975	0.5328934077678401	0.6477468595395979	0.6177488835341216	0.6858017126333525	0.527552268668826	0.6682965683102898	0.6557150372332303	0.6509980512224766	0.5745049885454325	0.6775024803184979	0.5860537233749151	0.6324468195625151	0.6400185242364571	0.6853426821032808	0.6851933301052755
ec1097	0.623718399805526	0.6045825440149948	0.6409991261047362	0.5944389367449165	0.6136425510804429	0.6513330498136293	0.5811900366562311	0.7140436854555149	0.5933396810020752	0.6004909429481035	0.6256841992228304	0.640745505569211	0.0	0.5719714183615616	0.5865780984766636	0.5833649072914057	0.6042786159855374	0.6039547236088296	0.5862053800290472	0.6432609219379629	0.5821295468557082	0.6218657117314567	0.6420622433637638	0.5279565252115457	0.6241487664191842	0.648497585504106	0.5859469307708399	0.6686855876043402	0.6030844388404385	0.5975355072179205	0.619316336428192	0.6447253618957879	0.6009728273201201	0.5925533718891518	0.5944599011279932	0.630803425178512
ec1098	0.6197009649010374	0.5539383650863979	0.6594774297665502	0.5814043023534715	0.5858534483433501	0.6538994685298388	0.5638452070198089	0.7251189762437702	0.6385022263359601	0.6083901506046945	0.6151564098175476	0.6278085173549449	0.5719714183615616	0.0	0.6026418430384718	0.6164309950224693	0.6277798073869738	0.5840792550843045	0.5954273313385743	0.6677373371581186	0.5541882076982835	0.6079543008330917	0.6213864714936608	0.6132903430248772	0.5646610422601864	0.6567117709915996	0.6317740806962399	0.631754204982588	0.5821316551071223	0.6030798237161119	0.6130831281028652	0.642675302113715	0.6236887547589153	0.6009603775673686	0.6517173679126631	0.6482934637495325
ec1100	0.571830572464624	0.607669530220894	0.621587304809328	0.601005557094911	0.645087641158091	0.5807160380986958	0.6280571658607965	0.7091515177073499	0.5298877405129138	0.6191148066177876	0.6261535260813058	0.5433340510270959	0.5865780984766636	0.6026418430384718	0.0	0.5768091344593189	0.6060584794721534	0.5789737761737754	0.5707113674986521	0.5701660780304966	0.5903637603111845	0.6045870627270142	0.6678817378219813	0.5999537243955927	0.6279183385862852	0.5783325854782203	0.6188648766178251	0.6293924399191941	0.6180929942373781	0.554332478226532	0.6470272900257652	0.6057174461732989	0.5627910075519068	0.6197236589194077	0.6486087110477783	0.6797774906800297
ec1101	0.6447186875296336	0.6085695012387968	0.5864617211850233	0.6230800333825472	0.6413698009758404	0.6679565159413237	0.6221488034645946	0.6690793441991998	0.614578842877411	0.6560834505997494	0.660769611040482	0.6428141520871651	0.5833649072914057	0.6164309950224693	0.5768091344593189	0.0	0.6034040863324536	0.6313431752986066	0.6007936870567439	0.6264559714910513	0.585818007649751	0.603057770173785	0.6598703918958262	0.5920555084652456	0.6335874976371694	0.6345956535652092	0.6426888845506761	0.655209835868943	0.618638666580347	0.6044097177484864	0.6493321335746622	0.6326054224581362	0.5743214209156813	0.6191071529274179	0.6289874388511393	0.6733559599536013
ec1105	0.6692781353408075	0.5891503799730097	0.6366504843732191	0.6330312429331002	0.6415522131354152	0.6414083304667402	0.622853251771727	0.7006641896397627	0.6122730335876041	0.6173138020931909	0.59476772521855	0.6297055968616969	0.6042786159855374	0.6277798073869738	0.6060584794721534	0.6034040863324536	0.0	0.6145157300306613	0.6052539538859143	0.6486945705136953	0.5866661125351202	0.5794125957887881	0.6153700867791239	0.6035726732401437	0.6070484527517672	0.660771887915317	0.6203008305570831	0.6103072191603155	0.6116289178916361	0.6174817885526789	0.6492405774510734	0.637048504050238	0.5688199170699612	0.6000301178585894	0.5830850075581959	0.6649085985067089
ec1106	0.5756246523651857	0.5758195290092353	0.6172388804464869	0.5537182833597246	0.5680323670977975	0.6426193369470701	0.6044078414910148	0.6770678119575653	0.5743308677695673	0.605050399975727	0.6159790670831375	0.6118466547602652	0.6039547236088296	0.5840792550843045	0.5789737761737754	0.6313431752986066	0.6145157300306613	0.0	0.6086963926914983	0.566450394679309	0.6049797508750722	0.5972776853521314	0.6635756781334078	0.5959956628503146	0.621396862415176	0.6035120042749088	0.632924288472769	0.6521112516058379	0.5811860595552177	0.5471584500758268	0.6471034510975163	0.5757632905566299	0.5919018526585662	0.5700117539494745	0.6691916247514238	0.6131739776483673
ec1108	0.6158263056815355	0.5387802806198346	0.6343861484986474	0.5860118728610062	0.6081110643045481	0.6549289070291411	0.5663148559326163	0.6922613982202528	0.5822148443231107	0.5715801420683834	0.6127656211822068	0.592246436578067	0.5862053800290472	0.5954273313385743	0.5707113674986521	0.6007936870567439	0.6052539538859143	0.6086963926914983	0.0	0.634618014359592	0.5698292512758697	0.5611211065972369	0.6243991343634724	0.6000734451367219	0.6061661111393922	0.6396166300979521	0.602270113771489	0.598837242229409	0.5792099583522712	0.5844588306713348	0.6466227664019341	0.5690312620580606	0.5879721532006398	0.5922671076939734	0.644385859472189	0.6565743678185548
ec1113	0.5158049060348772	0.6626654325306401	0.5982880440880496	0.5996210303416719	0.640820281001288	0.538562404050497	0.6563775679366353	0.7175955202230991	0.5190188258256372	0.6438400547410233	0.6725767260396135	0.5389123152720591	0.6432609219379629	0.6677373371581186	0.5701660780304966	0.6264559714910513	0.6486945705136953	0.566450394679309	0.634618014359592	0.0	0.6346960478198208	0.6010134876521852	0.7194768845790103	0.6454266178867303	0.6881520185331146	0.5298900623245683	0.6388640032985539	0.7099419416022827	0.6606546252202481	0.5699297584935438	0.690268858863237	0.6068237369220146	0.6309370024586964	0.6145016800316734	0.703919087167205	0.6370481276117048
ec1114	0.6279884685955809	0.5655732186560973	0.6490455812808859	0.5508844147861081	0.593651976575389	0.6596405200718243	0.5499440665866411	0.7004585689082249	0.6044877079951071	0.598332568279207	0.602813936982267	0.6096435167517975	0.5821295468557082	0.5541882076982835	0.5903637603111845	0.585818007649751	0.5866661125351202	0.6049797508750722	0.5698292512758697	0.6346960478198208	0.0	0.5540432439039408	0.5783472265631355	0.5980862477427522	0.5660739900365707	0.6286212001781091	0.6023602504026714	0.6136284644425414	0.5723213796741451	0.5695377944186062	0.6135109508398521	0.609116075507683	0.555931093147748	0.5830743418437364	0.633186303743547	0.6482070803273511
ec1116	0.6449972776897465	0.6124796813814545	0.6227780809279357	0.5817521537188012	0.6223622993776277	0.6416871329167262	0.6317133936326381	0.6645630004630011	0.5965300798867377	0.6413554922240537	0.6514692778981553	0.5328934077678401	0.6218657117314567	0.6079543008330917	0.6045870627270142	0.603057770173785	0.5794125957887881	0.5972776853521314	0.5611211065972369	0.6010134876521852	0.5540432439039408	0.0	0.6240834716547358	0.6500739721843979	0.6276577057542743	0.5558984702180375	0.6430604541131925	0.6104276765318443	0.5866180479553996	0.6088071770452754	0.677117041906509	0.563175113031372	0.5783786078406142	0.6385113532398953	0.6579955987727751	0.674357475803321
ec1119	0.7005284211927917	0.5906130959674667	0.6848752429362118	0.629575038298986	0.637025911653564	0.7181451386390358	0.6367341773819202	0.7130505354809779	0.6671011271215888	0.6326358924446983	0.6438303663717967	0.6477468595395979	0.6420622433637638	0.6213864714936608	0.6678817378219813	0.6598703918958262	0.6153700867791239	0.6635756781334078	0.6243991343634724	0.7194768845790103	0.5783472265631355	0.6240834716547358	0.0	0.6585242491100421	0.5762393619728883	0.6923887612484692	0.6284878939942455	0.5906580027815485	0.6224617390609756	0.6459611890699255	0.6107876494446537	0.6350042912806693	0.6122285264600206	0.6233355594723262	0.6239221417662671	0.6747575193808354
ec1121	0.6394607180646074	0.5852075102949758	0.6437934381120467	0.5519101419703745	0.6194143597198293	0.6886943973420496	0.5823555257938219	0.7130807989778791	0.6111262881539813	0.5652652762719362	0.5995394772699101	0.6177488835341216	0.5279565252115457	0.6132903430248772	0.5999537243955927	0.5920555084652456	0.6035726732401437	0.5959956628503146	0.6000734451367219	0.6454266178867303	0.5980862477427522	0.6500739721843979	0.6585242491100421	0.0	0.6118061012575859	0.6650040358897832	0.5939752732016625	0.671716217949668	0.5788928414962694	0.5634416313074327	0.6267054915499488	0.6465579567025322	0.5587782442042861	0.5607263161951483	0.6050311067427268	0.6123868244654097
ec1122	0.6545674266888195	0.5351128385791072	0.6585442893374132	0.6113398490110686	0.6584601625021439	0.6980393457517549	0.5729607965427215	0.7363646794144085	0.6477759716731692	0.6242930042147374	0.5929897314723465	0.6858017126333525	0.6241487664191842	0.5646610422601864	0.6279183385862852	0.6335874976371694	0.6070484527517672	0.621396862415176	0.6061661111393922	0.6881520185331146	0.5660739900365707	0.6276577057542743	0.5762393619728883	0.6118061012575859	0.0	0.697359695604008	0.6153841801292678	0.6101380707618574	0.5564666753850904	0.6314486549196983	0.5835269023566266	0.6572220731571689	0.5837341855072483	0.6032141829901695	0.6350003699590173	0.6604353194726506
ec1124	0.605756960006384	0.6698863857931477	0.6497146930656142	0.635472792925577	0.6349982424733585	0.5454481700009459	0.6796579559284867	0.6730760144922616	0.5486128922154541	0.6575342089265522	0.6781607801074684	0.527552268668826	0.648497585504106	0.6567117709915996	0.5783325854782203	0.6345956535652092	0.660771887915317	0.6035120042749088	0.6396166300979521	0.5298900623245683	0.6286212001781091	0.5558984702180375	0.6923887612484692	0.6650040358897832	0.697359695604008	0.0	0.6579267928061389	0.6622579924391446	0.6576112988351078	0.5949099996715392	0.6962739203977832	0.5867697640470452	0.6399022790435962	0.6331834462967071	0.6835308833556308	0.6636926376991021
ec1126	0.6471340515327756	0.6277146506914051	0.6550147207493775	0.6094204622969058	0.650773287580495	0.692869528229868	0.5525260496004315	0.6932183860852729	0.6206884603159842	0.6401520967458922	0.5714591742702835	0.6682965683102898	0.5859469307708399	0.6317740806962399	0.6188648766178251	0.6426888845506761	0.6203008305570831	0.632924288472769	0.602270113771489	0.6388640032985539	0.6023602504026714	0.6430604541131925	0.6284878939942455	0.5939752732016625	0.6153841801292678	0.6579267928061389	0.0	0.6171076651417444	0.5880056063998429	0.6154360875884382	0.6041634376181031	0.6552897050629036	0.5983541978264587	0.5337393350518884	0.6222648827211241	0.5409059359127609
ec1127	0.7003552591394266	0.6128267502236096	0.716172575920923	0.6406951522720733	0.6451021591103645	0.7218542276878712	0.6355085257979848	0.6146393070212621	0.668103458292447	0.6466951947780815	0.6249867009534235	0.6557150372332303	0.6686855876043402	0.631754204982588	0.6293924399191941	0.655209835868943	0.6103072191603155	0.6521112516058379	0.598837242229409	0.7099419416022827	0.6136284644425414	0.6104276765318443	0.5906580027815485	0.671716217949668	0.6101380707618574	0.6622579924391446	0.6171076651417444	0.0	0.5957801974599796	0.6606576386549665	0.6572095281410132	0.6385190766057531	0.6210436720400991	0.6221704778654977	0.6593907589281811	0.6698215518891324
ec1130	0.6475305106643201	0.5093321349487698	0.6550299959068098	0.5718673087606694	0.5518828821696132	0.6745927831650788	0.5432560819174738	0.7089766314230123	0.6222949280076033	0.6105352627025395	0.5434215342053305	0.6509980512224766	0.6030844388404385	0.5821316551071223	0.6180929942373781	0.618638666580347	0.6116289178916361	0.5811860595552177	0.5792099583522712	0.6606546252202481	0.5723213796741451	0.5866180479553996	0.6224617390609756	0.5788928414962694	0.5564666753850904	0.6576112988351078	0.5880056063998429	0.5957801974599796	0.0	0.5885003377201639	0.5757964173217736	0.6451892110834269	0.5373750352253962	0.5576558329295083	0.5958988391866397	0.6077448933069554
ec1137	0.5657417938014344	0.572679755093798	0.6329922221865433	0.537537601235388	0.5973248954493969	0.6360865374431292	0.5894849883158539	0.7103029951854705	0.5810008717775402	0.521151777301711	0.578394154705836	0.5745049885454325	0.5975355072179205	0.6030798237161119	0.554332478226532	0.6044097177484864	0.6174817885526789	0.5471584500758268	0.5844588306713348	0.5699297584935438	0.5695377944186062	0.6088071770452754	0.6459611890699255	0.5634416313074327	0.6314486549196983	0.5949099996715392	0.6154360875884382	0.6606576386549665	0.5885003377201639	0.0	0.5988036998416622	0.5857983175767005	0.5878853076620493	0.5517641740895609	0.6556668016799254	0.6034122005177078
ec1138	0.6583408832470549	0.5937506935176644	0.6981043308539032	0.6276014190469212	0.6227712630806287	0.7090677591164747	0.6090865930057127	0.7227592806374372	0.674878579677467	0.6219579414607243	0.5878255215165037	0.6775024803184979	0.619316336428192	0.6130831281028652	0.6470272900257652	0.6493321335746622	0.6492405774510734	0.6471034510975163	0.6466227664019341	0.690268858863237	0.6135109508398521	0.677117041906509	0.6107876494446537	0.6267054915499488	0.5835269023566266	0.6962739203977832	0.6041634376181031	0.6572095281410132	0.5757964173217736	0.5988036998416622	0.0	0.6712665818576692	0.6242571690039919	0.6101302577519396	0.6508430900517753	0.6136776886204838
ec1140	0.6318768366619538	0.6061561610058148	0.6673022438001696	0.6429040681173669	0.6014850627731934	0.6688937392948658	0.6363086404231155	0.6448070993267866	0.5835696143788344	0.5911794366541581	0.629880929803585	0.5860537233749151	0.6447253618957879	0.642675302113715	0.6057174461732989	0.6326054224581362	0.637048504050238	0.5757632905566299	0.5690312620580606	0.6068237369220146	0.609116075507683	0.563175113031372	0.6350042912806693	0.6465579567025322	0.6572220731571689	0.5867697640470452	0.6552897050629036	0.6385190766057531	0.6451892110834269	0.5857983175767005	0.6712665818576692	0.0	0.6194296139926162	0.6128050235894394	0.6772395076626727	0.6545572327929278
ec1141	0.642241193175482	0.5746928193653353	0.6234059357292663	0.5960380754401036	0.5853456073457073	0.6711886910785858	0.5724839730226253	0.7303613336697997	0.5994462881772021	0.6116502513606414	0.5898772404536521	0.6324468195625151	0.6009728273201201	0.6236887547589153	0.5627910075519068	0.5743214209156813	0.5688199170699612	0.5919018526585662	0.5879721532006398	0.6309370024586964	0.555931093147748	0.5783786078406142	0.6122285264600206	0.5587782442042861	0.5837341855072483	0.6399022790435962	0.5983541978264587	0.6210436720400991	0.5373750352253962	0.5878853076620493	0.6242571690039919	0.6194296139926162	0.0	0.5867543176880693	0.6070344050765315	0.6736931287019239
ec1142	0.6260925240853992	0.543833292462706	0.6673747160483353	0.6045164749441645	0.5971203354500773	0.672383296439797	0.5665947204243468	0.659943312072915	0.6118876271088487	0.5593652713468227	0.5704786098616809	0.6400185242364571	0.5925533718891518	0.6009603775673686	0.6197236589194077	0.6191071529274179	0.6000301178585894	0.5700117539494745	0.5922671076939734	0.6145016800316734	0.5830743418437364	0.6385113532398953	0.6233355594723262	0.5607263161951483	0.6032141829901695	0.6331834462967071	0.5337393350518884	0.6221704778654977	0.5576558329295083	0.5517641740895609	0.6101302577519396	0.6128050235894394	0.5867543176880693	0.0	0.6306373418980751	0.5035430683570562
ec1145	0.6949066953789768	0.5936337614596491	0.6798194523240443	0.6416448984949055	0.6175726967598791	0.6857593911547966	0.6184129458077192	0.6987989095793028	0.6778647075502165	0.6368939165962739	0.6232894255361495	0.6853426821032808	0.5944599011279932	0.6517173679126631	0.6486087110477783	0.6289874388511393	0.5830850075581959	0.6691916247514238	0.644385859472189	0.703919087167205	0.633186303743547	0.6579955987727751	0.6239221417662671	0.6050311067427268	0.6350003699590173	0.6835308833556308	0.6222648827211241	0.6593907589281811	0.5958988391866397	0.6556668016799254	0.6508430900517753	0.6772395076626727	0.6070344050765315	0.6306373418980751	0.0	0.6536351257282108
ec1150	0.6748223220548246	0.6443159992523064	0.6913309446328164	0.6360428945801162	0.6463585387377193	0.7065458131272577	0.5924180153146041	0.6992214203070386	0.6689161776057314	0.6357613694064074	0.5876561944907306	0.6851933301052755	0.630803425178512	0.6482934637495325	0.6797774906800297	0.6733559599536013	0.6649085985067089	0.6131739776483673	0.6565743678185548	0.6370481276117048	0.6482070803273511	0.674357475803321	0.6747575193808354	0.6123868244654097	0.6604353194726506	0.6636926376991021	0.5409059359127609	0.6698215518891324	0.6077448933069554	0.6034122005177078	0.6136776886204838	0.6545572327929278	0.6736931287019239	0.5035430683570562	0.6536351257282108	0.0
