	SRR21280500	SRR21280501	SRR21280504	SRR21280506	SRR21280507	SRR21280508	SRR21280509	SRR21280510	SRR21280511	SRR21280512	SRR21280513	SRR21280515	SRR21280516	SRR21280517	SRR21280518	SRR21280588	SRR21280622	SRR21280623	SRR21280624	SRR21280625	SRR21280626	SRR21280627	SRR21280628	SRR21280630	SRR21280631	SRR21280632	SRR21280633	SRR21280634	SRR21280635	SRR21280636	SRR21280637	SRR21280645	SRR21280646	SRR21280647	SRR21280648	SRR21280649	SRR21280650	SRR21280651	SRR21280652	SRR21280653	SRR21280654	SRR21280656	SRR21280658	SRR21280659	SRR21280660	SRR21280661	SRR21280774	SRR21280775	SRR21280819	SRR21280873	SRR21280874	SRR21280875	SRR21280876	SRR21280912	SRR21280913	SRR21280916	SRR21280917	SRR21280919	SRR21280920	SRR21280921	SRR21280922	SRR21280923	SRR21280924	SRR21280926	SRR21280927	SRR21281059	SRR21281081	SRR21281124	SRR21281125	SRR21281126	SRR21281127	SRR21281128	SRR21281129	SRR21281130	SRR21281131	SRR21281132	SRR21281133	SRR21281252	SRR21281264
SRR21280500	0	0.4799214674585633	0.5678906586059261	0.4020433616232855	0.394598845894657	0.5640028952405225	0.4880620828915194	0.5706393966418826	0.4171166167744353	0.5219295184511924	0.455441170244349	0.5679556259168542	0.4472522840766983	0.4638054025524247	0.5771547242387153	0.6022078810190867	0.3022962225019215	0.6430686214859341	0.4848332565305349	0.6384159303085507	0.6440326510039667	0.7029515555667454	0.6477250867271779	0.5674703150176807	0.6692671344230777	0.4100496294724542	0.6420344386508056	0.5469534675558347	0.5677163267726444	0.4843986556598326	0.5612337027346748	0.5766870776914758	0.608633815464515	0.5386124890533233	0.5797705930947309	0.5676601197103941	0.4499831678990564	0.6310511711661231	0.4101331584974371	0.482295140856645	0.5005999766178694	0.4970088593085188	0.5314799384942315	0.5446332071125737	0.5506923500942735	0.5409333598672338	0.5958278629272494	0.640380648602124	0.5508720636330651	0.6092298744213077	0.6457533254473379	0.6449131951431556	0.6624446979854792	0.6436495950281284	0.5635140747174402	0.618224369894115	0.6097739946841177	0.634925864713016	0.5664926562711435	0.6437761485975294	0.5840459345436277	0.6440517244338302	0.6411670426123964	0.6523952140027182	0.6455406471173362	0.551322699641645	0.4565037665336783	0.6007558125095465	0.6292168794131412	0.5569565313680681	0.5504575389758541	0.6011290302661392	0.6452504387946381	0.6399585656354868	0.5873396614770107	0.6839904231391665	0.5361785103906647	0.5493526647113776	0.6209571406648199
SRR21280501	0.4799214674585633	0	0.6230309699575952	0.5470568941064466	0.5000278674645626	0.4254638627774414	0.5250598951623819	0.4218070880054347	0.4240523317783228	0.6026653811911074	0.484920352843133	0.4369125691524117	0.5779861830514156	0.5944610758883275	0.7020494409365747	0.6385365509739384	0.6232408680568267	0.4677362674034171	0.4502772018554644	0.5861988469128202	0.4841467294791688	0.5936800150366298	0.4790940783711239	0.445147416876681	0.5850459585225707	0.6031386476625114	0.5437492638552999	0.4685892932649613	0.422587267833535	0.513045696976173	0.5311463124792272	0.7045302964449353	0.6537624847079379	0.5595715313957004	0.6439883709023271	0.5970076936600018	0.6239824325575428	0.6363968971969242	0.5897030848995352	0.5374256250054262	0.6380438108415191	0.5965148138688788	0.6255953199913153	0.5076854194228299	0.5718702908356956	0.5750220089343467	0.5482933744208708	0.5316375194842059	0.5349133649710706	0.59289807377808	0.4689183654145218	0.4670248046618	0.6192595764686124	0.4664746822191133	0.5527696859668414	0.5239152836440431	0.6094840434909818	0.5256584730174682	0.6483405201126039	0.4677791249954685	0.3872389833569548	0.4648819010029279	0.4675517179492784	0.4736108687227939	0.4703858079439847	0.6085030083658152	0.5119320723507321	0.4598804370939372	0.5748990151412505	0.3368203304293145	0.3617736663595	0.5365140138155753	0.4694893930347662	0.4648677343499886	0.4744817364918535	0.5625125108700871	0.3137611240797753	0.4889482586190967	0.688281988148601
SRR21280504	0.5678906586059261	0.6230309699575952	0	0.419716688030826	0.4123900137956246	0.5177470959967245	0.5437454916729544	0.6717049949977533	0.4697128252476853	0.4807806301579753	0.52227650677193	0.5819983434452072	0.559313582498034	0.3805123456229208	0.5695900085449355	0.5791097662119774	0.5873801986890073	0.731090658139092	0.6116961423853223	0.6464879941580205	0.7263365781952797	0.6429128028985934	0.732260832739876	0.641826394133889	0.6164787802662562	0.5657475903675044	0.6085563881464108	0.6489594033464063	0.6703150078560944	0.5552739275996674	0.5332936486498612	0.6167063894338394	0.5404531073384711	0.601295051148574	0.5950955100017521	0.6260193168285708	0.5463338100625847	0.6486804570689128	0.5640995440110287	0.6179285098666819	0.5797203601886208	0.6065466496336166	0.5483262632769529	0.6803853171134611	0.6009064357923071	0.5974229071263696	0.4316504764401925	0.6866748369451253	0.6054160078980739	0.5194211152352277	0.7296829394952451	0.7291989581229056	0.5095430814783225	0.7283255732687323	0.6297634332842231	0.5936762770793065	0.5503506586093952	0.6045223988214046	0.4260453206010774	0.7288870730319655	0.6807090119525474	0.7300296276243188	0.725950410813573	0.737150308533113	0.7300601121507576	0.5579189791552891	0.5265960335167026	0.6919863580105466	0.5797765965296167	0.6906409220793234	0.6401168500268872	0.6294221904398459	0.7318303119534283	0.7240193023611147	0.6837332578041031	0.6763232809896258	0.6316073050784378	0.535974591121571	0.5380380469011007
SRR21280506	0.4020433616232855	0.5470568941064466	0.419716688030826	0	0.1818441337825731	0.5685272591791664	0.530562158654926	0.6292302676456863	0.3354999741413948	0.4814314802605969	0.4359349619811524	0.5844896129048641	0.5320705063152942	0.4271832591594509	0.4666913570608082	0.5739964588297605	0.501260425505818	0.6934823186355116	0.616312978255286	0.6433397000101407	0.6900863183207612	0.5978674897906084	0.6967392461943283	0.6202099248997025	0.5953980857451234	0.5177469460780592	0.5660937071080679	0.6140148543587215	0.6276304338642565	0.5058091741672027	0.552154777857309	0.5704069921513755	0.5123070755162148	0.5127956519542733	0.5596215163123143	0.5412537404649469	0.5584003162073994	0.6134947096756094	0.5656330792055535	0.5656586719613116	0.4904107644793452	0.4763690707045611	0.5021349534876625	0.5955560079947705	0.5212365673737442	0.5703097233474853	0.4474738754090173	0.6890822526907099	0.5077729775862579	0.5200428679053551	0.69336880200264	0.6927437148126275	0.5452715492402429	0.6938953526826949	0.5857208418112803	0.5410944384994462	0.4957214114157231	0.5581178967481024	0.4307179938631716	0.6937971514682856	0.6322374210901138	0.6950851040410738	0.692157175293629	0.7023718726124208	0.6953033059793975	0.5258350995965833	0.3966782868924115	0.656855214712967	0.5587522447088317	0.6186345887425659	0.5571119946317463	0.5552145190998959	0.6958544862437511	0.6890943672056257	0.6438460853207384	0.6786033075232519	0.5865653363250922	0.552593389313516	0.6282828374002891
SRR21280507	0.394598845894657	0.5000278674645626	0.4123900137956246	0.1818441337825731	0	0.5613345608902928	0.5315452516494631	0.6226444189206587	0.3113799447959071	0.458436798119312	0.4413882377732684	0.5773728761793006	0.5207798907188933	0.3936985916923855	0.4503557967382458	0.5740772408004985	0.4891934192565555	0.6965500526090321	0.6074559453701247	0.6448081871705138	0.6930695758683533	0.6006524546171944	0.6944629958719888	0.6185325090783097	0.592870355997653	0.5126437426528471	0.5584044678733452	0.604366628316138	0.6286483349340546	0.4979803834496789	0.5694966465971275	0.5899345387135381	0.4965109237615609	0.51579592427733	0.5407001559262673	0.542740637258734	0.5541154575660948	0.62093915564515	0.5276915446657248	0.5556305573039403	0.5081895084618313	0.4762380396560794	0.5098613060743691	0.5944462607837376	0.5210523473195702	0.5266868038408482	0.385799278916028	0.6885501173060319	0.4783946386760565	0.5034479344005237	0.6957161485342519	0.6958130574045273	0.539040204292547	0.6949075163251349	0.5844782340490955	0.5435042337693652	0.4939915154389222	0.5551637404625506	0.4457948211338452	0.697100562992404	0.6449066415036789	0.6960919570500362	0.6930501959954399	0.7047782895190551	0.6976300846365943	0.5226327807161125	0.3929329262458612	0.6550296218069607	0.5586387353715123	0.6215694419397497	0.5593770575625482	0.5569825061943794	0.6975991450396057	0.6892938757862394	0.6453572318473787	0.6814818854035238	0.5998497256531573	0.4942387651726257	0.627058275650757
SRR21280508	0.5640028952405225	0.4254638627774414	0.5177470959967245	0.5685272591791664	0.5613345608902928	0	0.5211547278296532	0.413114527497943	0.4885446858082572	0.5317054684725931	0.5186353197385685	0.3195601140582832	0.550920405517729	0.5816668882799039	0.6207137654165557	0.5622657411046778	0.6048508888509582	0.525194166023633	0.4502805061792464	0.5365543830109889	0.541070999845941	0.5865931141587675	0.5160657694868401	0.4465594400117524	0.6137957793342393	0.5356606435009718	0.5194129653734597	0.4689067942071528	0.4238808181647098	0.5106673237501447	0.468293976341785	0.6713289485220809	0.6959846893544558	0.5358228729877753	0.6502217015577809	0.5698361648240258	0.5714764294210817	0.6235648191190031	0.5871409869039119	0.5628814579930087	0.5540696280793972	0.5714711292356153	0.5627198929650702	0.512907212388528	0.5443916143002693	0.5820470598703725	0.5377857964324347	0.5465929389051283	0.5747225412353973	0.5381170258242167	0.5258763858355465	0.5243811483699355	0.5020946645674702	0.5263615325791554	0.5909420554608977	0.5241457306670755	0.6413398072104842	0.5246054684776807	0.5692203901051198	0.5276401463899135	0.5086218946544565	0.5276932898071679	0.5230135925748642	0.5370342105719839	0.5308248018431134	0.5251538634255335	0.5339401885948484	0.4678808677124243	0.5746341995214563	0.5223646065320032	0.4602394001511539	0.5553242982543629	0.5276088604941324	0.5195619904258826	0.4730902296379304	0.4679326571034106	0.4424911194956677	0.5582365913191524	0.5681919692696689
SRR21280509	0.4880620828915194	0.5250598951623819	0.5437454916729544	0.530562158654926	0.5315452516494631	0.5211547278296532	0	0.4162844084098988	0.4479911016873231	0.3675091214430471	0.4191944675503009	0.5146326970848113	0.5184428875072065	0.570132211854404	0.6091819709426095	0.4930540479150982	0.4571600191660901	0.5245120924547013	0.5143776460470734	0.4728752765810367	0.5381990373107928	0.629855719652185	0.5320867703818348	0.4268149855930458	0.5209599635113417	0.467260425145763	0.5396615901301294	0.4467008271663374	0.4222152249010334	0.3180294226545368	0.5431312758296152	0.6729125997130383	0.6844079090812238	0.3948903325245401	0.6495630058954908	0.437403691748725	0.5615932339403127	0.6321367006153817	0.5395733418999969	0.3790530906284425	0.5347106154182532	0.461913017629139	0.5034254057337747	0.5173020945567132	0.4095771126422371	0.5630881173471032	0.56489943792841	0.4610399308217236	0.4868381005624711	0.479624501175221	0.527758474520904	0.5275221799139751	0.5283884431771091	0.523064027636102	0.4274679260179436	0.5091601656609303	0.5007396448491261	0.5267951924901046	0.5436534621105976	0.521442063383784	0.5750304424606024	0.524464750191365	0.5222820951220614	0.5364318879947262	0.5276628897982261	0.4162505710744445	0.490043652736016	0.4687135484698016	0.5323929381225124	0.5911423390404623	0.5981167166002627	0.6389159809565023	0.5293755411641237	0.520128958957412	0.4496817532815234	0.5964810841322395	0.5189794652315622	0.3621039048755765	0.5244577144780056
SRR21280510	0.5706393966418826	0.4218070880054347	0.6717049949977533	0.6292302676456863	0.6226444189206587	0.413114527497943	0.4162844084098988	0	0.5558310443152016	0.5365701896265921	0.5063897686573916	0.3342186506363599	0.6187971364919576	0.6883927608842589	0.6792183886182828	0.5530281048810572	0.574865049582257	0.2530438022184184	0.3773149707356852	0.436433895290526	0.3475171898039259	0.5133259606037704	0.2663169258469145	0.1627218381353797	0.5019322024995442	0.5195643382043231	0.3414502402676324	0.2513162212607493	0.1188545008672112	0.3067156864194312	0.56328040850442	0.7346060036810277	0.7574999016748518	0.4484355444248384	0.7175126475873078	0.5088293869451078	0.6618567898259623	0.6580451467822211	0.6056414345171055	0.4421477737214047	0.6452224530589984	0.5498890935419849	0.5954536839726068	0.3545137568825084	0.4769236361762844	0.6478349405913889	0.5857637600278706	0.3725737301339472	0.5670718645636179	0.4817026372211115	0.2684809747071024	0.2647580959384891	0.4834767786292121	0.2513297766938374	0.4270980359495935	0.3245380415416271	0.5094492286420951	0.3061983130304572	0.6481388302719282	0.2575264012074085	0.3829685021859165	0.2522492125675175	0.2723059184842384	0.2603558135444977	0.2666296218137313	0.469833670604073	0.5575440796863835	0.1789058005792941	0.460122873210685	0.4065381863931101	0.4949994448735032	0.5137871039287443	0.2615897142833761	0.2693308032021368	0.1960760678654097	0.4441090459334893	0.2961880723669255	0.493891552661806	0.662648882161317
SRR21280511	0.4171166167744353	0.4240523317783228	0.4697128252476853	0.3354999741413948	0.3113799447959071	0.4885446858082572	0.4479911016873231	0.5558310443152016	0	0.3830284233765278	0.3777647576269442	0.531382819857196	0.4822075013979314	0.4905216459912387	0.5068290917424664	0.4537441784962279	0.5254397105412273	0.6023863599990917	0.5579284403694947	0.5863694742562994	0.601227257947957	0.5915886664931206	0.6082767256834534	0.5723738291590568	0.587917514537998	0.455866314325494	0.5815368821188812	0.5465614295696032	0.5552296016867408	0.4836095448905085	0.51412103102241	0.5851686244021129	0.5542440304098027	0.3627916798433526	0.5449731109354425	0.4016147401072046	0.4850625187150234	0.6196893717333707	0.515235913133845	0.428533961171498	0.5040827006885262	0.3957388621559053	0.4330715741262314	0.5850827365382448	0.3695802030639108	0.4789883880103921	0.4892004232238846	0.5963250084881254	0.4011913645919369	0.5156405381682038	0.6016119535585895	0.6005580814274053	0.5600446660216689	0.6000818892080267	0.5131688098620915	0.5701133116546312	0.5148199327105332	0.5772562144707695	0.4933171671376195	0.6009001483040649	0.5360478057961616	0.6014299930844108	0.5976942584069664	0.612598606873067	0.6034458090142384	0.4237772050916289	0.336526085508452	0.5939188215961344	0.587239154386639	0.5075991925513135	0.440642340046542	0.604447716941284	0.6050181693224788	0.5931558406589559	0.5912543202597919	0.5936087026761796	0.4800959514317523	0.5303303213037749	0.5734809553992346
SRR21280512	0.5219295184511924	0.6026653811911074	0.4807806301579753	0.4814314802605969	0.458436798119312	0.5317054684725931	0.3675091214430471	0.5365701896265921	0.3830284233765278	0	0.4692358041443985	0.537005082648471	0.4519519645133446	0.5329575378211959	0.5456500035259957	0.4101689159935559	0.5070302241804971	0.6086256529399029	0.5278362484806081	0.5196768465627318	0.5787320909735566	0.6377677308349504	0.6134130070519449	0.5255957719180702	0.6033143262053831	0.45120893572755	0.6019468789799656	0.5028980965576504	0.526272892759194	0.4368053209524239	0.5441135059261621	0.5984942046959588	0.6046510502073453	0.3733892041799172	0.5941799538534397	0.3853424940562141	0.4762130898320751	0.6347687579730206	0.4338049096507075	0.4346256388763325	0.5351301830720946	0.3998522827063651	0.4185053095155972	0.5749088319220367	0.3514414161130716	0.5000298824993905	0.5115034712309138	0.5741627081335317	0.4271329026067736	0.4957838288879169	0.6137516891012648	0.6202283310773123	0.5393461250943076	0.6152475377394999	0.5257440694825489	0.5885444384260574	0.5788114319132347	0.6026687870054045	0.4886543603429572	0.62090285818191	0.6489172607252112	0.616489272748043	0.6089567659336025	0.6193964389775846	0.6135617105455554	0.3529437623327217	0.4543542732971985	0.564305279739484	0.5634744874812621	0.6542090150347184	0.6013389250951544	0.6897042858079095	0.6179177006112405	0.6084421093793774	0.5534265023719848	0.6037007528636739	0.5830537991948797	0.4463908684349325	0.5450975149046161
