	SRR21280467	SRR21280470	SRR21280471	SRR21280472	SRR21280473	SRR21280476	SRR21280531	SRR21280536	SRR21280678	SRR21280682	SRR21280683	SRR21280684	SRR21280685	SRR21280718	SRR21280719	SRR21280730	SRR21280741	SRR21280788	SRR21280789	SRR21280792	SRR21280795	SRR21280798	SRR21280800	SRR21280801	SRR21280847	SRR21280848	SRR21280897	SRR21280898	SRR21280902	SRR21280903	SRR21280909	SRR21280910	SRR21280949	SRR21280952	SRR21280954	SRR21280955	SRR21280956	SRR21280958	SRR21280960	SRR21280962	SRR21281007	SRR21281018	SRR21281022	SRR21281023	SRR21281024	SRR21281045	SRR21281047	SRR21281049	SRR21281050	SRR21281052	SRR21281054	SRR21281056	SRR21281057	SRR21281058	SRR21281068	SRR21281069	SRR21281071	SRR21281079	SRR21281083	SRR21281084	SRR21281085	SRR21281109	SRR21281157	SRR21281184	SRR21281185	SRR21281188	SRR21281190	SRR21281191	SRR21281194	SRR21281219	SRR21281221
SRR21280467	0	0.02130948303726353	0.5024780337028767	0.05042468761740788	0.1965805135069649	0.2989584808061329	0.09710127084354336	0.1867786920455922	0.032636931162401	0.07703026975168455	0.04960642854566298	0.02827345568211085	0.04715144857701734	0.518131364120888	0.1126030096622697	0.0465698158095311	0.1022552105991321	0.02089727095594986	0.02450953725665612	0.03189482649364628	0.08006865746136393	0.0511332648200392	0.08367489486604375	0.01567197720663407	0.1410517838229738	0.181731269354277	0.4957457794908642	0.09189013529683453	0.5036284440242507	0.09760697868962251	0.06640620911130246	0.1208757412322924	0.0169483015122356	0.106853495608642	0.3220371041551183	0.3619917833753501	0.123735317536257	0.02849388393676855	0.1509980003668246	0.1096778216929074	0.1914037935046077	0.08114698878679059	0.1680633349695609	0.4904949479600637	0.5710868790906136	0.5855953857477428	0.08246114144480413	0.09913570958490606	0.114070490091763	0.1122356371393536	0.02875781885877259	0.02534530259793784	0.03350739984939222	0.02833605291646189	0.229407860067234	0.1652070040521909	0.1667776038495318	0.1818899721141623	0.1350143590640555	0.02932351061238536	0.06598416657332085	0.121336432244306	0.1683102572565466	0.3178221218386896	0.1068890862991696	0.1599967039972533	0.5104163721167028	0.5940877218301195	0.7860963441032027	0.01855651724462758	0.03993682225849392
SRR21280470	0.02130948303726353	0	0.517400728807443	0.06633591545658069	0.2065851230280935	0.3161641092121792	0.1125389350998372	0.20349137460782	0.01698114547756204	0.09278960968576958	0.06062338974550619	0.02319551042588225	0.06290778839237345	0.5359276508531844	0.1269752999118559	0.06137883693783481	0.1176979375363927	0.01299683702509823	0.03019950463810685	0.05115459481507754	0.09524194376217428	0.06813899694724783	0.09892495036109467	0.02604974326583698	0.1535728327377755	0.1978682451674022	0.5080618654250492	0.1012246512730457	0.5157324906702679	0.1068441476557245	0.0805040756095205	0.136283672010877	0.02755655323073249	0.1202385565593432	0.3386220526797943	0.3787014498183031	0.1407523301938186	0.01083052845133984	0.1671510167326321	0.1220538935829765	0.2003107223484446	0.09630040026519396	0.1851681219518732	0.5020658735461168	0.5825980366149686	0.596890451205947	0.09130280108166397	0.1118041645057514	0.1273893722127812	0.1285218692918432	0.03696169677816769	0.02421938532309366	0.01552540297130843	0.03003173088677151	0.2430041987047452	0.1816883115341535	0.1854211855456642	0.200800802197891	0.1523663279655523	0.0455096661550479	0.08192051346717832	0.1352164574834147	0.1847306121421102	0.3360937132533574	0.1239513039351274	0.1752779050028206	0.5218008857739664	0.6057203742027556	0.7981773427972407	0.0234957585717711	0.03874563112202273
SRR21280471	0.5024780337028767	0.517400728807443	0	0.4670058942962336	0.5626177618014357	0.5602207350081871	0.4706938882571967	0.540329845838279	0.5103582570234529	0.472425146949894	0.4936249456454274	0.5158643567731531	0.5144843528927808	0.1279190347953327	0.441285707135061	0.4836558611608527	0.4115574716868534	0.5098220134501886	0.5120591886732125	0.4904633682776001	0.4632591158023936	0.4865517902157758	0.442804616089435	0.5026160820538924	0.5091909026754814	0.3736452274855351	0.2380169988557994	0.4857237326823535	0.1853360060148459	0.4954208389213042	0.5050951100769653	0.4386060685566217	0.4997737801596625	0.4822854162749411	0.5612488662068454	0.2177740690263593	0.4632556653001922	0.5233703255917707	0.4165952648015333	0.4273605161652054	0.3231875630948053	0.4333960934320491	0.5242956997860568	0.6970728032570959	0.8424142813675615	0.5866331912043241	0.486359565193893	0.4915398735073264	0.4460016026219134	0.421040380247373	0.4867234577773678	0.5110291471109999	0.5262170904552171	0.5021873831737694	0.5531845160912298	0.4800404130750606	0.448445188539052	0.4305045557860098	0.5375416981213494	0.4905127886096836	0.5121106255435882	0.4819818322466896	0.3589390201135068	0.556317129294788	0.464049710671135	0.5203993303361287	0.7908681594579621	0.8647799396636718	0.3301107073850626	0.5060643178474422	0.5294970862991188
SRR21280472	0.05042468761740788	0.06633591545658069	0.4670058942962336	0	0.2261706046840806	0.2641596944647135	0.0697232354390004	0.14825778021742	0.07915790971042332	0.04719260507460391	0.0582149330380362	0.07248873830533847	0.07449765659623785	0.4834209318499624	0.1532213544373148	0.09154606112325246	0.1140010812401265	0.06705756698207879	0.07257996781245059	0.05052997004731726	0.03762227804940301	0.04460938252959588	0.04358141683286555	0.05515387173354777	0.1046501376985258	0.1444975844019272	0.4667697649123156	0.05997132591134333	0.4761401934643115	0.1420806895535594	0.1038748308443142	0.0961690465869118	0.06409426458059826	0.06742548632078429	0.291080673026786	0.3289658376054607	0.08687692379216386	0.07404649198946016	0.1140667674130609	0.07819851558783533	0.237078551219434	0.1111109742414833	0.1277374655237841	0.4602299068353166	0.5406527703796649	0.5528616503384763	0.05023508105958109	0.06107477505638393	0.08297486067713525	0.07219177098417431	0.07317921005803955	0.07176523944721253	0.07825983368837193	0.07301599534827548	0.1928864605750689	0.1255638871094347	0.1302872091118348	0.1444998513739196	0.1308163961687792	0.0602773422324043	0.1109413731001992	0.113933771750362	0.1269754776415863	0.2873684170436941	0.07067563707913288	0.1303091546343459	0.4797449896603073	0.5636644780290965	0.7535480740519815	0.06403739312845606	0.0851195208021204
SRR21280473	0.1965805135069649	0.2065851230280935	0.5626177618014357	0.2261706046840806	0	0.3267946437547784	0.235374447476222	0.3320603905141005	0.2046705135897332	0.2386707565778871	0.2161575235775421	0.212210065347972	0.2151730761166618	0.5523300783083749	0.2559415082983698	0.2034834610538919	0.2363143922220168	0.1990582089573232	0.1982619609247874	0.2048880845229576	0.2513681776708597	0.224934947873556	0.2364808298981607	0.1942934280005372	0.2914195302399892	0.3094676283444379	0.5387422746957179	0.2590883616142557	0.561685922411732	0.2213754994958075	0.2045868768258393	0.2527752330901225	0.2022831868222203	0.274208935385042	0.2954592329183681	0.4333192031197458	0.2669240361946323	0.2091480606247624	0.2870445125635686	0.2558294145910638	0.3066321079857716	0.2248068907253522	0.2329879274385702	0.4596335601477658	0.5483585441609029	0.5925403935873086	0.2509324990223299	0.2627215743753736	0.2635838887831796	0.2607695216543559	0.1938083579926997	0.2107783837630255	0.2127323304192293	0.2063380027225561	0.3476318178851779	0.2838093377041319	0.2956348059327631	0.309498534182771	0.2500321287190844	0.1944575836080464	0.2006766726756111	0.2258181945008366	0.2982238071460356	0.2982691669709455	0.2431334821103063	0.2544249159472607	0.4881400385757536	0.5707511969303883	0.8432384504190403	0.2037894099642536	0.2245685668609395
SRR21280476	0.2989584808061329	0.3161641092121792	0.5602207350081871	0.2641596944647135	0.3267946437547784	0	0.2713648606546937	0.3265436164560717	0.3133247510694985	0.2759478874685288	0.3025758492506435	0.3243853646464472	0.2895653013539045	0.5238373563049823	0.3347897069141309	0.2829880125145531	0.2812923757363236	0.311033301219303	0.2963840730216736	0.2867568433294299	0.2661465288863913	0.2889533516731436	0.2480079828606617	0.3035588555014244	0.2866141593213342	0.2753236464507107	0.5442616016845986	0.292814453664728	0.5954321770710934	0.268776010719926	0.2889006389068185	0.249600890315242	0.3037078694501725	0.2921084670434614	0.3566526842232866	0.4193702656060447	0.2636162440156302	0.3252232264041069	0.2556598278109518	0.2489889245846498	0.3830293126370449	0.2858633808804492	0.2459528421997702	0.4894360960765689	0.6124252280002545	0.6253919323972553	0.2946073440467842	0.2977079395847529	0.2573549899839108	0.2382675659718575	0.2881916417635493	0.3158504218624497	0.328723039852977	0.3089614747063072	0.3384725254731894	0.2761951330606305	0.2581101027347666	0.2754156889210702	0.2948439759452483	0.2976346167935708	0.276534581016103	0.2384770743970061	0.2726616257609291	0.3115241513578689	0.2381742919277563	0.2635235313726363	0.5607463621106955	0.6346967704409181	0.8575379360131095	0.3131622439959708	0.3357506490081248
SRR21280531	0.09710127084354336	0.1125389350998372	0.4706938882571967	0.0697232354390004	0.235374447476222	0.2713648606546937	0	0.1691433838924333	0.1051603246709226	0.08619341840649768	0.08847951176586724	0.1122901144847365	0.1128292145804086	0.4881570421850479	0.1561220234798036	0.1025342174706631	0.1139309119092811	0.1062895652465997	0.1000862537021983	0.08601561190576099	0.09438983169692333	0.09190102948291169	0.07436429397301972	0.0959055453481058	0.1331948799104421	0.1476069238569079	0.4553766231407425	0.1028094126598499	0.4738436137557704	0.1333029187058302	0.08554514709564483	0.08330218897561122	0.1026023484496035	0.1215603917011858	0.2806049767924137	0.3207594146963253	0.1003723671593118	0.1186187919518599	0.1168574796346754	0.09062113757295895	0.2386142972987524	0.1089349934108433	0.1561227893519067	0.4555264164977054	0.5613401023060526	0.545404379023413	0.09332179683373303	0.1088309495473422	0.09816105931676056	0.09214264234032496	0.1007900873345974	0.1069675659371391	0.122267239732145	0.1104686640057874	0.1934395115404693	0.1271861333656235	0.122231355166215	0.1314694774421887	0.1298387664197207	0.0865694424304722	0.1086488225462326	0.0960507751973024	0.1373897105814438	0.2725455397598508	0.07962718895892612	0.1449083297762638	0.5020289285437386	0.5857439733535301	0.7613663725133624	0.1010969602178049	0.1283915997119434
SRR21280536	0.1867786920455922	0.20349137460782	0.540329845838279	0.14825778021742	0.3320603905141005	0.3265436164560717	0.1691433838924333	0	0.2060223302877597	0.1600208414134095	0.1688869742944378	0.1944180583765848	0.1681413495657741	0.5416782076051725	0.2727757174281577	0.1870458818727851	0.2216078441363546	0.2022301373868662	0.1822933631565855	0.1578664887684974	0.1452711262875083	0.1664993695248963	0.1542379844270393	0.1861236844753157	0.1882953794838496	0.2029956702249794	0.5510972819537087	0.1734427735060643	0.4314785804508511	0.2497401811206093	0.1964108210947649	0.1886224742146936	0.1913309361259457	0.1659068471985658	0.3693790062046857	0.3930281837680223	0.1562501310768067	0.212186189404508	0.1818409366052134	0.1789864667534727	0.3523983507524153	0.2198211615130337	0.2185554818655174	0.5359751657867315	0.6152702020109979	0.6398841668676519	0.1636374149696652	0.1729018555124423	0.1716554744656831	0.1590292147947295	0.2025156042902841	0.1891786328945859	0.2125102504605356	0.1919427710479485	0.110039800115843	0.1587133686834648	0.1544532300307616	0.1648984242613323	0.138784849609068	0.1746832088076638	0.1802942716009557	0.1978001176758323	0.2112854600522231	0.3273071998996287	0.1334549417848585	0.2036782338277266	0.5575124225468863	0.6369177862936359	0.8489912206036339	0.1884062086601666	0.1715841947194054
SRR21280678	0.032636931162401	0.01698114547756204	0.5103582570234529	0.07915790971042332	0.2046705135897332	0.3133247510694985	0.1051603246709226	0.2060223302877597	0	0.09001218401864799	0.06274906254937963	0.03425118336224259	0.07102228446870427	0.5331712980240179	0.123285362686879	0.05566461710265916	0.1103395202109229	0.016980203561067	0.03393289675718923	0.05706845760980696	0.1006785281349075	0.07401881312149686	0.09380059173798333	0.03467958849408893	0.1520537148980762	0.1920584919297713	0.4982215274128414	0.1101750196373314	0.5108346367762132	0.1009807840270776	0.06983484002080717	0.1341411054438416	0.02733707136433608	0.1266631697180276	0.3321667585245899	0.3710847087060853	0.1327742923574158	0.02171823746530313	0.1603761166332183	0.1186316051553413	0.1985609296639024	0.08867450519344031	0.1919461908478398	0.4983674477614737	0.5893325980373498	0.5903685988219514	0.1012202994963816	0.1104222220979615	0.1234867365870737	0.1239299887806482	0.03567918473012067	0.0278568157164218	0.02526385074524841	0.02797979699849351	0.2342451652914375	0.1742624416500725	0.177709297832045	0.1922381528519106	0.1502527301623185	0.04283656679235262	0.07511707443967242	0.131240428541868	0.1790259347109397	0.3263072209523354	0.1140327183838377	0.1836124901100588	0.5303287754576735	0.6137391789722141	0.7975083008648931	0.03026440061140311	0.04823161907551388
SRR21280682	0.07703026975168455	0.09278960968576958	0.472425146949894	0.04719260507460391	0.2386707565778871	0.2759478874685288	0.08619341840649768	0.1600208414134095	0.09001218401864799	0	0.0730156640603816	0.09392915316926566	0.09930577149984773	0.4929009726447964	0.1698152046270069	0.0969266979878942	0.1187866463246048	0.08347225114593256	0.09308342042696997	0.07177693290766222	0.04583250740135714	0.04328853587726965	0.04809509393057057	0.07877552739299898	0.09611887002457582	0.1297706959923135	0.4821974957813917	0.08663017845396398	0.4904406874618966	0.1557783457631663	0.1112981122664452	0.1046682794391413	0.07239489693220497	0.05339023252406395	0.2996813607336571	0.3299045455406572	0.06678992068508609	0.09764906108888757	0.09414598335406581	0.08811611897867566	0.2493506316393791	0.1105456524137686	0.1590582686150941	0.4822912054416968	0.5690410116257176	0.5711738397099916	0.07893894212648367	0.047274091273655	0.09757650554841205	0.07356636265621785	0.08530173383004014	0.09054379266447653	0.1015829685472833	0.07885829329932754	0.1769294655865349	0.1250841886931775	0.1181556833216545	0.1458063820944659	0.1495014291951037	0.07368262926692215	0.1205682862687573	0.1261765288212019	0.1430692956910411	0.2898917584343635	0.08473243998180477	0.1580413611228136	0.5086470124857998	0.5919874584816247	0.7720375966066222	0.08435241499973835	0.107212253412372
