	ec1057	ec1058	ec1059	ec1060	ec1061	ec1062	ec1065	ec1066	ec1068	ec1069	ec1070	ec1071	ec1073	ec1075	ec1076	ec1077	ec1078	ec1079	ec1081	ec1082	ec1083	ec1084	ec1085	ec1086	ec1087	ec1089	ec1091	ec1093	ec1094	ec1095	ec1097	ec1100	ec1101	ec1102	ec1105	ec1106	ec1108	ec1109	ec1110	ec1111	ec1113	ec1114	ec1115	ec1116	ec1117	ec1118	ec1119	ec1121	ec1122	ec1123	ec1124	ec1125	ec1126	ec1127	ec1129	ec1130	ec1131	ec1132	ec1133	ec1134	ec1137	ec1138	ec1140	ec1141	ec1142	ec1145	ec1149	ec1150
ec1057	0.0	0.13033846216203063	0.15944237104750947	0.1717612025367127	0.16051369508172605	0.17120829962558018	0.2328594931547411	0.14241243619855073	0.1606106453479139	0.14066779448929137	0.24401782016993911	0.2158196724950815	0.14784581873821775	0.1662785169655946	0.19679367918295163	0.1562678151626849	0.15002960365200899	0.16713287361778092	0.2849978604606819	0.17156844560668608	0.34232685248652944	0.16704763573520331	0.16610398310319094	0.16431496098270298	0.24068864399236464	0.15009012911407882	0.1763100600280536	0.14171768813492167	0.2040648754789017	0.22467448121321584	0.1872103592216482	0.17344082508413172	0.17756587297747928	0.1727342177100194	0.24786622962747967	0.1577226264490226	0.14295545368599755	0.17198841524035796	0.16293278108961354	0.18997563855595262	0.18662196475470783	0.17530826754338663	0.24677014256959237	0.26245754473370586	0.16905926715526504	0.2164599670227173	0.26447995273561015	0.17112003738069076	0.21324371354932378	0.18937982117363028	0.26888617075478466	0.21081557159975162	0.1953079045452535	0.3399536886580565	0.21315078617843142	0.16246006075603034	0.2685972828140761	0.17985266053396717	0.15195185161936298	0.1947070579857991	0.14531804957221028	0.19066433352838247	0.2778131160069233	0.1630453584301728	0.15909924629400887	0.17975871490373974	0.1787423020731186	0.2367018426123637
ec1058	0.13033846216203063	0.0	0.1491881890234074	0.1729022271339733	0.15568094982819453	0.14442857924007702	0.22313658482583196	0.12487668709978349	0.1478060170995845	0.13821117864282761	0.22473459181113625	0.19905499928366635	0.16359163645041258	0.1601181176156935	0.20896219701990745	0.14828380996308804	0.13678791935627033	0.1683375728139911	0.27016408199130004	0.1594654874443519	0.3357155792716094	0.1724983750375957	0.16140495579461767	0.14524272188518814	0.22750767010139808	0.1725328831786814	0.16977921872651838	0.12090080801378408	0.19252074336638972	0.2029610980707262	0.17591019353026954	0.16134057326215995	0.16498860720102979	0.17536230546465292	0.23437632457997154	0.16279031149453788	0.13230642138910959	0.13776564080922807	0.15288991983162506	0.18876986207808324	0.2167303152329594	0.1625761232087965	0.22519695873267614	0.230772880463466	0.1406768474603679	0.20759719663035525	0.26384173797115595	0.14536336030513938	0.20554417150442936	0.19917128080004026	0.2657232360090909	0.17749356235205363	0.18874531861941124	0.3254159683536946	0.2346573562266894	0.13723997560282197	0.2495609970882877	0.16796988124210654	0.13767304381871262	0.20409199181996862	0.1475419304930515	0.1852384664065316	0.2895601812099604	0.14839787705332486	0.1661430957069674	0.16124619747801341	0.15928603735208036	0.24744911794158317
ec1059	0.15944237104750947	0.1491881890234074	0.0	0.1371667459528776	0.1458131892998269	0.15574168095093932	0.22893090825733026	0.12514217989714266	0.1111888074901323	0.13804487589962797	0.17283672813554884	0.1871408685288475	0.1535810617047421	0.12742120259447975	0.2479801398938412	0.1429272858916893	0.18034347918273	0.1380440398863931	0.2524688971640907	0.13266126001222397	0.32727300470619564	0.16311832091688722	0.11929007260228085	0.16679468902303374	0.2085252173235393	0.1743472163352041	0.12768614717379106	0.13866552727191322	0.1336264917033723	0.16272213391814871	0.1442373751672402	0.17519739025168748	0.17489441687003796	0.16183632578835314	0.19879924934411325	0.17528981211696648	0.1131918909277862	0.11889566429563496	0.13700917080442615	0.1495952139599828	0.24793514476279138	0.12275310039858686	0.1644591699174847	0.22205715753227556	0.14109596132898494	0.1836209994247168	0.21637757966664717	0.14898530204405885	0.14273429465239293	0.14802083321161102	0.2691717400510066	0.14478063507369024	0.15248469437829693	0.2908985897596945	0.24643591836673198	0.13960042657255892	0.19205302698391505	0.14916556646255616	0.13551530750592888	0.16558056739649873	0.14527986500458293	0.1474926516176691	0.2896988932979747	0.12281424247351994	0.15233303719074812	0.15349580909983218	0.1343182724641121	0.24052273166219343
ec1060	0.1717612025367127	0.1729022271339733	0.1371667459528776	0.0	0.13706722889187065	0.14411309507125517	0.27357602951091337	0.1447037153626705	0.12026082418753485	0.13818982253117199	0.1970613780411925	0.18641347155391103	0.18856231007481078	0.14111341184934945	0.26361034831042696	0.17443370747949977	0.17889288851189922	0.10261087378945997	0.27817478060052087	0.12391631811382313	0.31946641078453575	0.19052167490313937	0.12049728126481275	0.1554757247952341	0.20971422192683023	0.15202265066133083	0.1221250689602588	0.14807681831716663	0.16213884101977274	0.20127327780318668	0.16459491385143155	0.20846774345299124	0.18755594494878303	0.14146206056868849	0.23054526888185686	0.20784184994100494	0.14151926637522014	0.1448766237276546	0.13679284412171802	0.13800222411269442	0.2640962997472308	0.16316526992009858	0.18853866932338023	0.266780418755839	0.14768353834169856	0.16116141260923583	0.2327609621172226	0.15846113007197837	0.15827085845219396	0.1023317787107178	0.28460791253027173	0.16042294324220924	0.1279120381889217	0.31877008412459407	0.2536615810389542	0.16197796502111916	0.21504484899977455	0.17928874958518748	0.150064575587346	0.1394044691493628	0.1633020424290477	0.12722161665815468	0.28558347182466604	0.17429973326972045	0.13535502490241783	0.1656299840211626	0.16920444955513367	0.2041426967904039
ec1061	0.16051369508172605	0.15568094982819453	0.1458131892998269	0.13706722889187065	0.0	0.13682293136827373	0.25353897935684294	0.14190869588838087	0.13789638270814725	0.11372952325613093	0.2124992074589167	0.20757534864700306	0.17016248454816363	0.15660635666534267	0.2609220559331364	0.15531018463957258	0.14672007138989826	0.1328373318858308	0.2873683910913725	0.14136580852752262	0.3382132203854965	0.19955435628304763	0.1334210377523578	0.13422340980607997	0.2350241634841108	0.14614994503814155	0.15864290758306465	0.11377198818393953	0.17074979319098887	0.21195249933957142	0.16757563314267462	0.1913596702410281	0.17286198156548202	0.15154274028385112	0.22363532139023906	0.19562735709104018	0.13534152316185563	0.14010424997761783	0.13052477660099635	0.17242864309930794	0.2572417543737878	0.16998431767032737	0.2078309071823134	0.25770781632991857	0.14004630669483176	0.1895468962523054	0.24699012771845452	0.13884324792967434	0.18119730918037247	0.15792753495521714	0.29809571477028574	0.15899196100826202	0.16260590773352881	0.33656718238976274	0.25499619323619754	0.1493585095594442	0.24518752578617106	0.17587044911077745	0.12928464676667273	0.18253849278753753	0.1634343135726343	0.1746792769437933	0.2923375435294141	0.15482727775928173	0.12901482288919924	0.16298132418598515	0.15448273010409677	0.20441490884836644
ec1062	0.17120829962558018	0.14442857924007702	0.15574168095093932	0.14411309507125517	0.13682293136827373	0.0	0.2807075636109403	0.14615870784739332	0.15492659412287166	0.14315932459044373	0.20877169921433592	0.21105040428838795	0.2071728363893822	0.16395894833428198	0.2374417326232895	0.16849862097814836	0.1369746360874737	0.14942374678889436	0.30739625275943255	0.12071165090574272	0.35462967327551503	0.19490320018428972	0.12856057059386067	0.11455626112123925	0.23571038949051495	0.15013248276572239	0.16550625058960242	0.12040066615289759	0.17433120392985935	0.20089974502776675	0.16161270649750384	0.1934218904315772	0.17046403765719526	0.16223588092812413	0.23710167909456253	0.20657517550915652	0.12938678883613405	0.11511148921139751	0.16129519638663692	0.17840298911281524	0.24743607476713744	0.16597559565782252	0.19558195414352916	0.26644443357269804	0.11121713611747867	0.17755542193892804	0.26226161332035475	0.13759514224563524	0.17033612295946918	0.1820885738433501	0.29120738775543287	0.13723670347068231	0.18611901026299107	0.34857060051457917	0.27041808540003026	0.14918451529969712	0.23899965444400575	0.19858932830861864	0.11649513221059452	0.2016824338931536	0.18676122606480303	0.17648842673956158	0.3171465119079175	0.14679055550872774	0.15679415499802404	0.1822883918792158	0.15390149831704425	0.22723155603170483
ec1065	0.2328594931547411	0.22313658482583196	0.22893090825733026	0.27357602951091337	0.25353897935684294	0.2807075636109403	0.0	0.2232872804276583	0.2360801497078831	0.23810088822399988	0.2778942439167951	0.2697178828431013	0.2290126999904065	0.21599537670459115	0.25511127204665446	0.2347440712852119	0.2618913643571345	0.260708464655312	0.2582104550403493	0.2532480441969079	0.3681773758334734	0.21517861780708938	0.2492726775996953	0.26390943452215637	0.2737816757049502	0.2658119889847536	0.25468924894771566	0.2277539134846463	0.24060801869179602	0.2722016790572837	0.23952588565997207	0.21642154999352384	0.2294601215768875	0.253275638590612	0.2525609681763355	0.2314360609522342	0.23096081811865316	0.253894669956775	0.23192147190303472	0.2687995689486614	0.27422353411719	0.23913598056261076	0.29867960963182005	0.2660626025377811	0.27409032317082527	0.2751725876605932	0.3033607391853185	0.2289086548913357	0.2775016062652925	0.2679459348140356	0.3211807386769047	0.28144765426517665	0.25377892197788915	0.36446550239704223	0.25508346351752276	0.23307974579932156	0.30659996207992524	0.20459862098279102	0.23704698560057982	0.2782797753478297	0.2248693968788238	0.26516133653669777	0.337507850072987	0.22602467625974862	0.2692770781062024	0.2534280131606389	0.24707581375076795	0.34286480929010954
ec1066	0.14241243619855073	0.12487668709978349	0.12514217989714266	0.1447037153626705	0.14190869588838087	0.14615870784739332	0.2232872804276583	0.0	0.11752364160217535	0.13014259458417754	0.18712549245294352	0.17297705598641774	0.14870762819256142	0.10543949432741562	0.22686777930593427	0.15157212748743004	0.15322138157105963	0.14993849528733152	0.2583765254761054	0.13738115898508482	0.3186347499813849	0.15934318676716028	0.13058285220791496	0.152415275284552	0.1918402318239604	0.16416222445078646	0.13872353020376318	0.12657900437717404	0.16302078480420906	0.17585097288094723	0.16523521213155917	0.16919401437692883	0.14350696684399555	0.15962724319821234	0.21079371028715874	0.1584043945757702	0.12695478215880543	0.12540194915758343	0.13735827839609838	0.1586194323586871	0.23044931922522444	0.13336288826066808	0.19707731172412557	0.20720627236504646	0.12196215577661358	0.19527387133495483	0.24741490508217634	0.14283671587837507	0.17580239816127446	0.1614443944273413	0.2507264699929508	0.17030627356957068	0.17563349571324383	0.3102402820701524	0.21885284150122755	0.14641024541155578	0.21458512314211747	0.15364852695434789	0.13131541016784196	0.1822712025950185	0.1369224414473038	0.1669949959216921	0.27317039604567034	0.13819224894583165	0.1508308286187712	0.14548352108708462	0.1527215529342616	0.232433099903129
ec1068	0.1606106453479139	0.1478060170995845	0.1111888074901323	0.12026082418753485	0.13789638270814725	0.15492659412287166	0.2360801497078831	0.11752364160217535	0.0	0.13013716473451023	0.18666357601978778	0.17285004587594102	0.15828067481503588	0.11850586394288005	0.24265193056595627	0.15006650018015832	0.16913047924846464	0.1230087303557138	0.258414368582665	0.13450040859990814	0.3177696316415287	0.16517675079253874	0.11464000891996383	0.16846421110227208	0.19090483278263837	0.16694747711665214	0.10471866065537204	0.1366487112368193	0.14579107218530696	0.17056056903291145	0.15196289232841897	0.18682241751012038	0.16771542973128722	0.16012131881527866	0.20292707011349959	0.18314705433353257	0.1314699345174363	0.13528279061321544	0.146260403291417	0.1270990828761885	0.24260241258088844	0.14751011477649356	0.17999168636557786	0.23042012561183345	0.14192637360918708	0.18721013223263228	0.2270578332434128	0.1466031739678376	0.16540616163554198	0.13054445467205592	0.256272057509713	0.16106955349793614	0.14344295528902914	0.2986687934176686	0.23273518540455554	0.14909034775317823	0.2048690358813381	0.14456983663347833	0.13548344411549243	0.1482541194007399	0.1518646927642918	0.13750150677221135	0.27372896205297687	0.14900585930570637	0.14164568804665323	0.15769285061185218	0.15773029716136844	0.2131988382341797
ec1069	0.14066779448929137	0.13821117864282761	0.13804487589962797	0.13818982253117199	0.11372952325613093	0.14315932459044373	0.23810088822399988	0.13014259458417754	0.13013716473451023	0.0	0.2006886559208579	0.20398507583376538	0.161046596328341	0.16516755738179525	0.2440375075654618	0.14438415127849552	0.13095482869492986	0.13382994282078975	0.2710838005426107	0.13085317498435697	0.3233969613990507	0.18892151519673755	0.12679990866565893	0.12487076635738484	0.23069538238138765	0.12637288535910066	0.14891142940264526	0.11394072996721727	0.18374273266772506	0.21220307747716524	0.17365413872933438	0.16641385254698315	0.15580515153970542	0.15161238628591986	0.22491640784229028	0.1707427961552173	0.13234126901206314	0.146140413538434	0.1379645709147831	0.16865013980091043	0.24504792793927727	0.1549088253871584	0.21253809975978374	0.24060314416373985	0.12900927215119667	0.17572381452474015	0.23956133130475846	0.14455958322122592	0.18674694896544405	0.15001157381226973	0.27500746804925125	0.17320935449007205	0.16446792472929908	0.3233688075089569	0.2415404914833488	0.14589683640258094	0.24284134306004074	0.17188183391525058	0.1356658425887573	0.17464960057482723	0.14631886820800555	0.15849742712234396	0.2732548496706799	0.15855231859504731	0.1296314469139641	0.1661208380432682	0.15946061964126018	0.21147507993424405
