	ec1249	ec1257	ec1265	ec1298	ec1301	ec1309	ec1314	ec1317	ec1346	ec1349	ec1356	ec1359	ec1361	ec1362	ec1368	ec1378	ec1380	ec1390	ec1392	ec1393	ec1396	ec1400	ec1408	ec1409	ec1411	ec1420	ec1422	ec1424	ec1425	ec1427	ec1435	ec1437	eti111	eti121	eti125
ec1396	0.19342549292506533	0.07451865307955179	0.1759890564561129	0.3910629742007894	0.3270360977184684	0.33866217767129775	0.041316253969640566	0.43129084693531905	0.09966383448370816	0.10909894987437543	0.23566752723565093	0.02079176924503866	0.019897511291299564	0.11325757047797923	0.26558827940555235	0.016256789308862294	0.04918113650181511	0.02570513073593718	0.048857023647643834	0.14421194723677735	0.0	0.0808638180183105	0.03357514518437167	0.0466961074536469	0.040023697762501365	0.009415834912729003	0.016214844907096772	0.034696751662659266	0.038184137739972354	0.34839789738870436	0.3688532658940761	0.2976049242204684	0.08684676708406007	0.36087459013247336	0.01568831559149574
ec1400	0.1295701757091411	0.059375960595425166	0.13655554704267103	0.35578409278608375	0.26621957967242577	0.27770136705528164	0.051423426427498364	0.4024156594552093	0.0881399103168181	0.07327883176402196	0.179687686296725	0.07502556633988762	0.07228280336573771	0.07848194378755927	0.2149587156851244	0.0832262898104408	0.06553958693310412	0.0767951466213703	0.0639083053206592	0.10834671781542524	0.0808638180183105	0.0	0.06946460796116409	0.06853149321434829	0.06357218688531384	0.07997253499174517	0.07120082250754134	0.06125303536125109	0.06555040638880277	0.32462186275562477	0.3433410277018032	0.2754880138174366	0.052162941563972845	0.31908304103092555	0.08348978704517075
ec1408	0.18495854309843945	0.06278606750288929	0.17685966339419318	0.3921536101698993	0.32053208175211384	0.3315740475104621	0.032526531622105594	0.43070702442110165	0.10070381638543956	0.09938707067008824	0.22257284461282484	0.023402656135708827	0.03682347226061654	0.10992058335267929	0.25484430581151574	0.03806428224784413	0.04907562540121469	0.029493836192646308	0.054680147817424626	0.14150806225941034	0.03357514518437167	0.06946460796116409	0.0	0.04820282076252509	0.04831769162730532	0.0355170492998054	0.02882922479130972	0.04080116772185084	0.04515578343756258	0.35218723316598854	0.36872121681736947	0.29535756473748764	0.0841585280830212	0.34713685368218217	0.03364134806656135
ec1409	0.1743886926062815	0.07967800372334424	0.17059225620902987	0.3838973333200476	0.30218761488552176	0.32594160212620654	0.0573261064050605	0.42721380343302295	0.09060152621959333	0.09220106006253342	0.22373312322544872	0.049058330477101196	0.05296569386169278	0.1078532181916901	0.25229425197785105	0.05344294358820791	0.05263054867264735	0.054515500970329034	0.07520513416632452	0.13842379494985163	0.0466961074536469	0.06853149321434829	0.04820282076252509	0.0	0.04187461791760735	0.047982720390401155	0.044961394353609546	0.05839305024126865	0.06553056200267604	0.3377825547726713	0.3650600535488528	0.29009168651284983	0.07966778835038243	0.3492823778601918	0.05071004431282578
ec1411	0.16024665609677735	0.07341821146498229	0.14922073466136518	0.35753341273736255	0.29764912043263786	0.30842228022676066	0.04844415215646098	0.41088311934259564	0.07773088695724101	0.07455110040517718	0.2264856275484689	0.0408738550179165	0.042107038673990724	0.09156804880626895	0.23064006589557368	0.0432040260548056	0.029951958659169182	0.051822077596999916	0.05508167039468283	0.12292279722643105	0.040023697762501365	0.06357218688531384	0.04831769162730532	0.04187461791760735	0.0	0.038667486692612926	0.0326664973252896	0.03515778095576487	0.04807303328376775	0.3298125857081726	0.3515050100188809	0.26936619630223446	0.0609115980818386	0.3541762694437819	0.049166414941797805
ec1420	0.18735413300599846	0.07501165574598347	0.1747248294364596	0.38735115251473773	0.32263169906023936	0.33635124877968614	0.04108200919095851	0.4279952524884116	0.09494412673718292	0.1042492196299821	0.2367915501170749	0.019440649524477594	0.0199572105497225	0.10961114556183855	0.2592589893942124	0.014628688140839397	0.04727697919642747	0.025665780577003448	0.05062190332059593	0.14104422497346117	0.009415834912729003	0.07997253499174517	0.0355170492998054	0.047982720390401155	0.038667486692612926	0.0	0.015238605562129333	0.03368281007819308	0.03181692824789034	0.3494377282112389	0.3694677111031951	0.29442676653270045	0.08273969158784787	0.3624240788508973	0.01655940905713731
ec1422	0.1809522831751908	0.07207701891839542	0.1729219100250025	0.38407228807294697	0.31787937556198453	0.33277508306144976	0.032082241649330295	0.4229825541271145	0.09040058367553626	0.09855349297663833	0.23001552997823213	0.01623872688643428	0.024547856025669366	0.10446412339941957	0.25632449250331624	0.01782253294647041	0.03960090609635526	0.029784502137486773	0.04706450588566944	0.13465479969829494	0.016214844907096772	0.07120082250754134	0.02882922479130972	0.044961394353609546	0.0326664973252896	0.015238605562129333	0.0	0.025158832443123863	0.03190043610460356	0.3447745070440977	0.3602788516420422	0.28753680912794843	0.07386490144296778	0.3583182747570823	0.022651353772048452
ec1424	0.16439628140308873	0.05684730257137836	0.15166951377106958	0.3630474077558804	0.2970551858404125	0.3124317440982953	0.02849102446954093	0.4040627460729963	0.0895607371218836	0.08724926722271599	0.22231832810455013	0.03275960080842127	0.028491100966359303	0.08556989137274637	0.23542137307681524	0.038907324219709064	0.03607566432902651	0.042399386738126314	0.030407362840094706	0.11556401918613812	0.034696751662659266	0.06125303536125109	0.04080116772185084	0.05839305024126865	0.03515778095576487	0.03368281007819308	0.025158832443123863	0.0	0.024935424411524028	0.3273080988930844	0.34962404108497686	0.2816293870639807	0.05529933776120667	0.35647486956608654	0.039247740461847466
ec1425	0.17068684474070267	0.05808407036350316	0.156720766362313	0.3665977633257051	0.3065596325664605	0.3168039645179191	0.031100014847553592	0.4110719670556021	0.09865119517281663	0.09629690837378393	0.22812877977940071	0.03430457327051663	0.02658190347236284	0.09512505960079795	0.2390899204524173	0.03901349301372042	0.04451431539986212	0.03949266047229512	0.03276876045769019	0.1222375505817318	0.038184137739972354	0.06555040638880277	0.04515578343756258	0.06553056200267604	0.04807303328376775	0.03181692824789034	0.03190043610460356	0.024935424411524028	0.0	0.3317121821740648	0.36085135647926236	0.2892852134270633	0.0669267282689924	0.3599741490291258	0.041524429331688296
ec1427	0.2579519153822159	0.342165463814733	0.298683079691684	0.36626966437673303	0.24344535760790062	0.32530869557999953	0.3424932524416977	0.1418506606521335	0.28202587709016413	0.31133964166827643	0.31023804087436535	0.349308582040011	0.34487984990297044	0.259595004743624	0.32888093448004696	0.35201804043684537	0.31146763978914443	0.356623224329266	0.32276466684876653	0.2873139302679707	0.34839789738870436	0.32462186275562477	0.35218723316598854	0.3377825547726713	0.3298125857081726	0.3494377282112389	0.3447745070440977	0.3273080988930844	0.3317121821740648	0.0	0.16196941091844008	0.13095851822213034	0.30592224980691385	0.31391122086150325	0.356340133613377
ec1435	0.2828080732235122	0.3642643148736206	0.33644045291730734	0.40875997917714374	0.2722126121669708	0.36487780227685906	0.3569648257716306	0.18860279822631562	0.3234791487878103	0.33926596580194507	0.3223797959270712	0.36718114651907036	0.36555426872074726	0.3100389375563002	0.374808291864266	0.3713209610096162	0.3389634694914773	0.37162793756752976	0.35565654722567785	0.3333162514890183	0.3688532658940761	0.3433410277018032	0.36872121681736947	0.3650600535488528	0.3515050100188809	0.3694677111031951	0.3602788516420422	0.34962404108497686	0.36085135647926236	0.16196941091844008	0.0	0.20308088303580743	0.3279158752538318	0.28696965988804674	0.3716937664326357
ec1437	0.20331209778175732	0.3119629992520364	0.24756646087748976	0.2940666899840149	0.2349371392823323	0.25941027335054406	0.2892990454535379	0.20935686729796177	0.23535307197219488	0.23473219057201744	0.2707468315550916	0.2937048421616892	0.29498203799984457	0.23057572439960639	0.2511082236482803	0.2968377908083021	0.2623567180554693	0.3009022233572446	0.29761195665938706	0.2619618664367728	0.2976049242204684	0.2754880138174366	0.29535756473748764	0.29009168651284983	0.26936619630223446	0.29442676653270045	0.28753680912794843	0.2816293870639807	0.2892852134270633	0.13095851822213034	0.20308088303580743	0.0	0.2565554287768777	0.33047025411068875	0.3009593726654685
eti111	0.1348894122970553	0.08505286733024782	0.13532466337922067	0.33627538264061524	0.27287001838085423	0.29399852181261354	0.06990141711009179	0.38213131701218517	0.07387046748748441	0.0634734157992945	0.21364224218512162	0.0822849165258211	0.07760810356175708	0.061871151241511824	0.20762765993124807	0.08678101122444716	0.05268347554347441	0.08880770416080318	0.06913232379166677	0.09149846387367017	0.08684676708406007	0.052162941563972845	0.0841585280830212	0.07966778835038243	0.0609115980818386	0.08273969158784787	0.07386490144296778	0.05529933776120667	0.0669267282689924	0.30592224980691385	0.3279158752538318	0.2565554287768777	0.0	0.3469475441391423	0.08839591972240966
eti121	0.31127335304468245	0.3488933375400797	0.3513269619911347	0.44402389654085406	0.20628463534067942	0.3443746678913994	0.3502050342384613	0.36695227177007717	0.3491692765383021	0.34696590947552847	0.21360675143130156	0.3566427369281429	0.3581484901591034	0.3466214932944865	0.39558709728782704	0.3658818918920643	0.35579142023048765	0.3546355038803988	0.355202762783005	0.36281041106092693	0.36087459013247336	0.31908304103092555	0.34713685368218217	0.3492823778601918	0.3541762694437819	0.3624240788508973	0.3583182747570823	0.35647486956608654	0.3599741490291258	0.31391122086150325	0.28696965988804674	0.33047025411068875	0.3469475441391423	0.0	0.359004974355929
eti125	0.19407688792472091	0.07470206849522756	0.18390137311016394	0.39563489445831074	0.32988275040238324	0.3448318144651164	0.04341991122578214	0.4338933444028341	0.10382952802264162	0.11266096884466985	0.23658941789054086	0.02627195815710458	0.0217770060789188	0.11601673450345745	0.26743310032996725	0.023804517298109108	0.05441095999000925	0.015916678751958766	0.05582221000920169	0.1469989170460068	0.01568831559149574	0.08348978704517075	0.03364134806656135	0.05071004431282578	0.049166414941797805	0.01655940905713731	0.022651353772048452	0.039247740461847466	0.041524429331688296	0.356340133613377	0.3716937664326357	0.3009593726654685	0.08839591972240966	0.359004974355929	0.0
