	ec1249	ec1265	ec1314	ec1346	ec1349	ec1361	ec1362	ec1378	ec1393	ec1396	ec1400	ec1409	ec1411	ec1420	ec1424	ec1425	ec1427	ec1438	ec1442	ec1449	ec1457	ec1462	ec1468	ec1492	ec1497	ec1500	ec1508	ec1513	ec1516	ec1517	ec1524	ec1533	eti111	eti123	eti135	eti149	eti154	eti162	eti164	eti165	eti166	eti167
ec1457	0.6089960403890919	0.6196873258896868	0.4901532329314613	0.5284361107350726	0.6101699517407027	0.3033923874873689	0.3019895852364526	0.4592030471298457	0.6234898257865122	0.4060526050435602	0.4781466332034598	0.4319818757571885	0.5752648149195357	0.2975122305003791	0.465240447563472	0.3834254384836951	0.4907852948086226	0.3177311911805618	0.5255382862041429	0.805793856994321	0	0.4782467752141344	0.3847780783565528	0.4812464679859771	0.5204415146694756	0.3986799668652464	0.6159270058410921	0.2606605369339403	0.6464709766957745	0.3764098697958473	0.4008154983418924	0.5247409075812318	0.5171072807489088	0.3790654847345787	0.3814370245115124	0.6971905244161827	0.343937287773176	0.6556609081144891	0.3972259932515432	0.5306302396883029	0.5972637656033646	0.4943012969194951
ec1462	0.6216444140740264	0.6744738792873453	0.2623953281044494	0.3746628371498432	0.6223214792692273	0.4410627051880415	0.3925469520100455	0.2253479567888633	0.4658173580392278	0.4060025776131794	0.5221466632529431	0.477370140539222	0.5846696874490902	0.4163703471176202	0.4853330141921603	0.4310783956943664	0.5387196282231766	0.3898387158469028	0.2752269555958028	0.8259241774555637	0.4782467752141344	0	0.3633132451476099	0.4680077754506064	0.3194752379823314	0.4725550887101398	0.6660540520205731	0.4057361457416828	0.4567780851452181	0.3870629362361855	0.3833283936889533	0.5377965263764378	0.5875309781992488	0.375556153274725	0.532155407372956	0.6158730461528046	0.4864462909585182	0.5346638058022261	0.5668959399601226	0.5305970348179094	0.4464679235647203	0.2977964158036519
ec1468	0.6256192637371658	0.5911772427544161	0.393566811163868	0.4678240714974402	0.6008792410386966	0.2451570813805372	0.1737358902100408	0.4056863678928563	0.5326781372657017	0.4012097393137247	0.3870509536606588	0.3098938780203139	0.5553343043613597	0.3000878025906243	0.3996233079580821	0.3152440806283217	0.5014462488018455	0.1436076999713742	0.4790493549955413	0.8383451849548528	0.3847780783565528	0.3633132451476099	0	0.2527362699263407	0.5529220782069458	0.264147022930206	0.6218644871186446	0.2752004697015156	0.6121311495153171	0.07080461772070001	0.05650688125644243	0.5375469959296362	0.5143114070379421	0.2270245841230724	0.4420053891283294	0.7211477684354415	0.2851223606673212	0.6024683031609948	0.5039735988355171	0.45225970365247	0.6013088789882203	0.4353070098693546
ec1492	0.5391445518940511	0.5029257502892222	0.4762683520593244	0.5304124852185409	0.5073112307785708	0.3764661154369965	0.3309083199842843	0.5044017515512551	0.5461646878770895	0.4916066362635554	0.2640246089032598	0.3625735841991359	0.4594199853942548	0.4211577731290081	0.281901533612106	0.4231550627998925	0.4001641063754084	0.3296047641746877	0.5714364298811413	0.7796457528989837	0.4812464679859771	0.4680077754506064	0.2527362699263407	0	0.6030438377901203	0.3834975506861534	0.5021904952218512	0.4054452076182703	0.5325776427484421	0.2738588118020366	0.2757422771574016	0.5525096204201414	0.4164656141911949	0.3687925473321528	0.514245851386411	0.6408166347683679	0.3968775519892659	0.5156281983293786	0.3959463748075462	0.525118333414952	0.6361016581517407	0.503273100289965
ec1497	0.5757081434391421	0.6963330697794915	0.394823611248325	0.4421705704898505	0.6533101852267117	0.5191128151737771	0.4920508048708921	0.3871241906663961	0.5519472647001366	0.4864851730092671	0.6191076001845179	0.591554708659041	0.607886681365415	0.4892815108560785	0.5878357190420219	0.5430626487628151	0.5717980506782653	0.5106012595621161	0.3700056826221559	0.7985195459450993	0.5204415146694756	0.3194752379823314	0.5529220782069458	0.6030438377901203	0	0.5646939001414913	0.6867126239120098	0.4534468803143855	0.4643138566633265	0.5493703462921168	0.560778704881698	0.5907883484375075	0.6512079002598831	0.5486221435110135	0.5961253103162679	0.6274806334537549	0.5566072787543543	0.5506984911635052	0.5918704558429397	0.5577913590370556	0.3669844074064533	0.3584608321885698
ec1500	0.5584074140920702	0.5659977284143477	0.4851475281410613	0.4487797859528718	0.5464751647933689	0.3326721058837171	0.2826057654503462	0.5135939844834674	0.5308990532371638	0.4535801690567918	0.4796668642981307	0.4064637550660044	0.5207985266946386	0.363760989217845	0.4368018271879387	0.3658629581284578	0.5287478025620215	0.3434802450965284	0.5802637203540013	0.7958382584633165	0.3986799668652464	0.4725550887101398	0.264147022930206	0.3834975506861534	0.5646939001414913	0	0.5379526437809651	0.3357856690925955	0.6199639558585248	0.2725744690822886	0.2824841454171989	0.5152170667374023	0.5591311280955701	0.3495122603251706	0.4615946639478233	0.6549284549920208	0.2592290451440101	0.5842385647424381	0.5110269092273513	0.4588312224521254	0.5521015615633041	0.4209497069693114
ec1508	0.5632536163873554	0.600199320461877	0.6662926612555008	0.6460419222130068	0.5628587935615705	0.6075972428770419	0.5937863968743019	0.6717577647178306	0.6732991146163371	0.6440027349987716	0.5532568211472164	0.5659895249987801	0.5114885882130094	0.608111058034143	0.471952442211912	0.571082087847757	0.5690768156669774	0.6219330827936906	0.7162662209699235	0.6853135715200285	0.6159270058410921	0.6660540520205731	0.6218644871186446	0.5021904952218512	0.6867126239120098	0.5379526437809651	0	0.5690028043706502	0.6354592907861351	0.6181870028182264	0.626108020131227	0.5884879668065397	0.5593612723569662	0.6005308618667689	0.6216588093295695	0.5456063918794396	0.5372887125292927	0.6330270704754138	0.5218561057268515	0.6083361446055879	0.6815627902833447	0.6316025271200844
ec1513	0.5839258239990108	0.6084304489058442	0.4605277630080736	0.5115909552299578	0.5937370537706247	0.2372556852105375	0.1853526210925236	0.386964568356817	0.5882972168853501	0.3154413823343062	0.4506574394614745	0.3853940136300605	0.5049427104776512	0.1819961439218722	0.3853134840010505	0.2834983181024728	0.4795764327099608	0.2072965160634067	0.4715934751582988	0.810360937798278	0.2606605369339403	0.4057361457416828	0.2752004697015156	0.4054452076182703	0.4534468803143855	0.3357856690925955	0.5690028043706502	0	0.6086535007778198	0.2783753957284136	0.2974668945939218	0.492866512929697	0.5195803266900009	0.2782733687477107	0.413884197606579	0.6884754618924542	0.3234699806821241	0.6223659306775141	0.4222998245481764	0.4363505358877561	0.5589309618300038	0.4195643725259998
ec1516	0.614675359276032	0.6594098044766062	0.4977264942760879	0.531615562773286	0.5338180989867148	0.5998412593027317	0.5953704002084321	0.5306376735344928	0.5907321932047259	0.6027497587018258	0.5618774971997048	0.6233583302163301	0.5174342333771104	0.6204427393091926	0.512084351677173	0.6469224821194003	0.4873394385923347	0.6105927417673067	0.5257889638505991	0.7829784029709598	0.6464709766957745	0.4567780851452181	0.6121311495153171	0.5325776427484421	0.4643138566633265	0.6199639558585248	0.6354592907861351	0.6086535007778198	0	0.6192472553870856	0.6185820308461238	0.6268886533425478	0.5551283384152618	0.6360208515360535	0.651088588506094	0.5773094860396182	0.6161635577437661	0.4912235051072378	0.5581279963217232	0.6757563402265018	0.519482354790887	0.4628304321726426
ec1517	0.6192764178735607	0.5777564250246187	0.3936107071786376	0.4492071603921508	0.5837182662528239	0.2273959718491728	0.1803699835874365	0.4033259951774916	0.5160804697085759	0.4026150635318038	0.384778165757399	0.3139445249189082	0.5533916558552099	0.3030266584192464	0.3985013952197889	0.3145382443348309	0.4950953345919515	0.1493550637615802	0.4793217832230907	0.8346935714219763	0.3764098697958473	0.3870629362361855	0.07080461772070001	0.2738588118020366	0.5493703462921168	0.2725744690822886	0.6181870028182264	0.2783753957284136	0.6192472553870856	0	0.113142582656516	0.5340265823297093	0.5086855122016443	0.2611915812776469	0.4408530787064816	0.71874140200253	0.2858528624109176	0.5992494962853369	0.4963481153220748	0.4685895389171749	0.5937653568545456	0.416797738303039
ec1524	0.6298687419504662	0.5994841107070801	0.4091824083435901	0.4830156714048683	0.6082158213878106	0.272117509824239	0.2070121458363272	0.4247890672969487	0.5432609996688401	0.4195614753747373	0.4046493425109526	0.3317894568798229	0.5616914853357995	0.3251552820989844	0.4174413581438184	0.338981833933879	0.5134496850921355	0.1806789726076613	0.496499082109089	0.8388675166352835	0.4008154983418924	0.3833283936889533	0.05650688125644243	0.2757422771574016	0.560778704881698	0.2824841454171989	0.626108020131227	0.2974668945939218	0.6185820308461238	0.113142582656516	0	0.5449185632367999	0.5231026235406384	0.2500129050736734	0.454447930685886	0.7235784920859353	0.3022808332860203	0.609445988113079	0.5138864122150628	0.4639037247964645	0.6073286970183981	0.4502154644651218
ec1533	0.5702518591572173	0.61445919311806	0.5344249375788561	0.5337119900968337	0.5241901269464389	0.49461560593026	0.4952574767316176	0.5447647420212557	0.5909384734115882	0.3185363798988951	0.5572896593134258	0.5093869364740228	0.4080223412070654	0.5113362507261555	0.5415898651712125	0.4885344135802654	0.376367026372145	0.5314306295993551	0.6075365174183391	0.7541401061432323	0.5247409075812318	0.5377965263764378	0.5375469959296362	0.5525096204201414	0.5907883484375075	0.5152170667374023	0.5884879668065397	0.492866512929697	0.6268886533425478	0.5340265823297093	0.5449185632367999	0	0.6129088071066433	0.5301045778963389	0.5771356986167372	0.6525831067595508	0.4965359111677383	0.6374233085345585	0.5839753258859155	0.5373656865970942	0.4810216782317814	0.4936077697093377
eti111	0.5929349830943068	0.594194717168514	0.5928365930959093	0.6277417868372761	0.5407860246102997	0.53568139446622	0.4991301547682093	0.5849516740453721	0.6009626956909666	0.5837988244875268	0.4509832498941833	0.5174925689236138	0.4966512595911172	0.5201824271316179	0.3466633387288073	0.5236022005590937	0.4608395802889002	0.4966432505905785	0.6531808252841317	0.7427953013196296	0.5171072807489088	0.5875309781992488	0.5143114070379421	0.4164656141911949	0.6512079002598831	0.5591311280955701	0.5593612723569662	0.5195803266900009	0.5551283384152618	0.5086855122016443	0.5231026235406384	0.6129088071066433	0	0.4199281067060302	0.5196801742488457	0.6598976446808603	0.5533858058710649	0.5968475751952483	0.3859334940871748	0.5927235812659872	0.6747260841070963	0.5971553773199701
eti123	0.6243613604824917	0.631220882331687	0.4493061680884476	0.5227514701290716	0.6201990701913136	0.3281539133121703	0.272067752265161	0.4201662016511367	0.5815513563167308	0.4055413661659116	0.4376753231447264	0.3735840284692352	0.5699878932276708	0.3051178664982612	0.3949813708511775	0.2951410004602793	0.5409337218467526	0.2541812701547602	0.5047178359408964	0.8074019833195341	0.3790654847345787	0.375556153274725	0.2270245841230724	0.3687925473321528	0.5486221435110135	0.3495122603251706	0.6005308618667689	0.2782733687477107	0.6360208515360535	0.2611915812776469	0.2500129050736734	0.5301045778963389	0.4199281067060302	0	0.4355210299478237	0.7260462183253298	0.3851600770179461	0.6488221446426424	0.4919133911202928	0.4297311062179082	0.6027727710900574	0.4663676335363313
eti135	0.6146972356716824	0.6430895422505685	0.5133266116642718	0.5030440878436461	0.5673565108684701	0.4022491880392679	0.4106678025240475	0.5060381703416598	0.6114337163195315	0.5003444764268843	0.4979518731305129	0.4455481152024199	0.6193921439647272	0.4114131514431522	0.4413370039467486	0.4373379581863224	0.5541461981403621	0.3848706974894772	0.5859479294368689	0.7773844023546986	0.3814370245115124	0.532155407372956	0.4420053891283294	0.514245851386411	0.5961253103162679	0.4615946639478233	0.6216588093295695	0.413884197606579	0.651088588506094	0.4408530787064816	0.454447930685886	0.5771356986167372	0.5196801742488457	0.4355210299478237	0	0.676028704429571	0.390753805289983	0.6245690417101064	0.4987057850046574	0.5309453902227165	0.6456701385200295	0.5564628172353143
eti149	0.5805996525297603	0.6743888089698915	0.6306221592547298	0.5884879346708066	0.6127943651081944	0.6910936648871849	0.6972435122732694	0.6359469967655075	0.6204436486214241	0.7057790793359903	0.6506008330391885	0.6956096384957857	0.5981411625775668	0.7088021392245029	0.6508858666435948	0.6889305689769109	0.6263547951479812	0.7032982687078849	0.677334290685398	0.6897010259182152	0.6971905244161827	0.6158730461528046	0.7211477684354415	0.6408166347683679	0.6274806334537549	0.6549284549920208	0.5456063918794396	0.6884754618924542	0.5773094860396182	0.71874140200253	0.7235784920859353	0.6525831067595508	0.6598976446808603	0.7260462183253298	0.676028704429571	0	0.6400562464116901	0.5736119489401175	0.6531964715517848	0.6841752857098504	0.6096544818332982	0.5888975102776445
