	ec1057	ec1059	ec1065	ec1066	ec1075	ec1076	ec1082	ec1083	ec1084	ec1089	ec1091	ec1092	ec1097	ec1098	ec1100	ec1101	ec1105	ec1106	ec1108	ec1113	ec1114	ec1116	ec1119	ec1121	ec1122	ec1124	ec1126	ec1127	ec1130	ec1137	ec1138	ec1140	ec1141	ec1142	ec1145	ec1150
ec1114	0.19208543455817914	0.1305309316100977	0.233196028852501	0.12859801562629503	0.14253796853420805	0.24964555168137412	0.14269015416901717	0.3136898451952452	0.1752473655242129	0.1626498570654695	0.17821929622121627	0.16964724492863145	0.15126940880578835	0.13917668289388443	0.15013955212863914	0.16260829751300848	0.2152365343109916	0.19137574394408488	0.1384632087767258	0.2554247945272304	0.0	0.18592380272863254	0.2177812348057182	0.16263188449068877	0.18092240485373623	0.22535991209036185	0.17911664704535607	0.27679867853658413	0.16868352125955371	0.16456849144443614	0.18346529418502128	0.28423623464247527	0.14578421827387278	0.20918445020711282	0.17593630161085644	0.2699293250073898
ec1116	0.283164776111001	0.22784382072592949	0.276050207025204	0.22318708023110742	0.23397808331872424	0.29198279466923643	0.24119734039798785	0.3121037919122232	0.2349772505337758	0.25231668056690293	0.2645745778026274	0.21431602572871783	0.2291080471345458	0.23255553647086902	0.1985322435418566	0.24253499095378103	0.22095003849376585	0.25811222746565377	0.22345322268470597	0.3107606958337604	0.18592380272863254	0.0	0.260494984056001	0.23732438203356615	0.23548763782765775	0.20595346669862608	0.2672230790331078	0.27408240949027035	0.2537933114723284	0.25296002152626784	0.27413218282666746	0.28697121492080035	0.235282229498292	0.2979468058794382	0.25564154578383397	0.35343115518774026
ec1119	0.2769152441750729	0.2107894777989681	0.3067152040122006	0.25412329184293564	0.23782537870256906	0.32479322685237544	0.23994452809923042	0.23317108421270458	0.261106428780117	0.25803781362929884	0.2367900157804765	0.25894350350685574	0.2425032540846264	0.23777347379853467	0.25249681733494306	0.27204748272951845	0.24967775232688405	0.26553150995461877	0.23834294963187147	0.33332171786128206	0.2177812348057182	0.260494984056001	0.0	0.25317360286116225	0.251141734163434	0.20201104874589618	0.22720955770004028	0.1665169017055264	0.24790624205651404	0.2550801228759607	0.23745782518666267	0.199617729629725	0.24012243421066518	0.2698680111150528	0.25071569096571417	0.3154216072722816
ec1121	0.19684653135434577	0.1553863186004759	0.22711975087198522	0.15282702845207077	0.1551512766702745	0.23813534747807152	0.13899841249510989	0.3340236154729057	0.18135883447011364	0.13889292236566153	0.17454571038012542	0.20256888517257288	0.11800221370509746	0.14039065299339376	0.16086864438676943	0.15359018361698348	0.21407916716450018	0.19787376139298513	0.14027225239393168	0.24490343439090892	0.16263188449068877	0.23732438203356615	0.25317360286116225	0.0	0.18929398317109608	0.2556419496873116	0.17450150474942117	0.31797595639984827	0.1475299207503436	0.1588188767209048	0.17817512690170909	0.3085811744705815	0.1430999673196718	0.19541491860931304	0.18085595362288945	0.260332323144965
ec1122	0.24683255780622296	0.16731443183940806	0.2925909454282761	0.19713200134808215	0.20377945270185324	0.31681332232348586	0.15822739466494168	0.3677989701059005	0.23031548507301947	0.19621759442013656	0.1963040730340415	0.24854512491994737	0.1842966956321095	0.15629866403354575	0.21571698011415258	0.20738176471903377	0.21690388641333463	0.2610597447897384	0.18499032651676853	0.3111008542855871	0.18092240485373623	0.23548763782765775	0.251141734163434	0.18929398317109608	0.0	0.303858676748656	0.1949189622626404	0.319615083704736	0.19931029525371044	0.23074723745285702	0.20220830381429394	0.35921465811523984	0.18551073595526402	0.2273926413700746	0.22444157744580626	0.27604369207568435
ec1124	0.2665839260105795	0.24687797665899938	0.2934853777686987	0.24634580258291872	0.2386643561260591	0.24983453952417337	0.260232694644166	0.21057452448176545	0.22031452419990957	0.2642497098645797	0.2695426722035823	0.19513610598910267	0.2463707664856012	0.2506205355306479	0.21004160588039336	0.2609956078499939	0.28151445315863666	0.26145055452300536	0.24894310790178042	0.27631317202520655	0.22535991209036185	0.20595346669862608	0.20201104874589618	0.2556419496873116	0.303858676748656	0.0	0.27017702558008533	0.19639713393263938	0.27818188323294996	0.2571993260481065	0.2756773751721966	0.17723746265056026	0.2601096905040666	0.3006368191062778	0.26490758802674697	0.3416243919354153
ec1126	0.18443723625100433	0.14603016238140498	0.24952090641199376	0.17076495398451882	0.16862479157848254	0.26462531349477014	0.14249913914297238	0.32192424006597586	0.2019892612360323	0.1742307667587809	0.13162328955608554	0.20292675424129314	0.15826509752559714	0.14736427062940324	0.19390202386568983	0.19655691936811678	0.21819999210901134	0.20879295951632798	0.15558424069989651	0.258628756812816	0.17911664704535607	0.2672230790331078	0.22720955770004028	0.17450150474942117	0.1949189622626404	0.27017702558008533	0.0	0.2966539877895424	0.1719686923668248	0.17632968842954366	0.1513544102734109	0.28839194021600884	0.1655804585810768	0.14558167921691126	0.16785961680706293	0.20396762935304283
ec1127	0.33441612561093326	0.27880218407961965	0.3453268866711794	0.3164237067308386	0.2823635059410898	0.3524416530726118	0.3098211151471762	0.14715299321581438	0.3006173862849417	0.3245414235560273	0.2944508985145451	0.29008454538564027	0.3018446799487647	0.30822757104510856	0.27700100890973034	0.3206352044846143	0.2819768849502607	0.3095667028710826	0.30188905501377333	0.3608741543836697	0.27679867853658413	0.27408240949027035	0.1665169017055264	0.31797595639984827	0.319615083704736	0.19639713393263938	0.2966539877895424	0.0	0.31234354027621447	0.31290864832711085	0.30580497866759787	0.13453959237491445	0.298316630430324	0.3476785979996802	0.29627589780479263	0.3843699367925837
ec1130	0.1739686080648177	0.1348945858114911	0.22410786791655526	0.14596104835794174	0.1355109501532924	0.22811569706092852	0.13691096508328846	0.3423489097375677	0.20094996544901805	0.1510236715080695	0.14591987880936363	0.20219298408053704	0.1547485520007105	0.14941730507614148	0.1787412262764199	0.17647132019268524	0.23226161767943332	0.16733634675266132	0.12216734541076694	0.23232257641739942	0.16868352125955371	0.2537933114723284	0.24790624205651404	0.1475299207503436	0.19931029525371044	0.27818188323294996	0.1719686923668248	0.31234354027621447	0.0	0.15989512015553659	0.16074645038058558	0.28520340590856613	0.13744533094259428	0.18336424934886522	0.1686143694849932	0.2506149501252139
ec1137	0.14363412585595106	0.12726278307175298	0.22038820341995224	0.12813787212589184	0.14153691079398398	0.23030288270403393	0.1508230648768314	0.3203162060705351	0.16877733085866922	0.1522661837258445	0.1513217916406278	0.16199117203296223	0.16196514769674508	0.1574297247117574	0.15605668918121635	0.1771887255356411	0.22954076589202468	0.12439504676086499	0.12692779326512219	0.21444282269692916	0.16456849144443614	0.25296002152626784	0.2550801228759607	0.1588188767209048	0.23074723745285702	0.2571993260481065	0.17632968842954366	0.31290864832711085	0.15989512015553659	0.0	0.1364642574633639	0.2645156325855566	0.16863345774548438	0.18250025570484016	0.16887555740408655	0.2517785900138083
ec1138	0.17730325344346284	0.138566618489469	0.24433555051531483	0.15342958157610567	0.15013735299478925	0.2470157448366918	0.14617668989393495	0.3236467671674999	0.1966207981166689	0.1756096410988469	0.12264698887403197	0.19497503595434848	0.16481612579524338	0.1527194150628899	0.18727384389072754	0.19813254430445712	0.2356311328446769	0.16459797880195368	0.15122804238190507	0.22258560898033738	0.18346529418502128	0.27413218282666746	0.23745782518666267	0.17817512690170909	0.20220830381429394	0.2756773751721966	0.1513544102734109	0.30580497866759787	0.16074645038058558	0.1364642574633639	0.0	0.28061621045153806	0.18327342070772557	0.17483609917317453	0.1789159494597171	0.23077699693198472
ec1140	0.27854450586938717	0.26636049116437815	0.3037478193619137	0.288062170992469	0.2636733106607727	0.3051344319411225	0.2927566798539333	0.1349791424494229	0.28096098966663197	0.29185217563876203	0.2687473182959156	0.25358815469543866	0.29098856792288963	0.2970260866016444	0.26811945308595514	0.30646841136616926	0.3120677590412059	0.25522085302257996	0.26289060587584867	0.3087941748780131	0.28423623464247527	0.28697121492080035	0.199617729629725	0.3085811744705815	0.35921465811523984	0.17723746265056026	0.28839194021600884	0.13453959237491445	0.28520340590856613	0.2645156325855566	0.28061621045153806	0.0	0.29225295701903814	0.3002273341935818	0.3007701775491819	0.35009482871682673
ec1141	0.1744033562510441	0.13349352796031508	0.22449319984222954	0.1404109875337732	0.1473724484688601	0.24140162778035412	0.14555649344566743	0.3359212967800822	0.1734555925611532	0.16358704093113607	0.15769635688786018	0.19345695166379853	0.1447835403912907	0.14631982938706592	0.159911060339305	0.14170539306936597	0.21480336316923662	0.19212574254161605	0.12153381026833004	0.24209143128813487	0.14578421827387278	0.235282229498292	0.24012243421066518	0.1430999673196718	0.18551073595526402	0.2601096905040666	0.1655804585810768	0.298316630430324	0.13744533094259428	0.16863345774548438	0.18327342070772557	0.29225295701903814	0.0	0.18035182462588548	0.15824433637721588	0.24961283579004828
ec1142	0.1779155261224851	0.17189620082220738	0.2661926592824782	0.17341150093110802	0.18212118561799814	0.2736827293589319	0.16249024129212294	0.35547627353143446	0.2223274623174596	0.1744048169839439	0.16128927436557863	0.23396284647740587	0.19380177997403397	0.16150974351718575	0.2223736776637192	0.20771804812623415	0.26685977247369347	0.19612209563283944	0.16636522044238758	0.2629474909904199	0.20918445020711282	0.2979468058794382	0.2698680111150528	0.19541491860931304	0.2273926413700746	0.3006368191062778	0.14558167921691126	0.3476785979996802	0.18336424934886522	0.18250025570484016	0.17483609917317453	0.3002273341935818	0.18035182462588548	0.0	0.2068643893549489	0.1365943646048626
ec1145	0.1910755589584926	0.14540283805287518	0.23898685180375845	0.16160283303218348	0.1601452391514584	0.25089202258136034	0.16666901786748367	0.33432076223161095	0.1865508314635544	0.19688542267977113	0.16101038433228743	0.2085003741291636	0.16663801903890227	0.16235323245381322	0.17215068584407908	0.17455949551705213	0.20688273603096574	0.1949084353348337	0.16281809873432324	0.26407739930995516	0.17593630161085644	0.25564154578383397	0.25071569096571417	0.18085595362288945	0.22444157744580626	0.26490758802674697	0.16785961680706293	0.29627589780479263	0.1686143694849932	0.16887555740408655	0.1789159494597171	0.3007701775491819	0.15824433637721588	0.2068643893549489	0.0	0.2664651783275903
ec1150	0.24024117150562074	0.24181080365444024	0.3315698153449817	0.24080406788739933	0.24899748938377278	0.33505751827998626	0.2266840777803613	0.3949626139756292	0.28566219576009977	0.23518692700888777	0.22138670475094205	0.3019126612486606	0.2587941976740054	0.22599561896497106	0.29045591035208956	0.2633750473575579	0.3141447392597362	0.26836758374657277	0.24349714098989866	0.3222432518948857	0.2699293250073898	0.35343115518774026	0.3154216072722816	0.260332323144965	0.27604369207568435	0.3416243919354153	0.20396762935304283	0.3843699367925837	0.2506149501252139	0.2517785900138083	0.23077699693198472	0.35009482871682673	0.24961283579004828	0.1365943646048626	0.2664651783275903	0.0
