	ec1441	ec1449	ec1450	ec1460	ec1468	ec1489	ec1490	ec1492	ec1497	ec1498	ec1500	ec1503	ec1505	ec1508	ec1510	ec1511	ec1514	ec1521	ec1524	ec1525	ec1526	ec1529	ec1530	ec1534	eti146	eti147	eti149	eti153	eti154	eti156	eti161	eti164	eti165	eti166	eti167
ec1505	0.8432102291267431	0.7828717912089714	0.5686797735247822	0.6800621535511587	0.302917217068488	0.48133242378478686	0.28454109920712667	0.3131079560767055	0.5102260926050516	0.6929827386485469	0.47028676501011973	0.43451502295760996	0.0	0.6061789909731767	0.6560247787538974	0.6795415440514602	0.24077296962041198	0.38771831565331977	0.2430239489883597	0.4290004092092752	0.4194694910909367	0.38601023028672976	0.7291323363290907	0.554176171372402	0.23647218378555634	0.11547467989154253	0.6664790497584614	0.4591899811151124	0.309285716103	0.5981060556994204	0.38599779774054566	0.3179456397306869	0.5610257891775066	0.5483729317692368	0.3903093171400596
ec1508	0.7082820173070149	0.7062513751449853	0.7054307070201565	0.5579597611720007	0.6280067150392328	0.6680875360277679	0.5963489420109644	0.6106928416965511	0.5035916518470176	0.5220330929933356	0.6128227540001078	0.5557402781359665	0.6061789909731767	0.0	0.4867589200598973	0.6064129679684269	0.6181609950451715	0.5899938714566442	0.6183396209212109	0.6094973558224931	0.5618052916582592	0.615226418303542	0.5629343190997077	0.5198341979015556	0.6174730825068311	0.6003263094353167	0.5429955859917037	0.6273366208501369	0.5992420474923851	0.5262023943224804	0.6249792642497368	0.6525961304103015	0.5779677786543164	0.5891386791478878	0.6159931972223707
ec1510	0.718233352735264	0.7411523251407274	0.6498826523148948	0.5738436797580405	0.6368606552340125	0.6305738767366522	0.6344381063412589	0.6195531836918177	0.43686426757805163	0.5858147998307228	0.5410525982203772	0.5762027418156955	0.6560247787538974	0.4867589200598973	0.0	0.5905073369649841	0.6663850786505204	0.6247253650069561	0.6711889276980417	0.5397854190909305	0.48828705674243267	0.580399469933659	0.6534499138755628	0.5380891781630558	0.6688297673885845	0.6373783390959343	0.49994724363971516	0.6451375397321931	0.6101876789705079	0.5633631041651371	0.6671808039200477	0.6834316369512127	0.6279098578158656	0.498688366359891	0.5805085874623738
ec1511	0.753289384428395	0.7238182605380225	0.7410234984320575	0.6297374114252878	0.6623680012123816	0.7225330182515216	0.632502057478252	0.6645910328129824	0.6246158124571699	0.6223328976110546	0.6564300809001039	0.6236509670095098	0.6795415440514602	0.6064129679684269	0.5905073369649841	0.0	0.6937413575426241	0.6608546858443596	0.6944418731573586	0.6807549444290044	0.6784076097811387	0.6833159160363702	0.6664798513972878	0.6436763713358389	0.6935278971095824	0.6725597569053027	0.641021191633853	0.62536159404556	0.6564977413444588	0.5018843590936471	0.5859774618841799	0.6711732218050892	0.6053621031523145	0.6506126511101933	0.6837522144695825
ec1514	0.8751071234132025	0.8245054135420967	0.531576696560476	0.697666875530072	0.131311805236393	0.4600614734486329	0.30281439518537645	0.14536799138280068	0.5215812130903663	0.735429888010028	0.36667698990835496	0.39403267901412875	0.24077296962041198	0.6181609950451715	0.6663850786505204	0.6937413575426241	0.0	0.4460209479462539	0.032780887742207554	0.29257161187096736	0.4296983182296964	0.3209906532171166	0.7689153540316919	0.5900211131920732	0.020665402028736048	0.18962436938669747	0.7253458004858484	0.4347825769711582	0.26572431627132503	0.6724086237541217	0.4555991977541215	0.36670095402620506	0.5578527961997352	0.5847728105658518	0.3226741012842529
ec1521	0.8271208182744768	0.8011175295805428	0.5652778916749843	0.6407593085762745	0.43489539827085927	0.3711134491146403	0.45277494162959797	0.4094522398510902	0.5679535342603471	0.6841056604294204	0.4576906451292413	0.5216862339507704	0.38771831565331977	0.5899938714566442	0.6247253650069561	0.6608546858443596	0.4460209479462539	0.0	0.45117040158820426	0.48277855653110224	0.5284087483127231	0.4915609957486756	0.7148044288406875	0.4773974365356049	0.4416145992132382	0.41367230329317123	0.6673563510316198	0.5179328537972051	0.47025685351935625	0.6274906159163531	0.5377044444943783	0.5179195229189187	0.6233805466916993	0.4446165524263721	0.49279013704229424
ec1524	0.8745000160190131	0.8269344823997089	0.5211597354030167	0.6983771426786357	0.12135579823468219	0.4723906442430939	0.3238972313647467	0.14887254376843626	0.5321520780126578	0.7390890138679996	0.3796842055718262	0.39739565696119816	0.2430239489883597	0.6183396209212109	0.6711889276980417	0.6944418731573586	0.032780887742207554	0.45117040158820426	0.0	0.3121767355471912	0.43477034099068423	0.33467783442960214	0.7684696993574864	0.6000262505527358	0.022709827493622898	0.20527390371077042	0.7225957865571194	0.42810577669579447	0.2761374634865267	0.676013102684834	0.4674431037999172	0.3718239460547038	0.5655235073205211	0.5896403470230225	0.3380608511309038
ec1525	0.8156684317599663	0.8369894626619	0.36713137763555276	0.674066233465623	0.36224365552520243	0.3168288603773077	0.45753846463510744	0.3682779910484814	0.32131053812096966	0.7122902411378214	0.21626521390805342	0.516304533969282	0.4290004092092752	0.6094973558224931	0.5397854190909305	0.6807549444290044	0.29257161187096736	0.48277855653110224	0.3121767355471912	0.0	0.18928417245896192	0.1633634241939509	0.7461075465181864	0.5835263416451411	0.30073544447371386	0.39209035308666734	0.6102817282104969	0.5430796766158064	0.43526994258773055	0.6592811799912615	0.5564970345816449	0.5029219696947842	0.6254722548272151	0.4702970442740206	0.1688036714976906
ec1526	0.806500083716695	0.8267368800464941	0.44455967555523856	0.6819354649290753	0.4679542395575772	0.3741398542143667	0.5216227294162877	0.47186012410112294	0.20584511721609736	0.7007729442439427	0.3378997603361089	0.5422182622019834	0.4194694910909367	0.5618052916582592	0.48828705674243267	0.6784076097811387	0.4296983182296964	0.5284087483127231	0.43477034099068423	0.18928417245896192	0.0	0.24222222328537474	0.7433775214689959	0.4998867236037606	0.42902874914249406	0.399782648801946	0.6023374725496176	0.599944707292132	0.45684980419167637	0.6207886878599858	0.5603196158277254	0.4967439138786031	0.6363909116464945	0.45916485441106875	0.24709046378164
ec1529	0.8178204568970714	0.8263572318829778	0.30720428853304926	0.673316390175818	0.3801181685396527	0.20652110266225188	0.4679592455291819	0.3861988435184519	0.30661756402185375	0.6986133234710739	0.17565898999932708	0.5169030604651271	0.38601023028672976	0.615226418303542	0.580399469933659	0.6833159160363702	0.3209906532171166	0.4915609957486756	0.33467783442960214	0.1633634241939509	0.24222222328537474	0.0	0.7345749803840785	0.5569971951315195	0.32296054998200546	0.34447106108963577	0.6268256081315536	0.5521998250152282	0.40667004389886346	0.6369117080459343	0.5265232292075642	0.473027099504451	0.6083353598437452	0.4001323133124013	0.02907161956873761
ec1530	0.6249549285506696	0.7095173365333369	0.7886091279760148	0.5337037906458878	0.7580040836891702	0.7605644979884296	0.7052683598990316	0.7452733855447358	0.6978739485867913	0.4404918297133599	0.7190885390207726	0.6653482890975421	0.7291323363290907	0.5629343190997077	0.6534499138755628	0.6664798513972878	0.7689153540316919	0.7148044288406875	0.7684696993574864	0.7461075465181864	0.7433775214689959	0.7345749803840785	0.0	0.6757987656418094	0.7683852742334305	0.7365662240668299	0.5568456663141674	0.7369613231639867	0.6978627489854814	0.5607917690558722	0.7312360880936496	0.7371127676051034	0.6698987211500715	0.6651014194301335	0.7348123379145098
ec1534	0.8111925842965392	0.7591298548897532	0.69637023601514	0.6239457607056862	0.6136391874423462	0.49322168293665675	0.5969409843731619	0.6131053724917094	0.47569858554700695	0.6544836470505083	0.602662958901696	0.4862817752851601	0.554176171372402	0.5198341979015556	0.5380891781630558	0.6436763713358389	0.5900211131920732	0.4773974365356049	0.6000262505527358	0.5835263416451411	0.4998867236037606	0.5569971951315195	0.6757987656418094	0.0	0.5930984178837989	0.5213040546607822	0.6379451029335214	0.6577314852305088	0.594852575659027	0.56089742120904	0.6167100040183076	0.6120339114761171	0.5995864043658844	0.43080819294730305	0.5585886672182729
eti146	0.8747817557160917	0.8249614410147145	0.5260383702757314	0.6963995517806342	0.12097686555329507	0.4629366691502415	0.3151103532679912	0.1456135977566327	0.5231106580273369	0.7363165579143334	0.3693192392754343	0.3914997845467896	0.23647218378555634	0.6174730825068311	0.6688297673885845	0.6935278971095824	0.020665402028736048	0.4416145992132382	0.022709827493622898	0.30073544447371386	0.42902874914249406	0.32296054998200546	0.7683852742334305	0.5930984178837989	0.0	0.19103334581269582	0.7238754807578204	0.4298483836192662	0.26543636310796703	0.6730446852132878	0.45789273412147485	0.36425627495510116	0.5593754473991347	0.5851045194614327	0.3282049999718207
eti147	0.8506410368457111	0.791871823944557	0.578870967077364	0.6611408083901639	0.26665476172159625	0.47217438739545886	0.28736061226464343	0.2763953478129104	0.4852612236349703	0.6923508321763748	0.43754101775997145	0.40650733546568846	0.11547467989154253	0.6003263094353167	0.6373783390959343	0.6725597569053027	0.18962436938669747	0.41367230329317123	0.20527390371077042	0.39209035308666734	0.399782648801946	0.34447106108963577	0.7365662240668299	0.5213040546607822	0.19103334581269582	0.0	0.6771338659180689	0.4393824297947918	0.26614019795275895	0.6112289438628601	0.36568031195630774	0.3371975589580999	0.5401238713661036	0.542916164180635	0.34688689205023865
eti149	0.6261082617700413	0.7324073371094802	0.6814605385504776	0.5492448519391396	0.7118028233938495	0.6602728530922539	0.6735802950185681	0.7140047855604478	0.5510150110188675	0.49613696371673444	0.6333200678539649	0.6228650868842897	0.6664790497584614	0.5429955859917037	0.49994724363971516	0.641021191633853	0.7253458004858484	0.6673563510316198	0.7225957865571194	0.6102817282104969	0.6023374725496176	0.6268256081315536	0.5568456663141674	0.6379451029335214	0.7238754807578204	0.6771338659180689	0.0	0.7021806555226267	0.6542099890984328	0.4806918478040606	0.681528628593609	0.6775711393812598	0.6219119967762654	0.5564013267212311	0.6280617268964394
eti153	0.8337924430155957	0.7759437928767309	0.6297899739136892	0.6650219558257562	0.37435846602033884	0.6285188048227001	0.478294922081344	0.38466661799616847	0.6245753046768394	0.7163770731191886	0.5035793118468339	0.5232595435471544	0.4591899811151124	0.6273366208501369	0.6451375397321931	0.62536159404556	0.4347825769711582	0.5179328537972051	0.42810577669579447	0.5430796766158064	0.599944707292132	0.5521998250152282	0.7369613231639867	0.6577314852305088	0.4298483836192662	0.4393824297947918	0.7021806555226267	0.0	0.49560093291799545	0.6755014452765956	0.5023848928488908	0.5009955861043063	0.59403904983938	0.6603014831117058	0.554536698263849
eti154	0.8282210800148196	0.7717968784830306	0.6165110835378764	0.6307175709067123	0.3315840413980444	0.513357795209533	0.34206658093479825	0.294388860721169	0.49062527760281444	0.6479915420975332	0.45847097661284336	0.4307026483321141	0.309285716103	0.5992420474923851	0.6101876789705079	0.6564977413444588	0.26572431627132503	0.47025685351935625	0.2761374634865267	0.43526994258773055	0.45684980419167637	0.40667004389886346	0.6978627489854814	0.594852575659027	0.26543636310796703	0.26614019795275895	0.6542099890984328	0.49560093291799545	0.0	0.5625634448824647	0.45549926938390906	0.3576884508021048	0.4975543007310069	0.555014650849329	0.4061972043649935
eti156	0.7172083856152259	0.6929660788626193	0.7298757726588748	0.5504496135871622	0.6854162333457767	0.674486738169488	0.6136787757304678	0.6744795678835249	0.5636727880166408	0.4599858413031449	0.6448668079442452	0.5611452911703815	0.5981060556994204	0.5262023943224804	0.5633631041651371	0.5018843590936471	0.6724086237541217	0.6274906159163531	0.676013102684834	0.6592811799912615	0.6207886878599858	0.6369117080459343	0.5607917690558722	0.56089742120904	0.6730446852132878	0.6112289438628601	0.4806918478040606	0.6755014452765956	0.5625634448824647	0.0	0.6335232404521695	0.6183628869861645	0.557402360819187	0.5617789173387862	0.6382422754881831
eti161	0.8308288339114385	0.7242225007905725	0.6815095592283387	0.6996821310919216	0.4940592282496581	0.5895835895263664	0.4510120793943498	0.4950482531804429	0.5903713868077816	0.6983871149668873	0.5834311744551304	0.5473653317853632	0.38599779774054566	0.6249792642497368	0.6671808039200477	0.5859774618841799	0.4555991977541215	0.5377044444943783	0.4674431037999172	0.5564970345816449	0.5603196158277254	0.5265232292075642	0.7312360880936496	0.6167100040183076	0.45789273412147485	0.36568031195630774	0.681528628593609	0.5023848928488908	0.45549926938390906	0.6335232404521695	0.0	0.4822388934605032	0.4908812629438217	0.6356050730269577	0.5296958237632885
eti164	0.8379345205962089	0.780580012494371	0.6256083294569839	0.7066381301528327	0.41084175197123185	0.5474683735247856	0.4501579856515085	0.41446282024793396	0.5360884809104876	0.6984260089767994	0.5320585041109842	0.4523514817777806	0.3179456397306869	0.6525961304103015	0.6834316369512127	0.6711732218050892	0.36670095402620506	0.5179195229189187	0.3718239460547038	0.5029219696947842	0.4967439138786031	0.473027099504451	0.7371127676051034	0.6120339114761171	0.36425627495510116	0.3371975589580999	0.6775711393812598	0.5009955861043063	0.3576884508021048	0.6183628869861645	0.4822388934605032	0.0	0.5251594200874083	0.5763748137232885	0.4762122244498332
eti165	0.7937213096200227	0.6892267565265208	0.7395363152857509	0.6369166944467681	0.5837966012884274	0.6643628097534702	0.5818161192496514	0.5623140370366628	0.5771014239649354	0.6330875646763197	0.6321133321610761	0.48751004085450367	0.5610257891775066	0.5779677786543164	0.6279098578158656	0.6053621031523145	0.5578527961997352	0.6233805466916993	0.5655235073205211	0.6254722548272151	0.6363909116464945	0.6083353598437452	0.6698987211500715	0.5995864043658844	0.5593754473991347	0.5401238713661036	0.6219119967762654	0.59403904983938	0.4975543007310069	0.557402360819187	0.4908812629438217	0.5251594200874083	0.0	0.6028706371106798	0.6072467767720034
eti166	0.7594338526337425	0.7745544938256202	0.5048471803313456	0.5799139024631618	0.5765501521769812	0.2998016001716053	0.5945448390207217	0.5781869756011453	0.40189175596124493	0.5980476077920686	0.4317389852269159	0.47822247380692	0.5483729317692368	0.5891386791478878	0.498688366359891	0.6506126511101933	0.5847728105658518	0.4446165524263721	0.5896403470230225	0.4702970442740206	0.45916485441106875	0.4001323133124013	0.6651014194301335	0.43080819294730305	0.5851045194614327	0.542916164180635	0.5564013267212311	0.6603014831117058	0.555014650849329	0.5617789173387862	0.6356050730269577	0.5763748137232885	0.6028706371106798	0.0	0.40214717383546195
eti167	0.8181207773131889	0.8267044670993146	0.31000297411838995	0.6743856921572562	0.36708925130544184	0.20469652725794327	0.4668833726226382	0.38895149394913303	0.30963955198397525	0.698973626913571	0.15914262357013192	0.5195726564749233	0.3903093171400596	0.6159931972223707	0.5805085874623738	0.6837522144695825	0.3226741012842529	0.49279013704229424	0.3380608511309038	0.1688036714976906	0.24709046378164	0.02907161956873761	0.7348123379145098	0.5585886672182729	0.3282049999718207	0.34688689205023865	0.6280617268964394	0.554536698263849	0.4061972043649935	0.6382422754881831	0.5296958237632885	0.4762122244498332	0.6072467767720034	0.40214717383546195	0.0
