	ec1249	ec1257	ec1265	ec1298	ec1301	ec1309	ec1314	ec1317	ec1346	ec1349	ec1356	ec1359	ec1361	ec1362	ec1368	ec1378	ec1380	ec1390	ec1392	ec1393	ec1396	ec1400	ec1408	ec1409	ec1411	ec1420	ec1422	ec1424	ec1425	ec1427	ec1435	ec1437	eti111	eti121	eti125
ec1396	0.6317788125969165	0.4928411355488214	0.611085936458181	0.6062992278174358	0.5548261718763339	0.6343203320469294	0.4078563636674083	0.42432234069856745	0.4915162205336967	0.5146923139796847	0.17495262648563484	0.28724258974555117	0.16647447568195703	0.1568698873194584	0.6456581547063504	0.35520547646377787	0.32399803366709645	0.2861741243594876	0.2562391460430684	0.5038611465271422	0.0	0.38946804275720265	0.19688357576628276	0.442701455362665	0.43151847562054074	0.13741937757253067	0.14977869197775864	0.13992234770268605	0.35387599432614103	0.3348214240233998	0.4123359424690573	0.4003014881052083	0.5620376606336127	0.4798047095480408	0.2933811588624282
ec1400	0.49138942542383507	0.47584178142939815	0.46114226253061746	0.5181780243247509	0.4536229357560824	0.5179153482168162	0.3959750583110726	0.5244127264244796	0.5048748657247651	0.3802282166001006	0.28515501805347915	0.3923634526464206	0.38642963724480095	0.30925516907602113	0.5201127970202603	0.504170148198595	0.48308755745612125	0.34273365376205017	0.35587746577747115	0.5508508306158197	0.38946804275720265	0.0	0.3307127212153409	0.2907878137609906	0.3043476259990553	0.4189884348875476	0.37735269516375236	0.41123942962921245	0.525526067118526	0.4746814464292728	0.394089297338601	0.2895353246391541	0.48807704473396923	0.5418138639140463	0.4392576585230389
ec1408	0.6004181942062164	0.448482488435577	0.6174330694975865	0.6109267806755125	0.5571825173858185	0.6167552905385885	0.3489482244495444	0.42082923979549786	0.45780740772662254	0.5124307498859898	0.1889151384093684	0.28371823524548356	0.20907501872560522	0.08801481788658859	0.6105219113058054	0.38560727347344376	0.3534860597602956	0.23652271970304461	0.2852090784329468	0.48444845870924724	0.19688357576628276	0.3307127212153409	0.0	0.4008328590128693	0.42470217636522717	0.267305252938248	0.14286397523637098	0.2776766892072425	0.43316350105901896	0.35166437458092403	0.4848824981210914	0.4004945200556249	0.5567019651626467	0.44827563044321883	0.2953534274352212
ec1409	0.5052758099275181	0.5607666115953113	0.5238709655809676	0.5281424236768918	0.4738025141492662	0.4838845580818342	0.48825498155303965	0.5510607902041951	0.5377360978181447	0.38885780571079753	0.38262445298504516	0.41251161513850354	0.36661020969521735	0.38247916696937745	0.5268976254569675	0.5482949348651925	0.5284941692778216	0.451200955150103	0.4055303726611189	0.5504404777744513	0.442701455362665	0.2907878137609906	0.4008328590128693	0.0	0.3928477997074035	0.46587004072503285	0.429957335497342	0.444827712064067	0.5597644774790099	0.48210159163026073	0.43339709369479845	0.3871117650473956	0.47401468121389206	0.5510990286284172	0.4717935033816539
ec1411	0.47799513860362436	0.5747670885420719	0.46555488768925535	0.4147586318877864	0.4503460220368392	0.5072244589491582	0.5214909539804574	0.5714688527266159	0.5274658379596744	0.3207946501233399	0.39263623604783787	0.3648568356946253	0.4270078706595655	0.4221789581304622	0.4699049510234334	0.5623822952773072	0.5438488582453949	0.38968866409416136	0.3736830907055334	0.5947408673815292	0.43151847562054074	0.3043476259990553	0.42470217636522717	0.3928477997074035	0.0	0.3759414972041782	0.4340931706607262	0.44135886832955906	0.5016574889824652	0.5026007630206448	0.35694518558266725	0.2932633529900581	0.45918653986175556	0.53700178107493	0.48773186849498756
ec1420	0.5812130392828391	0.5191239692662285	0.5634040286714109	0.5539428855473351	0.5346850524019299	0.5890404157019871	0.4391966238194842	0.4584227563524174	0.43901139313712423	0.4516587104391785	0.24291505091738716	0.21668451980243641	0.23596911309643004	0.2237916293334501	0.607309229895331	0.3909933523056412	0.355150183065789	0.21568282463930827	0.2273452316293365	0.5263477188999867	0.13741937757253067	0.4189884348875476	0.267305252938248	0.46587004072503285	0.3759414972041782	0.0	0.2176495397372962	0.20618328541442996	0.30655882477076485	0.37861196622035564	0.44015584916680683	0.358969970891333	0.5577153743563185	0.44896013702759446	0.32595096245959976
ec1422	0.6049342775039239	0.4801555720570293	0.6266329038796902	0.6173468618320789	0.5686156441735563	0.6309543557073222	0.3820626900566399	0.4375728245862172	0.49132526607263205	0.5243272084450347	0.22649338809062838	0.30976060944953476	0.25858210405796456	0.1667623975589578	0.6217443146937253	0.35280731367176704	0.3168539077130852	0.2814080872330782	0.2842162429925096	0.5019617816319232	0.14977869197775864	0.37735269516375236	0.14286397523637098	0.429957335497342	0.4340931706607262	0.2176495397372962	0.0	0.17745563432862424	0.4024942759559305	0.40146464723755615	0.4498862475602736	0.37542803916262246	0.5290700654773489	0.4837528406643828	0.24820680136010023
ec1424	0.5882210354895646	0.5047595600508531	0.5779611907077347	0.5755150463713222	0.5228273977331513	0.5972193784916695	0.4172141362640628	0.40301730458779733	0.4720308982060853	0.45323423164761417	0.21706606501108228	0.29845728081908357	0.24674740213360244	0.23518339960574108	0.6014272562050205	0.39523570087199383	0.366029451960003	0.33587982191861004	0.2735536318074614	0.5138436341891689	0.13992234770268605	0.41123942962921245	0.2776766892072425	0.444827712064067	0.44135886832955906	0.20618328541442996	0.17745563432862424	0.0	0.38719427087707303	0.38595622062809304	0.4307421149495486	0.3805133061040364	0.5132709144758929	0.5146144212444893	0.23823668032235035
ec1425	0.6070505032393518	0.5987953973530059	0.6324513329942824	0.5555205076733506	0.5983953954139014	0.6326012103999517	0.4772384882060929	0.48908325541420017	0.48392064088181136	0.5595797101536729	0.4122539004096163	0.39983496582466	0.40726089134960053	0.4078612952752829	0.6202842607093557	0.4351728155507342	0.15053199138378057	0.40924130628686956	0.359914438872837	0.5461351649672939	0.35387599432614103	0.525526067118526	0.43316350105901896	0.5597644774790099	0.5016574889824652	0.30655882477076485	0.4024942759559305	0.38719427087707303	0.0	0.19175156117563627	0.2718473771725199	0.4732092772687335	0.6230733700321629	0.54985397351948	0.46690490056268186
ec1427	0.5956775670672982	0.5485760225328856	0.6180628680061745	0.5703547391027918	0.5855185867061544	0.6267063793107819	0.412139160346419	0.44459396373911936	0.45428499417369167	0.5283157969300859	0.3365619549064408	0.3520769138158712	0.3079466610604211	0.314525802102411	0.6188232329337128	0.43469339255724704	0.15308737831261313	0.4106009537319964	0.3451892692867764	0.5103765437762182	0.3348214240233998	0.4746814464292728	0.35166437458092403	0.48210159163026073	0.5026007630206448	0.37861196622035564	0.40146464723755615	0.38595622062809304	0.19175156117563627	0.0	0.27769189283326323	0.5278149317246081	0.6013786257067844	0.5325447827892302	0.45698166339707297
ec1435	0.5538405933027634	0.6138819425086317	0.5843687028624693	0.48091616065921794	0.5361210606345299	0.6062875822840926	0.5042402523898687	0.5383585747937132	0.5671357267082004	0.43355240308980614	0.44357311434089214	0.4940214774616839	0.45679448180817794	0.47293291383940617	0.5240821601682268	0.4928150742142033	0.25214842191930054	0.5144819753374269	0.47595263460382026	0.5660844402010956	0.4123359424690573	0.394089297338601	0.4848824981210914	0.43339709369479845	0.35694518558266725	0.44015584916680683	0.4498862475602736	0.4307421149495486	0.2718473771725199	0.27769189283326323	0.0	0.4192004556124425	0.4804212950483678	0.6208930117240327	0.506276605897499
ec1437	0.4432154305835865	0.5977707760851305	0.4629184200384643	0.46116464851043915	0.4272949997205257	0.49848683749936734	0.5403710375754999	0.5123535193653181	0.4876476904648089	0.4068479745140269	0.4527448129068663	0.43593796680378805	0.4481847830073284	0.40112287132343255	0.4846691048658663	0.5049509599148934	0.4827227086283914	0.4036770675952347	0.43732427888341413	0.5923745518051833	0.4003014881052083	0.2895353246391541	0.4004945200556249	0.3871117650473956	0.2932633529900581	0.358969970891333	0.37542803916262246	0.3805133061040364	0.4732092772687335	0.5278149317246081	0.4192004556124425	0.0	0.4501629078753263	0.544947890362129	0.40254280039461654
eti111	0.5584140214615475	0.6625540249840574	0.5913124607176946	0.5385766594486169	0.5330723371605457	0.5900311248912857	0.619205647401133	0.6073694546166395	0.6012157203860334	0.44883309340796607	0.5585617503035093	0.5473882134536661	0.545842384797824	0.5519446351174784	0.5619237685382756	0.6223896293797767	0.6061324742253487	0.5764722024519826	0.5371360880115399	0.6578048060645124	0.5620376606336127	0.48807704473396923	0.5567019651626467	0.47401468121389206	0.45918653986175556	0.5577153743563185	0.5290700654773489	0.5132709144758929	0.6230733700321629	0.6013786257067844	0.4804212950483678	0.4501629078753263	0.0	0.6047396157682965	0.4666824283087081
eti121	0.6495005941753921	0.611040468151049	0.6589655757821329	0.6145676385994273	0.5856612765614906	0.669938069695108	0.5576189882557894	0.5865781685171473	0.5390349552312449	0.5534004374220993	0.48294523774188186	0.43974302210212207	0.438588294168758	0.4361025886190119	0.6828369665989769	0.5720480397281416	0.5560075776190875	0.43732257919700485	0.43210175068187273	0.6110837669507094	0.4798047095480408	0.5418138639140463	0.44827563044321883	0.5510990286284172	0.53700178107493	0.44896013702759446	0.4837528406643828	0.5146144212444893	0.54985397351948	0.5325447827892302	0.6208930117240327	0.544947890362129	0.6047396157682965	0.0	0.47884814281150334
eti125	0.5979355074314957	0.5307398432512113	0.6121976525901396	0.6099574525676629	0.5533493277280718	0.6225891166736316	0.45312691421303314	0.43044750924475744	0.4881847832545023	0.5239630161015411	0.32758809502548025	0.3863770259398324	0.34579171066629616	0.28067429829704615	0.6149189222535858	0.43776589374279207	0.4065111094366478	0.36973308521939574	0.37176149311162726	0.5294535259148435	0.2933811588624282	0.4392576585230389	0.2953534274352212	0.4717935033816539	0.48773186849498756	0.32595096245959976	0.24820680136010023	0.23823668032235035	0.46690490056268186	0.45698166339707297	0.506276605897499	0.40254280039461654	0.4666824283087081	0.47884814281150334	0.0
