	ec1442	ec1449	ec1457	ec1462	ec1468	ec1469	ec1470	ec1489	ec1492	ec1493	ec1497	ec1498	ec1500	ec1502	ec1508	ec1513	ec1514	ec1516	ec1517	ec1524	ec1525	ec1530	ec1533	eti145	eti146	eti149	eti151	eti152	eti153	eti154	eti156	eti162	eti164	eti165	eti167
ec1497	0.8393124027564198	0.7183373200472261	0.5083583007139045	0.5790314584852327	0.5580047598368428	0.5339670808553119	0.49007638690198985	0.2067644085253312	0.5445270074348684	0.4224536851246035	0.0	0.6528955363566572	0.5722168316076488	0.548870352118753	0.5680759864943933	0.5683045486083438	0.5844965754819423	0.5613801418499171	0.5624938766044612	0.591325680286901	0.5855836380473444	0.5958396591297261	0.5591006808648964	0.5730018483855784	0.565337703864038	0.8790587680506855	0.6085293113039426	0.5602433904098743	0.5788622817956263	0.5695401326397518	0.45624488598319596	0.33036884839949926	0.4691022856391597	0.580855935307099	0.4431142742285573
ec1498	1.2474324727674857	0.3451248098648557	0.4778687182998242	0.5966228307719169	0.5374383854092659	0.29841688187918297	0.48054287605828233	0.8018027776364972	0.5311142054518959	0.40185694741904865	0.6528955363566572	0.0	0.5662598036206667	0.43289773573412377	0.5088134687604488	0.5725140119363887	0.5729190631083743	1.0669646802774646	0.5426475498171968	0.5751926378898978	0.5737672863483351	0.32287734359749826	0.5493125523302587	0.5679824243945506	0.5542192897492838	1.1656771922330855	0.2580086257894252	0.42637386407941097	0.5640877010300607	0.5580804013955337	0.3376366051213084	0.9090945486056604	0.412198362585608	0.563628239881779	0.6098366855525903
ec1500	1.2690411117889326	0.5697583727617271	0.12850197572623948	0.048577520391999036	0.27011062006629	0.4528281593581805	0.1141759076587613	0.47530938783173843	0.05958305584310982	0.22648871804118456	0.5722168316076488	0.5662598036206667	0.0	0.20001648358878102	0.10579623358390212	0.028218970678973738	0.022714873865600737	0.990263567141787	0.09375291396085232	0.04068989249536445	0.03013184811836127	0.44160778184767524	0.03097710330159627	0.013886821814908773	0.03830783197811859	1.2336263122601647	0.514874813772811	0.4207319740735217	0.03165526152495322	0.020608645092289244	0.2823770192413875	0.7257418086237241	0.19528626780829905	0.022179243361230814	0.14336067132561248
ec1502	1.259891422352606	0.46823336093639767	0.19198939192710643	0.24269634761174133	0.2086681943859406	0.4214402393326412	0.1764700065481456	0.4674935972622087	0.17364464869007135	0.1780124107319759	0.548870352118753	0.43289773573412377	0.20001648358878102	0.0	0.17076890165136313	0.2215569098772525	0.20226026675699368	0.9758322018651011	0.14207126148236865	0.2122929217046986	0.21611224308443897	0.34468196776306526	0.18762445452527693	0.20214207455665345	0.1898386889726647	1.2013443622123856	0.4445212723614296	0.33023267089259273	0.20799157396885715	0.19178917594969003	0.22046570728244078	0.7067042636731662	0.18126451908563931	0.20286914271065137	0.2634125883854301
ec1508	1.2690886430208752	0.5206564044775394	0.13159534692843328	0.14369936939683028	0.2704892327577841	0.43895668087057194	0.11568031518570832	0.4800027036722739	0.07746363919285684	0.213289486396678	0.5680759864943933	0.5088134687604488	0.10579623358390212	0.17076890165136313	0.0	0.1237793924644394	0.10277900659655216	0.9865642268488994	0.06395311020073585	0.08433910766707248	0.1170722478780622	0.38761646530203075	0.08773489363241883	0.10291187148860148	0.07687161102004736	1.2061169781946854	0.47462714543925383	0.3806664710886517	0.1085618427634205	0.09049717544988937	0.25077555733050383	0.7230098936225093	0.19874640569206217	0.10219682471312923	0.16026272883224518
ec1513	1.2777521845228283	0.5757872016917648	0.11692622595546284	0.03650111046550662	0.28776612386574896	0.4547955927918319	0.11418352465167529	0.482867399640312	0.08402591289762774	0.22266936436006426	0.5683045486083438	0.5725140119363887	0.028218970678973738	0.2215569098772525	0.1237793924644394	0.0	0.04369841794124475	1.0007939706104643	0.11705829074537863	0.05759983421244549	0.038897420925907096	0.4491121538323183	0.04856996414156706	0.02910651448178263	0.05681392494545115	1.2426410806233177	0.5278358961428398	0.4234060791626617	0.04788615758559971	0.038918942776741974	0.2654918692852286	0.740383111065629	0.1826129322149727	0.03767473156897612	0.13728463412004493
ec1514	1.2734899984089678	0.5762149776245677	0.14325092106392376	0.05527452462694209	0.2704093067103337	0.4605255466600472	0.12908083470209802	0.4809151217341046	0.05566104408361032	0.24182478603191296	0.5844965754819423	0.5729190631083743	0.022714873865600737	0.20226026675699368	0.10277900659655216	0.04369841794124475	0.0	0.9960400879361724	0.09224585218680018	0.029071091358830275	0.026789015627139885	0.4482677200987327	0.0386925371949758	0.017029492250691173	0.03563946999272955	1.2405642220187814	0.5210862073601963	0.42655231404926597	0.033799355458112336	0.025423155468904765	0.29585959737023876	0.7339933187931177	0.20882148211307014	0.03171601308156035	0.1560054699139344
ec1516	0.30339138582063013	1.0657995253819221	0.9939125745792298	1.0000724391147653	0.9575896741732324	0.9697754271251378	0.9766440523736466	0.5265225010825126	0.9833028447811771	0.9658925867854424	0.5613801418499171	1.0669646802774646	0.990263567141787	0.9758322018651011	0.9865642268488994	1.0007939706104643	0.9960400879361724	0.0	0.9831912598399908	0.9994754568616602	0.9969811847996332	0.9578608361328079	0.9884273301453979	0.9919909628972112	0.9902155942264772	0.4477910790071013	1.0158978176439046	0.9628993896965939	0.9944354712614847	0.9911227461961183	0.962430316772174	0.28957914793589984	0.9715283806235293	0.987145338653783	0.8807155633471989
ec1517	1.2598150674840913	0.5558947965180372	0.12789920399070076	0.1378505990408536	0.2111766704488317	0.4382096284518827	0.11179830588177106	0.4706025920394369	0.06489937623973133	0.2197758958676786	0.5624938766044612	0.5426475498171968	0.09375291396085232	0.14207126148236865	0.06395311020073585	0.11705829074537863	0.09224585218680018	0.9831912598399908	0.0	0.07945800874844426	0.10755900430805741	0.4259372777134092	0.0872391043682287	0.0930033870455023	0.06823032884599368	1.2183663686379482	0.4929752952969115	0.4055657635642218	0.09936688154615542	0.08523753857699537	0.27532402632575737	0.7168278412258823	0.19221548130370916	0.10196444384022409	0.15468920334492695
ec1524	1.2760217782855292	0.5789485735136897	0.15502234751916705	0.07438235709936611	0.2723247280300706	0.46411888912796256	0.1417459068071515	0.48829288840255547	0.07692315136073836	0.2516505291148412	0.591325680286901	0.5751926378898978	0.04068989249536445	0.2122929217046986	0.08433910766707248	0.05759983421244549	0.029071091358830275	0.9994754568616602	0.07945800874844426	0.0	0.04429159399879143	0.4515522970803435	0.04835022548813673	0.031154372654461398	0.04189059419911036	1.2430960018953428	0.5237583792219804	0.4304337648430198	0.05132568063842998	0.03746412532561055	0.30450054635972346	0.7410440596612818	0.22000895172520585	0.04588115475229637	0.1688086645592164
ec1525	1.2705378999506662	0.5744339110565557	0.1430325441056764	0.046943530326641954	0.27976104846260036	0.46147756569644643	0.12951517239657903	0.4867285494662604	0.07265048926553466	0.24263261483865553	0.5855836380473444	0.5737672863483351	0.03013184811836127	0.21611224308443897	0.1170722478780622	0.038897420925907096	0.026789015627139885	0.9969811847996332	0.10755900430805741	0.04429159399879143	0.0	0.44984571913385807	0.04855624371833095	0.025389233577967067	0.04836398660998337	1.2377793934981736	0.5216784582641506	0.4280927132252909	0.02497335693019177	0.04042905719085764	0.2967926479464937	0.7346163644915136	0.20975958944923245	0.03177569536266326	0.15847987037940106
ec1530	1.210016049052187	0.3101881496875533	0.42639800677335843	0.47149555503390794	0.41696709419623984	0.3706614280105883	0.4063979353827025	0.6756925091552919	0.4223904052132531	0.3570464887467324	0.5958396591297261	0.32287734359749826	0.44160778184767524	0.34468196776306526	0.38761646530203075	0.4491121538323183	0.4482677200987327	0.9578608361328079	0.4259372777134092	0.4515522970803435	0.44984571913385807	0.0	0.43006565034650973	0.4432088396784151	0.4366443735957276	1.1271506725432645	0.4021337860977293	0.2938081561980535	0.44100834773711073	0.4340784510553096	0.33662474566732015	0.7930973590318626	0.3971133589955983	0.4389622878995784	0.48331267878272305
ec1533	1.2683516509894979	0.5610029801110198	0.11995914628661353	0.07104468361314234	0.26827113131897473	0.4400052194314291	0.1044396964010616	0.47003836750512484	0.06028066574679631	0.21598172232355367	0.5591006808648964	0.5493125523302587	0.03097710330159627	0.18762445452527693	0.08773489363241883	0.04856996414156706	0.0386925371949758	0.9884273301453979	0.0872391043682287	0.04835022548813673	0.04855624371833095	0.43006565034650973	0.0	0.028905529428547648	0.030687018940251828	1.2283620020206567	0.4975449340569695	0.407808450946054	0.042836416975393234	0.02320648298704273	0.2670827193563019	0.7217609130107481	0.1864059141183282	0.03417144986434748	0.1458086905886997
eti145	1.269835419169731	0.5718797930611983	0.13201176355112712	0.05076790194226023	0.2712036020306563	0.45329695856356117	0.11561338119251291	0.47503038876870807	0.059185832226125355	0.23004306145269435	0.5730018483855784	0.5679824243945506	0.013886821814908773	0.20214207455665345	0.10291187148860148	0.02910651448178263	0.017029492250691173	0.9919909628972112	0.0930033870455023	0.031154372654461398	0.025389233577967067	0.4432088396784151	0.028905529428547648	0.0	0.0314803123707766	1.236909642779545	0.5160655533034632	0.4206196646290379	0.03157357137117874	0.01841323366089713	0.28429808322482947	0.7262843558310537	0.1972505374634092	0.021040270170857737	0.14540703729917698
eti146	1.2678717811033142	0.5655047579792531	0.12703985192978204	0.08111368610325531	0.26220881482549885	0.44120799609558903	0.11027132188825475	0.4744094480711448	0.04139960135791299	0.22352792740200592	0.565337703864038	0.5542192897492838	0.03830783197811859	0.1898386889726647	0.07687161102004736	0.05681392494545115	0.03563946999272955	0.9902155942264772	0.06823032884599368	0.04189059419911036	0.04836398660998337	0.4366443735957276	0.030687018940251828	0.0314803123707766	0.0	1.2349460047131275	0.5024011002693126	0.4144590821949453	0.0418466714063906	0.02837604876120527	0.27655646234548187	0.7278293298616725	0.19146948435031438	0.04247243835128618	0.14844848380448236
