	ec1058	ec1063	ec1065	ec1073	ec1075	ec1078	ec1081	ec1082	ec1083	ec1084	ec1085	ec1086	ec1089	ec1091	ec1092	ec1094	ec1098	ec1100	ec1102	ec1105	ec1108	ec1109	ec1110	ec1113	ec1114	ec1116	ec1118	ec1122	ec1124	ec1129	ec1130	ec1132	ec1133	ec1138	ec1139	ec1140	ec1141	ec1149
ec1058	0.0	0.5873008167270177	0.5667089396186492	0.5471572649457581	0.5125060462385662	0.5530436481284644	0.6088778864851387	0.5243231931497586	0.6447647272780611	0.5646084397352659	0.5519157528761005	0.552550336849436	0.532783630804655	0.598884572719321	0.5501358927801	0.5941277323206066	0.5593127366478863	0.5483338580137952	0.6225086240560517	0.5718030412050084	0.502661277621793	0.5680091285577304	0.5860505700610965	0.5638342597109556	0.5692992998033766	0.5549058588555085	0.5882069562716471	0.5665964761069959	0.5848111260540283	0.5939118721151315	0.5528893192229223	0.5546574692527444	0.5689818589393137	0.5834861211242218	0.5604639386679332	0.5594694050012735	0.5420002481933062	0.5682419714681982
ec1063	0.5873008167270177	0.0	0.622438481731517	0.6424918193789032	0.5708595998048421	0.5963298366035882	0.6420319412976253	0.5551914709446863	0.6925164934743742	0.6123003005736974	0.5931227738712911	0.542671178375776	0.5816826158565213	0.5383525272389985	0.645133422831421	0.5838670217913449	0.5525370163819946	0.5938804564954278	0.5641593588015849	0.5659413584934636	0.5844870012117512	0.5923843022410352	0.530805897582173	0.6708473760654341	0.5538382645721	0.6393955319767939	0.5618947791394325	0.5532780211261802	0.6810570775175497	0.7011737570581494	0.5745786325175692	0.5843486851965833	0.5972071324225376	0.559292818402519	0.6116370954915124	0.6387688842552637	0.5735598045045694	0.6076083398342845
ec1065	0.5667089396186492	0.622438481731517	0.0	0.5936463143689344	0.5648290234849008	0.6023769870466629	0.5513677773055556	0.6110953345429605	0.5816477270216124	0.5867231285834604	0.584712716185313	0.618065410183784	0.5886798642009916	0.6152568208894963	0.5678270039623879	0.5846382778952788	0.5908357299033293	0.5499446028271869	0.6538808698427662	0.5686427550464476	0.6007651617035932	0.5828964721476574	0.6187334413850696	0.5737730701384873	0.58785351960581	0.5723209628707199	0.6343108665522044	0.6140616206231558	0.5946150128067299	0.5742459077407734	0.6175941020824471	0.5871880150048875	0.5862088254169625	0.6447974410158578	0.5971259083496573	0.5835087843920794	0.5727150803101175	0.6200041538767211
ec1073	0.5471572649457581	0.6424918193789032	0.5936463143689344	0.0	0.5497086709681419	0.6074037554793928	0.622903368753409	0.556982794430176	0.6320577964603312	0.559777161145192	0.583117289969779	0.5954147950546576	0.5518611372679135	0.5917855053183565	0.5561397991217614	0.6241491230999787	0.5778090322797851	0.5713938331003292	0.6740328075353811	0.6328152511453987	0.5700640104790873	0.6159759501951494	0.6219773683600258	0.5334736381715072	0.5560742653058423	0.5697846979228912	0.6197077451700451	0.6230381835364118	0.5935734531114073	0.6142952974681453	0.6131132229287343	0.5555673261707077	0.6141653487730543	0.6257942623131103	0.5558148900239247	0.5534915023458792	0.5905577509572734	0.6212404900932893
ec1075	0.5125060462385662	0.5708595998048421	0.5648290234849008	0.5497086709681419	0.0	0.5677166991427247	0.6094851388770549	0.5097119608403036	0.6330674355706131	0.566079809228741	0.5538428923553848	0.5582639876509339	0.5231317193206008	0.5568870650154397	0.5496695148589973	0.5683411413534826	0.4988125483435953	0.5656270833794329	0.5933550386112464	0.56309106106146	0.5285939058327249	0.5479964748460718	0.5645995503990824	0.5768151631019075	0.5164683325143613	0.566146229068171	0.5660682119981378	0.5857137357013729	0.5844488891296569	0.6044378475739102	0.5356407328629035	0.5440280694439452	0.5438652592491361	0.5443485864459832	0.5559187395515865	0.5309285591492433	0.5354345007904417	0.5868880332476021
ec1078	0.5530436481284644	0.5963298366035882	0.6023769870466629	0.6074037554793928	0.5677166991427247	0.0	0.6362927575306879	0.5679518919013604	0.654199876338482	0.5638569125361542	0.5881612334682673	0.5301371682034077	0.5227062065990534	0.6291225189993777	0.5484605214794429	0.6146034746155989	0.5993642215816133	0.5362034694232927	0.6333824722561516	0.5833915230186292	0.5307312282212172	0.5620058433860561	0.592186391125459	0.5635799485135956	0.6068438666462008	0.5567124772859965	0.6197942188163741	0.6343148783243631	0.5615910115157428	0.6023081374978132	0.5653375846681984	0.6008238506792049	0.5568376687640709	0.6291127591393131	0.5941017405727395	0.5841857076294635	0.5279402175899605	0.5964556147282639
ec1081	0.6088778864851387	0.6420319412976253	0.5513677773055556	0.622903368753409	0.6094851388770549	0.6362927575306879	0.0	0.6426239489762269	0.6105193453355057	0.6390798141835015	0.6370470931849341	0.6209864315925829	0.632278595014018	0.6465651877909245	0.6086956978779584	0.616285319186491	0.632747583339877	0.5994312620321208	0.6902745483851253	0.5836338568677183	0.6134328909742162	0.6528087378582981	0.6348898649256486	0.6391445371454157	0.5776146398349393	0.5563956113756973	0.6328153800009448	0.610943770907852	0.6082704531253368	0.6198703885482851	0.6453401816405944	0.5893827815193955	0.6398190603643213	0.6425219861055048	0.6249167945266548	0.6057555669018887	0.6138118585064335	0.6194363924105927
ec1082	0.5243231931497586	0.5551914709446863	0.6110953345429605	0.556982794430176	0.5097119608403036	0.5679518919013604	0.6426239489762269	0.0	0.6563052587473177	0.5961953555818716	0.5565206290208096	0.5224245243782659	0.5018953429638172	0.5365153829536174	0.5894591610913755	0.5778464936389025	0.4991232321827273	0.5625574643527569	0.558586890837772	0.5840153699456841	0.5374383356378867	0.5606437482235374	0.5449104555773485	0.6086817637460362	0.5357684381031301	0.6032484804689148	0.5413974506767022	0.5371930301117835	0.6316309557824106	0.6554659720947598	0.545649425374387	0.5655146354561462	0.5588713283889095	0.5516373962984932	0.587670774691902	0.5649331161096626	0.5379574568410385	0.5894023879978563
ec1083	0.6447647272780611	0.6925164934743742	0.5816477270216124	0.6320577964603312	0.6330674355706131	0.654199876338482	0.6105193453355057	0.6563052587473177	0.0	0.6503754819929978	0.622385774527665	0.6382134320417825	0.662409461149452	0.6190940067639586	0.6376346342106476	0.6906430005230009	0.6503854432249169	0.6286023966484986	0.6738113941692823	0.625404521253137	0.6657935723844521	0.681218198445468	0.6311788287823197	0.6426296788780756	0.6575049090152774	0.6001064061546858	0.6389830109274534	0.6715974249420892	0.6174521078980134	0.6320097337158057	0.6485306385627335	0.6568518751474087	0.6661740211985157	0.6638207448345156	0.5616426690433051	0.5683243802010297	0.6788189805819029	0.6910253797004082
ec1084	0.5646084397352659	0.6123003005736974	0.5867231285834604	0.559777161145192	0.566079809228741	0.5638569125361542	0.6390798141835015	0.5961953555818716	0.6503754819929978	0.0	0.5983060449621583	0.6015724772498393	0.5432090731867246	0.6199521430660273	0.4950491911261788	0.6032920176240925	0.5836925259046332	0.4841247992148878	0.670776510019434	0.6083066023707185	0.5329435094855691	0.5789925331091701	0.6364089712958942	0.5134820974051307	0.5339861532802298	0.5745191203337334	0.6077598960072316	0.6117774205449357	0.5435117280752821	0.5726850193938526	0.6333499191873683	0.5641624091430291	0.5896973464805285	0.6441834574556765	0.5799342173631574	0.580535601094827	0.5775711737027731	0.6003139466292935
ec1085	0.5519157528761005	0.5931227738712911	0.584712716185313	0.583117289969779	0.5538428923553848	0.5881612334682673	0.6370470931849341	0.5565206290208096	0.622385774527665	0.5983060449621583	0.0	0.5304889867922316	0.5149727647247775	0.5456202451178559	0.5941143245784383	0.5489496631530951	0.5673889223118204	0.5804209901982571	0.6009168511902747	0.5484328715795201	0.5492335280213959	0.5229674867559442	0.5512876622919397	0.6108556473426683	0.5545627649029352	0.5820390355836282	0.572024631106584	0.5437196642473823	0.6378168693295749	0.6495158660592899	0.5312627404560077	0.5955870442463934	0.5292784440399783	0.5841807082165166	0.5828103188704714	0.5943531654398474	0.5146146653614581	0.5707441812094487
