	ec100	ec101	ec117	ec118	ec119	ec121	ec122	ec123	ec124	ec125	ec126	ec127	ec128	ec146	ec148	ec149	ec150	ec151	ec152	ec153	ec154	ec156	ec157	ec158	ec159	ec160	ec161	ec162	ec163	ec164	ec165	ec166	ec167	ec168	ec169	ec170	ec173	ec175	ec176	ec177	ec178	ec179	ec180	ec181	ec182	ec184	ec185	ec186	ec187	ec188	ec97	ec98	ec99
ec100	0.0	0.28685922393947827	0.28119190387028814	0.28119190387028814	0.29405690046672417	0.202977945068172	0.31565901423405396	0.30372999601830414	0.2733946590802879	0.1658413075336078	0.34179724859681254	0.3038370796909121	0.2812072232732571	0.43126375874068046	0.3891812463621085	0.37765209039188796	0.2921884074214379	0.25461247878342114	0.2959155731246567	0.36718600097117154	0.38517054753345725	0.5629979865732226	0.5199881603634049	0.3423065967378392	0.38320755923590466	0.3131164780284936	0.49092180232671695	0.39608220803353067	0.323596343717497	0.2574652548037352	0.3801891932532448	0.3362141279394183	0.3392071062727805	0.19423369407836813	0.5020716634528629	0.33065983857357173	0.3532533617481521	0.43267360809282784	0.3235963363802558	0.5023170268767301	0.3131164780284936	0.3438021142978086	0.41586758076539154	0.3253738664911862	0.5856271455801146	0.41109747310833694	0.5918440441874481	0.328159506089057	0.30635814105556913	0.36718600097117154	0.28119190387028814	0.2950482930503996	0.1809070317786353
ec101	0.28685922393947827	0.0	0.2939759590095177	0.2939759590095177	0.2796088110110446	0.11722221326792172	0.2887277867026254	0.4240203249176597	0.10720897891388931	0.15267062920932545	0.29482934651822046	0.31187101363931796	0.2784087975896725	0.47451515440791014	0.2404925061820225	0.29839032942993665	0.2775631318147885	0.28167617888951696	0.2816429119311325	0.34433183839611775	0.36383745644437543	0.4842892871284829	0.4746231357839221	0.2495760817504581	0.36229753373989715	0.2396798724940301	0.45432736721824724	0.4144710214181661	0.22245339367347045	0.22610638411436923	0.23138189499629291	0.24174841363752508	0.24511863740855613	0.2243811876050435	0.4242369996240455	0.25918550278988056	0.2921675159916485	0.36427976440628185	0.22245340592106327	0.4287875201675978	0.2396798724940301	0.1834175799280365	0.28203753435483114	0.22475969657712339	0.550799256345726	0.39754164502683814	0.5614557104533158	0.2284632259849199	0.24924456558013652	0.34433183839611775	0.2939759590095177	0.30861446332710785	0.196455192927606
ec117	0.28119190387028814	0.2939759590095177	0.0	0.0	0.023927432743707476	0.19805056709183025	0.2693156871745063	0.3592737069171261	0.27852264074414906	0.16674612641551315	0.30571066918697914	0.21758936346287786	0.09515364881717275	0.32967211458076895	0.2085793554268393	0.22462190573049318	0.020470492477711908	0.17551895316796515	0.027360082180740455	0.20569295751147523	0.2288149347877791	0.4715430070492896	0.40538105319179835	0.09065266407853434	0.2313621928042183	0.08163845032980227	0.4240236361309885	0.45083073949728064	0.10001637097991015	0.1978194391459042	0.19739255154436117	0.07938104615746674	0.08338593258965736	0.18267121512107629	0.3813663020207447	0.10476041427305068	0.11073091366538873	0.3352856132963129	0.10001635817514787	0.3016423402487405	0.08163845032980227	0.14942075155934595	0.2833684380747233	0.10311591914606198	0.5660932748847347	0.23906645031788892	0.5563522998020657	0.2948353888570909	0.25809341808378444	0.20569295751147523	0.0	0.01863906433125399	0.22669598637905858
ec118	0.28119190387028814	0.2939759590095177	0.0	0.0	0.023927432743707476	0.19805056709183025	0.2693156871745063	0.3592737069171261	0.27852264074414906	0.16674612641551315	0.30571066918697914	0.21758936346287786	0.09515364881717275	0.32967211458076895	0.2085793554268393	0.22462190573049318	0.020470492477711908	0.17551895316796515	0.027360082180740455	0.20569295751147523	0.2288149347877791	0.4715430070492896	0.40538105319179835	0.09065266407853434	0.2313621928042183	0.08163845032980227	0.4240236361309885	0.45083073949728064	0.10001637097991015	0.1978194391459042	0.19739255154436117	0.07938104615746674	0.08338593258965736	0.18267121512107629	0.3813663020207447	0.10476041427305068	0.11073091366538873	0.3352856132963129	0.10001635817514787	0.3016423402487405	0.08163845032980227	0.14942075155934595	0.2833684380747233	0.10311591914606198	0.5660932748847347	0.23906645031788892	0.5563522998020657	0.2948353888570909	0.25809341808378444	0.20569295751147523	0.0	0.01863906433125399	0.22669598637905858
ec119	0.29405690046672417	0.2796088110110446	0.023927432743707476	0.023927432743707476	0.0	0.21448123275515416	0.2850689612808834	0.3691818152800553	0.27423323418721623	0.15188775590458295	0.29216338112702656	0.23231359349310493	0.11632068233744748	0.34087379254834166	0.1934373843963984	0.20973824656933976	0.00352921336296889	0.16079047065426913	0.003516797369566527	0.2242741495246458	0.24685523533642337	0.46040495909033025	0.41632789381885144	0.0736734179271603	0.2487749951956616	0.10312164402845661	0.43254845293088773	0.4601331459690394	0.08317905159154734	0.18250533934729635	0.2155655251656302	0.06223185998381523	0.06622261237537358	0.16804905642024912	0.3916291781367002	0.1257027171236817	0.1308894876387297	0.3222384965051434	0.0831790385922352	0.28370874950920044	0.10312164402845661	0.13334356189016539	0.2694478237422452	0.08632573030772724	0.5571842973016291	0.2561358044632365	0.5624747111866754	0.2903736657716501	0.2721774289725736	0.2242741495246458	0.023927432743707476	0.04212050313709915	0.24108260623028124
ec121	0.202977945068172	0.11722221326792172	0.19805056709183025	0.19805056709183025	0.21448123275515416	0.0	0.18827853053004964	0.36323946456173145	0.10520250226600097	0.07945814748903783	0.23866616130516422	0.22995137540442717	0.24119643202760455	0.41535218169519306	0.25210174832895754	0.2389472471379169	0.2121002437614711	0.22221216911925107	0.21684789103584307	0.247806619925217	0.2690898274306788	0.4845726778771719	0.4522443741791851	0.17943392772167177	0.27023943062162326	0.13361751737374455	0.39687167438825494	0.3898660449812787	0.14960191035107823	0.1579813335683744	0.27410558200445334	0.17026690052861435	0.1738764143437957	0.15946659331636834	0.4016639654072833	0.15490071330109384	0.19581832919644643	0.315700448473776	0.1496018991962473	0.37058599291933664	0.13361751737374455	0.1983829499087195	0.2935539590893801	0.1523027986843557	0.5250782736038963	0.31117081047695355	0.5468715186326454	0.22963964556117375	0.15623836230289273	0.247806619925217	0.19805056709183025	0.21395465186892998	0.14022097657162627
ec122	0.31565901423405396	0.2887277867026254	0.2693156871745063	0.2693156871745063	0.2850689612808834	0.18827853053004964	0.0	0.41987156079564447	0.27281274550714624	0.25267521406861865	0.3012121816452945	0.2928449480723572	0.2631087048115897	0.4418916591110908	0.3196305374630021	0.3405334842988462	0.28278826063301427	0.35767218144027574	0.28733520182411276	0.09629260844593333	0.12186288392050955	0.5402441085980707	0.38157628376743613	0.2308084364240547	0.12847951397753096	0.20531551876199305	0.45330218518710885	0.30890100851830943	0.22078921458947182	0.20520348255649698	0.27224781591425345	0.24259883169781243	0.24640827528235118	0.29880822503368815	0.46332409957250675	0.22780100442025164	0.26717281650086455	0.42039696073237176	0.2207892130388793	0.4540135411517797	0.20531551876199305	0.26809341410293813	0.4039761146730605	0.22340063792617415	0.5715989910373906	0.18195587601778304	0.49195635627319945	0.2876807769757961	0.23308262294669693	0.09629260844593333	0.2693156871745063	0.28606961956660754	0.3009958949237395
ec123	0.30372999601830414	0.4240203249176597	0.3592737069171261	0.3592737069171261	0.3691818152800553	0.36323946456173145	0.41987156079564447	0.0	0.4104377457065473	0.3414972608766739	0.23435052406050197	0.36751808373882355	0.3916723730071755	0.4919417106000853	0.4461666962787443	0.4698625746070994	0.36773972534768395	0.3802153625290033	0.370617351737124	0.4641556768502078	0.47931731775575115	0.4896199589223521	0.46406984912463933	0.410481557272318	0.47563835888142814	0.3828101269250908	0.427672364476042	0.4589272457890204	0.3909651490961398	0.33651144630946345	0.47539166129341304	0.4057649227138126	0.40834997051086486	0.3363073728896388	0.5366037956404481	0.3979717619549828	0.418986019052977	0.5063336555716821	0.3909651433747343	0.5492286857202561	0.3828101269250908	0.41700769737467497	0.4979988100119074	0.39235170706410594	0.5964161330396027	0.5009889001468767	0.542945243679027	0.4265145922447451	0.3981969733574202	0.4641556768502078	0.3592737069171261	0.37121624446370594	0.3370405899325894
ec124	0.2733946590802879	0.10720897891388931	0.27852264074414906	0.27852264074414906	0.27423323418721623	0.10520250226600097	0.27281274550714624	0.4104377457065473	0.0	0.15085602760233044	0.2896899111476245	0.29792237471069627	0.3173390092323559	0.45974050360224994	0.23630702819313956	0.2928638517486654	0.27223012582793454	0.27666669145298173	0.2762253659651616	0.3269392456970053	0.34598340651664594	0.509141768650111	0.4984510940502499	0.24485704707461203	0.34495688727840923	0.22476312137555188	0.4405600865816312	0.44069914418148	0.21848400047855407	0.2222582658922804	0.2747301956495084	0.23721174799238176	0.2404828873830925	0.22075047918637844	0.44843424022388145	0.24380727292503132	0.2767164207971638	0.35784542368434497	0.21848399118827133	0.41875189701228666	0.22476312137555188	0.21733245801662612	0.2086208598744391	0.22073410086268247	0.5433923265899279	0.37986194241653226	0.5772769653960903	0.12967349030293396	0.23569041685857428	0.3269392456970053	0.27852264074414906	0.2928308146891473	0.18409169687202634
ec125	0.1658413075336078	0.15267062920932545	0.16674612641551315	0.16674612641551315	0.15188775590458295	0.07945814748903783	0.25267521406861865	0.3414972608766739	0.15085602760233044	0.0	0.2554538031502719	0.20683251599932223	0.21435721772215646	0.39202750294017963	0.2739803195323644	0.2614101854896065	0.14933254467014911	0.16999096625876262	0.15442763477456695	0.3083322941482751	0.3279894605204005	0.49500752764080924	0.4843315296428661	0.20779902567963146	0.32742758094689756	0.20286723788510833	0.4303687946473828	0.4289421097816164	0.18550691844565925	0.18610932100497446	0.32503991040709757	0.19944583546097872	0.20285266201113536	0.10073441760997599	0.43760430462392225	0.22252441659998387	0.252302239406571	0.33616843865771323	0.18550693078840938	0.3885163059506251	0.20286723788510833	0.21423848564483566	0.3119459389089667	0.1879415228332365	0.5324190244213756	0.35911761480318516	0.5678649707774374	0.2661087144586276	0.20674209930044318	0.3083322941482751	0.16674612641551315	0.1822771983364148	0.11826215053594653
