	ec1058	ec1059	ec1065	ec1073	ec1075	ec1078	ec1084	ec1091	ec1092	ec1094	ec1098	ec1100	ec1108	ec1113	ec1116	ec1122	ec1124	ec1129	ec1132	ec1133	ec1138	ec1140	ec1149	ec1249	ec1265	ec1314	ec1346	ec1349	ec1361	ec1362	ec1377	ec1378	ec1393	ec1396	ec1400	ec1409	ec1411	ec1420	ec1424	ec1425	ec1427	ec1438	eti111	eti114	eti123	eti135
ec1149	0.6082261448314262	0.5892037177399239	0.6515202444947175	0.6253040455569121	0.5868281332267371	0.5814863627239907	0.5991327827876797	0.5932904092678886	0.6324602934221406	0.5985899929336134	0.5920716384061127	0.6104515954651063	0.5455446031900947	0.6683189433856512	0.6261706116151332	0.6151876585744939	0.6565452167350261	0.7001477649561291	0.5911320693844292	0.5582685268010797	0.6465067107548532	0.6066126808054677	0	0.8363430694621561	0.8477207286675936	0.8906537000751046	0.8749541741108419	0.8535044186814389	0.8895352057163163	0.8896154310439226	0.8436863739555599	0.9001562060851258	0.8786891948247584	0.8986023602351677	0.8593757927235859	0.8778230696880857	0.8554613755313051	0.8947829305642241	0.8692164279252463	0.876026146395528	0.8939235863420274	0.8945554867750524	0.7980383415225306	0.8610244636029123	0.8756532819589412	0.8450369506392922
ec1249	0.8104235554624507	0.8308697617365988	0.8090060723903526	0.8197205269056541	0.7973064787614921	0.8154534252637419	0.8301994029501309	0.8235710180937791	0.8134788655623728	0.841135820402738	0.8209511883996974	0.8033582267376415	0.8244070222134032	0.8195967735982419	0.7665373481434076	0.8243455048458117	0.7995868492233928	0.7970813741748808	0.8339027298833815	0.8384388128021921	0.8406097007181823	0.7652144792747833	0.8363430694621561	0	0.4346331909474213	0.5671558818721345	0.5219400483211063	0.4624985528444946	0.5662366863035235	0.5550865064221376	0.5589239875570171	0.6032176192659918	0.5592293098305595	0.590035331112885	0.4412829010157606	0.5414997604660323	0.4751455799939669	0.5769230300934698	0.5169529936757176	0.5595408832525387	0.5683936077454189	0.5765822145203644	0.5669276311502476	0.5594663902710528	0.625830453284553	0.5737902960051615
ec1265	0.8247390712181276	0.8469475487606691	0.8259698008123633	0.8190463464542603	0.8081706766006158	0.8164223701145048	0.8355158978684748	0.821368038299879	0.8189614135327097	0.8516254891438878	0.8354991449186504	0.8122044768631332	0.8318010817412694	0.8252674577274908	0.7821789384867399	0.8312454654412387	0.80550316091049	0.8201269529280183	0.8343341995739626	0.8473888198532364	0.8492959130689683	0.7551236954325307	0.8477207286675936	0.4346331909474213	0	0.5753380189491991	0.5752452810092503	0.4807019064466945	0.553299224598071	0.5631816086914272	0.6032647164770255	0.6134446214387629	0.592865265135825	0.6414985877691245	0.4997441466011376	0.545894364809531	0.5644080645450599	0.5891636011534233	0.5267644623201906	0.5617144193240315	0.6249622874745425	0.5878647903733235	0.587743083861833	0.6092459780742973	0.6460262773967687	0.6172550205678293
ec1314	0.8751858396660792	0.8922474078246828	0.8781281219945916	0.868667139141863	0.8626172899792766	0.8712430409218654	0.8791366631274569	0.8793628300718839	0.8683444567524407	0.8936433315283993	0.8793888365452431	0.8600927483514175	0.8811959764468635	0.8738924408037051	0.8429987805787427	0.8823441078009585	0.8557629705314491	0.8749684635859192	0.8854078214817025	0.8947675593243957	0.8952943615433053	0.8350574857716191	0.8906537000751046	0.5671558818721345	0.5753380189491991	0	0.4045275872999536	0.312010107731931	0.2497235370483383	0.2022991293427623	0.6417782087250364	0.2592466459316518	0.5501222929426904	0.4318192802132492	0.2569192386444786	0.2937739952326048	0.4839297595881829	0.2792343128185982	0.38370261410182	0.3765376592466897	0.4159684433918098	0.2145008686207928	0.5193326320357429	0.3528116198909884	0.3550952334984152	0.4318649366793652
ec1346	0.8578547649916342	0.8677161397832772	0.8081830912506019	0.8503255454679889	0.845110146145617	0.853875680453126	0.8618703990428443	0.8603169691677705	0.8508898122774239	0.8773543171469315	0.8622504159348778	0.8418568638958884	0.8648461145125369	0.8538364498817412	0.7975603330648977	0.864676646078449	0.8392832347413367	0.8068654760357133	0.8697602395195346	0.8791259132444228	0.8786889920033638	0.8187132685998093	0.8749541741108419	0.5219400483211063	0.5752452810092503	0.4045275872999536	0	0.486548020275208	0.4425745589048517	0.4550839038127435	0.4677713888630335	0.468973001644961	0.431256622273238	0.5069645210799016	0.4890880507247975	0.4949263355287446	0.5516557993091926	0.4803535823834859	0.5532903525952898	0.4613290002596651	0.4840399208938648	0.4387536249810159	0.6132200567402568	0.517097109643046	0.5405941082227016	0.5090745961712535
ec1349	0.8364394264029287	0.852291062978595	0.831013180731013	0.8312269609727159	0.8145874849130074	0.8199120892219142	0.8386958363041807	0.8357795760016894	0.8209752511896121	0.8542865471011964	0.8379719703000987	0.8138050711385064	0.8386149672159503	0.8327297380785322	0.780221670909556	0.8393359603464494	0.802726857367031	0.8200312351511274	0.8468972818084487	0.8555482209275795	0.8553814046646974	0.7915217437705937	0.8535044186814389	0.4624985528444946	0.4807019064466945	0.312010107731931	0.486548020275208	0	0.3683867665565143	0.3318177615215167	0.5096227918277473	0.4307685616626753	0.5580825667198959	0.502332708236523	0.2407251301039673	0.3707440075509237	0.3078990041539251	0.3896820067958113	0.2285072887968598	0.4485343300093181	0.4782600810199652	0.3901617078660828	0.3944272905776812	0.4513819745441325	0.4977055547036832	0.5106436359696258
ec1361	0.8688929563088725	0.8850969896691252	0.8673466592302335	0.8683857389696645	0.8556772237110348	0.860388591914045	0.876697667425134	0.8768242213557551	0.8601278356929147	0.8906192391951225	0.8740710594781508	0.8558504817539931	0.8743994166669211	0.8615956882135991	0.8251881425317394	0.8768816284192491	0.8453077612103558	0.8629396006673489	0.8831589743547176	0.8892779923397084	0.8902838939455088	0.8246859084843561	0.8895352057163163	0.5662366863035235	0.553299224598071	0.2497235370483383	0.4425745589048517	0.3683867665565143	0	0.1111825197367899	0.6066625166532597	0.173027880402578	0.5235335331482006	0.3166796066793756	0.3841671590510722	0.3287675046965115	0.4528754348509549	0.1161698480785813	0.3604890460757983	0.2476753568659123	0.3515658230890641	0.1185192482580484	0.5364289183602305	0.2915035358784949	0.325057118157824	0.4213157034866359
ec1362	0.8690122496880043	0.8851798394267284	0.8657626457078608	0.8685003919334491	0.855815542801054	0.8605180316970618	0.8750533726213489	0.8769301029915197	0.858300185541504	0.8907012739838673	0.8723709304913225	0.8551955259977002	0.8745018215109678	0.8617260784672168	0.8315356675238845	0.8751177415150416	0.8479476668585041	0.8630662405364264	0.8832447945467158	0.8893618108200336	0.8903698496869642	0.8260625688085382	0.8896154310439226	0.5550865064221376	0.5631816086914272	0.2022991293427623	0.4550839038127435	0.3318177615215167	0.1111825197367899	0	0.6057012270311742	0.1576824909949943	0.5393981600589728	0.3285710045518376	0.3543800760397589	0.3291749146797276	0.4214027786839338	0.1188808662795564	0.3351153148562553	0.2536519506560057	0.3447344077976346	0.1182385948791639	0.5205003635077394	0.3136057035411641	0.3100837399769179	0.4201149324320999
ec1377	0.8179316688913641	0.8210227377713017	0.753377669371973	0.81967201578126	0.797937777277382	0.8119596804917711	0.8238506262501789	0.8151244705179976	0.7981250576008433	0.8352603538723707	0.8223993280603273	0.7991086899275706	0.8270680205411662	0.8121878360672156	0.7405214594329776	0.8155383544341671	0.7924972376687712	0.7629505423958622	0.8349129840771653	0.8396606565254705	0.8348882234515473	0.7899883632571464	0.8436863739555599	0.5589239875570171	0.6032647164770255	0.6417782087250364	0.4677713888630335	0.5096227918277473	0.6066625166532597	0.6057012270311742	0	0.6527037549666767	0.53161535022671	0.5109579095966211	0.5737258761448222	0.6031549133809923	0.3781504414309407	0.6340626666165865	0.5433838626917336	0.6215733388949116	0.5082874805142774	0.6334325037985187	0.5886526983689421	0.6482142535408952	0.6775105997789336	0.656287431996177
ec1378	0.8752682429035215	0.8955992240374222	0.8740219809397105	0.8742182491026238	0.8693141446206482	0.8736321251769739	0.8861032682552092	0.8819586185605165	0.8712844877801346	0.8963663700087944	0.8835474288452221	0.8688338598692715	0.8863940830678205	0.8694373927278742	0.848849550271435	0.8867654476452519	0.8629873331043737	0.8721663869311732	0.8948770968754128	0.896727814725363	0.8960892675215064	0.840863448802939	0.9001562060851258	0.6032176192659918	0.6134446214387629	0.2592466459316518	0.468973001644961	0.4307685616626753	0.173027880402578	0.1576824909949943	0.6527037549666767	0	0.5644427981047944	0.3129249023853264	0.3922766757715568	0.3582761712198334	0.5041901941710103	0.07390138282643634	0.2920206732124083	0.2295874980638158	0.3310649600587946	0.07099135213514682	0.5156226810987952	0.3453338593344153	0.258089991210375	0.3812407772028856
