	utf1354	utf1362	utf1383	utf1390	utf1398	utf1406	utf1414	utf392	utf398	utf408	utf410	utf416	utf425	utf440	utf442	utf446	utf450	utf463	utf523	utf531	utf540	utf546	utf547	utf557	utf563	utf571
utf1354	0.0	0.30332350387567547	0.2790896008192426	0.19584890458710444	0.18058644140549013	0.26605520023198526	0.2090829908018669	0.40762751966976674	0.3894692307441357	0.15961600640346063	0.4004303121149139	0.17532511491538239	0.3053940219163548	0.3851657807103589	0.33062279656768456	0.40728991905024625	0.3302243958859197	0.16037783747835707	0.23308029907371786	0.34481584711332297	0.37957177137388715	0.3428208767190162	0.2923752455573903	0.24113764540628754	0.39894122553623035	0.3279134246888531
utf1362	0.30332350387567547	0.0	0.0595344987569727	0.28686864739430257	0.2958294572213539	0.12054044930377576	0.356949515405355	0.1413870681542746	0.1361432015636007	0.297814371485908	0.1431792000814518	0.23713450087692026	0.21542512208788284	0.12680774657623678	0.1995833391985719	0.14030063222906108	0.12076959685674442	0.258634466820434	0.1734816070647321	0.11244345792052962	0.1143361574980191	0.09245333453265898	0.06874946964568447	0.1366816992099517	0.13275714504236247	0.0806269664023019
utf1383	0.2790896008192426	0.0595344987569727	0.0	0.27997460173858507	0.29005259907579456	0.09329789890272898	0.3313150905455229	0.1756885405431789	0.15949717795631227	0.27624442543921046	0.17131865439881258	0.21195532259347527	0.240517094481071	0.13351094023932747	0.22269407567731075	0.17661764972714633	0.12236121845726837	0.2268642674971521	0.15889583875943064	0.13651223730079304	0.14364234726200797	0.09973260061763975	0.05261535348624327	0.12078393010057145	0.16648849179843506	0.09181971425946928
utf1390	0.19584890458710444	0.28686864739430257	0.27997460173858507	0.0	0.10889088727218307	0.25271346258109406	0.18452099158671167	0.40717512444220244	0.3595423736238192	0.13389648846024	0.39554363579091567	0.15493271594670216	0.2514727724021431	0.3784664677710709	0.2835842101855527	0.404879631574573	0.26289967063401937	0.1636340826761672	0.1957111700608595	0.3260208513677083	0.3777015950206831	0.3325347925044987	0.2819140686693572	0.21789460907759484	0.3991525983928537	0.3238741346845901
utf1398	0.18058644140549013	0.2958294572213539	0.29005259907579456	0.10889088727218307	0.0	0.2681721250013318	0.1072530593305009	0.4188332710147411	0.3749739925243856	0.07229276162031101	0.40558995790974706	0.1365415788696145	0.2789675641427212	0.39063290985613364	0.30976490794041084	0.41821941286879205	0.2972180656723781	0.1061529534211398	0.20966602415999494	0.37281922682183927	0.39428224632080566	0.34833249669349187	0.30011331222698556	0.22803035185974774	0.4120786852529049	0.342149894620981
utf1406	0.26605520023198526	0.12054044930377576	0.09329789890272898	0.25271346258109406	0.2681721250013318	0.0	0.3127470371850384	0.23310332450418142	0.20259544992213685	0.2566124946800557	0.20043295485697615	0.1852164886838806	0.23432949124809282	0.18915967856316013	0.19271113269582038	0.2321915665525671	0.13201370177104024	0.21319987383312616	0.13250922397820816	0.18211049755609793	0.19182732355348364	0.15011002215992442	0.10106393574030101	0.11284554873826491	0.22371136749628448	0.13813506345880056
utf1414	0.2090829908018669	0.356949515405355	0.3313150905455229	0.18452099158671167	0.1072530593305009	0.3127470371850384	0.0	0.4419560520161565	0.43923117365695274	0.0690348168433772	0.4407267679013658	0.16153849787685765	0.3520180502887391	0.4171478064572861	0.37028351050364716	0.44698146107097037	0.3724922310883613	0.1129916834872415	0.26393294775585474	0.40247771833861834	0.42117185888425174	0.3679762176338979	0.3284544468806527	0.26689007266279097	0.4360419029017556	0.3644032600977246
utf392	0.40762751966976674	0.1413870681542746	0.1756885405431789	0.40717512444220244	0.4188332710147411	0.23310332450418142	0.4419560520161565	0.0	0.16239872942633457	0.3907887880648193	0.05342730835264108	0.32604824386084696	0.3014873294478621	0.0669531185588463	0.26452151159107373	0.016299144788790597	0.22116337773071937	0.3413269072133605	0.2786850915540853	0.1175199627950814	0.05631847084199727	0.12201153422253959	0.1586211044267251	0.23428877955632804	0.02569037372877391	0.13147406209966486
utf398	0.3894692307441357	0.1361432015636007	0.15949717795631227	0.3595423736238192	0.3749739925243856	0.20259544992213685	0.43923117365695274	0.16239872942633457	0.0	0.3789330497586053	0.14593297067499875	0.3111360783460433	0.25653971662445935	0.1321590338391131	0.21723784973460564	0.1600106061332252	0.1515528245333979	0.3277226019569854	0.2262964477101949	0.1458769874095359	0.14136105170794597	0.11145524822498865	0.14585437185674172	0.22375687558223725	0.15608091691327244	0.1148538929316468
utf408	0.15961600640346063	0.297814371485908	0.27624442543921046	0.13389648846024	0.07229276162031101	0.2566124946800557	0.0690348168433772	0.3907887880648193	0.3789330497586053	0.0	0.37892145950180955	0.10594011856038993	0.29306420245748277	0.3619834690775847	0.31005320860216684	0.3905306793931528	0.3074602634428724	0.06389829739048172	0.20407704448998965	0.35192452576407385	0.36356276426422074	0.31826414117036506	0.2738384576395857	0.2038522342738387	0.3836173332361796	0.31510051985965615
