	utf1354	utf1362	utf1383	utf1390	utf1398	utf1406	utf1414	utf392	utf398	utf408	utf410	utf416	utf425	utf440	utf442	utf446	utf450	utf463	utf523	utf531	utf540	utf546	utf547	utf557	utf563	utf571
utf410	0.4004303121149139	0.1431792000814518	0.17131865439881258	0.39554363579091567	0.40558995790974706	0.20043295485697615	0.4407267679013658	0.05342730835264108	0.14593297067499875	0.37892145950180955	0.0	0.3145942457394166	0.2864384069259691	0.04609899167027001	0.23594442099683285	0.05467134760762346	0.18785367430033073	0.33526626909595253	0.26595112043641544	0.10784918267232434	0.052319730172546805	0.10892151537508654	0.15293333840171147	0.2202225965150713	0.051622872039575135	0.11197783028547337
utf416	0.17532511491538239	0.23713450087692026	0.21195532259347527	0.15493271594670216	0.1365415788696145	0.1852164886838806	0.16153849787685765	0.32604824386084696	0.3111360783460433	0.10594011856038993	0.3145942457394166	0.0	0.2344867792987979	0.2949884212079381	0.24914833977382284	0.32933658578174557	0.24822399247972804	0.05424708563333727	0.12470353457098694	0.27695861034139374	0.29431030517835377	0.24774231222583215	0.19427289024110406	0.13842138270215704	0.31683235544000476	0.2374808781364346
utf425	0.3053940219163548	0.21542512208788284	0.240517094481071	0.2514727724021431	0.2789675641427212	0.23432949124809282	0.3520180502887391	0.3014873294478621	0.25653971662445935	0.29306420245748277	0.2864384069259691	0.2344867792987979	0.0	0.27338704700026983	0.08265541368359788	0.29816925247799586	0.17286140392738644	0.2552568044441564	0.18822025657522573	0.271925285251961	0.2747217072497812	0.27271313599750957	0.23801880769563638	0.19650081143916226	0.2925658897760949	0.26368564240656467
utf440	0.3851657807103589	0.12680774657623678	0.13351094023932747	0.3784664677710709	0.39063290985613364	0.18915967856316013	0.4171478064572861	0.0669531185588463	0.1321590338391131	0.3619834690775847	0.04609899167027001	0.2949884212079381	0.27338704700026983	0.0	0.24364062740380377	0.0668332186114742	0.16475641494238957	0.30986376032353924	0.24464200459147592	0.09570344117124642	0.038148230814251186	0.07763030696120199	0.12764753321356048	0.20644714789963914	0.057634972754667294	0.08519680132672555
utf442	0.33062279656768456	0.1995833391985719	0.22269407567731075	0.2835842101855527	0.30976490794041084	0.19271113269582038	0.37028351050364716	0.26452151159107373	0.21723784973460564	0.31005320860216684	0.23594442099683285	0.24914833977382284	0.08265541368359788	0.24364062740380377	0.0	0.25616811673664774	0.15518739150496158	0.2687170428618427	0.1895335109067774	0.24913778601803724	0.23883095956780825	0.2423667664502356	0.21156688367543547	0.1770546406662362	0.25599094071508693	0.23021105170809344
utf446	0.40728991905024625	0.14030063222906108	0.17661764972714633	0.404879631574573	0.41821941286879205	0.2321915665525671	0.44698146107097037	0.016299144788790597	0.1600106061332252	0.3905306793931528	0.05467134760762346	0.32933658578174557	0.29816925247799586	0.0668332186114742	0.25616811673664774	0.0	0.2198771282909373	0.3482404724072594	0.28078359697906075	0.12109807254965615	0.06005012181566638	0.12841733891109336	0.1584654241689738	0.2373482144092291	0.032490943392930655	0.13381400288450784
utf450	0.3302243958859197	0.12076959685674442	0.12236121845726837	0.26289967063401937	0.2972180656723781	0.13201370177104024	0.3724922310883613	0.22116337773071937	0.1515528245333979	0.3074602634428724	0.18785367430033073	0.24822399247972804	0.17286140392738644	0.16475641494238957	0.15518739150496158	0.2198771282909373	0.0	0.26499029840002286	0.18284007063364144	0.15654757945776343	0.18075559160701865	0.14961480831303606	0.1287127856170595	0.15571045028808606	0.21131064499043078	0.13902630171017394
utf463	0.16037783747835707	0.258634466820434	0.2268642674971521	0.1636340826761672	0.1061529534211398	0.21319987383312616	0.1129916834872415	0.3413269072133605	0.3277226019569854	0.06389829739048172	0.33526626909595253	0.05424708563333727	0.2552568044441564	0.30986376032353924	0.2687170428618427	0.3482404724072594	0.26499029840002286	0.0	0.15461994060753512	0.2994466318308713	0.31474638351591366	0.26075607472671536	0.21983547154567593	0.16061081679306746	0.3349585173802171	0.2581769149291711
utf523	0.23308029907371786	0.1734816070647321	0.15889583875943064	0.1957111700608595	0.20966602415999494	0.13250922397820816	0.26393294775585474	0.2786850915540853	0.2262964477101949	0.20407704448998965	0.26595112043641544	0.12470353457098694	0.18822025657522573	0.24464200459147592	0.1895335109067774	0.28078359697906075	0.18284007063364144	0.15461994060753512	0.0	0.2305964871834404	0.24118088607305146	0.1989135695921187	0.1379820947700029	0.0775464541385705	0.26718684710211116	0.18998237741000312
utf531	0.34481584711332297	0.11244345792052962	0.13651223730079304	0.3260208513677083	0.37281922682183927	0.18211049755609793	0.40247771833861834	0.1175199627950814	0.1458769874095359	0.35192452576407385	0.10784918267232434	0.27695861034139374	0.271925285251961	0.09570344117124642	0.24913778601803724	0.12109807254965615	0.15654757945776343	0.2994466318308713	0.2305964871834404	0.0	0.09055941737647517	0.07727901623684769	0.1181772421544623	0.19687245826922942	0.11484896823056476	0.07524590622729914
utf540	0.37957177137388715	0.1143361574980191	0.14364234726200797	0.3777015950206831	0.39428224632080566	0.19182732355348364	0.42117185888425174	0.05631847084199727	0.14136105170794597	0.36356276426422074	0.052319730172546805	0.29431030517835377	0.2747217072497812	0.038148230814251186	0.23883095956780825	0.06005012181566638	0.18075559160701865	0.31474638351591366	0.24118088607305146	0.09055941737647517	0.0	0.08835184452312185	0.12119268798793767	0.19662287375862403	0.048587139287582834	0.0944774436388427
utf546	0.3428208767190162	0.09245333453265898	0.09973260061763975	0.3325347925044987	0.34833249669349187	0.15011002215992442	0.3679762176338979	0.12201153422253959	0.11145524822498865	0.31826414117036506	0.10892151537508654	0.24774231222583215	0.27271313599750957	0.07763030696120199	0.2423667664502356	0.12841733891109336	0.14961480831303606	0.26075607472671536	0.1989135695921187	0.07727901623684769	0.08835184452312185	0.0	0.0881646821449091	0.16566963055325437	0.1151735363687083	0.037884966638175685
utf547	0.2923752455573903	0.06874946964568447	0.05261535348624327	0.2819140686693572	0.30011331222698556	0.10106393574030101	0.3284544468806527	0.1586211044267251	0.14585437185674172	0.2738384576395857	0.15293333840171147	0.19427289024110406	0.23801880769563638	0.12764753321356048	0.21156688367543547	0.1584654241689738	0.1287127856170595	0.21983547154567593	0.1379820947700029	0.1181772421544623	0.12119268798793767	0.0881646821449091	0.0	0.10444715208484881	0.14822530913471305	0.07494505442510624
utf557	0.24113764540628754	0.1366816992099517	0.12078393010057145	0.21789460907759484	0.22803035185974774	0.11284554873826491	0.26689007266279097	0.23428877955632804	0.22375687558223725	0.2038522342738387	0.2202225965150713	0.13842138270215704	0.19650081143916226	0.20644714789963914	0.1770546406662362	0.2373482144092291	0.15571045028808606	0.16061081679306746	0.0775464541385705	0.19687245826922942	0.19662287375862403	0.16566963055325437	0.10444715208484881	0.0	0.22469911997317055	0.15672520208134927
utf563	0.39894122553623035	0.13275714504236247	0.16648849179843506	0.3991525983928537	0.4120786852529049	0.22371136749628448	0.4360419029017556	0.02569037372877391	0.15608091691327244	0.3836173332361796	0.051622872039575135	0.31683235544000476	0.2925658897760949	0.057634972754667294	0.25599094071508693	0.032490943392930655	0.21131064499043078	0.3349585173802171	0.26718684710211116	0.11484896823056476	0.048587139287582834	0.1151735363687083	0.14822530913471305	0.22469911997317055	0.0	0.12431362076209382
utf571	0.3279134246888531	0.0806269664023019	0.09181971425946928	0.3238741346845901	0.342149894620981	0.13813506345880056	0.3644032600977246	0.13147406209966486	0.1148538929316468	0.31510051985965615	0.11197783028547337	0.2374808781364346	0.26368564240656467	0.08519680132672555	0.23021105170809344	0.13381400288450784	0.13902630171017394	0.2581769149291711	0.18998237741000312	0.07524590622729914	0.0944774436388427	0.037884966638175685	0.07494505442510624	0.15672520208134927	0.12431362076209382	0.0
