# Constructed from biom file
#OTU ID	17N1	18N1	18N2	18N3	24N1	24N2	24N3	25N1	25N2	25N3	26N2	26N3	27N1	27N2	27N3
8cc1bf9f3a632c9cc2010712a2e376da	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
af98c61b43d1d81f168d1e8fb0e3598c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
c19f5123bb0c03055f71f0890fe6207e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0
2396ddb31a61a35c9ccc970a7b5f279b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
17ff1585926305c0e4340f48ebd8c4c1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
c7e2eae056a27991c24fd746470da4c1	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
72f69ba3ae444546888713bf47ca1d39	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
da2f3e6f870a2d5e4fb4df375bdfa849	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0
f0eeb392dd50d26eeafdeb3feba6c1e4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0
3f6fab498dd79bcf21c990af18230a71	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1a1fc7a2a0fc4304a2b2f5a2770b483d	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9a113af475e3103e2fbc888e45e659bf	2.0	51.0	11.0	27.0	62.0	1.0	117.0	284.0	319.0	275.0	173.0	0.0	192.0	14.0	47.0
cf86408cb6be3c78ebd97ebe52edfeb3	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a1e6755714b656e8de8e6ed9d45bd958	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
856f364381d97c8f12954776cb0ff80f	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
15e073587d7627cf11f59e6d778ea366	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	11.0
62d603e7c1e9fa75aab8cf4aec7cd6cb	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ca76368b982308bc7fb8f83f00c834cd	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2551540e1bbc1e903f6246df302fb61e	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9cd46632b0d4cf8019e3ea985c1f7275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
1e2f91fe40943a566380e5ee92ca85ce	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
1d834b0800812e8ac0b1601de25b7778	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
220ddb7d7af43315cee9262b136de144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
00b5adb754c06362fee2a43c643e2aa2	14.0	0.0	43.0	45.0	3.0	0.0	0.0	0.0	1.0	3.0	3.0	0.0	0.0	6.0	7.0
6543ea77afa4b718decd0a4ba307acb4	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ddfff25abd97cde5552fb5e70d11d6a5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0
c7a91a9418e8c21975cdd9c78a8ada67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
dfbfb4d378aad0bdbb82c3dba90a1643	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
129ffe3b82a305cac49b62aa9620aa94	78.0	5.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9df35ced5c39963a4125bbb34392d74b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
d4a018e67deeb865389511c2aecf7b8a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0
e39997ee7a658e1e3782607d9ff0d8d1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
e30c03d58a41e2019cd9dd2b53bec4e5	2.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0f133a6470477820885c5ee97f73ccc8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4f8db905098107db87d7670cb05a1503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
62da4b95d5432b754b7a724f1e40db2e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
57aece5fac2f88e1529600692e98a0c2	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29e870bbd80253bcad05125934fc60f2	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
374688ca0633452191cef24cab3a1944	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2b0a135719158f70590f542722a1b68c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0
1a1ef335445b7f84636413ab76c5e18b	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
eb793031fc8c10fa45e77f6aebdae549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
b27c705e3bdcc91b429ac70c3c6d711f	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0
1ce6c2e4c005f8bb26f8df8c5c21f6fd	10.0	0.0	2.0	0.0	4.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
ce3976d0549a0889622996df7bb70547	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
9d871d0ea36dab139ce7237a29daa14d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
c884d9e023a09d783bdb77cceef627ec	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
345a624cdcc8c4e3d4a25f0439e13c71	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31fb0057a972f1bfe31f86a58ad1219d	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
65aba20f60119c8a6aef4741d8fe6222	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
80ee53851a39ff43f23fd5323e2a0f3a	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
fb35b2f4cff3c46f3925dc5cc573f55f	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1209c86d31a21b5f791e3f6366fd6730	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0
34644ac7d69bc16ad2ee526045d4da6d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a35f53d895d2f30ea448a35b1a23b6b9	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
68b74c988f523ea8d586a1a2c21c8087	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
08d3366cdc29655a2bf51fb2bec475fc	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d349011d52983abe255ed8817a0e673d	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e6d6c91e9765d5bb6be0ce0727b2b7b6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
1033396064f7c62883de3c36e0d1e5b6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
861f6d01cec70bb4483376ff74277fc6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
793ccc8faf625ac6c97347e70aac3376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
43ca07b947a09c19c213d8921cfd6279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7ca05d4b1d442a86f32f9bc2b7c45d17	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3daf4dc1527137e0b8e8529402af8374	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8971454536fe74b5f6141351e4d9c153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
6c734bce995f78edf211350f5072f778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
cccf978bab85c27e97aa306117a7e0d3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
49042bc6fee6bd93c593a112ad0f5740	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
2fd122147b227bc09f7b79df0e441248	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
498423bc092a6c1475d2e07fcdf11efd	0.0	12.0	17.0	56.0	0.0	0.0	0.0	0.0	6.0	4.0	12.0	0.0	24.0	126.0	0.0
49edc399afce2220bc5da9fbc4f45696	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d9a037f76c6233c1180c218d620a5ee2	0.0	11.0	0.0	0.0	1.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	3.0	0.0
c33cafa6ddb1483c2ba34093b6dcf816	0.0	0.0	0.0	0.0	0.0	43.0	33.0	4.0	20.0	26.0	9.0	0.0	6.0	25.0	0.0
ca31de65ee3f4f1a4e429d13f4660927	0.0	0.0	0.0	3.0	8.0	2.0	32.0	6.0	0.0	8.0	174.0	0.0	0.0	0.0	0.0
7f8e92d27dffe0fb6221829b185c2a48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
92ab3b7e5e7acdf979ccc16fe9c7ff1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
75106805052e6aa72aed9abb3d9ed391	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ca67225153ac71233cb81d927bf55525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1e17b620ba2aefb18ba4ba06c360cf21	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10d01806ec8b1b72962245a953febd96	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8421b9dc946948fa952f6cba1558b538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
fe64ef3b70b4fab02c3900f1d0dcca96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
3f80cde9c167c15ba903e02ac5718514	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0
b30df952c5e67e105195fff30455e3d8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0
e4a8613e885e78dcf4040884b921622f	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bba7b10c1ec3dfd6cb0f3aad33158bb9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	12.0
da8e74f7a89231fbd605e6aaa1facf10	0.0	14.0	1.0	27.0	0.0	0.0	0.0	0.0	0.0	5.0	11.0	0.0	6.0	4.0	0.0
deb0178e2644408841d4e341a2abcfc6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0
2bbfebf023b1a004493ccfd965896a5f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
8aa74192ca85b42a6a1dcca1fd626282	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1b6ecac7b10ffa3cb1984fcdf5c6b586	1.0	0.0	5.0	0.0	0.0	0.0	3.0	2.0	9.0	0.0	16.0	244.0	0.0	7.0	0.0
c768e310027068ed451f09b0d41ea32f	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ba9066081b46aab10765ef2fba242750	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
1074217d18884761d8403fb82455a5ab	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
