	ec1249	ec1257	ec1265	ec1298	ec1301	ec1309	ec1314	ec1317	ec1346	ec1349	ec1356	ec1359	ec1361	ec1362	ec1368	ec1378	ec1380	ec1390	ec1392	ec1393	ec1396	ec1400	ec1408	ec1409	ec1411	ec1420	ec1422	ec1424	ec1425	ec1427	ec1435	ec1437	ec1442	ec1449	ec1457	ec1462	ec1468	ec1469	ec1470	ec1489	ec1492	ec1493	ec1497	ec1498	ec1500	ec1502	ec1508	ec1513	ec1514	ec1516	ec1517	ec1524	ec1525	ec1530	ec1533	eti111	eti121	eti125	eti145	eti146	eti149	eti151	eti152	eti153	eti154	eti156	eti162	eti164	eti165	eti167
ec1249	0.0	0.17425333339616556	0.12590555832006614	0.27259283545315266	0.18208771690892075	0.23657406571517317	0.19524081638310353	0.3375412104169264	0.14453380008422176	0.14498510156686936	0.17288079785488972	0.20642200349705334	0.1904266729496123	0.14496249054089258	0.14251413009127187	0.212317501091187	0.18608422656466556	0.20085852787013153	0.1841683596311114	0.13659600969258112	0.21076376991691267	0.1417344176473539	0.20329485212329004	0.1969683650502859	0.17105745013859963	0.21316893210028945	0.19796075096441226	0.18063979203256822	0.1921132938748804	0.2857391248979047	0.3220798089173577	0.20641153195576262	1.2489674137206352	0.4907697397440669	0.1481497005081906	0.21876297097504094	0.23711194188912954	0.40586310812816284	0.1368542123523259	0.48674674645480576	0.1610742632110316	0.16035932429990288	0.5096440155029215	0.4620212270461602	0.18546775934493748	0.12533028524235668	0.1648045848429307	0.2054231439155964	0.20095067088237892	0.9788601345362501	0.15313899070191697	0.21331377065608967	0.20913836231925292	0.3502994284391972	0.17805305696353693	0.16543622289139717	0.3183770067913514	0.21245344040772135	0.18416638354737197	0.17812063961108834	1.1504102374836318	0.4397314037085657	0.34063625520521473	0.19352317789957385	0.19109603774615974	0.20753834732496634	0.736564645778762	0.13765002597379136	0.1976379160568816	0.2618506692626794
ec1257	0.17425333339616556	0.0	0.13686732317959033	0.3656582346429242	0.2686280628429433	0.30875506027451494	0.06671505951227626	0.3954529427030261	0.11093244052690629	0.0785705338993105	0.18986656593274567	0.07426418416800869	0.06160312551418229	0.0682698122476662	0.2338425790896977	0.08451822831854945	0.06504695297920962	0.06859864553623823	0.04526035918637839	0.11771881874941276	0.07878307896341365	0.04959715978808032	0.07214877470837357	0.07243768914105281	0.06787048660473458	0.08285941640617064	0.07302317445692345	0.05705931404623373	0.06622400287452249	0.34452748352205115	0.3814289058312209	0.300901507006529	1.2688566633160296	0.5634542921684722	0.13599658987324786	0.07658067832412667	0.2590017524629561	0.4616102834502781	0.107113481063011	0.5106661892635318	0.05362859221507434	0.22950272621358137	0.5671571756880335	0.570781257250389	0.04492675125380871	0.20797644334806634	0.09460557269565621	0.05717568233602607	0.06558503560998384	1.0065689241671494	0.0906472382339992	0.07985636041702954	0.06643344951280145	0.43186375749653144	0.04936404082604539	0.05509243552091934	0.3480260052340537	0.08236148902184054	0.04985719655494287	0.05643608751445664	1.1904166369149383	0.5305522414480334	0.4094104665813392	0.05349720407739399	0.05271583145342476	0.2671757824028585	0.7618713703365967	0.17961786518890688	0.060343623600250106	0.16636045120545648
ec1265	0.12590555832006614	0.13686732317959033	0.0	0.3006751476852688	0.2187235486273584	0.23213957039899688	0.16925160357990418	0.37088853660442256	0.1484834678090106	0.1276428012484844	0.20010841841391264	0.17469765004211935	0.16020047389358968	0.1267959285417742	0.16822507136598122	0.18546854698018106	0.16415350881037985	0.17228717319161285	0.13507224614462454	0.12417797888090112	0.17542840872115303	0.13294815539553356	0.17248840758149425	0.1687900015181309	0.1434085370673728	0.17966986356636339	0.17233939830126632	0.15025948067561126	0.15949176251992134	0.3074589961087007	0.3486231063960176	0.25243809927996097	1.2632643939741262	0.49086169579317596	0.11878621032910892	0.17115794335338286	0.2641007665044822	0.40506197104069397	0.10355167228672159	0.4995087609486636	0.14084987065183854	0.15312564778904247	0.5127428114711323	0.4871836264527848	0.14457570372754938	0.16764276951277562	0.13970254357692097	0.14000688528196759	0.16764991281533825	0.9970362336841001	0.14542365428473056	0.17910559322281877	0.16843055192938972	0.3509827859255911	0.13521016196534386	0.1382440630984516	0.3492999237087169	0.1810780775776364	0.1487156615380407	0.15287833896944156	1.1624802796708753	0.48279330186143926	0.33860352064301774	0.1537889335048184	0.14737293583113084	0.2097936567582548	0.7538510067320595	0.14783490087546175	0.15766322731979074	0.21809024828872287
ec1298	0.27259283545315266	0.3656582346429242	0.3006751476852688	0.0	0.3123205216341004	0.24630227045549516	0.3828001800057023	0.42685046503971497	0.3288956625259291	0.32837193413226434	0.34535575048920425	0.3950722588119957	0.3781643118401635	0.3172160851923754	0.2392988863756744	0.3950250006451828	0.3722723086773215	0.39496770728922437	0.3613939800691071	0.30264384347791645	0.3950386314049387	0.3559848538814622	0.3942382288004285	0.391332976022288	0.35259592926190914	0.3973908072218754	0.38202069623077495	0.3637808317932308	0.3740507746808965	0.3799536496220541	0.42722200856139686	0.29398905941956954	1.3563458075264891	0.5070644918331526	0.30128345856322336	0.3862189617023638	0.3677903882377351	0.49773458253215375	0.3009810906726717	0.6278783013184375	0.3551764118756081	0.2369956827366859	0.59757061401067	0.42625267904076086	0.3694648869995312	0.28856623712858703	0.35359059948053473	0.369974844392387	0.3891830537806961	1.0862068508801812	0.3642108874668032	0.39739091428214113	0.38875724444315685	0.446549780737675	0.3578850746632437	0.3490354428999272	0.4503118638089144	0.39782213463408767	0.3698899946364529	0.3680759289209595	1.2636811590984065	0.5431695988479661	0.42707062592811984	0.37819863858969593	0.3691574998143001	0.2856730789006942	0.8483768826678149	0.28023349865786934	0.38181236901937676	0.43392023339291036
ec1301	0.18208771690892075	0.2686280628429433	0.2187235486273584	0.3123205216341004	0.0	0.2363053529355902	0.3057941690197772	0.3155943924097259	0.2783788365701898	0.25375535031743807	0.1821875105245071	0.3091221096335264	0.29550939644249885	0.2591194814698057	0.25293574843271294	0.3184997850267455	0.29357380036738717	0.30597351301901543	0.2859020309536222	0.2647527450138223	0.3113695682054953	0.24860429384059657	0.3060417849799339	0.29401664110612397	0.27864269320784213	0.3145752068470101	0.30426372138546437	0.279320115317047	0.2998369585764076	0.26242151456638374	0.2920931123904824	0.22955037300097533	1.2066003053945422	0.43901686342050616	0.26118102022465345	0.31793246258895164	0.18376848735537835	0.38053076720376006	0.24847970157132848	0.5504752891730548	0.26544544728813046	0.23124928401656306	0.48754758111723306	0.44005435523896325	0.28581517258498795	0.19340199076223444	0.26880785778838884	0.2965758041569153	0.3045394998060297	0.941525945406595	0.2500820176232551	0.31227098659599406	0.3079137625594811	0.3230054663460152	0.2807437649387117	0.268973121164472	0.21132668505583474	0.3141306679658215	0.28340530981805473	0.2791468963894078	1.1088333883183206	0.4260774298477271	0.29747267219962387	0.2925679571124896	0.28638587126749465	0.2183238819931646	0.6972415793750932	0.24139602492325407	0.29792127925028794	0.36503052022753113
ec1309	0.23657406571517317	0.30875506027451494	0.23213957039899688	0.24630227045549516	0.2363053529355902	0.0	0.3496767527629144	0.41273778596319105	0.32388463192261124	0.29874863045954825	0.27886469634817657	0.35289826280964687	0.3409615811370447	0.30462229857479073	0.19109087523956603	0.36537470936699684	0.34040224631367855	0.3493012238230182	0.32030069763117014	0.303708200217516	0.35791324871691094	0.2956503731558848	0.35056828505091797	0.34813266066889237	0.3166898259714822	0.36141187984112405	0.35228231304616264	0.3278950704295601	0.34058315883931384	0.35068557285417595	0.3959734539109779	0.2728294584539725	1.304481037791382	0.4209938721226346	0.29609712362467294	0.3544949551748318	0.2888011147057224	0.461531185603194	0.2877120755232199	0.5934780816048612	0.3211202078758834	0.22526718758739372	0.5650789190809997	0.3930303600143943	0.33102528473713755	0.23248461860974312	0.3124437685400401	0.3253055106702179	0.3512824393649808	1.0387910129096614	0.3068846399215097	0.36026154221241724	0.35421971255323975	0.3355853436310039	0.3190005778105037	0.31448692974492903	0.37253210236205897	0.3618619742882342	0.33264615974595113	0.33327423764311837	1.193042268122282	0.5215847258663878	0.35899206459210004	0.33829870439767973	0.3321191673991716	0.24426574213943658	0.7954351217908635	0.2708186244449765	0.3435967918451264	0.40080964001041575
ec1314	0.19524081638310353	0.06671505951227626	0.16925160357990418	0.3828001800057023	0.3057941690197772	0.3496767527629144	0.0	0.4144001193398338	0.09824336670836355	0.0813910645615234	0.2126046768712804	0.02902861519567667	0.02966663230326451	0.09481429187398968	0.2616431744229846	0.03628039650457922	0.036201586245670256	0.02341315265398539	0.04602375944278204	0.1331851746111919	0.03394919916016307	0.06359455440503409	0.03611775572319822	0.0524652762951972	0.06464630642154189	0.0356101796048829	0.029487394115494784	0.03885514819048747	0.028753126016434472	0.3626545240366178	0.3951713083833762	0.3005105373544294	1.2703703608178598	0.5782087547258713	0.1659163500759181	0.0566826922640509	0.2799618988823495	0.480438576704888	0.13431416981286587	0.5135132190054252	0.0661442756763664	0.25201545134210385	0.5850253101524714	0.5822418116108441	0.04033991976163204	0.23418351766283127	0.10003974298578257	0.054884641460051335	0.035898453655154546	1.006259286628095	0.11218363195582827	0.04873196188552741	0.04081977801582223	0.4427991493620114	0.055411803545605466	0.0620584539306159	0.36107424290403833	0.03451249641109875	0.041299254578843446	0.053207542036659804	1.198979544563709	0.5402502734291568	0.42639805516016405	0.046515376975252425	0.04220641860458318	0.29030835322386056	0.7660770555115455	0.2093246830136982	0.03891648126254759	0.18392680601721462
ec1317	0.3375412104169264	0.3954529427030261	0.37088853660442256	0.42685046503971497	0.3155943924097259	0.41273778596319105	0.4144001193398338	0.0	0.33943122346436705	0.38359817473321683	0.38206099856119335	0.4229466232059551	0.4052902115337902	0.3400591985847226	0.34977202927258266	0.41931936427309346	0.39800691904630603	0.4225241448031194	0.39323028359005513	0.3300166813444598	0.42151671933248025	0.3898582705735832	0.42063638551546423	0.41942733845678504	0.4037861347562953	0.4243777640277423	0.4087088633330213	0.39487003325594977	0.4078724323354901	0.1183168406023532	0.1962269787527092	0.2014670603431462	1.1842070142732355	0.5319567419107422	0.3031449199924723	0.41506496112851277	0.38433190579593746	0.1978371647367242	0.33348254379774184	0.5906205059845834	0.3844903467766593	0.2985952468046366	0.4176184307660208	0.37810249432260495	0.4013386651441284	0.3696481136958154	0.4066414952861512	0.40598206156095756	0.4181070534107062	0.9178488627134415	0.3930536956148929	0.42379713004042097	0.41648329161786585	0.4135615472444001	0.3976125750466873	0.3793763733362071	0.3567130038606505	0.4246658084376491	0.398861170887028	0.39642096216412304	1.08863209410031	0.24262297919494896	0.3820393530970228	0.40710661335596504	0.4008804776206303	0.24076374572059447	0.7186880452531863	0.25667778680025677	0.412959267716163	0.40298610072632896
ec1346	0.14453380008422176	0.11093244052690629	0.1484834678090106	0.3288956625259291	0.2783788365701898	0.32388463192261124	0.09824336670836355	0.33943122346436705	0.0	0.0752551125061327	0.21925936865613274	0.09762158206079277	0.08915636656123313	0.06351688802198195	0.20828838732060795	0.09961968682771752	0.08236058234252382	0.09930781872531173	0.10770651894917321	0.07204151663411773	0.10157218171367906	0.08630852402592556	0.10178267154744496	0.09540531794994977	0.07918713739707522	0.10401768598307705	0.08819434642575029	0.09124727057891405	0.10423664342563158	0.3078806822375365	0.3602002131698319	0.24994221640126477	1.2463127728052892	0.5505755170332256	0.11708942001640579	0.14059146559884267	0.2797964668329046	0.4279443857647985	0.08695565430142047	0.4876563956821677	0.09220330836997237	0.19995615603911657	0.5111883268276675	0.5220151457692425	0.11461260369923988	0.20913138576064882	0.1088862598060042	0.13056005925544759	0.1274451118479826	0.9829120791649202	0.095278353087908	0.12808705870910111	0.13151558650189338	0.41444477887209674	0.11090488083034838	0.08184106895605908	0.35975288562088353	0.10658305313159128	0.11409729671937173	0.10593187912628771	1.170003627483412	0.4759642689063601	0.39707336133668786	0.1187132314182184	0.11893378005484948	0.2385385648267995	0.7436044496174846	0.16062433688066585	0.12789974657953496	0.17117783231098604
ec1349	0.14498510156686936	0.0785705338993105	0.1276428012484844	0.32837193413226434	0.25375535031743807	0.29874863045954825	0.0813910645615234	0.38359817473321683	0.0752551125061327	0.0	0.2057342142321951	0.08792837126154465	0.07598558592572457	0.06333125267385993	0.2055481397609866	0.09713476905712512	0.07057351675015687	0.0829192261132553	0.08188215021089024	0.10784649427894734	0.09327353987820441	0.055047706269050076	0.08552524315832764	0.08268400183835913	0.046940577331074	0.09566654097358518	0.08445757707815299	0.06874370973456034	0.08520689791524487	0.3276267298628905	0.3612978753653339	0.24985069188884498	1.2753872493046314	0.5379242142946069	0.13079581602872317	0.1250714491414114	0.27455781430245657	0.4407552692258204	0.09642999599095786	0.5138012436630113	0.07177406686771529	0.21323657326319853	0.5573495012966139	0.5303352091152063	0.09051220628193665	0.18090898167545083	0.07464577351177579	0.10456974679501602	0.10327122189669638	1.005964864511068	0.09364707107513044	0.11021804485858137	0.10706185402136137	0.40761641856719577	0.08147703058126735	0.056859124810040185	0.3537901161106934	0.09712703117920632	0.08700651374942556	0.0798707601489242	1.1825717865157734	0.49318163886517086	0.37924539835039445	0.09480370577353929	0.09079139421975516	0.25016531542813264	0.7673749279042074	0.17581301870610966	0.09947197598968467	0.18481579966579276
