	jr1098	jr1099	jr1100	jr1101	jr1113	jr1114	jr1115	jr1116	jr1117	jr1118	jr1119	jr1121	jr1122	jr1123	jr1124	jr1125	jr1126	jr1127	jr1128	jr1249	jr1250	jr1251	jr1252	jr1254	jr1255	jr1256	jr1257	jr1258	jr1259	jr1278	jr1279	jr1281	jr1282	jr1283	jr1284	jr1285	jr1286	jr1287	jr1288	jr1289	jr1291	jr1292	jr1293	jr1296	jr1298	jr1299	jr1300	jr1301	jr1302	jr1303	jr1304	jr1305	jr1306	jr1307	jr1308	jr1309	jr1310	jr1311	jr1312	jr1313	jr1314	jr1315	jr1316	jr1317	jr1318	jr1319	jr1320	jr1321	jr1322	jr1323	jr1336	jr1337	jr1338	jr1339	jr1340	jr1341	jr363	jr367
jr1098	0.0	0.4825062633858383	0.7017662679053298	0.6826030079073419	0.7432921581377502	0.5685971993144706	0.7747481884519333	0.5414502043404901	0.7324474916842957	0.7607236370113767	0.7828408125939537	0.7792503653846914	0.562351209794969	0.5172918992411276	0.46801733765031894	0.6370477984613582	0.5879569563243053	0.7169347545588983	0.751784020496271	0.7637402451844688	0.6354634983072461	0.7847588553878463	0.6338429308058801	0.7894027928629017	0.7776676971987655	0.7073435415743206	0.7883645653240947	0.6952617961243879	0.7150020378840536	0.7783499116609255	0.6299502608882512	0.7047899849188295	0.7684262153771159	0.7812709337394356	0.7541148899873752	0.7981264508379122	0.7695821608754574	0.7481415611876235	0.7798210100352956	0.6137057893887072	0.7367235213973141	0.7926199669106841	0.7193466289537951	0.7827513910132752	0.7740991635587947	0.7830010749205832	0.7908098821528924	0.6510049662244816	0.7921156926872264	0.7005337885932471	0.7881234991002224	0.6983584168021013	0.7167431218914071	0.4972154898371113	0.7408350920016756	0.785828352486204	0.7811173465642216	0.7583991181082643	0.748745365127237	0.6319306549121082	0.7692851219139107	0.7428820890656902	0.7731880370634249	0.7723014777050928	0.6490546141567705	0.7582817465397831	0.7598521641282902	0.7746332925931082	0.6502099046261134	0.6806129372994663	0.8127050744964585	0.7692064179553247	0.7736746019070874	0.7445030266503916	0.7639838260840961	0.8410169723099217	0.7645318355009766	0.7587909043304936
jr1099	0.4825062633858383	0.0	0.6898979359180265	0.7219770777339323	0.7617142326534788	0.5674193879364522	0.7628082439242432	0.5016463849835203	0.7597648458924958	0.7634395868176678	0.7586806428048468	0.7586726956824842	0.5816580179403816	0.5039433594505635	0.4080302312646873	0.5412149954734158	0.6338496533282552	0.7009331665018729	0.6910239166670534	0.7417851710226087	0.6582944383229486	0.7659744849564801	0.6034069836127673	0.7834862631671801	0.7947768623081487	0.676184425576423	0.7638565289199404	0.7292804981782005	0.6981141028393092	0.752867723996463	0.5907244580793614	0.7222942905798367	0.7598738361571142	0.757256840810772	0.7328796222084218	0.820968184104239	0.7755620119777262	0.7212464053557602	0.761974389722926	0.729010631224284	0.7660188481142545	0.8167513553626613	0.755433881272854	0.7614524464328376	0.7841246431816462	0.7666506393062995	0.8137992900048022	0.6305835881443138	0.7710829332487594	0.6907897188779751	0.7802320862467681	0.6519275990831273	0.7002416958922738	0.6917648997990603	0.6474746270984735	0.807102849563663	0.7595857560267779	0.7003590316271282	0.655524215321528	0.6223714354852055	0.7452480887877695	0.7105934699982464	0.7206611898392298	0.681499730022781	0.7607727942844452	0.6659583624109457	0.7878054128807376	0.7543717490081173	0.7404526822452524	0.7219254930136209	0.8325918034053025	0.7940293462991311	0.7313489700682577	0.7197626174227547	0.7736335155943401	0.8549963419929598	0.74393734019413	0.7774133767801117
jr1100	0.7017662679053298	0.6898979359180265	0.0	0.49669411651442424	0.4631587978865191	0.6046114170631006	0.3203192098611192	0.5700686499597206	0.5937993363223842	0.46302974086756515	0.28038408201511855	0.2663496523058629	0.54218204065206	0.7287552483061579	0.6170215378994581	0.555445022564386	0.5985418512845019	0.4071280180990606	0.5187534494228915	0.3509856467140547	0.5092374993254859	0.3205735820966914	0.4857159823968729	0.4753181193349773	0.40785452329701727	0.485116080024053	0.31508059094003443	0.5562747203196262	0.4098181703987263	0.27310389932787754	0.6963695880431353	0.5985034495276781	0.42719177369398437	0.3626769315770272	0.3118763252639704	0.5087852399454654	0.39157886378943	0.30792914688044193	0.2760806527106551	0.5215376256659017	0.5314815523889587	0.4711724892686561	0.5166866766072646	0.325100654634762	0.42046311105737855	0.41447744824587485	0.4723769234612728	0.576906824760936	0.3150654452487295	0.5509620809520658	0.3595753626671572	0.6367153967987412	0.506954902241877	0.6069203430631227	0.5681760767753138	0.44762072216714544	0.2815029094706906	0.5289386812033695	0.5261276609965313	0.6140076071057179	0.31976644026195594	0.4278040897868365	0.5800413378338954	0.5044025280854442	0.5726909427890544	0.48515295375810547	0.4372524314763027	0.2570962925328611	0.538958745139726	0.5424440917196688	0.49080408708615003	0.5310537142023601	0.4449670005343138	0.39667205201761524	0.47723807329354617	0.6937448986956795	0.27478212030278354	0.8404393915011594
jr1101	0.6826030079073419	0.7219770777339323	0.49669411651442424	0.0	0.46620778863707185	0.6326211370633708	0.37869145946742117	0.6528944418808948	0.663047237909515	0.4760530429819423	0.39034200226110255	0.3648890722839715	0.6643827734616063	0.6959009743681958	0.7306646100555828	0.5287600801760914	0.4898117147425121	0.5078615996903719	0.44028584642125496	0.4500028846826442	0.5862951769416185	0.37755566438948035	0.5547362104892671	0.6009086345806259	0.45158980655291936	0.5323504859737938	0.38749990196179823	0.5843937508475743	0.4689237043789001	0.4116553973729868	0.669885479714868	0.5761924211664502	0.5155267358058527	0.4376492610832458	0.39516759136477997	0.5397548691592782	0.48916739292131606	0.4495572031573775	0.41963584139141785	0.31726649896727205	0.5422457866004095	0.563618805220829	0.5199631649140974	0.39107267418405595	0.5013422824354737	0.5059353746298969	0.5243475737737495	0.5695372730762638	0.3919398308584559	0.5464225695753959	0.43056514361485165	0.5599885840131913	0.5351398341311357	0.5343960282384451	0.5264540115728717	0.5523513470245088	0.3594956353513045	0.4602991879722766	0.45551216631405506	0.6813952030504098	0.34049606723409814	0.5437874219655902	0.5002115365352059	0.47838508541968605	0.3974251321585338	0.4571362349616057	0.6103348997841298	0.413104697387062	0.3995990075094076	0.36386176889227984	0.595711506391602	0.619460836933054	0.5424630692222353	0.5256884452607591	0.5798036732517634	0.7388635953294477	0.38773900284118157	0.7775159476338245
jr1113	0.7432921581377502	0.7617142326534788	0.4631587978865191	0.46620778863707185	0.0	0.5205482236093665	0.3100791226571059	0.6601584932678459	0.5416254382092605	0.39312445218617137	0.31095417406399056	0.28655692582975384	0.5901972662676477	0.7815102879174779	0.70800653547867	0.6340588273690588	0.6500630062673053	0.4943384570569426	0.4138860881245559	0.34461997637691283	0.5068888525723209	0.3225718483505604	0.4702507524350109	0.5201480151118066	0.24859261000514793	0.5052395448187285	0.3150691184333142	0.4542295196412078	0.34182972450830384	0.36371529176713135	0.6875607742209882	0.4031662919539692	0.35381375002796717	0.3838666130842729	0.2812919353433557	0.38354178577566245	0.35792151508424525	0.42239361878002585	0.3858428275031177	0.5488572128458236	0.3952571263712017	0.39199986202789183	0.21557456303202593	0.33107311179011106	0.3730661166489807	0.4870247809188697	0.34091770092159873	0.5319119983219018	0.2876453132811219	0.4908170746544109	0.28090621615993355	0.5610970870820388	0.4960542439889559	0.6453722761620013	0.577579979139488	0.3945309612231211	0.28543301458693204	0.40201496508113477	0.5147122077058707	0.7063822764834449	0.26092250973850656	0.5073693048945678	0.45538915795042434	0.5652388453047298	0.6214798593857106	0.5377664083558821	0.5065651583419718	0.35709062048800516	0.6012592891722076	0.5422226940389601	0.4151141252441514	0.4901512027263949	0.5219830326968192	0.5071910451432501	0.44187304049651577	0.6947849474756882	0.3641382676567309	0.8416559032174802
jr1114	0.5685971993144706	0.5674193879364522	0.6046114170631006	0.6326211370633708	0.5205482236093665	0.0	0.5993851752336988	0.3606270489542302	0.6435369210677023	0.5000527305924244	0.6014891193916404	0.5936661275425978	0.39088074125462835	0.6133509129677138	0.4903300815559732	0.5608963563195408	0.5609531498299238	0.5972641158693678	0.6139944053815446	0.523113105182972	0.4828926818646973	0.6077152419920899	0.5345910644002455	0.6278300225031725	0.5835146887747455	0.4649896321095313	0.6046593118093303	0.4554826279028372	0.5266936402988242	0.628375085036271	0.6259719060599079	0.502969169444751	0.5639504535239356	0.6382079694921308	0.5896785415573991	0.6396348138046581	0.5607202196413377	0.6455731799440887	0.6410949851289517	0.6322857768252097	0.6404441177849303	0.6637112994969735	0.5730894727183015	0.6081440734928877	0.6207158737993349	0.6187765046381092	0.6249960745019889	0.5172286242529124	0.6112602812256762	0.5976988672249786	0.6074690937294588	0.5564897927413625	0.4971283232546477	0.5533651630892493	0.7034636568710189	0.6592665278303659	0.5897247339054039	0.627944658843041	0.6246557735889107	0.6647319153192268	0.581830540845289	0.6557495010288609	0.661374659768341	0.705627981785099	0.6775245259175304	0.6483621947056702	0.6649997856828948	0.6274153216836713	0.6709160662385347	0.611305335202086	0.6904303651747168	0.7023072891953226	0.687864528293796	0.6590211694771029	0.6840583381718642	0.7778820471614081	0.5660788406781072	0.7657137561441899
jr1115	0.7747481884519333	0.7628082439242432	0.3203192098611192	0.37869145946742117	0.3100791226571059	0.5993851752336988	0.0	0.6311458502804298	0.5711342718065714	0.38787080141726366	0.14621910935220053	0.0838404479203801	0.5978554638594245	0.7658097600899443	0.7104288586215325	0.5411025467238109	0.5886975115067989	0.3647497257679459	0.4079641573509031	0.2321364804930182	0.4812953985585606	0.08401233268864151	0.4700353360782921	0.4641592231371038	0.1937226986117568	0.38437608061812656	0.09955756277542303	0.423314091656767	0.33974214593187996	0.17682918545332846	0.6839220837751322	0.49381956894841356	0.32481047552151254	0.23211818486798788	0.21349038000862444	0.3449940899261904	0.3072040651923745	0.2497374211389684	0.15908319562450413	0.4358919888059098	0.3490461537824799	0.35380636671619925	0.40451981844052337	0.16288474174204057	0.3340475753260877	0.35473822031309954	0.340316097204755	0.48318558667051864	0.09389326776198419	0.44679751873367957	0.17224470852242127	0.5464851160534477	0.3773682769539721	0.6515013884352688	0.5154511586908772	0.38766885057156925	0.08369026998233668	0.4145962588422706	0.43231595526360483	0.6574632558290494	0.13295639166385909	0.4168669592251087	0.46418514416313367	0.4607069679490104	0.5401821416183641	0.4373054810186902	0.48672485170909263	0.17548584556073135	0.5691532733517428	0.5079456226638703	0.40549867537437284	0.4655489014252985	0.406707543944288	0.41237803548236485	0.40192166296043963	0.684965067591571	0.17548210218759672	0.8509225921645307
jr1116	0.5414502043404901	0.5016463849835203	0.5700686499597206	0.6528944418808948	0.6601584932678459	0.3606270489542302	0.6311458502804298	0.0	0.6990911213298124	0.5917813454071084	0.6120597357261436	0.6198767965242616	0.4345531549069545	0.5159873535634746	0.4552740862780529	0.5372002034041494	0.5584746431583745	0.6182922084528035	0.6943702556361367	0.6221615620700035	0.5068334762419316	0.6359896103047405	0.5705635284821949	0.7149341028218723	0.6787436134427115	0.5279081369926292	0.627182284132852	0.5799259504557579	0.576682964321538	0.6538379291852914	0.6322495435565512	0.6320842546477287	0.7060504857703767	0.631006265162793	0.6228758433845943	0.7209521218678132	0.6475581994954962	0.6341480874294132	0.6654632049928598	0.6752674833988849	0.6774697413825558	0.7371628004472665	0.6645936494340636	0.6143971670322662	0.6508273155201234	0.6471997843809432	0.7007261370563304	0.49427748951393646	0.6406182318957901	0.6205914099105063	0.6456791533219519	0.6423528124348558	0.5477707868800905	0.5964265428391302	0.6534047507921067	0.728364525818977	0.6232078980609249	0.6993027063882276	0.6493286301413307	0.5768498355473536	0.6168828747734721	0.6081114097662585	0.7302719699913072	0.7150681308364047	0.7019699125729555	0.6635228439696852	0.7060596087844844	0.642452240641672	0.6904607993392703	0.6426945397768267	0.758747635897326	0.7260967582659437	0.6440348586946585	0.6277353294211585	0.6916032245527954	0.809431868753078	0.6141827474277202	0.7719126579395441
jr1117	0.7324474916842957	0.7597648458924958	0.5937993363223842	0.663047237909515	0.5416254382092605	0.6435369210677023	0.5711342718065714	0.6990911213298124	0.0	0.5901543403388975	0.5514734465192638	0.5408137678399598	0.6177489817129523	0.7790096336464731	0.708739347488771	0.6060806187475892	0.6602067684713168	0.40060668408857814	0.6074248899635359	0.580596681982198	0.536317148895828	0.5695190315620933	0.5619889152198474	0.6420365606734061	0.5357631906164753	0.5601009635021604	0.5585909648090016	0.46310613088818653	0.6155183264417283	0.536330093892371	0.5869314861002576	0.5718161594732812	0.5466514729751192	0.598839154462171	0.551392261139073	0.5526973187002046	0.580719689583379	0.5814015703778267	0.5540271110643347	0.6899371808841146	0.5403440025188793	0.5188445373928959	0.5768796495714397	0.5626614995418711	0.5863781651291465	0.6490407570264555	0.5197273661981113	0.6041750168599552	0.5450154992085491	0.45715022795649035	0.5419156800098255	0.5590558463765626	0.5535822840124774	0.6379580988916768	0.6799191862781607	0.5631743120349257	0.5412881849164759	0.6023279756980784	0.6127738026228109	0.6729963055400692	0.5550257444619833	0.6384885325328399	0.5907301886482855	0.666633769588198	0.7271564233457563	0.6767268635884347	0.5594869576497129	0.5309306205599379	0.6687520731759377	0.7003340409455859	0.5241355677677217	0.5430551711622552	0.6086178744358763	0.5970996311424733	0.5649856664291112	0.7244867163635602	0.5858443170327239	0.816849508081595
jr1118	0.7607236370113767	0.7634395868176678	0.46302974086756515	0.4760530429819423	0.39312445218617137	0.5000527305924244	0.38787080141726366	0.5917813454071084	0.5901543403388975	0.0	0.3979693568311918	0.3815048263711799	0.6101388480655976	0.8000118346511481	0.7376141230994554	0.5953031209078751	0.6586195377838661	0.4935432730354447	0.47498455189146904	0.407448121813907	0.5510810194487543	0.3896909003095447	0.568223134408559	0.4854398259630762	0.3651242086700684	0.5471168856083981	0.3782117632225918	0.5421923257901163	0.48738938320311403	0.34418931225472066	0.5778580273156662	0.5377978736192255	0.3620640266640503	0.4723626699028825	0.3408199940449247	0.4771651618251356	0.4158190334524556	0.4017313633187254	0.35775211664190226	0.5707611385516317	0.4962217970563811	0.4365873489496694	0.47606783793423985	0.40783358129758635	0.4337433612933925	0.5105021623084487	0.46504919096679886	0.5864403475723455	0.4129817307068372	0.5744285579732208	0.3829495640007232	0.6090984742002192	0.5694956034211426	0.6816520598450249	0.6182629295203996	0.4134321020696359	0.37547813371153266	0.4944574934940095	0.5599868653517388	0.7154815184589705	0.3309489565215536	0.5777185018780234	0.5462309822076237	0.5273994659639778	0.6324188589550824	0.5629203862134335	0.5214213392079341	0.35993148955949966	0.5470100393990144	0.5759683841132427	0.47424709948451743	0.5208506059125544	0.5059010500888937	0.5181073471508819	0.4499260268933252	0.70129259977775	0.418368790473664	0.8025408448657764
