	ec1306	ec1322	ec1350	ec1354	ec1364	ec1367	ec1369	ec1385	ec1386	ec1388	ec1398	ec1401	ec1404	ec1416	ec1417	ec1419	ec1430	ec1433	eti104	eti110	eti112	eti122	eti126
ec1306	0.0	0.4323368382037834	0.5128144859822668	0.4737464493910514	0.43411008627994163	0.4520675086083866	0.4200229982105034	0.5486925389442877	0.48742624829027315	0.5085635102054876	0.17740825110393424	0.46983556951875804	0.4001257782664001	0.40559964251633734	0.5115076910402867	0.4426859733398276	0.4197557832615927	0.5080953990964076	0.4438181531493885	0.4537685093963653	0.505774214292886	0.4758954139611483	0.46984938715757396
ec1322	0.4323368382037834	0.0	0.47068912943019364	0.6134276813194574	0.2910498859232192	0.3949830552836538	0.2519180682573906	0.5002132986097745	0.4351475965120865	0.46845730150023795	0.4381221281687824	0.6104630703203133	0.5199879054212994	0.22860290803668692	0.47237892517835584	0.303243546226469	0.24112000583508486	0.356482794691719	0.26109824190968683	0.29924818686653315	0.3096879169208721	0.4356246624720783	0.3379720429358893
ec1350	0.5128144859822668	0.47068912943019364	0.0	0.5244960542092785	0.43720126179729196	0.4362532936891843	0.4718300785851711	0.47814089996045694	0.3561885213934218	0.5597678581125353	0.53759164743125	0.595089330065608	0.5986046071575151	0.45328006373391044	0.46620762648911196	0.4515395721321237	0.4674851617424782	0.4003535586801091	0.47294409736791326	0.4722596265754959	0.3538580368625697	0.43323236305902885	0.4610514331897426
ec1354	0.4737464493910514	0.6134276813194574	0.5244960542092785	0.0	0.6226188115423534	0.6143987752942002	0.6224464085661345	0.5550579669096076	0.5224068019323193	0.5097463702764864	0.4864198717870367	0.4572997543445204	0.5480213725627303	0.6423350804142158	0.4423374797232288	0.6061115025211042	0.64107414149306	0.5203787350714687	0.6568736125821445	0.6502391718870676	0.5304531911986162	0.5775162325366049	0.661507841313085
ec1364	0.43411008627994163	0.2910498859232192	0.43720126179729196	0.6226188115423534	0.0	0.21151093582624508	0.1686392598936665	0.5389523514970358	0.42944951893558087	0.39595977027310864	0.39411054116679994	0.6524795758670139	0.4467570494914489	0.1251825674857688	0.5023153201848702	0.21551279933260423	0.16582083453804	0.37974383945225854	0.21660345938089728	0.19147734064637909	0.3373819262774527	0.3335778413380202	0.2610716424623177
ec1367	0.4520675086083866	0.3949830552836538	0.4362532936891843	0.6143987752942002	0.21151093582624508	0.0	0.31303325597059256	0.5479108615200647	0.44700286830694186	0.471368761703699	0.4138248300015252	0.6515636018277999	0.5255804256147905	0.27962924010127416	0.5512777351313575	0.34633264157212224	0.30938116474275085	0.4524751601741418	0.33385806131198004	0.3290956077238642	0.42463965291609146	0.31779903749645805	0.3751727329675082
ec1369	0.4200229982105034	0.2519180682573906	0.4718300785851711	0.6224464085661345	0.1686392598936665	0.31303325597059256	0.0	0.5407388023726954	0.42089537846615344	0.3759838375679924	0.37038099196078655	0.6432560766906102	0.43445311167491946	0.06467584341538746	0.4879188766972367	0.12356831924799679	0.10317530775186676	0.39434365185416326	0.17366763474685082	0.17684190202601188	0.2441234516214674	0.3238127233017974	0.23844854442155872
ec1385	0.5486925389442877	0.5002132986097745	0.47814089996045694	0.5550579669096076	0.5389523514970358	0.5479108615200647	0.5407388023726954	0.0	0.434222187629871	0.627492131942376	0.5764488806342178	0.5928568606343537	0.6463692056117084	0.5310524021533682	0.5005007921584779	0.5403954523082412	0.5204903492869749	0.4018308677308421	0.5471411016909565	0.5580088331830818	0.4130078213749984	0.5712260089093333	0.5628268059493026
ec1386	0.48742624829027315	0.4351475965120865	0.3561885213934218	0.5224068019323193	0.42944951893558087	0.44700286830694186	0.42089537846615344	0.434222187629871	0.0	0.5746564588281947	0.4746163610496307	0.5206323839672538	0.535536643231739	0.3989797465319334	0.4978880805954536	0.44457742242585224	0.38976232393097726	0.30787098098461657	0.43873523913816076	0.4502041045243226	0.3109836628621256	0.47886610433673554	0.46458336122847854
ec1388	0.5085635102054876	0.46845730150023795	0.5597678581125353	0.5097463702764864	0.39595977027310864	0.471368761703699	0.3759838375679924	0.627492131942376	0.5746564588281947	0.0	0.47890003900495004	0.6658940287749863	0.47709893503674616	0.4056663918680987	0.5159821467900624	0.40837969765334775	0.4211505902314368	0.5218570868978011	0.39963015423156517	0.43280918096059995	0.4552132085154246	0.4727145535387653	0.4702746394732583
