	ec1306	ec1322	ec1341	ec1350	ec1353	ec1354	ec1357	ec1367	ec1369	ec1382	ec1384	ec1386	ec1398	ec1401	ec1403	ec1404	ec1412	ec1417	ec1419	ec1430	ec1433	ec1441	ec1449	ec1450	ec1460	ec1468	ec1490	ec1492	ec1497	ec1498	ec1500	ec1505	ec1508	ec1514	ec1524	ec1526	ec1530	eti122	eti124	eti126	eti149	eti153	eti154	eti156	eti161	eti165	eti166	eti167
ec1306	0	0.1487612755224259	0.1690648033800594	0.1827994418985051	0.1129069483269288	0.2898720192111945	0.2221317609724553	0.1979874387545372	0.2029504154263192	0.1903386589946622	0.1558019758821534	0.461323120227798	0.2014756997711164	0.19656602732205	0.202337369568116	0.1850983927078663	0.1878528490282497	0.1950073539875247	0.151354696932383	0.1957766562442331	0.264742062128252	0.5720805294490314	0.531145293343543	1.20971816584759	0.3453477086133916	0.268961184081433	0.2140800208429059	0.155620960335144	0.4650247714226802	0.4495723226901286	0.2112512215866193	0.2384248590764556	0.1751818214110405	0.217348388115159	0.2204124502396153	0.4896182601404521	0.3980448754122963	0.1505888567178679	0.09274059546126009	0.1765263106142306	1.159733581344926	0.2117892050905976	0.2060019550949013	0.2093662193585989	0.1863446108487962	0.2191481306374316	0.1414734656092082	0.2132223426171453
ec1322	0.1487612755224259	0	0.2381794653648521	0.07068685360014566	0.09182916154639452	0.3112746707691648	0.102464881426378	0.061517506860277	0.08443227486121095	0.07660636171418435	0.05692028408834593	0.4620645892756796	0.09369776416244517	0.3053894798679387	0.07550595324057902	0.06601593063536938	0.04860663978169436	0.2272396647185458	0.189880203165552	0.07859733580365452	0.2623475550304568	0.6297230429102814	0.5491263548710515	1.264277075771574	0.363672121924247	0.2667375768796927	0.08796116007150571	0.05795292307672126	0.5262826874274139	0.5144755062300564	0.07949322356483574	0.1020483855107184	0.06484247483420082	0.09199939254673956	0.1012290317157501	0.5221449537828703	0.4184487238206221	0.03124432333743315	0.09570360803805365	0.05610916384325182	1.216649463482764	0.08887295912312636	0.07325751913561827	0.2466670252744547	0.06056965707787619	0.08943360827449606	0.1804016524264382	0.1465276103288243
ec1341	0.1690648033800594	0.2381794653648521	0	0.2899567136512535	0.2136641034640079	0.3864154773481429	0.314897499941907	0.2724704330395253	0.3046030201702938	0.2990534555417921	0.2603969781530789	0.4741242698512195	0.3143632430689937	0.1663186290371878	0.2947311140746954	0.2836496121275229	0.2699227681785131	0.1275547818660997	0.1212438050019125	0.3012864227089379	0.2885266889304414	0.5724357272143908	0.5135228613289238	1.231102426872972	0.3353369899379053	0.2731098538971466	0.2962895519931376	0.2470392305966232	0.4616115907704437	0.3994601463095503	0.2870969887182951	0.3072951039970092	0.2724531211597633	0.3029993682918306	0.312121861978497	0.475214200722291	0.3914561114761465	0.2542706809834569	0.2119298587674253	0.2785703487039662	1.17354300087951	0.293932187551613	0.2841218288083386	0.1658821137196629	0.253554765635409	0.2977700939802897	0.150125092528855	0.3072475593978563
ec1350	0.1827994418985051	0.07068685360014566	0.2899567136512535	0	0.1280598671145435	0.3256579826500021	0.06481798623609841	0.05147740252607876	0.03822689362214257	0.03184163091232346	0.07063187874685881	0.4625146300161007	0.04582176667299481	0.350122450043523	0.04900138872593147	0.03861659176730961	0.06059020557176779	0.2772238249454005	0.2326242200316002	0.03574829951718077	0.2610163120572424	0.6371600950733274	0.5592511519104411	1.263622873274684	0.3916174534521589	0.2631975148439718	0.05997157935240883	0.09023156616293916	0.5726760799520894	0.5482467567466645	0.0579983969345998	0.0845522488076651	0.07861622356494327	0.06606218259199206	0.06476183818731644	0.5728892706250397	0.4236442621420407	0.06222967968897816	0.1136338766112342	0.03824741501579936	1.213959371720035	0.05922164148081811	0.05549211633329739	0.2962075626676869	0.09292232212644967	0.06442048558207469	0.2340786579375566	0.1652942268477726
ec1353	0.1129069483269288	0.09182916154639452	0.2136641034640079	0.1280598671145435	0	0.2894432119073365	0.155739182457317	0.1224590019492385	0.1450203776096249	0.1340948976282598	0.09362649676717108	0.4476441903019408	0.1534087137066002	0.2659435241746245	0.1356450512962453	0.1251308788723244	0.1172920969537222	0.2000757675832604	0.1727664015578673	0.1447192033931402	0.2566189756735955	0.6000797012966445	0.5281600544478867	1.237742323104384	0.3351460050855081	0.2525923406847913	0.1374087153581876	0.07380310829557349	0.5026015454067467	0.4801434204161711	0.1326018650320933	0.1582807464711884	0.1113475741038202	0.144864815845324	0.1544463250861623	0.5059717474134217	0.3985657823844311	0.08046121751825118	0.05464078338003535	0.118116005902509	1.187468210706802	0.1386902591621401	0.1278151566078813	0.2207845060012273	0.108337750632895	0.138934446377311	0.1480267407320858	0.1738994612859161
ec1354	0.2898720192111945	0.3112746707691648	0.3864154773481429	0.3256579826500021	0.2894432119073365	0	0.3497315047184339	0.3150725353668979	0.3409686053473142	0.3305085387549787	0.3134516913660225	0.5922072533350531	0.3476363491972004	0.3955406755993196	0.332300150068076	0.3252992843738255	0.3061577455445641	0.3848499780384724	0.3728721782519584	0.340376724683234	0.4010725151795731	0.46611363335901	0.5571628611224791	1.3406334461758	0.3530686511470961	0.3892382169502693	0.332478453682385	0.3151491285700936	0.6444893992530031	0.5065550282879403	0.3238634476196303	0.339945778324079	0.3238318150126621	0.3402980873090227	0.3511987285174263	0.6610500325178821	0.4944115355644885	0.3191644607399933	0.3164654903055104	0.3289198958105255	1.278448214231589	0.3293177611547221	0.3210546889782585	0.3818320390886464	0.3094941808798073	0.3336015109755685	0.3222361484409798	0.3321045265581989
ec1357	0.2221317609724553	0.102464881426378	0.314897499941907	0.06481798623609841	0.155739182457317	0.3497315047184339	0	0.05772436682462102	0.03748063244288421	0.05132520308448263	0.1122798949003467	0.4728989921954493	0.03749045951637601	0.3690808578113015	0.03378761424303372	0.05303330391489378	0.0904756692235488	0.3040084958303133	0.2614037776909201	0.04215791260801591	0.2823089396655181	0.6599308728853396	0.5829631722829559	1.273420593670125	0.4207991074265425	0.2741209628706194	0.03373891996472207	0.1092937862643894	0.5943378336505694	0.576955029275769	0.04741269183365592	0.05875842391621706	0.08019038395654467	0.03567628623003555	0.01579293755894506	0.5936084086875855	0.4525227647455483	0.0969633477656599	0.1509923836741089	0.06802255340610502	1.238319951994222	0.05954126129568595	0.04976919260687278	0.3265334412332356	0.1142389275220172	0.03980874033607503	0.2556215422454507	0.1870702581482994
ec1367	0.1979874387545372	0.061517506860277	0.2724704330395253	0.05147740252607876	0.1224590019492385	0.3150725353668979	0.05772436682462102	0	0.05330122891316254	0.04356222712602328	0.08264111288672078	0.4643653873786303	0.06486827610175094	0.3445833748657863	0.03890743745489173	0.03487694258912245	0.04880455615536852	0.2622351486415576	0.2326857617418165	0.04972680085786983	0.2761373841917575	0.6421164076123115	0.5643123246707213	1.266004590466772	0.3915548876294291	0.2654295415608905	0.0418421557985132	0.07989532916739853	0.5550338885630075	0.5508295807135835	0.03134256197948193	0.05453739581868017	0.07590081925667658	0.04574498407887394	0.05596028465012932	0.5561737908233245	0.431079353417243	0.06341126441381345	0.1347028775562917	0.03576929880066183	1.222961033065161	0.04561738184965996	0.02914804753695065	0.2815564627562032	0.06856196970229825	0.04208320788469606	0.2132595184395391	0.1472181163377856
ec1369	0.2029504154263192	0.08443227486121095	0.3046030201702938	0.03822689362214257	0.1450203776096249	0.3409686053473142	0.03748063244288421	0.05330122891316254	0	0.03345654685467271	0.09040008174690106	0.4716623132256472	0.01825896869810592	0.3671566848365964	0.02389467192748008	0.02862352521805572	0.07170670811688476	0.2933803180204467	0.2456614392148601	0.01135549180064189	0.2714100374766582	0.6573258554671466	0.5799576526670902	1.276653326925843	0.4160718389702432	0.2797935834039194	0.03314699484236994	0.1083888716680785	0.5839131382294116	0.5746930626088887	0.04527250164648589	0.05190811193870973	0.09829832070249478	0.03971734050387579	0.04083597391315773	0.5840944736714127	0.4503919622001229	0.07804152341642009	0.1314113000836719	0.04388295446772149	1.236421765355575	0.05534109286607973	0.04985451060313321	0.3167830781300147	0.103555022003751	0.03927792449623621	0.2464281064842978	0.1764560479443779
ec1382	0.1903386589946622	0.07660636171418435	0.2990534555417921	0.03184163091232346	0.1340948976282598	0.3305085387549787	0.05132520308448263	0.04356222712602328	0.03345654685467271	0	0.07533353674418426	0.4655833130603646	0.03848875029330654	0.3546358449629762	0.03395211325164572	0.02738699390958652	0.06288237598431456	0.2841601339672751	0.2405935556190952	0.02746716178221452	0.2615302469794921	0.6456134025582166	0.5685735643965857	1.268922332478846	0.4023189488395514	0.2673983191811714	0.04562353365523474	0.09415343997508066	0.57984928461586	0.5599261977666472	0.04405689566762012	0.07167820700289111	0.08393195697869905	0.05028635213783041	0.05209967756752677	0.5796828654005518	0.4351785324684613	0.0690947480028537	0.1232616912175448	0.03851464644761558	1.225587582199941	0.04818657360809831	0.04234425810864878	0.3084563019598997	0.09788820705811356	0.04986637270973841	0.2392753785647989	0.1724093856006151
