"","cluster","pval","rho","sum","fdr"
"1","k__Bacteria_ p__Proteobacteria_ c__Alphaproteobacteria_ o__Rhodospirillales",0.00140585418491117,0.540481141826225,1992,0.0660084638955511
"2","k__Bacteria_ p__Proteobacteria_ c__Gammaproteobacteria_ o__Pseudomonadales",0.00244475792205745,-0.517036671114129,93,0.0660084638955511
"3","k__Bacteria_ p__Actinobacteria_ c__Actinobacteria_ o__Actinomycetales",0.00369065915427791,-0.498441235218448,95,0.0664318647770024
"4","k__Bacteria_ p__Firmicutes_ c__Clostridia_ o__Clostridiales",0.0351380120631738,-0.373682348596799,73,0.389777534794942
"5","k__Bacteria_ p__Firmicutes_ c__Bacilli_ o__Lactobacillales",0.0360905124810131,-0.371896946853732,214,0.389777534794942
"6","k__Bacteria_ p__Bacteroidetes_ c__[Saprospirae]_ o__[Saprospirales]",0.0584491997024041,-0.338043002151862,3,0.526042797321637
"7","k__Bacteria_ p__Proteobacteria_ c__Gammaproteobacteria_",0.0792661558452832,-0.314817968405979,19,0.611481773663613
"8","k__Bacteria_ p__Bacteroidetes_ c__Bacteroidia_ o__Bacteroidales",0.093621518765239,-0.301436848845013,116,0.612468664609387
"9","k__Bacteria_ p__Proteobacteria_ c__Alphaproteobacteria_ o__Sphingomonadales",0.102078110768231,-0.294273303574302,12,0.612468664609387
"10","k__Bacteria_ p__Proteobacteria_ c__Alphaproteobacteria_ o__Rhizobiales",0.125133543825277,-0.276785274312062,10,0.619103724562313
"11","k__Bacteria_ p__Bacteroidetes_ c__Flavobacteriia_ o__Flavobacteriales",0.15756970587761,-0.25583563920825,94,0.619103724562313
"12","k__Bacteria_ p__Chloroflexi_ c__Gitt-GS-136_ o__",0.194903024399247,-0.235267972560651,1,0.619103724562313
"13","k__Bacteria_ p__Chloroflexi_ c__Thermomicrobia_ o__JG30-KF-CM45",0.194903024399247,-0.235267972560651,4,0.619103724562313
"14","k__Bacteria_ p__Cyanobacteria_ c__ML635J-21_ o__",0.194903024399247,-0.235267972560651,2,0.619103724562313
"15","k__Bacteria_ p__Planctomycetes_ c__Phycisphaerae_ o__WD2101",0.194903024399247,-0.235267972560651,1,0.619103724562313
"16","k__Bacteria_ p__TM6_ c__SJA-4_ o__YJF2-48",0.194903024399247,-0.235267972560651,1,0.619103724562313
"17","k__Bacteria_ p__Verrucomicrobia_ c__[Pedosphaerae]_ o__[Pedosphaerales]",0.194903024399247,-0.235267972560651,1,0.619103724562313
"18","k__Bacteria_ p__[Thermi]_ c__Deinococci_ o__Deinococcales",0.271758640093269,0.200272872368616,4,0.773895943739404
"19","k__Bacteria_ p__Bacteroidetes_ c__Sphingobacteriia_ o__Sphingobacteriales",0.272296720945346,-0.20005279228909,4,0.773895943739404
