	ec1254	ec1270	ec1278	ec1306	ec1322	ec1325	ec1341	ec1350	ec1353	ec1354	ec1357	ec1364	ec1369	ec1372	ec1382	ec1384	ec1385	ec1386	ec1388	ec1398	ec1401	ec1403	ec1404	ec1412	ec1416	ec1417	ec1419	ec1428	ec1430	ec1433	ec1436	eti110	eti112	eti122	eti124	eti126
ec1254	0.0	0.2799149573816053	0.5869170802134727	0.6581085060373393	0.5194017075975936	0.41153696416954466	0.60879094727222	0.3126507888042929	0.5406576063429372	0.5477416496429495	0.5669979808329051	0.42947545958529476	0.47356260931269223	0.550380599326317	0.3527086506218291	0.41317406831669523	0.5955179227797334	0.5109326944034237	0.6019069318604179	0.5961022481983735	0.6420237971597912	0.4719575855277997	0.598127830861983	0.3282854018129796	0.5007543844550246	0.5582073497192432	0.41109459005075777	0.5075001270703895	0.5114272207219293	0.5525684419027292	0.47329884357409535	0.5224616405384138	0.48120263921210976	0.43730317467321306	0.4196814981449054	0.4762192951706351
ec1270	0.2799149573816053	0.0	0.5162105257137508	0.6261997841856994	0.46070271845338434	0.3689321734050433	0.5758255629510902	0.2889492705222642	0.5366426383177125	0.5361343155580652	0.533711557738889	0.4017898972506719	0.4749039097485474	0.5460631467045718	0.3433268821431224	0.3874002917775425	0.56271810938372	0.4988197378449887	0.5911023513084658	0.5611161196848528	0.6288495277030057	0.48381192673187984	0.587802278453557	0.3453360711895814	0.46714492049856093	0.5356122871221722	0.42283469273942664	0.4819711110293091	0.4692468403001935	0.530189157806638	0.447087553360956	0.48527821560811174	0.4753627833444157	0.4128188095026302	0.39224924206713296	0.4894723779869596
ec1278	0.5869170802134727	0.5162105257137508	0.0	0.5408565949231089	0.651569371536085	0.6079599275984781	0.6371826070495197	0.4690745028609943	0.48225500488867185	0.4585179674691911	0.7233756984066875	0.641695824965063	0.6796811840974385	0.6141114321480795	0.5297260215780848	0.64450347646631	0.6170835663023676	0.6691988183584794	0.674066600471842	0.5753033086929498	0.5494741646766698	0.6877205395386043	0.5880481063721636	0.5530895831745729	0.6805495521185678	0.5756503426450905	0.6271643007180299	0.590888522729004	0.6865084500367329	0.5186409194725805	0.6598189892571156	0.6940252623213795	0.6822527282118207	0.6060074710423387	0.5545369279192369	0.6876168049658138
ec1306	0.6581085060373393	0.6261997841856994	0.5408565949231089	0.0	0.4811293147347573	0.5233775462672464	0.45623145568543855	0.5652719719296889	0.4923161180666665	0.4791308501195165	0.5271838824649571	0.4991791855911402	0.4778159522552535	0.5891184816745411	0.5649033000545626	0.5197803459997566	0.5745254056230263	0.507004191308609	0.5322746775851414	0.2805121642783314	0.5019580086284836	0.4780985552816192	0.36311302137718515	0.574248937821623	0.46150049334422494	0.6156581380820376	0.536182073375492	0.5529349116995003	0.47526677967218456	0.394906921948273	0.5048885423093117	0.48102254053430527	0.48320605065328365	0.49264413410592667	0.5539303459469278	0.4825442631263315
ec1322	0.5194017075975936	0.46070271845338434	0.651569371536085	0.4811293147347573	0.0	0.3333307689045956	0.4427458962699179	0.4848949583351996	0.604622124085945	0.590753504336319	0.32719700909251276	0.2931088520549472	0.24351762547590797	0.5840195809754724	0.4078346226445767	0.3275085161276796	0.5345807932532174	0.35544603904517946	0.505307876376282	0.4165826042073883	0.6104630706247679	0.2627033949609524	0.45273609430219675	0.3854833620160752	0.2266444502972816	0.5761900558160776	0.380050676975228	0.4530509063333535	0.2411200070973658	0.5065218925236736	0.3141468643892515	0.25699569649287646	0.23764793790621044	0.3701246800477099	0.3465026193712891	0.2816996664757917
ec1325	0.41153696416954466	0.3689321734050433	0.6079599275984781	0.5233775462672464	0.3333307689045956	0.0	0.445016591312821	0.379365751208388	0.6043159478992536	0.5967090341166408	0.3015478883135896	0.10833266082283295	0.2325972377263892	0.5663799961898156	0.3156229533553049	0.17406369342809871	0.600228651007975	0.2856611771937759	0.47167314839628505	0.403631254285782	0.6669319761705101	0.24721117936991197	0.452039514706288	0.43101704170252464	0.20312757313208132	0.5816436735704453	0.14107367959239997	0.49494554626142356	0.21728934396467287	0.578529895549889	0.16449530815754548	0.23433744242392396	0.23256141841249492	0.16384332199324764	0.3876720537952429	0.2656916793524622
ec1341	0.60879094727222	0.5758255629510902	0.6371826070495197	0.45623145568543855	0.4427458962699179	0.445016591312821	0.0	0.5383179380411439	0.46942097382613956	0.4850268659285624	0.45276598110767485	0.4325081396972876	0.39111335158893745	0.42294928740371757	0.5315102549757608	0.4461277821674664	0.4047015424325957	0.46380367007356	0.2907496186893626	0.4265069166459103	0.6118127666750477	0.4014533516023101	0.4665183320060252	0.5153764921381649	0.38254613252026026	0.6201427306379378	0.4803909478708052	0.31837056840665495	0.38273307063247225	0.5215788687436167	0.423769920504188	0.4073065211380748	0.40095917608418746	0.42688013567462274	0.5121713949111477	0.4077922834047449
ec1350	0.3126507888042929	0.2889492705222642	0.4690745028609943	0.5652719719296889	0.4848949583351996	0.379365751208388	0.5383179380411439	0.0	0.47642296446035987	0.49797265041779176	0.5442609517786998	0.41346593195255715	0.4437582552154515	0.46808311648558704	0.3425865883221689	0.3754920466279253	0.541366328266784	0.5030220108653861	0.5399598930490788	0.5783178516762248	0.6018224954402028	0.4549531461211432	0.558962870723075	0.323139206102303	0.47669805967400947	0.5181326034221241	0.3720131337438093	0.4921222825817444	0.4886113248550028	0.49448589009291066	0.46019182076115167	0.49766456706014706	0.44291197809881167	0.37491718389794154	0.40041401642156804	0.4645695479317505
ec1353	0.5406576063429372	0.5366426383177125	0.48225500488867185	0.4923161180666665	0.604622124085945	0.6043159478992536	0.46942097382613956	0.47642296446035987	0.0	0.31745659091745604	0.6575693770615657	0.5900617973174813	0.5874905954829569	0.41929768329138783	0.5086419090121861	0.5825951602486499	0.4736011065104095	0.6472263806347249	0.4634796293937303	0.4832122831879594	0.5142870563284452	0.5907128136381448	0.4908507109752504	0.46193482149410575	0.6075406041478714	0.5510234050529463	0.6028047455991706	0.3746063404836345	0.6223148010267595	0.462670757754307	0.6054927211404534	0.6162140428762805	0.5878534578883826	0.5799519027751996	0.5104685276502114	0.5929955019035094
ec1354	0.5477416496429495	0.5361343155580652	0.4585179674691911	0.4791308501195165	0.590753504336319	0.5967090341166408	0.4850268659285624	0.49797265041779176	0.31745659091745604	0.0	0.6683699371984471	0.6033780760627857	0.599343447142919	0.428795408856975	0.48549260416094814	0.5780967632477165	0.4378640878527612	0.6098140208756078	0.48329473583089044	0.4958371975948032	0.47643359301783367	0.6050610544183411	0.5066543030320602	0.497776747899834	0.6181595764680937	0.47503898083549406	0.5849603106866027	0.37424602689451475	0.631729117715237	0.4230361221730399	0.6125525328408912	0.6321020121839228	0.6027439717558764	0.5666830650671983	0.48620510752091284	0.6047303293034411
